FIPS_CODE,FIRE_YEAR,FIRE_FREQUENCY,TOTAL_FIRE_SIZE,FIRE_RISK
17087,2007,3,3.6,10.8
17087,2008,8,253.0,2024.0
17087,2009,9,116.75,1050.75
17087,2010,6,23.9,143.39999999999998
17087,2011,1,0.5,0.5
17087,2012,3,16.0,48.0
17087,2013,9,58.72,528.48
17087,2014,5,72.0,360.0
17087,2015,3,4.1,12.299999999999999
17087,2016,2,1.3800000000000001,2.7600000000000002
17087,2017,5,4.2,21.0
17087,2018,4,3.5,14.0
17087,2019,3,14.7,44.099999999999994
17089,2013,6,13.25,79.5
17089,2014,14,80.0,1120.0
17089,2020,1,1.0,1.0
17091,2008,5,3.7,18.5
17091,2009,5,3.7,18.5
17091,2010,10,8.3,83.0
17091,2011,7,2.1,14.700000000000001
17091,2012,15,30.0,450.0
17091,2017,1,2.0,2.0
17091,2018,25,42.25,1056.25
17091,2019,10,18.85,188.5
17091,2020,12,45.4,544.8
17095,2013,3,45.3,135.89999999999998
17097,2003,1,450.0,450.0
17097,2008,4,0.5,2.0
17097,2011,5,38.0,190.0
17097,2012,17,93.85,1595.4499999999998
17097,2013,4,27.0,108.0
17097,2014,7,6.5,45.5
17097,2015,1,750.0,750.0
17097,2016,5,42.5,212.5
17097,2017,8,10.0,80.0
17097,2018,17,52.75,896.75
17097,2019,4,21.5,86.0
17097,2020,8,147.25,1178.0
17099,2008,4,6.5,26.0
17099,2010,16,57.4,918.4
17099,2011,2,2.1,4.2
17099,2012,1,210.0,210.0
17099,2013,10,12.6,126.0
17099,2014,8,50.45,403.6
17099,2015,4,52.25,209.0
17099,2016,1,0.5,0.5
17099,2017,10,74.83,748.3
17099,2018,20,32.5,650.0
17099,2019,8,16.5,132.0
17101,2008,3,4.5,13.5
17101,2009,3,6.25,18.75
17101,2010,5,5.0,25.0
17101,2011,1,20.0,20.0
17103,2008,9,65.0,585.0
17103,2010,5,2.3,11.5
17103,2013,6,77.0,462.0
17103,2014,3,103.0,309.0
17103,2016,3,1.5,4.5
17103,2017,2,1.0,2.0
17103,2018,1,0.75,0.75
17105,2010,8,246.0,1968.0
17105,2018,2,45.0,90.0
17107,2008,8,5.94,47.52
17107,2009,10,23.0,230.0
17107,2018,14,88.5,1239.0
17107,2019,1,0.5,0.5
17107,2020,5,9.4,47.0
17109,2008,6,44.300000000000004,265.8
17111,2008,1,0.1,0.1
17111,2010,1,0.25,0.25
17111,2012,3,129.5,388.5
17111,2013,7,30.25,211.75
17111,2014,8,54.0,432.0
17111,2015,6,22.0,132.0
17111,2017,1,3.0,3.0
17111,2018,5,8.75,43.75
17113,2008,6,3.1,18.6
17113,2010,6,75.5,453.0
17113,2011,2,3.0,6.0
17113,2012,3,5.1,15.299999999999999
17113,2013,7,8.1,56.699999999999996
17113,2014,17,182.255,3098.335
17113,2020,2,5.1,10.2
17117,2008,9,80.35,723.15
17117,2009,47,138.55,6511.85
17117,2010,5,13.0,65.0
17117,2011,3,7.0,21.0
17119,2008,3,3.0,9.0
17119,2010,2,2.0,4.0
17119,2011,1,0.5,0.5
17119,2012,4,2.4,9.6
17119,2014,2,1.0,2.0
17119,2016,2,10.5,21.0
17121,2016,3,0.30000000000000004,0.9000000000000001
17123,2013,1,0.6,0.6
17123,2014,8,171.75,1374.0
17123,2016,4,6.35,25.4
17123,2017,1,0.5,0.5
17123,2018,2,45.75,91.5
17123,2020,3,4.35,13.049999999999999
17125,2008,2,3.0,6.0
17125,2009,8,18.1,144.8
17125,2012,1,375.0,375.0
17125,2013,1,3.0,3.0
17125,2015,1,0.1,0.1
17125,2017,8,4.5,36.0
17125,2018,4,3.5,14.0
17125,2019,3,10.2,30.599999999999998
17127,2005,1,0.1,0.1
17127,2008,7,5.0,35.0
17127,2009,1,1.0,1.0
17127,2010,30,152.5,4575.0
17127,2011,16,21.5,344.0
17127,2012,39,55.9,2180.1
17127,2013,8,10.5,84.0
17129,2013,3,1.1,3.3000000000000003
17129,2014,7,3.0,21.0
17129,2015,4,16.5,66.0
17129,2016,1,3.0,3.0
17129,2017,8,5.0,40.0
17131,2013,1,0.1,0.1
17131,2014,1,0.1,0.1
17131,2016,1,0.1,0.1
17133,2008,13,210.0,2730.0
17133,2009,21,119.0,2499.0
17133,2010,8,28.7,229.6
17133,2012,1,10.0,10.0
17133,2013,1,0.1,0.1
17133,2014,6,42.75,256.5
17133,2015,4,20.0,80.0
17133,2016,3,27.0,81.0
17133,2017,8,94.5,756.0
17133,2018,4,32.0,128.0
17133,2019,1,6.0,6.0
17133,2020,19,210.7,4003.2999999999997
17135,2014,9,191.0,1719.0
17137,2008,7,4.5,31.5
17137,2009,7,14.399999999999999,100.79999999999998
17137,2010,7,45.4,317.8
17137,2011,13,214.1,2783.2999999999997
17137,2012,4,22.0,88.0
17137,2015,3,2.5,7.5
17137,2019,2,35.0,70.0
17141,2008,2,1.5,3.0
17141,2009,3,39.0,117.0
17141,2010,8,189.1,1512.8
17141,2011,5,8.2,41.0
17141,2012,1,3.0,3.0
17141,2014,1,0.75,0.75
17141,2019,4,25.0,100.0
17141,2020,7,13.1,91.7
17143,2009,13,30.3,393.90000000000003
17143,2018,14,287.85,4029.9000000000005
17143,2019,1,0.1,0.1
17145,2008,1,15.0,15.0
17145,2009,1,1.0,1.0
17145,2010,2,16.0,32.0
17145,2011,3,17.0,51.0
17145,2012,3,10.0,30.0
17145,2014,1,2.0,2.0
17145,2016,1,15.0,15.0
17145,2017,1,4.0,4.0
17145,2018,1,3.0,3.0
17145,2019,1,3.0,3.0
17147,2008,6,11.0,66.0
17147,2009,1,5.0,5.0
17149,2008,8,9.5,76.0
17149,2009,15,72.9,1093.5
17149,2010,4,2.2,8.8
17149,2011,2,4.0,8.0
17149,2013,5,18.5,92.5
17149,2014,17,363.1,6172.700000000001
17149,2015,3,217.0,651.0
17149,2018,7,15.0,105.0
17149,2019,1,0.5,0.5
17151,2005,3,63.5,190.5
17151,2006,6,189.4,1136.4
17151,2007,6,9.47,56.82000000000001
17151,2008,5,7.1,35.5
17151,2009,40,213.01,8520.4
17151,2010,16,128.31,2052.96
17151,2012,6,33.05,198.29999999999998
17151,2013,2,0.4,0.8
17151,2014,6,116.65,699.9000000000001
17151,2015,3,33.2,99.60000000000001
17151,2016,2,13.2,26.4
17151,2017,14,113.85,1593.8999999999999
17151,2018,3,1.0,3.0
17151,2019,2,0.2,0.4
17151,2020,4,14.45,57.8
17155,2008,7,3.5000000000000004,24.500000000000004
17155,2010,9,90.7,816.3000000000001
17155,2013,2,5.25,10.5
17155,2014,2,0.5,1.0
17157,2013,5,9.0,45.0
17157,2014,11,15.0,165.0
17157,2017,10,21.5,215.0
17159,2010,9,11.15,100.35000000000001
17161,2008,11,3.08,33.88
17161,2009,12,0.71,8.52
17161,2010,11,0.75,8.25
17161,2011,5,0.35000000000000003,1.7500000000000002
17161,2015,1,195.0,195.0
17161,2017,14,15.0,210.0
17161,2018,12,29.25,351.0
17161,2019,1,0.5,0.5
17161,2020,4,79.8,319.2
17163,2008,18,33.35,600.3000000000001
17163,2009,16,6.0,96.0
17163,2010,5,2.72,13.600000000000001
17163,2011,5,1.2200000000000002,6.100000000000001
17163,2012,1,0.5,0.5
17163,2014,6,5.01,30.06
17165,2005,1,115.0,115.0
17165,2007,1,100.3,100.3
17165,2009,16,1080.3600000000001,17285.760000000002
17165,2010,2,8.3,16.6
17165,2012,4,0.55,2.2
17165,2013,1,0.1,0.1
17165,2014,1,2.2,2.2
17165,2015,1,5.06,5.06
17165,2016,1,0.1,0.1
17165,2017,1,9.0,9.0
17165,2019,2,4.34,8.68
17165,2020,2,6.13,12.26
17167,2008,3,10.35,31.049999999999997
17167,2010,25,147.39999999999998,3684.9999999999995
17167,2011,4,20.0,80.0
17167,2012,2,201.0,402.0
17167,2013,6,11.2,67.19999999999999
17167,2014,17,81.1,1378.6999999999998
17173,2013,17,225.25,3829.25
17177,2010,15,5.3999999999999995,80.99999999999999
17177,2013,2,5.0,10.0
17177,2014,5,8.0,40.0
17177,2016,1,0.75,0.75
17177,2017,5,2.5,12.5
17179,2009,1,0.1,0.1
17179,2011,2,14.0,28.0
17179,2012,8,22.7,181.6
17179,2013,3,2.1,6.300000000000001
17179,2014,1,0.75,0.75
17179,2017,7,18.25,127.75
17179,2018,5,9.75,48.75
17181,2005,4,50.1,200.4
17181,2006,1,0.1,0.1
17181,2007,6,34.63,207.78000000000003
17181,2008,8,8.8,70.4
17181,2009,7,53.21,372.47
17181,2010,6,17.95,107.69999999999999
17181,2012,3,0.7,2.0999999999999996
17181,2013,3,0.30000000000000004,0.9000000000000001
17181,2014,2,0.6,1.2
17181,2015,3,12.77,38.31
17181,2017,4,47.800000000000004,191.20000000000002
17181,2018,2,0.86,1.72
17181,2019,2,24.09,48.18
17181,2020,10,43.5,435.0
17183,2010,9,145.5,1309.5
17183,2011,8,64.25,514.0
17183,2013,1,0.75,0.75
17183,2014,3,4.25,12.75
17185,2013,1,0.1,0.1
17187,2013,9,93.0,837.0
17187,2014,5,5.0,25.0
17195,2018,2,1.5,3.0
17195,2019,3,2.0,6.0
17197,2002,1,5.9,5.9
17197,2003,1,232.0,232.0
17197,2005,6,53.3,319.79999999999995
17197,2006,4,17.35,69.4
17197,2007,2,0.2,0.4
17197,2008,4,11.9,47.6
17197,2009,1,21.8,21.8
17197,2010,1,0.1,0.1
17197,2012,14,4.6,64.39999999999999
17197,2015,2,2.0,4.0
17197,2016,1,67.0,67.0
17197,2017,8,16.98,135.84
17197,2018,5,37.86,189.3
17197,2019,1,0.38,0.38
17197,2020,9,5.1,45.9
17199,2010,92,358.5,32982.0
17199,2013,11,14.0,154.0
17199,2014,2,21.5,43.0
17199,2016,8,4.7,37.6
17199,2017,2,0.2,0.4
17199,2019,3,97.3,291.9
17199,2020,4,16.9,67.6
17201,2015,7,7.55,52.85
17201,2017,1,0.5,0.5
17201,2018,5,4.25,21.25
17201,2019,2,2.75,5.5
17201,2020,4,21.6,86.4
17203,2010,9,17.8,160.20000000000002
17203,2011,2,25.1,50.2
17203,2012,8,45.800000000000004,366.40000000000003
17203,2013,2,4.5,9.0
17203,2016,2,35.5,71.0
17203,2017,1,3.0,3.0
17203,2019,4,1.85,7.4
17203,2020,1,0.25,0.25
18005,2007,3,1870.0,5610.0
18005,2016,1,6.5,6.5
18013,2005,1,2.5,2.5
18013,2007,1,1.0,1.0
18013,2008,1,0.1,0.1
18013,2009,1,5.0,5.0
18013,2010,2,2.1,4.2
18013,2012,1,1.0,1.0
18013,2016,1,13.0,13.0
18013,2017,1,17.0,17.0
18013,2018,2,3.75,7.5
18025,2005,2,0.5,1.0
18025,2006,2,3.95,7.9
18025,2007,6,27.41,164.46
18025,2009,7,36.0,252.0
18025,2010,14,9.15,128.1
18025,2012,4,35.45,141.8
18025,2014,2,1.6,3.2
18025,2015,2,13.1,26.2
18025,2016,1,3.0,3.0
18025,2017,1,4.8,4.8
18025,2018,1,2.7,2.7
18025,2019,1,0.25,0.25
18025,2020,1,9.0,9.0
18037,2012,1,0.25,0.25
18051,2013,1,716.0,716.0
18051,2016,1,3.0,3.0
18071,2005,1,50.0,50.0
18071,2007,2,2.0,4.0
18071,2008,1,4.0,4.0
18071,2009,9,45.7,411.3
18071,2010,7,40.7,284.90000000000003
18071,2012,3,2.45,7.3500000000000005
18071,2014,4,11.5,46.0
18071,2016,3,26.9,80.69999999999999
18071,2017,1,0.1,0.1
18071,2019,1,0.1,0.1
18071,2020,2,0.2,0.4
18077,2018,1,1.0,1.0
18077,2020,1,182.0,182.0
18079,2016,3,3.0,9.0
18089,2020,10,67.25,672.5
18093,2007,1,10.0,10.0
18093,2009,2,4.0,8.0
18093,2010,4,7.1,28.4
18093,2012,5,13.1,65.5
18093,2013,1,0.1,0.1
18093,2014,6,14.28,85.67999999999999
18093,2015,1,0.5,0.5
18093,2016,1,2.6,2.6
18093,2018,3,10.5,31.5
18093,2019,3,8.9,26.700000000000003
18093,2020,5,6.7,33.5
18101,2014,3,41.5,124.5
18101,2019,1,0.5,0.5
18101,2020,2,3.75,7.5
18105,2005,2,30.1,60.2
18105,2007,2,1.1,2.2
18105,2008,2,0.2,0.4
18105,2009,5,4.6,23.0
18105,2010,10,31.55,315.5
18105,2012,4,16.35,65.4
18105,2013,4,6.1,24.4
18105,2014,4,1.74,6.96
18105,2015,1,0.5,0.5
18105,2016,6,15.55,93.30000000000001
18105,2017,2,7.63,15.26
18105,2018,2,5.6,11.2
18117,2005,12,58.0,696.0
18117,2006,4,21.4,85.6
18117,2007,3,4.0,12.0
18117,2008,1,0.1,0.1
18117,2009,2,4.5,9.0
18117,2010,6,2.5,15.0
18117,2012,7,18.85,131.95000000000002
18117,2013,1,0.1,0.1
18117,2014,2,14.0,28.0
18117,2015,1,20.0,20.0
18117,2016,4,12.25,49.0
18117,2017,2,80.1,160.2
18117,2018,2,95.0,190.0
18123,2005,3,1.9000000000000001,5.7
18123,2006,3,105.5,316.5
18123,2007,2,19.2,38.4
18123,2009,2,5.1,10.2
18123,2010,7,12.0,84.0
18123,2012,5,5.55,27.75
18123,2014,6,21.6,129.60000000000002
18123,2016,1,1.0,1.0
18123,2018,1,1.0,1.0
18125,2006,2,721.0,1442.0
18125,2012,1,418.0,418.0
18125,2016,1,1.0,1.0
18127,2020,8,17.099999999999998,136.79999999999998
18137,2012,8,103.0,824.0
18137,2014,1,15.0,15.0
18137,2015,1,220.0,220.0
18137,2016,3,120.0,360.0
18137,2017,2,80.0,160.0
18137,2018,2,108.0,216.0
18137,2019,2,28.0,56.0
18137,2020,3,76.0,228.0
19001,2006,14,119.0,1666.0
19001,2008,3,1.5,4.5
19001,2009,10,39.0,390.0
19001,2010,6,72.0,432.0
19001,2011,7,430.5,3013.5
19001,2013,2,3.5,7.0
19001,2014,2,41.0,82.0
19001,2015,1,2.0,2.0
19001,2016,1,1.0,1.0
19001,2017,5,33.0,165.0
19001,2018,4,12.0,48.0
19001,2020,7,153.5,1074.5
19003,2006,1,7.0,7.0
19003,2007,1,20.0,20.0
19003,2010,1,0.1,0.1
19003,2012,2,16.5,33.0
19003,2013,1,0.25,0.25
19003,2014,5,54.01,270.05
19003,2017,9,164.0,1476.0
19003,2018,2,5.0,10.0
19003,2020,10,116.25,1162.5
19005,2009,13,156.0,2028.0
19005,2010,8,114.5,916.0
19005,2011,5,8.5,42.5
19005,2012,3,19.0,57.0
19005,2013,4,7.0,28.0
19005,2014,4,36.25,145.0
19005,2015,14,207.5,2905.0
19005,2016,8,115.0,920.0
19005,2017,6,70.5,423.0
19005,2018,18,739.0,13302.0
19005,2019,9,238.0,2142.0
19005,2020,3,15.0,45.0
19007,2006,8,102.0,816.0
19007,2009,10,397.0,3970.0
19007,2011,7,29.5,206.5
19007,2012,5,18.0,90.0
19007,2014,2,165.0,330.0
19007,2015,12,374.6,4495.200000000001
19007,2017,1,15.0,15.0
19007,2019,5,4.2,21.0
19009,2006,1,10.0,10.0
19009,2009,1,35.0,35.0
19009,2010,2,40.1,80.2
19009,2012,1,4.0,4.0
19009,2015,1,60.0,60.0
19009,2017,2,60.2,120.4
19009,2018,1,5.0,5.0
19009,2020,1,50.0,50.0
19011,2007,8,15.01,120.08
19011,2009,13,97.0,1261.0
19011,2010,3,9.5,28.5
19011,2011,6,11.501,69.006
19011,2012,2,0.55,1.1
19011,2013,3,2.2,6.6000000000000005
19011,2014,6,253.0,1518.0
19011,2015,12,251.05,3012.6000000000004
19011,2016,3,8.0,24.0
19011,2017,14,60.6,848.4
19011,2018,15,437.5,6562.5
19013,2006,4,21.5,86.0
19013,2007,2,10.75,21.5
19013,2008,3,20.200000000000003,60.60000000000001
19013,2009,8,9.25,74.0
19013,2010,2,3.0,6.0
19013,2012,1,2.0,2.0
19013,2014,1,2.0,2.0
19013,2020,1,1.0,1.0
19015,2007,1,0.125,0.125
19015,2009,1,100.0,100.0
19015,2010,4,15.25,61.0
19015,2012,3,3.5,10.5
19015,2015,1,0.1,0.1
19015,2016,1,6.0,6.0
19015,2018,2,4.2,8.4
19015,2019,2,18.3,36.6
19015,2020,2,3.3,6.6
19017,2006,7,62.75,439.25
19017,2008,7,63.8,446.59999999999997
19017,2009,5,25.0,125.0
19017,2010,6,91.5,549.0
19017,2011,6,8.905000000000001,53.43000000000001
19017,2012,4,23.51,94.04
19017,2013,4,13.5,54.0
19017,2014,8,38.5,308.0
19017,2015,6,1273.0,7638.0
19017,2016,4,5.0,20.0
19017,2017,2,0.45,0.9
19017,2018,3,26.0,78.0
19017,2019,2,20.0,40.0
19017,2020,11,147.05,1617.5500000000002
19019,2006,10,41.85,418.5
19019,2011,2,0.7,1.4
19019,2012,2,5.125,10.25
19019,2013,2,12.0,24.0
19019,2014,5,23.71,118.55000000000001
19019,2015,17,494.1,8399.7
19019,2017,10,10.520000000000001,105.20000000000002
19019,2018,7,43.91,307.37
19019,2020,9,23.05,207.45000000000002
19021,2009,5,52.0,260.0
19021,2010,1,15.0,15.0
19021,2011,2,3.1,6.2
19021,2015,1,1.0,1.0
19021,2017,1,6.0,6.0
19021,2018,3,86.0,258.0
19021,2020,1,37.0,37.0
19023,2006,6,27.0,162.0
19023,2009,5,13.25,66.25
19023,2012,1,5.0,5.0
19023,2013,2,11.0,22.0
19023,2014,4,157.5,630.0
19023,2015,7,49.5,346.5
19023,2019,1,5.0,5.0
19023,2020,2,48.0,96.0
19025,2006,1,2.0,2.0
19025,2009,1,6.0,6.0
19025,2010,2,7.0,14.0
19025,2011,4,41.7,166.8
19025,2012,5,101.0,505.0
19025,2013,4,38.0,152.0
19025,2015,1,10.0,10.0
19025,2016,4,2.5,10.0
19025,2017,3,5.0,15.0
19025,2019,7,52.6,368.2
19025,2020,2,7.0,14.0
19027,2006,11,43.85,482.35
19027,2007,5,4.5,22.5
19027,2009,9,11.0,99.0
19027,2010,2,2.5,5.0
19027,2011,9,154.0,1386.0
19027,2012,12,132.0,1584.0
19027,2013,1,35.0,35.0
19027,2014,3,55.0,165.0
19027,2015,1,2.0,2.0
19027,2016,4,21.0,84.0
19027,2017,2,30.0,60.0
19027,2018,1,1.0,1.0
19027,2019,1,10.0,10.0
19029,2008,2,9.0,18.0
19029,2009,17,335.5,5703.5
19029,2010,1,2.0,2.0
19029,2011,1,80.0,80.0
19029,2012,2,14.0,28.0
19029,2013,1,2.0,2.0
19029,2014,10,248.01,2480.1
19029,2015,9,58.0,522.0
19029,2016,1,0.25,0.25
19029,2017,27,189.7,5121.9
19031,2006,12,26.0,312.0
19031,2009,8,263.0,2104.0
19031,2010,1,1.0,1.0
19031,2011,6,50.0,300.0
19031,2012,9,412.75,3714.75
19031,2013,8,37.1,296.8
19031,2014,9,38.0,342.0
19031,2015,4,2.6,10.4
19031,2016,2,0.75,1.5
19031,2017,5,29.599999999999998,148.0
19031,2018,4,63.0,252.0
19031,2020,4,2.6,10.4
19033,2006,5,7.35,36.75
19033,2007,5,2.6,13.0
19033,2008,2,4.1,8.2
19033,2009,7,55.75,390.25
19033,2012,5,8.01,40.05
19033,2017,2,0.2,0.4
19033,2018,5,3.0,15.0
19033,2020,3,46.0,138.0
19035,2006,4,40.0,160.0
19035,2007,2,10.0,20.0
19035,2008,3,126.0,378.0
19035,2009,17,227.5,3867.5
19035,2011,14,347.0,4858.0
19035,2012,11,26.0,286.0
19035,2013,5,4.25,21.25
19035,2014,22,90.21,1984.62
19035,2015,18,310.5,5589.0
19035,2016,1,3.0,3.0
19035,2017,2,3.1,6.2
19035,2018,3,20.0,60.0
19035,2019,2,10.8,21.6
19035,2020,26,212.1,5514.599999999999
19037,2006,2,360.0,720.0
19037,2007,1,10.0,10.0
19037,2008,4,67.0,268.0
19037,2009,24,202.5,4860.0
19037,2010,6,53.5,321.0
19037,2011,6,135.5,813.0
19037,2012,2,7.0,14.0
19037,2013,1,1.5,1.5
19037,2014,5,101.0,505.0
19037,2015,10,201.6,2016.0
19037,2017,2,2.5,5.0
19037,2018,3,3.0,9.0
19037,2019,2,75.0,150.0
19037,2020,6,86.0,516.0
19039,2006,1,75.0,75.0
19039,2011,1,300.0,300.0
19039,2015,1,40.0,40.0
19039,2019,1,0.1,0.1
19039,2020,5,42.1,210.5
19041,2006,3,9.0,27.0
19041,2007,1,5.0,5.0
19041,2009,1,3.0,3.0
19041,2011,2,7.0,14.0
19041,2012,3,245.5,736.5
19041,2015,1,700.0,700.0
19041,2018,2,30.25,60.5
19041,2019,4,266.5,1066.0
19041,2020,2,8.0,16.0
19043,2006,7,32.1,224.70000000000002
19043,2007,4,41.0,164.0
19043,2009,9,33.25,299.25
19043,2011,4,46.0,184.0
19043,2013,2,10.5,21.0
19043,2014,2,20.25,40.5
19043,2015,3,8.25,24.75
19043,2016,1,40.0,40.0
19043,2017,2,2.0,4.0
19043,2018,8,206.0,1648.0
19043,2019,3,80.0,240.0
19043,2020,4,20.0,80.0
19045,2006,4,3.8,15.2
19045,2007,2,2.25,4.5
19045,2008,5,9.0,45.0
19045,2009,5,93.0,465.0
19045,2010,6,88.25,529.5
19045,2011,4,9.1,36.4
19045,2012,5,24.0,120.0
19045,2013,1,0.01,0.01
19045,2014,3,18.0,54.0
19045,2015,5,19.0,95.0
19045,2017,5,15.0,75.0
19045,2018,3,5.0,15.0
19045,2020,1,2.0,2.0
19047,2006,3,14.0,42.0
19047,2007,1,2.0,2.0
19047,2009,5,43.0,215.0
19047,2010,1,17.0,17.0
19047,2012,7,105.5,738.5
19047,2013,10,41.1,411.0
19047,2014,5,15.1,75.5
19047,2015,1,5.0,5.0
19047,2017,9,49.1,441.90000000000003
19047,2018,1,2.0,2.0
19047,2019,2,31.0,62.0
19047,2020,3,40.0,120.0
19049,2006,4,114.0,456.0
19049,2008,1,3.0,3.0
19049,2009,8,20.0,160.0
19049,2010,3,38.25,114.75
19049,2011,1,1.0,1.0
19049,2012,1,0.5,0.5
19049,2016,1,1.5,1.5
19049,2018,1,2.0,2.0
19049,2019,1,2.0,2.0
19049,2020,5,63.0,315.0
19051,2006,8,142.8,1142.4
19051,2008,2,110.0,220.0
19051,2009,3,48.0,144.0
19051,2012,1,40.0,40.0
19051,2017,49,3052.25,149560.25
19051,2018,3,80.0,240.0
19051,2019,5,47.5,237.5
19051,2020,29,2294.0,66526.0
19053,2008,2,3.8,7.6
19053,2018,1,80.0,80.0
19055,2006,3,11.0,33.0
19055,2009,20,74.9,1498.0
19055,2010,5,27.0,135.0
19055,2011,6,40.3,241.79999999999998
19055,2012,3,2.01,6.029999999999999
19055,2013,4,12.5,50.0
19055,2014,7,19.1,133.70000000000002
19055,2015,4,47.5,190.0
19057,2006,7,81.0,567.0
19057,2013,2,37.0,74.0
19057,2014,1,2.0,2.0
19057,2018,5,279.0,1395.0
19057,2020,1,50.0,50.0
19059,2008,1,0.5,0.5
19059,2009,3,62.0,186.0
19059,2010,1,0.05,0.05
19059,2011,8,63.45,507.6
19059,2012,1,8.0,8.0
19059,2014,4,121.25,485.0
19059,2015,5,250.01999999999998,1250.1
19059,2017,3,2.5900000000000003,7.770000000000001
19059,2019,1,4.0,4.0
19059,2020,1,9.0,9.0
19061,2006,2,3.0,6.0
19061,2007,2,2.5,5.0
19061,2009,8,19.05,152.4
19061,2010,5,39.25,196.25
19061,2011,5,22.6,113.0
19061,2012,5,37.5,187.5
19061,2014,3,1.5,4.5
19061,2015,7,38.6,270.2
19061,2016,1,2.0,2.0
19061,2017,2,2.5,5.0
19061,2018,7,19.0,133.0
19061,2019,1,20.0,20.0
19061,2020,1,4.25,4.25
19063,2006,4,5.0,20.0
19063,2007,3,34.0,102.0
19063,2008,1,5.0,5.0
19063,2009,1,0.75,0.75
19063,2011,3,96.0,288.0
19063,2013,2,1.0,2.0
19063,2014,1,0.5,0.5
19063,2015,4,62.0,248.0
19063,2016,1,2.0,2.0
19063,2017,2,2.0,4.0
19063,2020,6,206.5,1239.0
19065,2006,5,77.94999999999999,389.74999999999994
19065,2007,2,2.1,4.2
19065,2008,2,51.0,102.0
19065,2009,25,286.0,7150.0
19065,2010,9,32.6,293.40000000000003
19065,2011,9,46.6,419.40000000000003
19065,2012,17,47.65,810.05
19065,2013,1,4.0,4.0
19065,2014,8,50.0,400.0
19065,2015,14,163.0,2282.0
19065,2016,1,2.5,2.5
19065,2017,5,10.6,53.0
19065,2018,2,7.0,14.0
19065,2019,4,100.0,400.0
19065,2020,1,10.0,10.0
19067,2006,17,89.8,1526.6
19067,2007,1,25.0,25.0
19067,2008,4,60.75,243.0
19067,2009,9,6.55,58.949999999999996
19067,2011,1,1.0,1.0
19067,2012,11,94.25,1036.75
19067,2014,1,0.25,0.25
19067,2015,1,5.0,5.0
19067,2018,2,162.0,324.0
19067,2019,1,1.0,1.0
19067,2020,5,38.7,193.5
19069,2006,1,5.0,5.0
19069,2010,1,2.5,2.5
19069,2011,1,2.0,2.0
19069,2012,1,0.1,0.1
19071,2006,26,213.5,5551.0
19071,2007,4,5.0,20.0
19071,2008,1,0.5,0.5
19071,2009,7,34.1,238.70000000000002
19071,2010,1,1.0,1.0
19071,2011,4,11.88,47.52
19071,2012,2,14.0,28.0
19071,2013,1,20.0,20.0
19071,2014,4,2.6,10.4
19071,2015,1,5.0,5.0
19071,2016,1,0.5,0.5
19071,2020,2,123.0,246.0
19073,2006,1,0.5,0.5
19073,2008,1,40.0,40.0
19073,2010,2,4.0,8.0
19073,2011,8,147.25,1178.0
19073,2012,2,80.0,160.0
19073,2013,3,6.0,18.0
19073,2019,1,328.7,328.7
19075,2008,1,2.0,2.0
19075,2010,3,4.0,12.0
19075,2011,2,60.0,120.0
19075,2012,2,4.5,9.0
19075,2013,1,1.0,1.0
19075,2014,4,54.0,216.0
19075,2015,1,20.0,20.0
19075,2018,1,5.0,5.0
19077,2006,8,94.3,754.4
19077,2007,7,128.0,896.0
19077,2009,12,158.0,1896.0
19077,2010,3,72.35,217.04999999999998
19077,2011,3,107.0,321.0
19077,2012,1,2.0,2.0
19077,2013,2,16.0,32.0
19077,2014,8,110.25,882.0
19077,2015,5,40.0,200.0
19077,2016,2,13.0,26.0
19077,2017,2,1.0,2.0
19077,2018,3,45.0,135.0
19077,2020,5,64.0,320.0
19079,2007,1,0.125,0.125
19079,2009,5,13.251,66.255
19079,2010,5,199.0,995.0
19079,2011,13,78.1,1015.3
19079,2012,10,20.5,205.0
19079,2013,3,1.9500000000000002,5.8500000000000005
19079,2014,5,48.0,240.0
19079,2015,3,1.0,3.0
19079,2016,5,6.36,31.8
19079,2017,2,1.5,3.0
19079,2018,4,3.5,14.0
19079,2019,5,1.55,7.75
19079,2020,8,7.1000000000000005,56.800000000000004
19081,2006,2,5.2,10.4
19081,2007,1,0.25,0.25
19081,2012,3,5.0,15.0
19081,2014,1,2.5,2.5
19081,2017,1,0.25,0.25
19083,2006,3,3.8,11.399999999999999
19083,2010,2,19.0,38.0
19083,2011,2,70.0,140.0
19083,2012,3,13.0,39.0
19083,2013,2,5.5,11.0
19083,2014,5,135.0,675.0
19083,2015,2,50.0,100.0
19083,2016,1,4.0,4.0
19083,2017,5,24.0,120.0
19083,2018,13,167.0,2171.0
19083,2019,8,225.0,1800.0
19083,2020,2,0.8,1.6
19085,2006,13,140.07999999999998,1821.0399999999997
19085,2007,1,2.0,2.0
19085,2008,4,14.5,58.0
19085,2009,3,26.0,78.0
19085,2010,4,55.5,222.0
19085,2011,6,293.001,1758.0059999999999
19085,2012,12,189.945,2279.34
19085,2014,55,354.75,19511.25
19085,2015,9,286.5,2578.5
19085,2016,3,56.0,168.0
19085,2017,4,50.0,200.0
19085,2018,6,756.88,4541.28
19085,2019,5,2.95,14.75
19085,2020,16,275.15,4402.4
19087,2011,2,2.0,4.0
19087,2012,2,9.0,18.0
19087,2013,3,7.0,21.0
19087,2017,6,61.0,366.0
