ZIP_CODE,CITY_NAME,COUNTY_NAME,COUNTY_FIPS_CODE,STATE_CODE,EXPECTED_ANNUAL_LOSS,RESILIENCE_SCORE,SOCIAL_VULNERABILITY_SCORE,AVG_CURRENT_COST_INSURANCE,AVG_COST_RISK_BASED_INSURANCE,AVG_LISTING_PRICE_REALTOR,CLIMATE_INVESTMENT_RISK_INDEX,UPDATED_AT
93614,Coarsegold,Madera County,06039,CA,2906252.05443339,9.279999733,49.284607251,1028,2229,524772,26.299361705,2025-07-31
93644,Oakhurst,Madera County,06039,CA,4649873.152194809,9.279999742,68.830489715,1041,5637,567141,15.957539665,2025-07-31
93636,Madera,Madera County,06039,CA,2300193.67785905,9.279999733,63.771282232,1103,1708,651695,28.605634019,2025-07-31
93638,Madera,Madera County,06039,CA,508806.924032654,9.279999724,86.500395528,967,1427,446301,25.79975346,2025-07-31
94930,Fairfax,Marin County,06041,CA,847518.442837903,91.160003753,38.952683232,1517,3543,1652274,58.479448035,2025-07-31
94901,San Rafael,Marin County,06041,CA,2436786.461417181,91.160003735,47.682346581,1330,4556,1759744,52.453629132,2025-07-31
94903,San Rafael,Marin County,06041,CA,1671660.221509442,91.160003571,58.348940807,1552,4073,1136584,55.36578694,2025-07-31
94945,Novato,Marin County,06041,CA,1687907.903334433,91.15690996,39.748166185,1046,2800,1530751,61.310344948,2025-07-31
95490,Willits,Mendocino County,06045,CA,3249112.381612087,32.200000731,82.938445857,1251,2920,518393,20.203544124,2025-07-31
95482,Ukiah,Mendocino County,06045,CA,2996088.378795564,32.200000699,89.070506056,1225,2661,846966,21.163908233,2025-07-31
95445,Gualala,Mendocino County,06045,CA,1790484.676748638,32.266179095,65.397922679,1028,2229,1096738,25.868130761,2025-07-31
95469,Potter Valley,Mendocino County,06045,CA,987156.698731334,29.458728717,55.729271218,1974,4922,1035235,25.499413125,2025-07-31
95348,Merced,Merced County,06047,CA,389070.245510721,10.479999532,73.368076289,787,1586,455726,23.855397253,2025-07-31
95388,Winton,Merced County,06047,CA,459341.589342582,10.479999553,88.97762872,1028,2229,585860,22.187760061,2025-07-31
95369,Snelling,Merced County,06047,CA,969711.987143295,12.104530421,77.881376211,1028,2229,457500,29.400293731,2025-07-31
95301,Atwater,Merced County,06047,CA,332410.391831097,10.479999532,85.88942309,681,854,569475,28.63881384,2025-07-31
95324,Hilmar,Merced County,06047,CA,1098017.943964654,10.514895012,68.674565494,1150,2493,661143,21.6518524,2025-07-31
95341,Merced,Merced County,06047,CA,770659.173741445,10.479999527,85.011766216,648,1173,510095,18.651866322,2025-07-31
95315,Delhi,Merced County,06047,CA,262966.018628936,10.479999553,80.640347903,1028,2229,471782,32.626088136,2025-07-31
93620,Dos Palos,Merced County,06047,CA,663648.464891894,11.024776396,80.246045663,865,1258,508188,21.390840669,2025-07-31
95340,Merced,Merced County,06047,CA,434496.541536368,10.47999954,74.416434008,594,776,548928,23.573275342,2025-07-31
96112,Fort Bidwell,Modoc County,06049,CA,422814.364280493,16.13999939,48.319999695,1028,2229,124500,24.645140083,2025-07-31
96134,Tulelake,Modoc County,06049,CA,837196.705812877,22.048037022,80.752577367,1028,2229,259911,22.332793847,2025-07-31
96054,Lookout,Modoc County,06049,CA,1211457.110184705,16.13999939,74.940002441,1028,2229,390300,21.436559887,2025-07-31
96101,Alturas,Modoc County,06049,CA,2484873.797083037,16.13999939,79.923174308,861,1273,383571,21.604543706,2025-07-31
96006,Adin,Modoc County,06049,CA,1211457.110184705,16.13999939,74.940002441,1028,2229,407000,20.966322743,2025-07-31
93546,Mammoth Lakes,Mono County,06051,CA,1561431.562162328,54.86146378,56.239112114,870,1261,1247421,31.750148927,2025-07-31
93517,Bridgeport,Mono County,06051,CA,1968207.899060269,54.88999939,34.830001831,1028,2229,854571,44.995649425,2025-07-31
93529,June Lake,Mono County,06051,CA,1879334.869592252,54.88999939,68.13999939,2078,5248,1896063,33.882142064,2025-07-31
96107,Coleville,Mono County,06051,CA,1968207.899060269,54.88999939,34.830001831,1028,2229,446458,54.905350951,2025-07-31
93955,Seaside,Monterey County,06053,CA,643321.663268868,21.170000093,76.568875144,1028,2229,1195658,23.829389621,2025-07-31
93960,Soledad,Monterey County,06053,CA,804611.556238211,21.170000097,68.415286644,1028,2229,2160250,35.188951116,2025-07-31
95004,Aromas,Monterey County,06053,CA,3344512.312597704,30.983082378,35.899757604,1028,2229,1370069,29.61629905,2025-07-31
93950,Pacific Grove,Monterey County,06053,CA,231466.613667743,21.170000097,43.52713378,574,901,2229943,28.660153457,2025-07-31
93925,Chualar,Monterey County,06053,CA,4852965.692888137,21.288251627,81.353990159,1859,3308,1346000,3.871494396,2025-07-31
93906,Salinas,Monterey County,06053,CA,1279532.621231376,21.170000119,74.186489863,1018,2390,689403,39.168922019,2025-07-31
93927,Greenfield,Monterey County,06053,CA,935474.315087276,21.170000097,81.554721828,1028,2229,425504,25.620235978,2025-07-31
94573,Rutherford,Napa County,06055,CA,1613537.355155864,70,46.319999695,1028,2229,19950000,41.231141894,2025-07-31
94558,Napa,Napa County,06055,CA,1740258.459259469,70.004693337,56.891803999,1559,3555,2397304,42.320114169,2025-07-31
94503,American Canyon,Napa County,06055,CA,2854148.801708679,70.039271575,52.694529589,807,1699,896846,51.625414038,2025-07-31
94567,Pope Valley,Napa County,06055,CA,1241314.875873392,70,60.237483811,1028,2229,1329017,33.060729131,2025-07-31
94599,Yountville,Napa County,06055,CA,1665582.277016421,70,75.262836062,1186,2914,2894500,41.567913224,2025-07-31
94508,Angwin,Napa County,06055,CA,2951385.174700122,70,51.900001526,1028,2229,2327237,30.572948914,2025-07-31
94559,Napa,Napa County,06055,CA,2058949.357558972,69.99999993,65.057285024,1696,2561,2037991,38.160982228,2025-07-31
94515,Calistoga,Napa County,06055,CA,2195300.277918132,69.460975523,65.943029275,1668,4480,3687088,33.578245827,2025-07-31
94574,Saint Helena,Napa County,06055,CA,2226880.305781753,69.987901455,51.643711187,1390,4570,4227240,34.723786459,2025-07-31
95945,Grass Valley,Nevada County,06057,CA,691648.747053814,55.900001526,60.43768725,1318,2171,689025,41.677686033,2025-07-31
95946,Penn Valley,Nevada County,06057,CA,627443.603222561,55.900001526,37.387621924,950,2382,657713,47.253251167,2025-07-31
96161,Truckee,Nevada County,06057,CA,1794938.804623844,60.869536797,15.543442952,1208,2877,1940724,43.287514643,2025-07-31
95949,Grass Valley,Nevada County,06057,CA,359882.676241443,55.900001526,30.702810584,1191,5493,801384,58.53987472,2025-07-31
95959,Nevada City,Nevada County,06057,CA,1612009.445592288,55.900001526,40.185367913,1028,2229,909268,43.552452746,2025-07-31
95728,Soda Springs,Nevada County,06057,CA,2124643.017781109,61.042001343,46.698001194,1054,3771,912031,39.151080517,2025-07-31
90623,La Palma,Orange County,06059,CA,1137085.808263863,10.473678698,51.090242358,686,2919,1217600,41.526458706,2025-07-31
92707,Santa Ana,Orange County,06059,CA,1603187.211263807,10.399999598,76.581132738,1028,2229,711234,30.811332534,2025-07-31
92804,Anaheim,Orange County,06059,CA,838644.149983647,10.399999613,85.864830713,1108,1320,956759,27.891917826,2025-07-31
90630,Cypress,Orange County,06059,CA,1123710.769128836,10.41819542,52.449378478,670,2222,973762,39.051682603,2025-07-31
92656,Aliso Viejo,Orange County,06059,CA,823057.863215588,10.399999606,31.890554505,618,1192,1111236,40.070817861,2025-07-31
92805,Anaheim,Orange County,06059,CA,2384010.075682153,10.399999633,80.594697466,603,603,896627,19.623114156,2025-07-31
92651,Laguna Beach,Orange County,06059,CA,1142310.302079204,10.399999603,24.635894968,717,958,7536630,29.653737611,2025-07-31
92801,Anaheim,Orange County,06059,CA,1416397.108282467,10.39999965,89.647897851,774,953,793730,23.48774449,2025-07-31
90631,La Habra,Orange County,06059,CA,1012635.95020058,10.796410265,66.211324163,1116,1712,1173451,35.67785895,2025-07-31
92672,San Clemente,Orange County,06059,CA,1298355.723793149,10.48207547,42.878191556,685,1425,3426687,25.122327825,2025-07-31
92663,Newport Beach,Orange County,06059,CA,1317256.134917245,10.399999634,33.724277275,837,2638,5830798,26.078952946,2025-07-31
92870,Placentia,Orange County,06059,CA,1232817.500208708,10.399999622,49.419937403,927,1042,1001878,42.648325171,2025-07-31
92886,Yorba Linda,Orange County,06059,CA,1705684.33718806,10.399999622,32.802500219,697,1020,1977737,41.225045559,2025-07-31
92618,Irvine,Orange County,06059,CA,3620615.739920067,10.399999598,40.743806572,818,1327,2122838,24.655825006,2025-07-31
92679,Trabuco Canyon,Orange County,06059,CA,2017768.908888795,10.399999607,6.083983867,703,888,3146165,45.068835801,2025-07-31
92677,Laguna Niguel,Orange County,06059,CA,661440.210794485,10.399999611,30.573572817,625,722,2244434,38.639546745,2025-07-31
92705,Santa Ana,Orange County,06059,CA,3481862.616028012,10.399999631,54.236004803,660,1241,2490306,25.25109003,2025-07-31
92708,Fountain Valley,Orange County,06059,CA,1488050.1094566,10.399999601,56.735687478,765,1042,1507340,39.386387057,2025-07-31
92691,Mission Viejo,Orange County,06059,CA,768167.768591423,10.399999586,37.732798696,652,2163,1289858,44.013413874,2025-07-31
92627,Costa Mesa,Orange County,06059,CA,883996.576310314,10.399999631,63.449618284,661,1049,1943987,24.787207778,2025-07-31
92626,Costa Mesa,Orange County,06059,CA,2084203.695166109,10.399999598,50.946945152,711,2666,1548158,28.974228824,2025-07-31
92692,Mission Viejo,Orange County,06059,CA,734503.261011366,10.399999612,20.064307654,752,1398,1341589,47.027619336,2025-07-31
92675,San Juan Capistrano,Orange County,06059,CA,1697156.486941731,10.399999634,53.910016808,1197,3865,3571083,33.302944697,2025-07-31
92835,Fullerton,Orange County,06059,CA,1513143.121862305,10.399999621,52.019624253,831,1580,1509455,37.466622902,2025-07-31
96141,Homewood,Placer County,06061,CA,449620.519962991,80.99827607,17.660827979,2092,2976,2873128,55.032201802,2025-07-31
95678,Roseville,Placer County,06061,CA,272440.807331595,81.567566615,47.899251052,746,1521,622595,59.279976494,2025-07-31
95661,Roseville,Placer County,06061,CA,203584.802400796,81.610000667,46.66775457,876,2006,786226,62.786640878,2025-07-31
95663,Penryn,Placer County,06061,CA,497776.676787178,81.610000529,31.13101953,1028,2229,1543507,64.100447425,2025-07-31
95602,Auburn,Placer County,06061,CA,442824.097971431,73.372518009,43.017549454,694,982,845493,53.425049694,2025-07-31
95746,Granite Bay,Placer County,06061,CA,280655.783170655,81.610000529,14.650462254,1074,1862,1668092,71.506512026,2025-07-31
95658,Newcastle,Placer County,06061,CA,760787.723259355,81.610000529,34.013097485,1483,2836,1312444,59.8348438,2025-07-31
96146,Olympic Valley,Placer County,06061,CA,1660164.031132213,81.610000529,7.894003956,871,4157,1232134,43.684886781,2025-07-31
95747,Roseville,Placer County,06061,CA,274470.755648008,81.610000521,26.544081698,604,766,741593,66.206508597,2025-07-31
96137,Westwood,Plumas County,06063,CA,1372314.665561067,50.40904058,38.982106292,1074,1923,810228,34.138379353,2025-07-31
92509,Jurupa Valley,Riverside County,06065,CA,933576.724165282,20.649810168,79.243719667,1459,2988,832106,34.088598358,2025-07-31
92262,Palm Springs,Riverside County,06065,CA,2332745.695955665,20.62000085,76.332462161,846,2328,1019649,13.949441699,2025-07-31
92543,Hemet,Riverside County,06065,CA,2196828.602527438,20.620000798,92.656191821,1572,1710,426091,22.093521744,2025-07-31
92553,Moreno Valley,Riverside County,06065,CA,1370902.122168875,20.620000798,84.843067723,682,1546,551572,22.503239862,2025-07-31
92504,Riverside,Riverside County,06065,CA,1579081.375755148,20.620000829,75.373040081,955,2341,889156,28.239027872,2025-07-31
92223,Beaumont,Riverside County,06065,CA,5321210.056504005,20.620421236,62.866840945,958,1598,616903,30.660179672,2025-07-31
92225,Blythe,Riverside County,06065,CA,210256.276664564,20.59590905,83.66155565,1360,2430,366723,29.52776566,2025-07-31
92274,Thermal,Riverside County,06065,CA,1737832.891567032,13.525890912,80.771605263,814,1363,1130085,13.166107095,2025-07-31
92880,Corona,Riverside County,06065,CA,3006670.833495147,20.653788501,23.883088632,901,6084,961968,41.365353529,2025-07-31
92503,Riverside,Riverside County,06065,CA,1080154.882572006,20.620000901,70.153254812,688,1905,828742,33.68038046,2025-07-31
92592,Temecula,Riverside County,06065,CA,2940033.615007898,20.620000852,32.225304157,892,3247,1201882,37.687339483,2025-07-31
92201,Indio,Riverside County,06065,CA,1428587.861801712,20.620000808,73.481170236,759,2564,729774,21.417302001,2025-07-31
91752,Mira Loma,Riverside County,06065,CA,4514178.348687847,20.620733763,62.282030845,914,4450,919214,26.874583333,2025-07-31
92882,Corona,Riverside County,06065,CA,1784828.46169254,20.620000777,51.099143521,988,1709,901559,38.976311207,2025-07-31
92507,Riverside,Riverside County,06065,CA,2515395.192416601,20.620000831,74.452921618,1127,2319,632481,20.941180604,2025-07-31
92571,Perris,Riverside County,06065,CA,2091680.060126731,20.620000845,76.552021316,851,1999,576290,29.746560511,2025-07-31
92320,Calimesa,Riverside County,06065,CA,6070499.729901176,20.674131047,68.591738802,701,1487,685328,27.680894533,2025-07-31
92501,Riverside,Riverside County,06065,CA,2860104.069066116,20.62000081,80.00968102,1028,2229,674385,20.35178825,2025-07-31
92584,Menifee,Riverside County,06065,CA,1567208.413355188,20.620000901,43.498042204,888,2968,692738,39.466945425,2025-07-31
95757,Elk Grove,Sacramento County,06067,CA,248948.160577026,53.580001901,39.032121133,630,767,720597,58.333315355,2025-07-31
95833,Sacramento,Sacramento County,06067,CA,325843.058993731,53.580001724,55.726929819,642,794,472841,44.2848308,2025-07-31
95630,Folsom,Sacramento County,06067,CA,351830.991706428,53.580001724,31.942830249,646,1069,864435,55.786642547,2025-07-31
95758,Elk Grove,Sacramento County,06067,CA,290430.896119868,53.58000181,48.61416687,673,966,624552,56.478155247,2025-07-31
95615,Courtland,Sacramento County,06067,CA,939662.186948149,53.912404734,66.767519332,659,667,847500,24.098958294,2025-07-31
95829,Sacramento,Sacramento County,06067,CA,529013.562272814,53.580001906,64.175635053,695,741,661551,53.98594362,2025-07-31
95632,Galt,Sacramento County,06067,CA,261052.706799387,53.440568091,64.022299339,825,1275,773976,47.632003469,2025-07-31
95823,Sacramento,Sacramento County,06067,CA,224840.313320205,53.580001794,88.806215827,708,1253,401967,40.812490696,2025-07-31
95610,Citrus Heights,Sacramento County,06067,CA,158460.439129447,53.585261546,62.080060679,745,1014,517868,48.297232081,2025-07-31
95626,Elverta,Sacramento County,06067,CA,159172.421725232,55.033500699,51.338779173,635,666,675569,54.647465493,2025-07-31
95837,Sacramento,Sacramento County,06067,CA,391755.924709372,51.55373114,16.765080538,808,926,1573000,58.205313948,2025-07-31
95818,Sacramento,Sacramento County,06067,CA,382328.929307783,53.580001804,42.684298528,689,908,785237,46.795162487,2025-07-31
95838,Sacramento,Sacramento County,06067,CA,241503.378298,53.580001938,86.384954903,600,678,401954,42.21268881,2025-07-31
95690,Walnut Grove,Sacramento County,06067,CA,991123.574642079,56.625160769,70.04767985,621,641,919056,36.63210442,2025-07-31
95843,Antelope,Sacramento County,06067,CA,126156.688791494,53.580001927,50.112550868,621,658,514157,60.641210411,2025-07-31
95842,Sacramento,Sacramento County,06067,CA,105026.123151894,53.580001917,77.837788802,523,543,371454,46.820339332,2025-07-31
95043,Paicines,San Benito County,06069,CA,4406047.979488761,59.720001221,53.400001526,1028,2229,610000,20.305330709,2025-07-31
95045,San Juan Bautista,San Benito County,06069,CA,6631583.748903044,59.720001221,69.145363697,885,1781,1201812,32.043313845,2025-07-31
95023,Hollister,San Benito County,06069,CA,3884130.763321185,59.714159712,59.301438173,1174,1996,939211,38.613785623,2025-07-31
91708,Chino,San Bernardino County,06071,CA,4238099.698681331,31.348737879,80.688586672,1028,2229,783504,20.879649685,2025-07-31
92407,San Bernardino,San Bernardino County,06071,CA,3895723.250107845,31.350000344,72.257323682,760,1490,619443,29.933523315,2025-07-31
91762,Ontario,San Bernardino County,06071,CA,1571926.877166816,31.348380002,74.263994662,1028,2229,741277,32.846888769,2025-07-31
92344,Hesperia,San Bernardino County,06071,CA,1545268.834981255,31.350000319,37.001122035,1028,2229,619068,44.026001683,2025-07-31
92324,Colton,San Bernardino County,06071,CA,1908016.179826173,31.207106959,78.706650765,1626,2489,564184,27.861905064,2025-07-31
91763,Montclair,San Bernardino County,06071,CA,1252220.601635819,31.350000378,85.528803946,1028,2229,707793,30.943184304,2025-07-31
92335,Fontana,San Bernardino County,06071,CA,2467643.424578923,31.350000444,86.1787952,949,1097,632801,25.968922875,2025-07-31
91786,Upland,San Bernardino County,06071,CA,1468865.127891079,31.174667844,71.82064092,672,3448,843443,34.008555126,2025-07-31
92371,Phelan,San Bernardino County,06071,CA,2849444.994217975,31.350000444,64.529497018,972,1391,530669,33.368996568,2025-07-31
91764,Ontario,San Bernardino County,06071,CA,1640708.171361157,31.350000403,72.914407215,679,2065,642163,26.435908438,2025-07-31
91784,Upland,San Bernardino County,06071,CA,1113453.453585026,31.350000394,17.722634054,708,2298,1302949,51.719251551,2025-07-31
92307,Apple Valley,San Bernardino County,06071,CA,859857.69284651,31.350000422,71.84574944,1028,2090,548399,35.402718305,2025-07-31
92346,Highland,San Bernardino County,06071,CA,1988712.97704098,31.350000319,67.845887899,996,1608,603945,35.047942571,2025-07-31
92397,Wrightwood,San Bernardino County,06071,CA,1765488.44628993,31.270846155,28.310050057,1030,1338,552491,36.23273523,2025-07-31
91761,Ontario,San Bernardino County,06071,CA,6905910.079831542,31.344634464,72.060161047,1028,2229,705784,33.271177822,2025-07-31
91709,Chino Hills,San Bernardino County,06071,CA,2293229.872299741,31.334375759,37.327168452,1028,2229,1227157,42.264125722,2025-07-31
92376,Rialto,San Bernardino County,06071,CA,1449778.113189659,31.350000341,85.937531842,1028,2229,594416,33.510791097,2025-07-31
92404,San Bernardino,San Bernardino County,06071,CA,1469463.782734212,31.350000319,87.268876588,1523,2059,562954,31.738940103,2025-07-31
92399,Yucaipa,San Bernardino County,06071,CA,3199068.046654602,31.262219718,63.309654478,1285,2822,735376,32.397086083,2025-07-31
91730,Rancho Cucamonga,San Bernardino County,06071,CA,3462302.935070865,31.350000419,64.297475134,995,1747,694524,33.024750154,2025-07-31
92301,Adelanto,San Bernardino County,06071,CA,658391.606469035,31.348929572,86.632736408,1462,1471,414326,35.179491245,2025-07-31
91710,Chino,San Bernardino County,06071,CA,2889701.21988401,31.346744832,61.096125694,625,4832,865896,30.863763693,2025-07-31
92373,Redlands,San Bernardino County,06071,CA,9177047.228273157,31.265048142,47.314253449,998,2083,1022061,26.526762124,2025-07-31
92313,Grand Terrace,San Bernardino County,06071,CA,1237126.018907598,31.298774462,53.640527436,1028,2229,672366,38.725428126,2025-07-31
92103,San Diego,San Diego County,06073,CA,572506.970225986,11.720000244,32.95350638,753,955,1625356,33.337150991,2025-07-31
92084,Vista,San Diego County,06073,CA,555326.495804074,11.720000244,73.454991523,727,1142,1315732,31.280736715,2025-07-31
92078,San Marcos,San Diego County,06073,CA,689870.824220655,11.72000029,48.440834711,1244,2628,1188204,42.040762404,2025-07-31
92009,Carlsbad,San Diego County,06073,CA,368817.243446339,11.720000272,25.275008471,656,1339,1723520,44.309617773,2025-07-31
92024,Encinitas,San Diego County,06073,CA,491607.340739937,11.720000278,28.352123953,676,1326,2914512,39.158220772,2025-07-31
92111,San Diego,San Diego County,06073,CA,1783363.77679402,11.72000028,66.913535751,523,545,887790,33.702238781,2025-07-31
91950,National City,San Diego County,06073,CA,538750.369787025,11.720000242,89.234576514,908,1063,643348,23.976282209,2025-07-31
92110,San Diego,San Diego County,06073,CA,989988.527774424,11.720000244,50.73884037,1429,2795,1110348,36.141133159,2025-07-31
92056,Oceanside,San Diego County,06073,CA,344963.514976587,11.720000288,46.054988969,845,981,926113,47.334241347,2025-07-31
92054,Oceanside,San Diego County,06073,CA,474780.100367129,11.720000294,64.463969547,852,3380,1561613,24.076997656,2025-07-31
92114,San Diego,San Diego County,06073,CA,206662.465899221,11.720000262,75.366475703,1003,1408,751191,44.639309689,2025-07-31
92020,El Cajon,San Diego County,06073,CA,487437.575360903,11.720000258,72.098017689,837,1310,930571,35.642161024,2025-07-31
92116,San Diego,San Diego County,06073,CA,331701.85182221,11.720000286,40.383487248,525,720,1335658,34.854109446,2025-07-31
92064,Poway,San Diego County,06073,CA,1238924.037113429,11.720000271,43.961374911,1249,1763,2064647,41.197675913,2025-07-31
91942,La Mesa,San Diego County,06073,CA,283617.425382454,11.720000235,63.955365298,591,829,726806,34.718953066,2025-07-31
92067,Rancho Santa Fe,San Diego County,06073,CA,907731.380481725,11.72000029,9.228479395,756,1306,8932882,36.073087508,2025-07-31
92071,Santee,San Diego County,06073,CA,432723.865915072,11.720000287,52.163774232,1294,2146,796334,47.544677116,2025-07-31
92029,Escondido,San Diego County,06073,CA,560517.056468201,11.720000271,57.205911641,887,2428,1631796,39.189647755,2025-07-31
91977,Spring Valley,San Diego County,06073,CA,171940.1366589,11.720000264,74.535234601,797,988,820829,40.525995578,2025-07-31
92127,San Diego,San Diego County,06073,CA,810224.91106536,11.72000029,26.237568471,602,859,2395233,41.545545158,2025-07-31
92065,Ramona,San Diego County,06073,CA,5960934.34078465,11.72000026,47.50100131,958,1676,1222883,32.203953158,2025-07-31
92028,Fallbrook,San Diego County,06073,CA,3099548.661157942,11.724591755,61.976045264,713,995,1252314,25.124545006,2025-07-31
92101,San Diego,San Diego County,06073,CA,812115.645713757,11.720000245,53.138089127,1028,2229,1008627,27.641201303,2025-07-31
92128,San Diego,San Diego County,06073,CA,233053.985652904,11.72000029,29.656881621,629,1258,992983,48.707426677,2025-07-31
92131,San Diego,San Diego County,06073,CA,759351.332177578,11.720000261,25.023474151,653,782,1497050,46.607715148,2025-07-31
95422,Clearlake,Lake County,06033,CA,810379.425063894,20.799999237,89.434068811,1247,3632,356433,21.518937774,2025-07-31
95457,Lower Lake,Lake County,06033,CA,2100058.300598554,20.799999237,67.949587975,1066,4445,619196,19.211580938,2025-07-31
95443,Glenhaven,Lake County,06033,CA,599751.543105531,20.799999237,60.057498932,1028,2229,502180,24.619181205,2025-07-31
95485,Upper Lake,Lake County,06033,CA,1319066.234964094,20.799999237,69.672207381,1349,4425,534115,26.040374949,2025-07-31
95493,Witter Springs,Lake County,06033,CA,1494590.260259466,20.799999237,70.620002747,1028,2229,1262500,,2025-07-31
95467,Hidden Valley Lake,Lake County,06033,CA,1584475.633001727,20.799999237,41.674928951,986,2563,467514,33.029300086,2025-07-31
95458,Lucerne,Lake County,06033,CA,687096.759485353,20.799999237,56.704033559,1089,3780,419515,30.427071936,2025-07-31
92124,San Diego,San Diego County,06073,CA,467448.37399977,11.720000267,22.083196774,599,635,964727,44.411818033,2025-07-31
92057,Oceanside,San Diego County,06073,CA,516390.449594915,11.720000267,55.439495301,678,1563,755906,39.806519134,2025-07-31
92010,Carlsbad,San Diego County,06073,CA,915421.611458139,11.720000267,53.835637126,764,1626,1440816,34.861546001,2025-07-31
92113,San Diego,San Diego County,06073,CA,347593.029130665,11.720000267,94.11795781,1724,2560,715410,29.055393756,2025-07-31
92119,San Diego,San Diego County,06073,CA,302391.155622249,11.720000267,40.18498711,602,667,875033,50.712354934,2025-07-31
92126,San Diego,San Diego County,06073,CA,883282.495583928,11.720000267,51.924406735,524,533,916482,41.235647096,2025-07-31
91941,La Mesa,San Diego County,06073,CA,209961.633413401,11.720000267,56.187467737,650,905,1426856,42.131112073,2025-07-31
92037,La Jolla,San Diego County,06073,CA,791595.865451918,11.720000267,30.815633152,669,1061,4692520,31.772054441,2025-07-31
92122,San Diego,San Diego County,06073,CA,374119.454389323,11.720000267,42.870895812,624,1012,1017757,37.43727326,2025-07-31
92118,Coronado,San Diego County,06073,CA,521942.626069489,11.720000267,24.657047518,787,2218,3870833,33.378796545,2025-07-31
92120,San Diego,San Diego County,06073,CA,409087.559625057,11.720000267,38.085200007,569,1091,1026823,43.433461644,2025-07-31
92121,San Diego,San Diego County,06073,CA,3710542.955018095,11.720000267,29.587491875,1028,2229,1376625,41.414099931,2025-07-31
92058,Oceanside,San Diego County,06073,CA,4311029.116177372,11.720000267,56.72164859,756,2803,760405,23.598070241,2025-07-31
92008,Carlsbad,San Diego County,06073,CA,1013802.843641549,11.720000267,43.471802366,659,2036,2428767,27.917072377,2025-07-31
92011,Carlsbad,San Diego County,06073,CA,840677.489382821,11.720000267,37.635187016,585,682,1860813,33.686568711,2025-07-31
92139,San Diego,San Diego County,06073,CA,195573.308105346,11.720000267,71.57393505,955,1211,718130,45.421423046,2025-07-31
92075,Solana Beach,San Diego County,06073,CA,373239.903884109,11.720000267,28.274733336,766,1113,3047401,35.925992302,2025-07-31
92036,Julian,San Diego County,06073,CA,6674712.773458153,11.720000267,24.479930717,1028,2229,970185,26.683585557,2025-07-31
92004,Borrego Springs,San Diego County,06073,CA,9495854.162704721,11.720000267,31.083464057,1083,2296,574027,20.73195404,2025-07-31
92102,San Diego,San Diego County,06073,CA,342040.664221906,11.720000267,77.786508543,1908,2852,765163,31.328053936,2025-07-31
91963,Potrero,San Diego County,06073,CA,12208247.021249324,11.720000267,86.830001831,1028,2229,524750,6.692780236,2025-07-31
92040,Lakeside,San Diego County,06073,CA,1168836.130113995,11.720000267,63.593302294,1656,2564,870584,38.288907182,2025-07-31
91906,Campo,San Diego County,06073,CA,12418088.864775961,11.720000267,86.347893472,1028,2229,664722,24.886336152,2025-07-31
92117,San Diego,San Diego County,06073,CA,609481.147273157,11.720000267,49.79850293,703,998,1230182,40.349846305,2025-07-31
91945,Lemon Grove,San Diego County,06073,CA,290676.042695353,11.720000267,76.924637911,565,642,738385,41.154123748,2025-07-31
92027,Escondido,San Diego County,06073,CA,1335940.890562549,11.720000267,69.071466217,1175,1424,1040247,37.20296489,2025-07-31
92083,Vista,San Diego County,06073,CA,303834.811013899,11.720000279,74.514036557,1042,1227,890389,34.405209652,2025-07-31
92026,Escondido,San Diego County,06073,CA,2196335.493922122,11.720000279,63.094809175,882,1546,1039498,27.597326332,2025-07-31
91932,Imperial Beach,San Diego County,06073,CA,298237.686206417,11.720000279,76.499438003,774,1999,982320,27.629500458,2025-07-31
91915,Chula Vista,San Diego County,06073,CA,504925.372399687,11.720000279,33.051248067,1028,2229,901581,47.657919013,2025-07-31
91901,Alpine,San Diego County,06073,CA,6070795.816735703,11.720000279,48.354435624,831,1710,1336124,33.443810596,2025-07-31
92014,Del Mar,San Diego County,06073,CA,572284.007521088,11.720000279,8.490088794,1704,3064,6450278,45.193274732,2025-07-31
92130,San Diego,San Diego County,06073,CA,600226.24427961,11.720000279,21.968016908,592,1320,2209810,40.264505044,2025-07-31
92091,Rancho Santa Fe,San Diego County,06073,CA,1004009.215483393,11.720000279,9.892806403,1017,2201,5300417,39.898308519,2025-07-31
92082,Valley Center,San Diego County,06073,CA,12126958.409357784,11.720000279,55.586949426,1842,3038,1332207,34.063191473,2025-07-31
92069,San Marcos,San Diego County,06073,CA,647331.770257129,11.720000279,64.628587962,1038,1370,1142021,33.558970258,2025-07-31
92173,San Ysidro,San Diego County,06073,CA,436074.526730922,11.720000279,93.688384845,1028,2229,606576,31.684052578,2025-07-31
92123,San Diego,San Diego County,06073,CA,2960251.337494992,11.720000279,57.503296624,476,531,984835,27.196718146,2025-07-31
91914,Chula Vista,San Diego County,06073,CA,992353.006211673,11.720000279,37.286348078,1028,2229,1640879,45.466260185,2025-07-31
92104,San Diego,San Diego County,06073,CA,331723.66636631,11.720000279,44.003335042,574,586,1008146,39.78761587,2025-07-31
92408,San Bernardino,San Bernardino County,06071,CA,7183514.817975597,31.350000413,86.904303897,1028,2229,554080,21.289703592,2025-07-31
92311,Barstow,San Bernardino County,06071,CA,831676.834984164,31.350000413,87.162065292,870,948,295568,25.623034205,2025-07-31
