FIPS,year,deaths,injuries,damage
28157.0,2021,0.0,0.0,500000
28159.0,2004,1.0,0.0,125050
28159.0,2005,0.0,1.0,90180000
28163.0,2002,0.0,0.0,71430
28163.0,2005,0.0,0.0,35210000
37013.0,2003,0.0,0.0,12800000
37013.0,2004,0.0,0.0,175000
37013.0,2005,0.0,0.0,50000
37013.0,2011,1.0,1.0,20000000
37015.0,2003,0.0,0.0,2500000
37017.0,2004,0.0,3.0,100000
37019.0,2004,0.0,0.0,8300000
37019.0,2005,0.0,0.0,2300000
37019.0,2016,0.0,0.0,0
37019.0,2018,0.0,0.0,200000
37029.0,2003,0.0,0.0,99000
37029.0,2011,0.0,0.0,1000000
37031.0,2003,0.0,0.0,16000000
37031.0,2004,0.0,0.0,325000
37031.0,2005,0.0,5.0,30900000
37031.0,2011,0.0,0.0,35000000
37031.0,2014,0.0,0.0,0
37031.0,2018,0.0,0.0,102800000
37031.0,2019,0.0,0.0,0
37041.0,2003,1.0,0.0,7600000
37047.0,2004,0.0,0.0,150000
37049.0,2003,0.0,0.0,2500000
37049.0,2004,0.0,0.0,610000
37049.0,2005,0.0,0.0,2500000
37049.0,2011,0.0,0.0,20000000
37049.0,2018,0.0,0.0,28000000
37051.0,2003,0.0,0.0,28000
37053.0,2003,0.0,0.0,700000
37053.0,2011,0.0,0.0,1500000
37053.0,2019,0.0,0.0,150000
37055.0,2003,0.0,0.0,347000000
37055.0,2004,0.0,0.0,2675000
37055.0,2005,0.0,0.0,100000
37055.0,2011,0.0,0.0,30000000
37055.0,2014,0.0,0.0,670000
37055.0,2016,0.0,0.0,0
37055.0,2018,0.0,0.0,0
37055.0,2019,0.0,0.0,0
37061.0,2003,0.0,0.0,250000
37061.0,2004,0.0,0.0,350000
37061.0,2005,0.0,0.0,8000000
37063.0,2003,0.0,0.0,205000
37065.0,2003,0.0,0.0,919000
37069.0,2003,1.0,0.0,209000
37073.0,2003,0.0,0.0,900000
37077.0,2003,0.0,0.0,254000
37079.0,2003,0.0,0.0,770000
37079.0,2004,0.0,0.0,300000
37079.0,2005,0.0,0.0,0
37083.0,2003,0.0,0.0,1600000
37091.0,2003,0.0,0.0,1400000
37095.0,2003,0.0,0.0,0
37095.0,2004,0.0,0.0,5150000
37095.0,2005,0.0,0.0,50000
37095.0,2011,0.0,0.0,30000000
37095.0,2014,0.0,0.0,0
37095.0,2018,0.0,0.0,0
37095.0,2019,0.0,0.0,0
37103.0,2003,0.0,0.0,300000
37103.0,2004,0.0,0.0,350000
37103.0,2005,0.0,0.0,50000
37107.0,2003,0.0,0.0,200000
37107.0,2004,0.0,0.0,350000
37107.0,2005,0.0,0.0,10000
37117.0,2003,0.0,0.0,0
37117.0,2004,0.0,0.0,175000
37117.0,2005,0.0,0.0,0
37127.0,2003,0.0,0.0,809000
37129.0,2004,0.0,0.0,3500000
37129.0,2005,0.0,0.0,3600000
37129.0,2016,0.0,0.0,0
37129.0,2018,1.0,1.0,1000000000
37131.0,2003,0.0,0.0,1600000
37133.0,2003,0.0,0.0,1030000
37133.0,2004,0.0,0.0,5505000
37133.0,2005,0.0,0.0,9000000
37133.0,2018,0.0,0.0,34500000
37137.0,2003,0.0,0.0,55000000
37137.0,2004,0.0,0.0,260000
37137.0,2005,0.0,0.0,3000000
37137.0,2011,0.0,0.0,20000000
37139.0,2003,0.0,0.0,4500000
37139.0,2011,0.0,0.0,1000000
37141.0,2004,0.0,0.0,875000
37141.0,2005,0.0,0.0,2400000
37141.0,2016,0.0,0.0,0
37141.0,2018,0.0,0.0,300000000
37143.0,2003,0.0,0.0,1500000
37145.0,2003,0.0,0.0,104000
37147.0,2003,0.0,0.0,2000000
37147.0,2004,0.0,0.0,500000
37147.0,2005,0.0,0.0,0
37177.0,2003,0.0,0.0,0
37177.0,2004,0.0,0.0,200000
37177.0,2005,0.0,0.0,0
37177.0,2011,0.0,0.0,25000000
37181.0,2003,0.0,0.0,369000
37183.0,2003,0.0,0.0,890000
37185.0,2003,0.0,0.0,270000
37187.0,2003,0.0,0.0,12000000
37187.0,2004,0.0,0.0,100000
37187.0,2005,0.0,0.0,0
37191.0,2003,0.0,0.0,436000
37195.0,2003,0.0,0.0,1200000
45015.0,2004,0.0,0.0,0
45019.0,2004,0.0,0.0,0
45043.0,2004,0.0,0.0,2500000
45043.0,2016,0.0,0.0,68000000
45051.0,2004,0.0,3.0,4000000
45051.0,2016,0.0,0.0,134000000
45051.0,2018,2.0,0.0,40000
45089.0,2016,0.0,0.0,5000000
48005.0,2005,1.0,0.0,0
48005.0,2008,0.0,0.0,0
48007.0,2003,0.0,0.0,0
48007.0,2017,2.0,64.0,1750000000
48025.0,2017,0.0,0.0,10000
48039.0,2003,0.0,0.0,1270000
48039.0,2005,0.0,0.0,500000
48039.0,2008,1.0,0.0,700000000
48057.0,2003,0.0,0.0,0
48057.0,2017,1.0,0.0,270000000
48061.0,2008,0.0,2.0,367500000
48071.0,2003,0.0,0.0,0
48071.0,2005,0.0,0.0,8000000
48071.0,2007,0.0,0.0,500000
48073.0,2008,0.0,0.0,750000
48123.0,2017,0.0,0.0,100000
48157.0,2008,3.0,8.0,400000000
48167.0,2003,0.0,0.0,8300000
48167.0,2005,0.0,3.0,15000000
48167.0,2007,0.0,0.0,2500000
48167.0,2008,8.0,0.0,1000000000
48175.0,2017,0.0,0.0,1000000
48199.0,2005,0.0,0.0,50000000
48199.0,2008,0.0,0.0,70000000
48201.0,2003,0.0,0.0,0
48201.0,2005,0.0,0.0,90000000
48201.0,2008,9.0,2400.0,2000000000
48225.0,2005,0.0,0.0,1000000
48225.0,2008,0.0,0.0,100000000
48239.0,2003,0.0,2.0,594000
48241.0,2005,1.0,0.0,200000000
48241.0,2008,0.0,0.0,53000000
48241.0,2020,0.0,0.0,140000000
48245.0,2005,0.0,0.0,1250000000
48245.0,2007,0.0,12.0,25000000
48245.0,2008,0.0,0.0,100000000
48245.0,2020,5.0,18.0,270000000
48261.0,2020,0.0,0.0,100000
48273.0,2020,0.0,0.0,50000
48291.0,2005,2.0,0.0,7000000
48291.0,2008,0.0,0.0,220000000
48321.0,2003,0.0,0.0,716300
48321.0,2008,0.0,0.0,6000000
48321.0,2021,0.0,0.0,0
48339.0,2005,0.0,0.0,2500000
48339.0,2008,2.0,0.0,500000000
48347.0,2005,0.0,0.0,0
48347.0,2008,0.0,0.0,1500000
48351.0,2005,0.0,0.0,80000000
48351.0,2020,0.0,0.0,210000000
48355.0,2017,0.0,0.0,1000000000
48361.0,2005,0.0,0.0,500000000
48361.0,2007,1.0,0.0,10000000
48361.0,2008,0.0,0.0,75000000
48361.0,2020,0.0,0.0,1130000000
48373.0,2005,0.0,0.0,23000000
48373.0,2008,0.0,0.0,100000000
48391.0,2003,0.0,0.0,0
48391.0,2017,0.0,0.0,520000000
48403.0,2005,0.0,0.0,0
48403.0,2008,0.0,0.0,250000
48403.0,2020,1.0,0.0,0
48405.0,2005,0.0,0.0,0
48405.0,2008,0.0,0.0,500000
48407.0,2005,1.0,0.0,10000000
48407.0,2008,0.0,0.0,30000000
48409.0,2003,0.0,0.0,0
48409.0,2017,0.0,0.0,505000000
48455.0,2005,0.0,0.0,1000000
48455.0,2008,0.0,1.0,15000000
48457.0,2005,0.0,0.0,10000000
48457.0,2008,0.0,0.0,45000000
48469.0,2017,0.0,0.0,160000000
48471.0,2005,0.0,0.0,1500000
48471.0,2008,1.0,0.0,20000000
48489.0,2008,0.0,2.0,20600000
48489.0,2020,0.0,0.0,236820000
51001.0,2003,1.0,0.0,0
51036.0,2003,0.0,0.0,0
51057.0,2003,0.0,0.0,20100000
51073.0,2003,0.0,0.0,10500000
51081.0,2003,0.0,0.0,0
51093.0,2003,1.0,0.0,0
51095.0,2003,0.0,0.0,45046000
51103.0,2003,0.0,0.0,0
51115.0,2003,0.0,0.0,22000000
51119.0,2003,0.0,0.0,16000000
51127.0,2003,1.0,0.0,0
51131.0,2003,0.0,0.0,0
51133.0,2003,0.0,0.0,0
51149.0,2003,1.0,0.0,9700000
51159.0,2003,0.0,0.0,0
51175.0,2003,0.0,0.0,0
51181.0,2003,0.0,0.0,0
51183.0,2003,0.0,0.0,0
51193.0,2003,0.0,0.0,450000
51199.0,2003,0.0,0.0,133125000
51550.0,2003,0.0,0.0,30000000
51595.0,2003,0.0,0.0,0
51620.0,2003,0.0,0.0,0
51670.0,2003,1.0,0.0,9700000
51700.0,2000,0.0,0.0,0
51710.0,2003,0.0,0.0,10000000
51730.0,2003,1.0,0.0,9700000
51740.0,2003,0.0,0.0,10000000
51800.0,2003,0.0,0.0,33000000
51810.0,2003,0.0,0.0,39400000
51830.0,2003,0.0,0.0,45046000
15003,2018,0.0,0.0,0
15009,2018,0.0,0.0,0
22103,2021,4.0,0.0,500000000
51700,2003,0.0,0.0,157300000
