county_fips5,yr,index_nsa
12015,2024,692.01
12017,2021,546.26
12017,2022,683.13
12017,2023,741.01
12017,2024,757.16
12019,2021,547.95
12019,2022,669.86
12019,2023,717.37
12019,2024,734.4
12021,2021,1123.54
12021,2022,1435.37
12021,2023,1593.45
12021,2024,1645.41
12023,2021,178.83
12023,2022,211.4
12023,2023,233.52
12023,2024,250.19
12027,2021,310.26
12027,2022,409.36
12027,2023,400.25
12027,2024,411.62
12029,2021,83.37
12029,2022,113.74
12029,2023,118.63
12029,2024,
12031,2021,698.64
12031,2022,846.2
12031,2023,899.1
12031,2024,926.71
12033,2021,570.68
12033,2022,688.09
12033,2023,728.79
12033,2024,758.31
12035,2021,575.88
12035,2022,720.5
12035,2023,748.72
12035,2024,760.21
12037,2021,433.13
12037,2022,523.83
12037,2023,535.57
12037,2024,576.55
12039,2021,217.86
12039,2022,250.39
12039,2023,281.7
12039,2024,293.03
12041,2021,238.84
12041,2022,285.18
12041,2023,295.08
12041,2024,336.43
12045,2021,359
12045,2022,434.72
12045,2023,490.73
12045,2024,451.15
12047,2021,148.99
12047,2022,198.83
12047,2023,276.97
12047,2024,219.4
12049,2021,268.3
12049,2022,335.19
12049,2023,343.27
12049,2024,379.71
12051,2021,287.46
12051,2022,355.8
12051,2023,396
12051,2024,405.72
12053,2021,436.48
12053,2022,553.96
12053,2023,600.89
12053,2024,610.98
12055,2021,343.01
12055,2022,419.44
12055,2023,471.46
12055,2024,483.57
12057,2021,910.48
12057,2022,1125.1
12057,2023,1228.05
12057,2024,1262.77
12059,2021,201.48
12059,2022,249.72
12059,2023,244.74
12059,2024,292.32
12061,2021,365.91
12061,2022,455.49
12061,2023,485.97
12061,2024,506.38
12063,2021,240.45
12063,2022,281.46
12063,2023,308.6
12063,2024,321.11
12065,2021,185.58
12065,2022,219.56
12065,2023,250.38
12065,2024,247.87
12069,2021,617.04
12069,2022,764.49
12069,2023,819.97
12069,2024,854.48
12071,2021,667.83
12071,2022,864.96
12071,2023,923.77
12071,2024,897.09
12073,2021,633.04
12073,2022,733.39
12073,2023,805.52
12073,2024,825.87
12075,2021,286.59
12075,2022,355.31
12075,2023,392.46
12075,2024,432.22
12077,2021,116.49
12077,2022,144.52
12077,2023,
12077,2024,
12079,2021,161.18
12079,2022,198.01
12079,2023,227.58
12079,2024,229.41
12081,2021,850.6
12081,2022,1086.86
12081,2023,1192.78
12081,2024,1235.38
12083,2021,411.46
12083,2022,520.76
12083,2023,554.97
12083,2024,570.67
12085,2021,779.34
12085,2022,969.04
12085,2023,1071.87
12085,2024,1141.98
12086,2021,1053.8
12086,2022,1288.39
12086,2023,1487.7
12086,2024,1631.77
12087,2021,1113.57
12087,2022,1388.94
12087,2023,1514.97
12087,2024,1542.01
12089,2021,651.7
12089,2022,787.86
12089,2023,910.79
12089,2024,927.74
12091,2021,580.77
12091,2022,688.54
12091,2023,728.11
12091,2024,740.93
12093,2021,323.08
12093,2022,420.24
12093,2023,434.05
12093,2024,502.28
12095,2021,984.12
12095,2022,1181.52
12095,2023,1286.26
12095,2024,1357.69
12097,2021,624.47
12097,2022,772.33
12097,2023,829.75
12097,2024,879.32
12099,2021,703.11
12099,2022,879.17
12099,2023,979.84
12099,2024,1035.28
12101,2021,505.63
12101,2022,651.17
12101,2023,716.1
12101,2024,726.07
12103,2021,939.47
12103,2022,1172.35
12103,2023,1284.73
12103,2024,1330.58
12105,2021,691.96
12105,2022,853.98
12105,2023,931.02
12105,2024,954.55
12107,2021,303.83
12107,2022,375.68
12107,2023,418.56
12107,2024,433.06
12109,2021,825.6
12109,2022,1037.54
12109,2023,1126.37
12109,2024,1120.44
12111,2021,581.81
12111,2022,730.91
12111,2023,782.45
12111,2024,802.54
12113,2021,539.97
12113,2022,643.17
12113,2023,684.75
12113,2024,703.49
12115,2021,882.36
12115,2022,1144.61
12115,2023,1222.49
12115,2024,1195.75
12117,2021,690.66
12117,2022,834.85
12117,2023,913.72
12117,2024,949.43
12119,2021,258.22
12119,2022,318.74
12119,2023,328.86
12119,2024,332.91
12121,2021,250.47
12121,2022,290.1
12121,2023,325.72
12121,2024,347.63
12123,2021,248.77
12123,2022,286.48
12123,2023,304.52
12123,2024,316.3
12125,2021,102.89
12125,2022,125.9
12125,2023,
12125,2024,141.01
12127,2021,728.86
12127,2022,898.06
12127,2023,965.32
12127,2024,984.84
