county_fips5,yr,index_nsa
18125,2023,225.43
18125,2024,239.58
18127,2021,526.57
18127,2022,599.28
18127,2023,644.24
18127,2024,671.37
18129,2021,270.8
18129,2022,305.75
18129,2023,327.3
18129,2024,334.18
18131,2021,285.55
18131,2022,335.44
18131,2023,361.36
18131,2024,399.2
18133,2021,235.64
18133,2022,275.09
18133,2023,292.74
18133,2024,312.02
18135,2021,166.5
18135,2022,197.22
18135,2023,213.68
18135,2024,232.22
18137,2021,244.11
18137,2022,273.15
18137,2023,287.08
18137,2024,314.94
18139,2021,247.43
18139,2022,276.84
18139,2023,299.34
18139,2024,307.13
18141,2021,554.32
18141,2022,648.12
18141,2023,712.37
18141,2024,758.29
18143,2021,276.57
18143,2022,312.96
18143,2023,341.15
18143,2024,360.77
18145,2021,324.08
18145,2022,370.04
18145,2023,403.09
18145,2024,420.5
18147,2021,179.97
18147,2022,208.91
18147,2023,216.38
18147,2024,235.81
18149,2021,255.84
18149,2022,301.68
18149,2023,332
18149,2024,350.59
18151,2021,275.72
18151,2022,307.96
18151,2023,336.93
18151,2024,365.36
18153,2021,192.75
18153,2022,216.75
18153,2023,232.04
18153,2024,239.08
18155,2021,196.73
18155,2022,220.18
18155,2023,213.41
18155,2024,249.91
18157,2021,367.98
18157,2022,422.29
18157,2023,463.26
18157,2024,503.95
18159,2021,290.26
18159,2022,349.66
18159,2023,368.51
18159,2024,402.98
18161,2021,207.43
18161,2022,232.34
18161,2023,265.92
18161,2024,257.62
18163,2021,414.92
18163,2022,470.38
18163,2023,506.24
18163,2024,530.34
18165,2021,165.5
18165,2022,191.63
18165,2023,194.89
18165,2024,201.55
18167,2021,276.69
18167,2022,317
18167,2023,343.34
18167,2024,362.91
18169,2021,266.05
18169,2022,304.42
18169,2023,337.01
18169,2024,351.42
18171,2021,197.07
18171,2022,226.48
18171,2023,236.8
18171,2024,249.48
18173,2021,430.64
18173,2022,487.55
18173,2023,510.63
18173,2024,543.7
18175,2021,338.22
18175,2022,397.76
18175,2023,410.06
18175,2024,458.51
18177,2021,312.96
18177,2022,355.71
18177,2023,381.13
18177,2024,401.09
18179,2021,398.92
18179,2022,458.51
18179,2023,488.58
18179,2024,532.7
18181,2021,240.54
18181,2022,274.33
18181,2023,319.26
18181,2024,328.65
18183,2021,252.14
18183,2022,289.17
18183,2023,324.35
18183,2024,342.74
19001,2021,202.64
19001,2022,239.39
19001,2023,283.37
19001,2024,303.93
19003,2021,165.3
19003,2022,179.65
19003,2023,
19003,2024,
19005,2021,198.89
19005,2022,236.3
19005,2023,244.64
19005,2024,266.32
19007,2021,199.4
19007,2022,236.23
19007,2023,240.99
19007,2024,265.86
19009,2021,200.45
19009,2022,279.61
19009,2023,275.97
19009,2024,227.3
19011,2021,267.19
19011,2022,293.84
19011,2023,315.9
19011,2024,328.8
19013,2021,417.43
19013,2022,469.33
19013,2023,513.31
19013,2024,536.26
19015,2021,299.69
19015,2022,329.36
19015,2023,351.12
19015,2024,383.17
19017,2021,282.23
19017,2022,302.94
19017,2023,337.07
19017,2024,364.84
19019,2021,285.67
19019,2022,308.27
19019,2023,343.85
19019,2024,363.19
19021,2021,257.41
19021,2022,304.48
19021,2023,291.09
19021,2024,329.54
19023,2021,290.47
19023,2022,322.33
19023,2023,339.76
19023,2024,367.42
19025,2021,265.59
19025,2022,330.82
19025,2023,356.99
19025,2024,355.07
19027,2021,334.26
19027,2022,379.34
19027,2023,393.01
19027,2024,459.11
19029,2021,247.39
19029,2022,281.53
19029,2023,295.98
19029,2024,307.63
19031,2021,260.9
19031,2022,284.1
19031,2023,322.79
19031,2024,325.47
19033,2021,536.12
19033,2022,603.58
19033,2023,648.81
19033,2024,684.11
19035,2021,247.81
19035,2022,291.45
19035,2023,306.57
19035,2024,333.9
19037,2021,247.18
19037,2022,283.54
19037,2023,305.94
19037,2024,325.93
19039,2021,172.58
19039,2022,191.09
19039,2023,214.82
19039,2024,230.73
19041,2021,338.12
19041,2022,378.47
19041,2023,400.81
19041,2024,402.95
19043,2021,193.35
19043,2022,233.1
19043,2023,240.04
19043,2024,261.71
19045,2021,282.07
19045,2022,320.3
19045,2023,328.17
19045,2024,347.8
19047,2021,237
19047,2022,276.71
19047,2023,315.21
19047,2024,301.13
19049,2021,309.93
19049,2022,355.43
19049,2023,377.65
19049,2024,390.73
19051,2021,179.7
19051,2022,210.3
19051,2023,206.23
19051,2024,242.09
19053,2021,131.81
19053,2022,149.43
19053,2023,149.01
19053,2024,179.23
19055,2021,251.09
19055,2022,288.79
19055,2023,312.55
19055,2024,343.47
19057,2021,250.26
19057,2022,281.92
19057,2023,286.8
19057,2024,319.78
19059,2021,330.81
19059,2022,368.78
19059,2023,420.15
19059,2024,451.7
19061,2021,409.01
19061,2022,463.3
19061,2023,488.44
19061,2024,522.54
19063,2021,243.19
19063,2022,275.47
19063,2023,292.52
19063,2024,300.47
19065,2021,231.36
19065,2022,244.86
19065,2023,264.24
19065,2024,264.51
19067,2021,282.33
19067,2022,311.32
19067,2023,303.14
19067,2024,346.55
19069,2021,273.48
19069,2022,324.55
19069,2023,342.86
19069,2024,360.71
19071,2021,175.38
19071,2022,201.01
19071,2023,209.91
19071,2024,226.96
19073,2021,168.93
19073,2022,185.36
19073,2023,220.38
19073,2024,240.91
19075,2021,285.22
19075,2022,329.05
19075,2023,343.58
19075,2024,381.91
19077,2021,262.76
19077,2022,308.2
19077,2023,320.82
19077,2024,348.79
19079,2021,234.18
19079,2022,265.53
19079,2023,297.36
19079,2024,271.5
19081,2021,310.16
19081,2022,365.5
19081,2023,401.27
19081,2024,406.27
19083,2021,237.8
19083,2022,279.15
19083,2023,296.94
19083,2024,313.47
19085,2021,283.08
19085,2022,341.28
19085,2023,364.99
19085,2024,391.38
19087,2021,259.03
19087,2022,263.77
19087,2023,304.41
19087,2024,325.79
19089,2021,207.66
19089,2022,234.93
19089,2023,238.7
19089,2024,265.71
19091,2021,255.17
19091,2022,299.31
19091,2023,303.82
19091,2024,285.12
19093,2021,179.31
19093,2022,229.08
19093,2023,215.43
19093,2024,247.4
19095,2021,263.3
19095,2022,272.85
19095,2023,323.68
19095,2024,330.43
19097,2021,299.6
19097,2022,341.88
19097,2023,397.75
19097,2024,379.54
19099,2021,292.27
19099,2022,328.89
19099,2023,363.6
19099,2024,390.97
19101,2021,233.78
19101,2022,254.89
19101,2023,253.79
19101,2024,288.82
19103,2021,430.79
19103,2022,476.74
19103,2023,518.82
19103,2024,532.59
19105,2021,271.26
19105,2022,298.69
19105,2023,322.09
19105,2024,331.7
19107,2021,168.16
19107,2022,201.86
19107,2023,230.39
19107,2024,219.98
19109,2021,257.99
19109,2022,281.97
19109,2023,295.98
19109,2024,323.99
19111,2021,260.68
19111,2022,296.83
19111,2023,298.23
19111,2024,308.41
19113,2021,485.95
19113,2022,537.2
19113,2023,576.76
19113,2024,597.5
19115,2021,197.53
19115,2022,221.03
19115,2023,225.94
19115,2024,231.8
19117,2021,165.16
19117,2022,211.21
19117,2023,234.22
19117,2024,232.39
19119,2021,279.73
19119,2022,330.65
19119,2023,342.09
19119,2024,397.8
19121,2021,297.54
19121,2022,352.18
19121,2023,368.31
19121,2024,403.13
19123,2021,292.8
19123,2022,330.51
19123,2023,359.94
19123,2024,399.02
19125,2021,462.19
19125,2022,529.66
19125,2023,564.89
19125,2024,591.99
19127,2021,389.49
19127,2022,430.18
19127,2023,467.29
19127,2024,504.71
19129,2021,266.52
19129,2022,311.51
19129,2023,325.64
19129,2024,342.98
19131,2021,272.74
19131,2022,297.37
19131,2023,328.24
19131,2024,336.29
19133,2021,189.54
19133,2022,218.88
19133,2023,251.14
19133,2024,240.91
19135,2021,181.66
19135,2022,209.18
19135,2023,212.47
19135,2024,206.37
19137,2021,243.36
19137,2022,282.05
19137,2023,297.56
19137,2024,339.38
19139,2021,355.91
19139,2022,392.92
19139,2023,409.28
19139,2024,447.43
19141,2021,277.4
19141,2022,306.42
19141,2023,338.48
19141,2024,356.76
19143,2021,234.55
19143,2022,285.43
19143,2023,340.08
19143,2024,299.56
19145,2021,227.64
19145,2022,255.31
19145,2023,278.23
19145,2024,299.6
19147,2021,209.37
19147,2022,230.15
19147,2023,238.69
19147,2024,255.54
19149,2021,336.29
19149,2022,380.75
19149,2023,411.48
19149,2024,431
19151,2021,176.28
19151,2022,204.19
19151,2023,216.28
19151,2024,297.01
19153,2021,548.78
19153,2022,618.1
19153,2023,665.63
19153,2024,696.51
19155,2021,404.08
19155,2022,457
19155,2023,502.71
19155,2024,531.33
19157,2021,350.85
19157,2022,397.5
19157,2023,412.08
19157,2024,427.73
19159,2021,170.02
19159,2022,188.06
19159,2023,254.19
19159,2024,249.29
19161,2021,213.87
19161,2022,228.21
19161,2023,275.31
19161,2024,309.29
19163,2021,401.67
19163,2022,442.78
19163,2023,473.97
19163,2024,495.25
19165,2021,289.2
19165,2022,332.75
19165,2023,350.27
19165,2024,389.9
19167,2021,398.85
19167,2022,441.45
19167,2023,483.52
19167,2024,527.59
19169,2021,333.03
19169,2022,368.01
19169,2023,404.03
19169,2024,422.55
19171,2021,283.76
19171,2022,342.7
19171,2023,342.46
19171,2024,370.96
19173,2021,160.07
19173,2022,198.87
19173,2023,222.9
19173,2024,234.51
19175,2021,184.98
19175,2022,215.13
19175,2023,208.88
19175,2024,228.61
19177,2021,161.73
19177,2022,213.86
19177,2023,
19177,2024,
19179,2021,293.03
19179,2022,334.94
19179,2023,352.66
19179,2024,388.41
19181,2021,461.98
19181,2022,534.42
19181,2023,570.83
19181,2024,598.32
19183,2021,262.85
19183,2022,296.54
19183,2023,303.23
19183,2024,328.47
19185,2021,173.34
19185,2022,200.12
19185,2023,186.22
19185,2024,223.03
19187,2021,334.15
19187,2022,361.14
19187,2023,372.66
19187,2024,397.71
19189,2021,271.49
19189,2022,318.64
19189,2023,311.13
19189,2024,339.89
19191,2021,284.67
19191,2022,327.16
19191,2023,355.83
19191,2024,387.69
19193,2021,431.47
19193,2022,493.22
19193,2023,527.9
19193,2024,555.11
19195,2021,189.56
19195,2022,218.96
19195,2023,217.38
19195,2024,240.29
19197,2021,234.06
19197,2022,244.52
19197,2023,289.11
19197,2024,271.82
20001,2021,247
20001,2022,272.92
20001,2023,271.12
20001,2024,288.52
20003,2021,172.27
20003,2022,216.3
20003,2023,263.15
20003,2024,276.46
20005,2021,474.06
20005,2022,536.3
20005,2023,600.93
20005,2024,696.55
20007,2021,149.93
20007,2022,169.25
20007,2023,
20007,2024,
20009,2021,315.48
20009,2022,343.38
20009,2023,369.27
20009,2024,398.03
20011,2021,162.43
20011,2022,177.8
20011,2023,193.1
20011,2024,195.69
20013,2021,238.12
20013,2022,270.24
20013,2023,283.95
20013,2024,285.47
20015,2021,364.88
20015,2022,417.88
20015,2023,461.81
20015,2024,480.42
20021,2021,203.41
20021,2022,215.75
20021,2023,264.45
20021,2024,274.75
20023,2021,158.21
20023,2022,203.86
20023,2023,
20023,2024,218.39
20027,2021,174.32
20027,2022,190.74
20027,2023,194.41
20027,2024,235.17
20029,2021,144.16
20029,2022,163.15
20029,2023,182.3
20029,2024,204.42
20031,2021,216.18
20031,2022,260.28
20031,2023,239.58
20031,2024,301.82
20035,2021,298.1
20035,2022,336.03
20035,2023,355.36
20035,2024,379.78
20037,2021,354.61
20037,2022,403.13
20037,2023,437.6
20037,2024,482.27
20041,2021,221.71
20041,2022,236.79
20041,2023,252.37
20041,2024,272.95
20043,2021,192.15
20043,2022,222.09
20043,2023,226.82
20043,2024,262.9
20045,2021,640.38
20045,2022,729.17
20045,2023,790.52
20045,2024,818.38
20051,2021,372.3
20051,2022,414.5
20051,2023,448.07
20051,2024,455.77
20053,2021,198.27
20053,2022,229.29
20053,2023,251.84
20053,2024,268.56
20055,2021,472.87
20055,2022,542.78
20055,2023,566.95
20055,2024,580.72
20057,2021,331.22
20057,2022,398.3
20057,2023,433.48
20057,2024,457.57
20059,2021,493.73
20059,2022,566
20059,2023,613.47
20059,2024,650.2
20061,2021,343.87
20061,2022,378.52
20061,2023,417.6
20061,2024,435.21
20067,2021,225.12
20067,2022,238.3
20067,2023,244.8
20067,2024,253.44
20069,2021,203.57
20069,2022,226.12
20069,2023,
20069,2024,288.51
20077,2021,153.83
20077,2022,171.44
20077,2023,195.47
20077,2024,215.64
20079,2021,445.04
20079,2022,514.88
20079,2023,550.87
20079,2024,579.6
20081,2021,256.38
20081,2022,283.32
20081,2023,
20081,2024,310.72
20085,2021,229.23
20085,2022,253.53
20085,2023,282.33
20085,2024,316.73
20087,2021,258.78
20087,2022,305.81
20087,2023,314.61
20087,2024,337.46
20091,2021,622.43
20091,2022,712.94
20091,2023,766.72
20091,2024,814.94
20093,2021,253.62
20093,2022,251.93
20093,2023,303.31
20093,2024,303.12
20095,2021,159.51
20095,2022,195.88
20095,2023,197.15
20095,2024,198.55
20099,2021,185.4
20099,2022,211.12
20099,2023,234.46
20099,2024,246.02
20103,2021,271.32
20103,2022,312.9
20103,2023,335.77
20103,2024,360.64
20107,2021,167.2
20107,2022,175.61
20107,2023,222.93
20107,2024,241.62
20109,2021,145.87
20109,2022,165.44
20109,2023,
20109,2024,
20111,2021,425.73
20111,2022,474.51
20111,2023,536.19
20111,2024,555.64
20113,2021,460.12
20113,2022,499.02
20113,2023,509.27
20113,2024,551.84
20115,2021,204.84
20115,2022,254.54
20115,2023,263.32
20115,2024,274.1
20117,2021,158.55
20117,2022,196.36
20117,2023,195.28
20117,2024,
20119,2021,163.89
20119,2022,207.29
20119,2023,180.45
20119,2024,
20121,2021,495.26
20121,2022,567.41
20121,2023,614.14
20121,2024,655.11
20123,2021,127.09
20123,2022,127.75
20123,2023,152.49
20123,2024,152.48
20125,2021,219.27
20125,2022,250.77
20125,2023,252.98
20125,2024,275.8
20127,2021,151.12
20127,2022,158
20127,2023,
20127,2024,
20131,2021,182.19
20131,2022,197.54
20131,2023,217.62
20131,2024,289.4
20133,2021,219.5
20133,2022,236.71
20133,2023,243.15
20133,2024,268.57
20139,2021,232.73
20139,2022,283.92
20139,2023,307.66
20139,2024,336.07
20143,2021,181.32
20143,2022,191.96
20143,2023,198.92
20143,2024,216.6
20145,2021,152.34
20145,2022,176.1
20145,2023,173.57
20145,2024,213.96
20149,2021,475.69
20149,2022,533.27
20149,2023,583.52
20149,2024,602.38
20151,2021,223.07
20151,2022,231.98
20151,2023,257.04
20151,2024,283.73
20155,2021,372.66
20155,2022,429.14
20155,2023,442.4
20155,2024,475.62
20159,2021,264.87
20159,2022,303.3
20159,2023,305.83
20159,2024,347.28
20161,2021,561.92
20161,2022,619.67
20161,2023,654.54
20161,2024,699.18
20163,2021,166.67
20163,2022,
20163,2023,
20163,2024,
20165,2021,121.06
20165,2022,
20165,2023,
20165,2024,
20167,2021,179.39
20167,2022,183.97
20167,2023,204.63
20167,2024,
20169,2021,475.47
20169,2022,525.48
20169,2023,555.12
20169,2024,572.78
20171,2021,274.83
20171,2022,294.65
20171,2023,333.46
20171,2024,311.35
20173,2021,444.37
20173,2022,509.38
20173,2023,554.62
20173,2024,580.23
20175,2021,258.21
20175,2022,291.95
20175,2023,315.6
20175,2024,299.44
20177,2021,431.33
20177,2022,490.68
20177,2023,536.38
20177,2024,565.15
20181,2021,277.17
20181,2022,309.52
20181,2023,294.69
20181,2024,369.11
20189,2021,217.57
20189,2022,231.3
20189,2023,249.55
20189,2024,272.05
20191,2021,287.2
20191,2022,347.27
20191,2023,346.3
20191,2024,375.25
20193,2021,282.69
20193,2022,332.57
20193,2023,323.09
20193,2024,370.98
20195,2021,144.87
20195,2022,
20195,2023,190.3
20195,2024,
20197,2021,160.14
20197,2022,186.09
20197,2023,190.68
20197,2024,195.94
20203,2021,174.37
20203,2022,
20203,2023,
20203,2024,
20209,2021,606.98
20209,2022,710.5
20209,2023,767.97
20209,2024,827.07
21001,2021,297.6
21001,2022,353.47
21001,2023,389.25
21001,2024,441.78
21003,2021,296.54
21003,2022,350.54
21003,2023,403.84
21003,2024,412.67
21005,2021,263.21
21005,2022,308.36
21005,2023,334.06
21005,2024,348.97
21007,2021,171.14
21007,2022,189.15
21007,2023,224.77
21007,2024,211.7
21009,2021,317.31
21009,2022,375.08
21009,2023,405.49
21009,2024,438.18
21011,2021,170.45
21011,2022,200.84
21011,2023,216.05
21011,2024,208.64
21013,2021,153.81
21013,2022,178.51
21013,2023,167.79
21013,2024,192.33
21015,2021,450.22
21015,2022,520.42
21015,2023,565.15
21015,2024,592.73
21017,2021,271.05
21017,2022,326.47
21017,2023,358.29
21017,2024,369.3
21019,2021,264.63
21019,2022,286.74
21019,2023,306.86
21019,2024,324.32
21021,2021,253.49
21021,2022,294.64
21021,2023,329.76
21021,2024,344.82
21023,2021,151.46
21023,2022,163.4
21023,2023,184.33
21023,2024,200.03
21027,2021,176.32
21027,2022,181.43
21027,2023,220.07
21027,2024,212.91
21029,2021,349.16
21029,2022,398.35
21029,2023,427.24
21029,2024,445.03
21031,2021,164.18
21031,2022,202.99
21031,2023,238.1
21031,2024,
21033,2021,186.69
21033,2022,233.26
21033,2023,232.3
21033,2024,300
21035,2021,224.64
21035,2022,260.05
21035,2023,287.33
21035,2024,299.35
21037,2021,760.58
21037,2022,881.79
21037,2023,946.17
21037,2024,1026.66
21041,2021,179.44
21041,2022,206.83
21041,2023,223.87
21041,2024,233.91
21043,2021,177.97
21043,2022,212.96
21043,2023,212.55
21043,2024,225.02
21045,2021,199.91
21045,2022,206.88
21045,2023,205.58
21045,2024,239.99
21047,2021,235.58
21047,2022,274.68
21047,2023,295.82
21047,2024,322.22
21049,2021,287.39
21049,2022,335.73
21049,2023,365.05
21049,2024,382.6
21051,2021,151.41
21051,2022,
21051,2023,171.7
21051,2024,
21053,2021,126.36
21053,2022,
21053,2023,
21053,2024,
21055,2021,160.09
21055,2022,174.36
21055,2023,209.83
21055,2024,263.32
21057,2021,150.32
21057,2022,193.62
21057,2023,190.86
21057,2024,
21059,2021,417.34
21059,2022,476.76
21059,2023,502.52
21059,2024,532.67
21061,2021,197.17
21061,2022,231.54
21061,2023,281.24
21061,2024,252.36
21065,2021,203.6
21065,2022,260.87
21065,2023,212.97
21065,2024,288.73
21067,2021,583.59
21067,2022,669.98
21067,2023,754.21
21067,2024,789.63
21069,2021,131.99
21069,2022,172.03
21069,2023,
21069,2024,185.09
21071,2021,154.97
21071,2022,161.12
21071,2023,185.11
21071,2024,191.99
21073,2021,302.5
21073,2022,347.92
21073,2023,372.22
21073,2024,420.26
21075,2021,159.85
21075,2022,
21075,2023,180.02
21075,2024,196.73
21077,2021,135.39
21077,2022,149.3
21077,2023,173.71
21077,2024,192.5
21079,2021,230.51
21079,2022,275.07
21079,2023,290.68
21079,2024,317.6
21081,2021,230.22
21081,2022,267.62
21081,2023,299.6
21081,2024,317.26
21083,2021,253.5
21083,2022,301.73
21083,2023,318.66
21083,2024,334.46
21085,2021,217.2
21085,2022,244.51
21085,2023,256.53
21085,2024,283.76
21087,2021,240.34
21087,2022,303.91
21087,2023,
21087,2024,320.84
21089,2021,243.95
21089,2022,259.96
21089,2023,289.32
21089,2024,312.29
21091,2021,217.54
21091,2022,231.74
21091,2023,267.78
21091,2024,274.84
21093,2021,326.18
21093,2022,377.68
21093,2023,413.4
21093,2024,439.36
21095,2021,212.22
21095,2022,
21095,2023,
21095,2024,
21097,2021,223.31
21097,2022,253.77
21097,2023,259.95
21097,2024,290.55
21099,2021,187.05
21099,2022,216.45
21099,2023,248.47
21099,2024,244.24
21101,2021,315.9
21101,2022,356.46
21101,2023,386.6
21101,2024,409.04
21103,2021,215.55
21103,2022,245.61
21103,2023,260.71
21103,2024,278.53
21105,2021,
21105,2022,
21105,2023,
21105,2024,
21107,2021,224.3
21107,2022,248.9
21107,2023,286.1
21107,2024,303.36
21109,2021,144.89
21109,2022,
21109,2023,
21109,2024,
21111,2021,624.46
21111,2022,697.83
21111,2023,740.91
21111,2024,787.45
21113,2021,282.2
21113,2022,329.57
21113,2023,365.4
21113,2024,393.34
21115,2021,151.97
21115,2022,157.33
21115,2023,167.3
21115,2024,178.23
21117,2021,577.47
21117,2022,665.07
21117,2023,717.82
21117,2024,767.81
21119,2021,128.04
21119,2022,
21119,2023,176.95
21119,2024,
21121,2021,158.61
21121,2022,167.34
21121,2023,219.69
21121,2024,216.81
21123,2021,292.02
21123,2022,360.32
21123,2023,401.13
21123,2024,389.89
21125,2021,250.94
21125,2022,296.03
21125,2023,304.07
21125,2024,320.16
21127,2021,144.59
21127,2022,156.54
21127,2023,179.31
21127,2024,182.71
21133,2021,171.17
21133,2022,171.24
21133,2023,
21133,2024,
21137,2021,266.38
21137,2022,303.6
21137,2023,350.11
21137,2024,358.95
21139,2021,190.1
21139,2022,203.55
21139,2023,239.34
21139,2024,276
21141,2021,230.39
21141,2022,279.1
21141,2023,326.97
21141,2024,329.06
21143,2021,194.06
21143,2022,233.14
21143,2023,240.05
21143,2024,257.41
21145,2021,375.26
21145,2022,432.99
21145,2023,465.47
21145,2024,481.93
21147,2021,136.29
21147,2022,152.42
21147,2023,165.86
21147,2024,
21149,2021,192.45
21149,2022,219.19
21149,2023,
21149,2024,258.58
21151,2021,286.05
21151,2022,334.36
21151,2023,355.85
21151,2024,382.9
21155,2021,270.49
21155,2022,303.15
21155,2023,311.99
21155,2024,365.9
21157,2021,218.46
21157,2022,260.13
21157,2023,271.95
21157,2024,285.22
21161,2021,189.29
21161,2022,204.55
21161,2023,226.18
21161,2024,245.02
21163,2021,271.63
21163,2022,313.54
21163,2023,320.78
21163,2024,349.91
21167,2021,331.96
21167,2022,381.02
21167,2023,430.48
21167,2024,484.78
21169,2021,152.76
21169,2022,207.15
21169,2023,213.8
21169,2024,219.88
21171,2021,218.44
21171,2022,240.25
21171,2023,289.62
21171,2024,294.68
21173,2021,268.85
21173,2022,322.91
21173,2023,354.51
21173,2024,379.3
21175,2021,147.16
21175,2022,157.5
21175,2023,
21175,2024,215.43
21177,2021,155.85
21177,2022,179.28
21177,2023,185.27
21177,2024,207.82
21179,2021,273.67
21179,2022,317.66
21179,2023,340.98
21179,2024,367.08
21181,2021,171.73
21181,2022,241.2
21181,2023,
21181,2024,267.87
21183,2021,260.18
21183,2022,309.94
21183,2023,313.9
21183,2024,320.75
21185,2021,590.79
21185,2022,663.7
21185,2023,734.9
21185,2024,769.82
21187,2021,197.08
21187,2022,232.4
21187,2023,235.69
21187,2024,
21191,2021,163.16
21191,2022,191.38
21191,2023,215.1
21191,2024,218.03
21193,2021,147.83
21193,2022,159.75
21193,2023,
21193,2024,196.35
21195,2021,186.33
21195,2022,195.57
21195,2023,206.95
21195,2024,220.2
21197,2021,276.09
21197,2022,337.03
21197,2023,391.87
21197,2024,381.51
21199,2021,281.07
21199,2022,324.39
21199,2023,348.99
21199,2024,375.64
21203,2021,136.63
21203,2022,179.6
21203,2023,
21203,2024,178.77
21205,2021,221.73
21205,2022,253.73
21205,2023,266.06
21205,2024,285.75
21207,2021,259.94
21207,2022,282.2
21207,2023,324.65
21207,2024,360.78
21209,2021,285.89
21209,2022,332.62
21209,2023,341.89
21209,2024,390.25
21211,2021,343.37
21211,2022,399.85
21211,2023,428.43
21211,2024,443.02
21213,2021,273.15
21213,2022,330.9
21213,2023,362.79
21213,2024,376.94
21215,2021,259.86
21215,2022,298.63
21215,2023,317.5
21215,2024,340.19
21217,2021,284.8
21217,2022,336.1
21217,2023,381.15
21217,2024,414.92
21219,2021,168.11
21219,2022,187.24
21219,2023,213.61
21219,2024,231.4
21221,2021,215.95
21221,2022,260.75
21221,2023,282.66
21221,2024,304.36
21223,2021,184.36
21223,2022,199.01
21223,2023,215.23
21223,2024,218.35
21225,2021,240.33
21225,2022,305.3
21225,2023,280.34
21225,2024,307.06
21227,2021,369.89
21227,2022,432.34
21227,2023,467.84
21227,2024,486.05
21229,2021,209.73
21229,2022,259.09
21229,2023,248.98
21229,2024,285.55
21231,2021,184.2
21231,2022,206.05
21231,2023,239.28
21231,2024,250.96
21233,2021,201.94
21233,2022,260.6
21233,2023,290.89
21233,2024,252.34
21235,2021,201.38
21235,2022,242.46
21235,2023,265.57
21235,2024,272.07
21239,2021,285.07
21239,2022,322.57
21239,2023,377.89
21239,2024,393.88
22001,2021,251.81
22001,2022,281.69
22001,2023,289.43
22001,2024,273.54
22003,2021,229.77
22003,2022,238.13
22003,2023,252.03
22003,2024,264.11
22005,2021,285.41
22005,2022,321.01
22005,2023,325.28
22005,2024,338.5
22007,2021,286.37
22007,2022,321.9
22007,2023,339.58
22007,2024,338.05
22009,2021,224.38
22009,2022,248.82
22009,2023,301.24
22009,2024,249.65
22011,2021,215.96
22011,2022,251.76
22011,2023,243.33
22011,2024,247.43
22013,2021,162.74
22013,2022,174.05
22013,2023,
22013,2024,
22015,2021,272.24
22015,2022,300.06
22015,2023,317.09
22015,2024,329.07
22017,2021,304
22017,2022,329.81
22017,2023,340.04
22017,2024,344.84
22019,2021,290.82
22019,2022,314.1
22019,2023,311.98
22019,2024,312.24
22021,2021,195.45
22021,2022,208.7
22021,2023,
22021,2024,257.48
22023,2021,208.29
22023,2022,219.68
22023,2023,
22023,2024,
22025,2021,158.84
22025,2022,
22025,2023,
22025,2024,
22027,2021,183.61
22027,2022,218.65
22027,2023,203.05
22027,2024,
22029,2021,283.67
22029,2022,300.44
22029,2023,293.52
22029,2024,320.41
22031,2021,240.18
22031,2022,278.89
22031,2023,292.33
22031,2024,280.3
22033,2021,518.06
22033,2022,569.57
22033,2023,577.23
22033,2024,586.24
22037,2021,276.22
22037,2022,308.66
22037,2023,301.37
22037,2024,304.85
22039,2021,180.25
22039,2022,186.22
22039,2023,197.76
22039,2024,249.48
22041,2021,170.48
22041,2022,186.77
22041,2023,169.39
22041,2024,150.18
22043,2021,220.73
22043,2022,249.38
22043,2023,259.16
22043,2024,263.86
22045,2021,202.66
22045,2022,217.24
22045,2023,218.18
22045,2024,229.13
22047,2021,240.29
22047,2022,268.84
22047,2023,264.83
22047,2024,276.99
22049,2021,243.91
22049,2022,265.13
22049,2023,269.77
22049,2024,309.11
22051,2021,596.48
22051,2022,665.72
22051,2023,671.71
22051,2024,661.64
22053,2021,261.49
22053,2022,295.25
22053,2023,285.93
22053,2024,297.34
22055,2021,487.4
22055,2022,535.25
22055,2023,546.71
22055,2024,564.26
22057,2021,285.2
22057,2022,313.69
22057,2023,320.99
22057,2024,333.73
22059,2021,197.79
22059,2022,204.08
22059,2023,235
22059,2024,239.68
22061,2021,246.74
22061,2022,263.99
22061,2023,282.15
22061,2024,289.51
22063,2021,315.56
22063,2022,352.61
22063,2023,364.93
22063,2024,374.58
22065,2021,152.2
22065,2022,152.7
22065,2023,
22065,2024,
22067,2021,194.75
22067,2022,199.42
22067,2023,202.22
22067,2024,198.4
22069,2021,294.17
22069,2022,319.21
22069,2023,356.42
22069,2024,353.97
22071,2021,769.55
22071,2022,831.41
22071,2023,823.09
22071,2024,809.55
22073,2021,474.96
22073,2022,521.36
22073,2023,542.7
22073,2024,543.86
22075,2021,240.6
22075,2022,250.8
22075,2023,257.7
22075,2024,264.66
22077,2021,278.15
22077,2022,301.76
22077,2023,322.32
22077,2024,329.35
22079,2021,309.51
22079,2022,336.35
22079,2023,349.97
22079,2024,356.47
22083,2021,255.57
22083,2022,293.34
22083,2023,248.27
22083,2024,289.51
22085,2021,252.19
22085,2022,275.72
22085,2023,309.04
22085,2024,281.96
22087,2021,564.22
22087,2022,658.73
22087,2023,638.12
22087,2024,639.07
22089,2021,309.44
22089,2022,344.05
22089,2023,343.78
22089,2024,350.9
22091,2021,181.83
22091,2022,181.52
22091,2023,216.51
22091,2024,
22093,2021,256.62
22093,2022,296.53
22093,2023,305.46
22093,2024,285.03
22095,2021,306.22
22095,2022,342.3
22095,2023,365.5
