zip,county_fips5,yr,hpi_change,hpi,flood_frequency,flood_property_damage,flood_duration_hours,heat_stress_index,drought_annual_mean_index,fire_frequency,fire_size,deaths_hurricane,injuries_hurricane,damage_hurricane,unemployment_rate,prop_rate,county_fips,home_purchase_per_cap,amt_purchase_per_cap,Earned Prem,Earned Exp,prem_per_unit
91104,06037,2023,,,,,,,,,,,,,,,,,,8908204.0,6307.0,1412.4312668463613
91105,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,5063419.0,2613.0,1937.7799464217376
91105,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,5555027.0,2646.0,2099.4055177626606
91105,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,6469614.0,2643.0,2447.8297389330305
91105,06037,2021,,,,,,,,,,,,,,,,,,7215461.0,2668.0,2704.445652173913
91105,06037,2022,,,,,,,,,,,,,,,,,,8112618.0,2649.0,3062.5209513023783
91105,06037,2023,,,,,,,,,,,,,,,,,,8501388.0,2597.0,3273.541778975741
91106,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,3680217.0,2096.0,1755.8287213740457
91106,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,4098498.0,2133.0,1921.4711673699017
91106,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,4766414.0,2140.0,2227.296261682243
91106,06037,2021,,,,,,,,,,,,,,,,,,5323550.0,2141.0,2486.47828117702
91106,06037,2022,,,,,,,,,,,,,,,,,,5910442.0,2148.0,2751.602420856611
91106,06037,2023,,,,,,,,,,,,,,,,,,6272767.0,2119.0,2960.2487022180276
91107,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,7405734.0,6753.0,1096.6583740559752
91107,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,8045809.0,6812.0,1181.1228714034057
91107,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,9144452.0,6954.0,1314.9916594765602
91107,06037,2021,,,,,,,,,,,,,,,,,,9851490.0,6789.0,1451.0958904109589
91107,06037,2022,,,,,,,,,,,,,,,,,,11092477.0,6780.0,1636.0585545722713
91107,06037,2023,,,,,,,,,,,,,,,,,,12398073.0,6722.0,1844.4024099970247
91108,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,6424221.0,3801.0,1690.1397000789266
91108,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,6849283.0,3801.0,1801.9686924493553
91108,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,7840400.0,3760.0,2085.2127659574467
91108,06037,2021,,,,,,,,,,,,,,,,,,8603498.0,3775.0,2279.072317880795
91108,06037,2022,,,,,,,,,,,,,,,,,,9520359.0,3794.0,2509.3197153400106
91108,06037,2023,,,,,,,,,,,,,,,,,,10425796.0,3762.0,2771.343965975545
91109,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,1372.0,1.0,1372.0
91109,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,744.0,0.0,
91201,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,2420764.0,2396.0,1010.3355592654424
91201,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,2631975.0,2431.0,1082.6717400246812
91201,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,2901905.0,2410.0,1204.109958506224
91201,06037,2021,,,,,,,,,,,,,,,,,,3127753.0,2368.0,1320.8416385135135
91201,06037,2022,,,,,,,,,,,,,,,,,,3539631.0,2382.0,1485.9911838790931
91201,06037,2023,,,,,,,,,,,,,,,,,,3965944.0,2375.0,1669.8711578947368
91202,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,3253703.0,2670.0,1218.6153558052436
91202,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,3522434.0,2685.0,1311.8934823091247
91202,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,3914294.0,2683.0,1458.9243384271338
91202,06037,2021,,,,,,,,,,,,,,,,,,4299842.0,2666.0,1612.8439609902475
91202,06037,2022,,,,,,,,,,,,,,,,,,4892341.0,2683.0,1823.4591874767052
91202,06037,2023,,,,,,,,,,,,,,,,,,5502484.0,2665.0,2064.721951219512
91203,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,304301.0,408.0,745.8357843137255
91203,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,329719.0,406.0,812.115763546798
91203,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,366281.0,406.0,902.1699507389162
91203,06037,2021,,,,,,,,,,,,,,,,,,392008.0,396.0,989.9191919191919
91203,06037,2022,,,,,,,,,,,,,,,,,,435507.0,396.0,1099.7651515151515
91203,06037,2023,,,,,,,,,,,,,,,,,,475657.0,393.0,1210.323155216285
91204,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,266084.0,352.0,755.9204545454545
91204,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,280745.0,348.0,806.7385057471264
91204,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,312263.0,341.0,915.7272727272727
91204,06037,2021,,,,,,,,,,,,,,,,,,325417.0,329.0,989.1094224924012
91204,06037,2022,,,,,,,,,,,,,,,,,,377265.0,345.0,1093.5217391304348
91204,06037,2023,,,,,,,,,,,,,,,,,,424718.0,349.0,1216.9570200573066
91205,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,1238116.0,1478.0,837.6968876860623
91205,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,1337072.0,1494.0,894.9611780455153
91205,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,1496593.0,1491.0,1003.7511737089202
91205,06037,2021,,,,,,,,,,,,,,,,,,1581372.0,1473.0,1073.5723014256619
91205,06037,2022,,,,,,,,,,,,,,,,,,1767059.0,1501.0,1177.2544970019987
91205,06037,2023,,,,,,,,,,,,,,,,,,1962440.0,1495.0,1312.6688963210702
91206,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,4057987.0,3048.0,1331.3605643044618
91206,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,4438041.0,3071.0,1445.1452295669162
91206,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,4923026.0,3115.0,1580.4256821829856
91206,06037,2021,,,,,,,,,,,,,,,,,,5504118.0,3120.0,1764.1403846153846
91206,06037,2022,,,,,,,,,,,,,,,,,,6406081.0,3133.0,2044.7114586658156
91206,06037,2023,,,,,,,,,,,,,,,,,,7179439.0,3116.0,2304.056161745828
91207,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,3375673.0,2183.0,1546.3458543289053
91207,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,3663830.0,2184.0,1677.5778388278388
91207,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,4033568.0,2200.0,1833.44
91207,06037,2021,,,,,,,,,,,,,,,,,,4484946.0,2184.0,2053.546703296703
91207,06037,2022,,,,,,,,,,,,,,,,,,5125609.0,2198.0,2331.942220200182
91207,06037,2023,,,,,,,,,,,,,,,,,,5784695.0,2192.0,2639.003193430657
91208,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,4881487.0,3590.0,1359.7456824512535
91208,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,5327885.0,3612.0,1475.0512181616832
91208,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,5764100.0,3670.0,1570.599455040872
91208,06037,2021,,,,,,,,,,,,,,,,,,6372226.0,3650.0,1745.8153424657535
91208,06037,2022,,,,,,,,,,,,,,,,,,7385612.0,3656.0,2020.1345733041576
91208,06037,2023,,,,,,,,,,,,,,,,,,8342423.0,3637.0,2293.7649161396757
91210,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,647.0,1.0,647.0
91210,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,725.0,1.0,725.0
91210,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,795.0,1.0,795.0
91210,06037,2021,,,,,,,,,,,,,,,,,,849.0,1.0,849.0
91210,06037,2022,,,,,,,,,,,,,,,,,,904.0,1.0,904.0
91210,06037,2023,,,,,,,,,,,,,,,,,,1023.0,1.0,1023.0
91214,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,6719006.0,6976.0,963.160263761468
91214,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,7269643.0,7036.0,1033.206793632746
91214,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,8085849.0,7122.0,1135.3340353833194
91214,06037,2021,,,,,,,,,,,,,,,,,,8833956.0,7051.0,1252.8656928095306
91214,06037,2022,,,,,,,,,,,,,,,,,,10061450.0,7087.0,1419.7050938337802
91214,06037,2023,,,,,,,,,,,,,,,,,,11430911.0,7029.0,1626.249964433063
91301,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,11102677.0,6555.0,1693.772234935164
91301,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,10240284.0,5757.0,1778.753517457009
91301,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,11275475.0,5740.0,1964.3684668989547
91301,06037,2021,,,,,,,,,,,,,,,,,,12715884.0,5748.0,2212.2275574112737
91301,06037,2022,,,,,,,,,,,,,,,,,,14918966.0,5748.0,2595.5055671537925
91301,06037,2023,,,,,,,,,,,,,,,,,,17317336.0,5669.0,3054.7426353854294
91302,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,17587437.0,5995.0,2933.684236864053
91302,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,18442124.0,5636.0,3272.2008516678497
91302,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,21150151.0,5669.0,3730.84335861704
91302,06037,2021,,,,,,,,,,,,,,,,,,24737789.0,5685.0,4351.414072119613
91302,06037,2022,,,,,,,,,,,,,,,,,,29125965.0,5679.0,5128.713681986265
91302,06037,2023,,,,,,,,,,,,,,,,,,34633469.0,5534.0,6258.306649801229
91303,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,1338630.0,1467.0,912.4948875255624
91303,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,1431277.0,1487.0,962.5265635507734
91303,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,1590150.0,1472.0,1080.264945652174
91303,06037,2021,,,,,,,,,,,,,,,,,,1711472.0,1488.0,1150.1827956989248
91303,06037,2022,,,,,,,,,,,,,,,,,,1867148.0,1488.0,1254.8037634408602
91303,06037,2023,,,,,,,,,,,,,,,,,,2095414.0,1485.0,1411.0531986531987
91304,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,8459547.0,6786.0,1246.6175950486295
91304,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,9089594.0,6852.0,1326.5607122008173
91304,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,10165704.0,6896.0,1474.145011600928
91304,06037,2021,,,,,,,,,,,,,,,,,,11040913.0,6901.0,1599.9004492102595
91304,06037,2022,,,,,,,,,,,,,,,,,,12359891.0,6947.0,1779.1695695983879
91304,06037,2023,,,,,,,,,,,,,,,,,,13940039.0,6888.0,2023.8151858304298
91306,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,6252506.0,6444.0,970.2833643699565
91306,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,6720829.0,6549.0,1026.2374408306612
91306,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,7430956.0,6523.0,1139.1930093515255
91306,06037,2021,,,,,,,,,,,,,,,,,,8012359.0,6547.0,1223.8214449366121
91306,06037,2022,,,,,,,,,,,,,,,,,,8882401.0,6599.0,1346.0222761024397
91306,06037,2023,,,,,,,,,,,,,,,,,,9935625.0,6568.0,1512.7321863580999
91307,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,9169776.0,6662.0,1376.4299009306515
91307,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,9172659.0,6476.0,1416.4081222977147
91307,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,10247767.0,6532.0,1568.8559399877527
91307,06037,2021,,,,,,,,,,,,,,,,,,11481709.0,6527.0,1759.109698176804
91307,06037,2022,,,,,,,,,,,,,,,,,,12969450.0,6541.0,1982.7931508943586
91307,06037,2023,,,,,,,,,,,,,,,,,,14579734.0,6469.0,2253.7848199103414
91310,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,981.0,1.0,981.0
91310,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,466.0,0.0,
91311,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,9746189.0,6371.0,1529.77381886674
91311,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,10700691.0,6497.0,1647.0203170694167
91311,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,11592115.0,6453.0,1796.3916008058268
91311,06037,2021,,,,,,,,,,,,,,,,,,12749788.0,6477.0,1968.4712058051566
91311,06037,2022,,,,,,,,,,,,,,,,,,14328167.0,6560.0,2184.1717987804877
91311,06037,2023,,,,,,,,,,,,,,,,,,16380484.0,6550.0,2500.837251908397
91316,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,7966829.0,3936.0,2024.0927337398373
91316,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,8692836.0,3991.0,2178.1097469305937
91316,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,10124084.0,4015.0,2521.5651307596513
91316,06037,2021,,,,,,,,,,,,,,,,,,11263981.0,3972.0,2835.8461732124874
91316,06037,2022,,,,,,,,,,,,,,,,,,12650248.0,3957.0,3196.928986606015
91316,06037,2023,,,,,,,,,,,,,,,,,,14106524.0,3897.0,3619.841929689505
91320,06111,2018,4.36,1466.19,2.0,0.0,4.12,0.3617499336805334,-4.59,26.0,4539.97,0.0,0.0,0.0,3.8,1.095,6111.0,0.008246952982807339,4247.464064908607,11727631.0,10143.0,1156.2290249433106
91320,06111,2019,2.96,1509.64,2.0,0.0,3.95,0.3101871417663034,1.37,41.0,12148.01,0.0,0.0,0.0,3.6,1.105,6111.0,0.008757372338169847,4635.087769174002,12823721.0,10195.0,1257.8441392839627
91320,06111,2020,2.24,1543.42,0.0,0.0,0.0,0.2644464293358305,-0.28,110.0,3405.39,0.0,0.0,0.0,8.7,1.103,6111.0,0.009338617315787478,5311.279343168114,14062038.0,10239.0,1373.3800175798417
91320,06111,2021,,,,,,,,,,,,,,,,,,15512116.0,10191.0,1522.1387498773427
91320,06111,2022,,,,,,,,,,,,,,,,,,17649395.0,10201.0,1730.1632192922264
91320,06111,2023,,,,,,,,,,,,,,,,,,20094382.0,10078.0,1993.885890057551
91321,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,5026287.0,3865.0,1300.4623544631306
91321,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,5425665.0,3893.0,1393.697662471102
91321,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,5942725.0,3916.0,1517.549795709908
91321,06037,2021,,,,,,,,,,,,,,,,,,6462326.0,3901.0,1656.5819020763906
91321,06037,2022,,,,,,,,,,,,,,,,,,7363887.0,3888.0,1894.0038580246915
91321,06037,2023,,,,,,,,,,,,,,,,,,8564018.0,3867.0,2214.641324023791
91324,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,4989868.0,3990.0,1250.5934837092732
91324,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,5342600.0,4067.0,1313.6464224243914
91324,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,5804348.0,4025.0,1442.0740372670807
91324,06037,2021,,,,,,,,,,,,,,,,,,6311056.0,4008.0,1574.614770459082
91324,06037,2022,,,,,,,,,,,,,,,,,,7006699.0,4029.0,1739.066517746339
91324,06037,2023,,,,,,,,,,,,,,,,,,7791657.0,3978.0,1958.6870286576168
91325,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,6345061.0,4742.0,1338.0558835934205
91325,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,6884012.0,4804.0,1432.9750208159867
91325,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,7577545.0,4765.0,1590.2507869884575
91325,06037,2021,,,,,,,,,,,,,,,,,,8224745.0,4781.0,1720.298054800251
91325,06037,2022,,,,,,,,,,,,,,,,,,9172616.0,4781.0,1918.5559506379418
91325,06037,2023,,,,,,,,,,,,,,,,,,10276714.0,4751.0,2163.0633550831403
91326,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,13321374.0,8386.0,1588.525399475316
91326,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,16334169.0,9575.0,1705.9184334203655
91326,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,16284359.0,8775.0,1855.7674074074075
91326,06037,2021,,,,,,,,,,,,,,,,,,18041082.0,8833.0,2042.46371561191
91326,06037,2022,,,,,,,,,,,,,,,,,,20846489.0,9145.0,2279.550464734828
91326,06037,2023,,,,,,,,,,,,,,,,,,24414417.0,9209.0,2651.1474644369637
91331,06037,2018,6.71,1566.79,0.0,0.0,0.0,0.441350321100161,-4.96,265.0,5455.87,0.0,0.0,0.0,4.6,1.175,6037.0,0.005175752044941859,3027.88749984719,6440163.0,8508.0,756.9538081805359
91331,06037,2019,3.5,1621.68,0.0,0.0,0.0,0.4398961265460667,1.3,354.0,17334.12,0.0,0.0,0.0,4.5,1.182,6037.0,0.0053928432232923365,3278.0942550452964,6949008.0,8680.0,800.5769585253456
91331,06037,2020,2.72,1665.85,2.0,0.0,3.42,0.4079326357351419,0.25,475.0,156529.9,0.0,0.0,0.0,12.3,1.171,6037.0,0.005549567984583611,3717.0396555480575,7516089.0,8549.0,879.1775646274418
91331,06037,2021,,,,,,,,,,,,,,,,,,8322050.0,8580.0,969.9358974358975
91331,06037,2022,,,,,,,,,,,,,,,,,,9520113.0,8820.0,1079.3778911564625
