ID,State,County,Year,Annual_Mean_Index
VA-740,Virginia,Portsmouth City,2004,2.27
VA-740,Virginia,Portsmouth City,2005,0.11
VA-740,Virginia,Portsmouth City,2006,0.59
VA-740,Virginia,Portsmouth City,2007,-2.48
VA-740,Virginia,Portsmouth City,2008,-3.18
VA-740,Virginia,Portsmouth City,2009,1.1
VA-740,Virginia,Portsmouth City,2010,0.69
VA-740,Virginia,Portsmouth City,2011,-0.78
VA-740,Virginia,Portsmouth City,2012,-0.27
VA-740,Virginia,Portsmouth City,2013,-0.1
VA-740,Virginia,Portsmouth City,2014,0.64
VA-740,Virginia,Portsmouth City,2015,0.37
VA-740,Virginia,Portsmouth City,2016,1.87
VA-740,Virginia,Portsmouth City,2017,0.09
VA-740,Virginia,Portsmouth City,2018,0.89
VA-740,Virginia,Portsmouth City,2019,0.28
VA-740,Virginia,Portsmouth City,2020,0.98
VA-750,Virginia,Radford City,2000,-2.68
VA-750,Virginia,Radford City,2001,-2.66
VA-750,Virginia,Radford City,2002,-2.17
VA-750,Virginia,Radford City,2003,3.89
VA-750,Virginia,Radford City,2004,3.46
VA-750,Virginia,Radford City,2005,-0.96
VA-750,Virginia,Radford City,2006,-0.2
VA-750,Virginia,Radford City,2007,-1.78
VA-750,Virginia,Radford City,2008,-2.77
VA-750,Virginia,Radford City,2009,1.47
VA-750,Virginia,Radford City,2010,-1.21
VA-750,Virginia,Radford City,2011,-0.06
VA-750,Virginia,Radford City,2012,-0.66
VA-750,Virginia,Radford City,2013,2.66
VA-750,Virginia,Radford City,2014,0.12
VA-750,Virginia,Radford City,2015,0.97
VA-750,Virginia,Radford City,2016,1.65
VA-750,Virginia,Radford City,2017,-0.05
VA-750,Virginia,Radford City,2018,1.22
VA-750,Virginia,Radford City,2019,1.17
VA-750,Virginia,Radford City,2020,4.01
VA-760,Virginia,Richmond City,2000,-0.02
VA-760,Virginia,Richmond City,2001,-1.64
VA-760,Virginia,Richmond City,2002,-2.8
VA-760,Virginia,Richmond City,2003,4.25
VA-760,Virginia,Richmond City,2004,3.03
VA-760,Virginia,Richmond City,2005,-1.38
VA-760,Virginia,Richmond City,2006,-0.05
VA-760,Virginia,Richmond City,2007,-1.17
VA-760,Virginia,Richmond City,2008,0.3
VA-760,Virginia,Richmond City,2009,0.56
VA-760,Virginia,Richmond City,2010,-0.71
VA-760,Virginia,Richmond City,2011,-0.82
VA-760,Virginia,Richmond City,2012,-1.44
VA-760,Virginia,Richmond City,2013,1.87
VA-760,Virginia,Richmond City,2014,0.21
VA-760,Virginia,Richmond City,2015,1.0
VA-760,Virginia,Richmond City,2016,1.95
VA-760,Virginia,Richmond City,2017,-0.47
VA-760,Virginia,Richmond City,2018,2.05
VA-760,Virginia,Richmond City,2019,1.49
VA-760,Virginia,Richmond City,2020,1.62
VA-770,Virginia,Roanoke City,2000,-0.37
VA-770,Virginia,Roanoke City,2001,-2.42
VA-770,Virginia,Roanoke City,2002,-3.54
VA-770,Virginia,Roanoke City,2003,3.58
VA-770,Virginia,Roanoke City,2004,2.33
VA-770,Virginia,Roanoke City,2005,-0.34
VA-770,Virginia,Roanoke City,2006,-0.29
VA-770,Virginia,Roanoke City,2007,-1.8
VA-770,Virginia,Roanoke City,2008,-3.06
VA-770,Virginia,Roanoke City,2009,0.93
VA-770,Virginia,Roanoke City,2010,-0.46
VA-770,Virginia,Roanoke City,2011,0.19
VA-770,Virginia,Roanoke City,2012,-1.23
VA-770,Virginia,Roanoke City,2013,2.4
VA-770,Virginia,Roanoke City,2014,0.53
VA-770,Virginia,Roanoke City,2015,1.08
VA-770,Virginia,Roanoke City,2016,1.94
VA-770,Virginia,Roanoke City,2017,-0.45
VA-770,Virginia,Roanoke City,2018,2.06
VA-770,Virginia,Roanoke City,2019,3.04
VA-770,Virginia,Roanoke City,2020,3.6
VA-775,Virginia,Salem City,2000,-0.36
VA-775,Virginia,Salem City,2001,-2.28
VA-775,Virginia,Salem City,2002,-3.41
VA-775,Virginia,Salem City,2003,3.65
VA-775,Virginia,Salem City,2004,2.55
VA-775,Virginia,Salem City,2005,-0.35
VA-775,Virginia,Salem City,2006,0.27
VA-775,Virginia,Salem City,2007,-1.86
VA-775,Virginia,Salem City,2008,-3.4
VA-775,Virginia,Salem City,2009,1.12
VA-775,Virginia,Salem City,2010,-0.53
VA-775,Virginia,Salem City,2011,0.23
VA-775,Virginia,Salem City,2012,-1.19
VA-775,Virginia,Salem City,2013,2.59
VA-775,Virginia,Salem City,2014,1.02
VA-775,Virginia,Salem City,2015,1.18
VA-775,Virginia,Salem City,2016,1.98
VA-775,Virginia,Salem City,2017,-0.45
VA-775,Virginia,Salem City,2018,2.11
VA-775,Virginia,Salem City,2019,3.09
VA-775,Virginia,Salem City,2020,3.79
VA-790,Virginia,Staunton City,2000,-0.01
VA-790,Virginia,Staunton City,2001,-0.91
VA-790,Virginia,Staunton City,2002,-3.13
VA-790,Virginia,Staunton City,2003,4.82
VA-790,Virginia,Staunton City,2004,3.78
VA-790,Virginia,Staunton City,2005,0.85
VA-790,Virginia,Staunton City,2006,1.34
VA-790,Virginia,Staunton City,2007,0.01
VA-790,Virginia,Staunton City,2008,-2.81
VA-790,Virginia,Staunton City,2009,0.31
VA-790,Virginia,Staunton City,2010,-1.01
VA-790,Virginia,Staunton City,2011,0.81
VA-790,Virginia,Staunton City,2012,-0.23
VA-790,Virginia,Staunton City,2013,1.14
VA-790,Virginia,Staunton City,2014,1.01
VA-790,Virginia,Staunton City,2015,1.22
VA-790,Virginia,Staunton City,2016,0.89
VA-790,Virginia,Staunton City,2017,-0.07
VA-790,Virginia,Staunton City,2018,2.6
VA-790,Virginia,Staunton City,2019,1.3
VA-790,Virginia,Staunton City,2020,2.15
VA-800,Virginia,Suffolk City,2000,1.88
VA-800,Virginia,Suffolk City,2001,-1.56
VA-800,Virginia,Suffolk City,2002,-2.13
VA-800,Virginia,Suffolk City,2003,3.05
VA-800,Virginia,Suffolk City,2004,2.16
VA-800,Virginia,Suffolk City,2005,-0.24
VA-800,Virginia,Suffolk City,2006,0.68
VA-800,Virginia,Suffolk City,2007,-2.19
VA-800,Virginia,Suffolk City,2008,-2.98
VA-800,Virginia,Suffolk City,2009,0.84
VA-800,Virginia,Suffolk City,2010,0.54
VA-800,Virginia,Suffolk City,2011,-0.72
VA-800,Virginia,Suffolk City,2012,0.01
VA-800,Virginia,Suffolk City,2013,0.14
VA-800,Virginia,Suffolk City,2014,1.31
VA-800,Virginia,Suffolk City,2015,0.3
VA-800,Virginia,Suffolk City,2016,1.41
VA-800,Virginia,Suffolk City,2017,-0.11
VA-800,Virginia,Suffolk City,2018,0.43
VA-800,Virginia,Suffolk City,2019,0.38
VA-800,Virginia,Suffolk City,2020,1.35
VA-810,Virginia,Virginia Beach City,2000,1.75
VA-810,Virginia,Virginia Beach City,2001,-2.54
VA-810,Virginia,Virginia Beach City,2002,-0.45
VA-810,Virginia,Virginia Beach City,2003,2.94
VA-810,Virginia,Virginia Beach City,2004,2.02
VA-810,Virginia,Virginia Beach City,2005,0.16
VA-810,Virginia,Virginia Beach City,2006,0.83
VA-810,Virginia,Virginia Beach City,2007,-2.67
VA-810,Virginia,Virginia Beach City,2008,-3.57
VA-810,Virginia,Virginia Beach City,2009,0.87
VA-810,Virginia,Virginia Beach City,2010,0.66
VA-810,Virginia,Virginia Beach City,2011,-0.91
VA-810,Virginia,Virginia Beach City,2012,-0.09
VA-810,Virginia,Virginia Beach City,2013,0.26
VA-810,Virginia,Virginia Beach City,2014,0.01
VA-810,Virginia,Virginia Beach City,2015,0.21
VA-810,Virginia,Virginia Beach City,2016,1.29
VA-810,Virginia,Virginia Beach City,2017,-0.19
VA-810,Virginia,Virginia Beach City,2018,1.02
VA-810,Virginia,Virginia Beach City,2019,0.37
VA-810,Virginia,Virginia Beach City,2020,0.91
VA-820,Virginia,Waynesboro City,2000,0.08
VA-820,Virginia,Waynesboro City,2001,-1.6
VA-820,Virginia,Waynesboro City,2002,-3.17
VA-820,Virginia,Waynesboro City,2003,4.57
VA-820,Virginia,Waynesboro City,2004,3.3
VA-820,Virginia,Waynesboro City,2005,0.5
VA-820,Virginia,Waynesboro City,2006,0.68
VA-820,Virginia,Waynesboro City,2007,-1.01
VA-820,Virginia,Waynesboro City,2008,-2.58
VA-820,Virginia,Waynesboro City,2009,0.08
VA-820,Virginia,Waynesboro City,2010,-1.14
VA-820,Virginia,Waynesboro City,2011,0.47
VA-820,Virginia,Waynesboro City,2012,-0.62
VA-820,Virginia,Waynesboro City,2013,1.05
VA-820,Virginia,Waynesboro City,2014,1.02
VA-820,Virginia,Waynesboro City,2015,0.9
VA-820,Virginia,Waynesboro City,2016,-0.1
VA-820,Virginia,Waynesboro City,2017,-0.74
VA-820,Virginia,Waynesboro City,2018,2.27
VA-820,Virginia,Waynesboro City,2019,1.47
VA-820,Virginia,Waynesboro City,2020,1.67
VA-830,Virginia,Williamsburg City,2000,1.6
VA-830,Virginia,Williamsburg City,2001,-0.81
VA-830,Virginia,Williamsburg City,2002,-2.05
VA-830,Virginia,Williamsburg City,2003,4.28
VA-830,Virginia,Williamsburg City,2004,4.15
VA-830,Virginia,Williamsburg City,2005,-0.84
VA-830,Virginia,Williamsburg City,2006,0.4
VA-830,Virginia,Williamsburg City,2007,-1.66
VA-830,Virginia,Williamsburg City,2008,-2.03
VA-830,Virginia,Williamsburg City,2009,0.75
VA-830,Virginia,Williamsburg City,2010,-0.23
VA-830,Virginia,Williamsburg City,2011,0.03
VA-830,Virginia,Williamsburg City,2012,-0.83
VA-830,Virginia,Williamsburg City,2013,1.92
VA-830,Virginia,Williamsburg City,2014,2.11
VA-830,Virginia,Williamsburg City,2015,1.87
VA-830,Virginia,Williamsburg City,2016,1.63
VA-830,Virginia,Williamsburg City,2017,-0.25
VA-830,Virginia,Williamsburg City,2018,0.98
VA-830,Virginia,Williamsburg City,2019,2.18
VA-830,Virginia,Williamsburg City,2020,2.88
VA-840,Virginia,Winchester City,2000,-0.34
VA-840,Virginia,Winchester City,2001,-0.52
VA-840,Virginia,Winchester City,2002,0.01
VA-840,Virginia,Winchester City,2003,3.91
VA-840,Virginia,Winchester City,2004,3.41
VA-840,Virginia,Winchester City,2005,-0.33
VA-840,Virginia,Winchester City,2006,-0.14
VA-840,Virginia,Winchester City,2007,-1.43
VA-840,Virginia,Winchester City,2008,0.33
VA-840,Virginia,Winchester City,2009,0.7
VA-840,Virginia,Winchester City,2010,-1.12
VA-840,Virginia,Winchester City,2011,0.1
VA-840,Virginia,Winchester City,2012,0.06
VA-840,Virginia,Winchester City,2013,0.42
VA-840,Virginia,Winchester City,2014,0.52
VA-840,Virginia,Winchester City,2015,-0.26
VA-840,Virginia,Winchester City,2016,0.1
VA-840,Virginia,Winchester City,2017,-0.23
VA-840,Virginia,Winchester City,2018,3.34
VA-840,Virginia,Winchester City,2019,1.98
VA-840,Virginia,Winchester City,2020,0.66
VT-001,Vermont,Addison County,2000,2.32
VT-001,Vermont,Addison County,2001,-1.53
VT-001,Vermont,Addison County,2002,-0.38
VT-001,Vermont,Addison County,2003,0.6
VT-001,Vermont,Addison County,2004,1.74
VT-001,Vermont,Addison County,2005,1.93
VT-001,Vermont,Addison County,2006,3.97
VT-001,Vermont,Addison County,2007,3.06
VT-001,Vermont,Addison County,2008,3.98
VT-001,Vermont,Addison County,2009,3.3
VT-001,Vermont,Addison County,2010,2.92
VT-001,Vermont,Addison County,2011,4.34
VT-001,Vermont,Addison County,2012,-1.27
VT-001,Vermont,Addison County,2013,1.26
VT-001,Vermont,Addison County,2014,1.3
VT-001,Vermont,Addison County,2015,-0.52
VT-001,Vermont,Addison County,2016,-1.31
VT-001,Vermont,Addison County,2017,-0.09
VT-001,Vermont,Addison County,2018,-0.31
VT-001,Vermont,Addison County,2019,2.86
VT-001,Vermont,Addison County,2020,-0.44
VT-003,Vermont,Bennington County,2000,0.54
VT-003,Vermont,Bennington County,2001,-1.26
VT-003,Vermont,Bennington County,2002,0.11
VT-003,Vermont,Bennington County,2003,0.48
VT-003,Vermont,Bennington County,2004,0.0
VT-003,Vermont,Bennington County,2005,0.87
VT-003,Vermont,Bennington County,2006,2.23
VT-003,Vermont,Bennington County,2007,1.85
VT-003,Vermont,Bennington County,2008,3.04
VT-003,Vermont,Bennington County,2009,1.93
VT-003,Vermont,Bennington County,2010,-0.26
VT-003,Vermont,Bennington County,2011,2.26
VT-003,Vermont,Bennington County,2012,-1.63
VT-003,Vermont,Bennington County,2013,-0.19
VT-003,Vermont,Bennington County,2014,-0.04
VT-003,Vermont,Bennington County,2015,-1.57
VT-003,Vermont,Bennington County,2016,-2.12
VT-003,Vermont,Bennington County,2017,-0.15
VT-003,Vermont,Bennington County,2018,0.82
VT-003,Vermont,Bennington County,2019,1.89
VT-003,Vermont,Bennington County,2020,-0.7
VT-005,Vermont,Caledonia County,2000,0.27
VT-005,Vermont,Caledonia County,2001,-2.36
VT-005,Vermont,Caledonia County,2002,0.38
VT-005,Vermont,Caledonia County,2003,-0.31
VT-005,Vermont,Caledonia County,2004,-0.5
VT-005,Vermont,Caledonia County,2005,1.12
VT-005,Vermont,Caledonia County,2006,3.47
VT-005,Vermont,Caledonia County,2007,3.13
VT-005,Vermont,Caledonia County,2008,4.48
VT-005,Vermont,Caledonia County,2009,3.1
VT-005,Vermont,Caledonia County,2010,1.8
VT-005,Vermont,Caledonia County,2011,3.0
VT-005,Vermont,Caledonia County,2012,-0.41
VT-005,Vermont,Caledonia County,2013,0.86
VT-005,Vermont,Caledonia County,2014,0.85
VT-005,Vermont,Caledonia County,2015,0.85
VT-005,Vermont,Caledonia County,2016,1.36
VT-005,Vermont,Caledonia County,2017,1.82
VT-005,Vermont,Caledonia County,2018,1.52
VT-005,Vermont,Caledonia County,2019,3.4
VT-005,Vermont,Caledonia County,2020,-0.16
VT-007,Vermont,Chittenden County,2000,2.45
VT-007,Vermont,Chittenden County,2001,-1.84
VT-007,Vermont,Chittenden County,2002,0.69
VT-007,Vermont,Chittenden County,2003,-0.46
VT-007,Vermont,Chittenden County,2004,2.58
VT-007,Vermont,Chittenden County,2005,2.25
VT-007,Vermont,Chittenden County,2006,3.82
VT-007,Vermont,Chittenden County,2007,3.39
VT-007,Vermont,Chittenden County,2008,3.72
VT-007,Vermont,Chittenden County,2009,2.57
VT-007,Vermont,Chittenden County,2010,2.08
VT-007,Vermont,Chittenden County,2011,4.44
VT-007,Vermont,Chittenden County,2012,-0.79
VT-007,Vermont,Chittenden County,2013,1.99
VT-007,Vermont,Chittenden County,2014,1.33
VT-007,Vermont,Chittenden County,2015,-0.38
VT-007,Vermont,Chittenden County,2016,-1.29
VT-007,Vermont,Chittenden County,2017,-0.07
VT-007,Vermont,Chittenden County,2018,-0.31
VT-007,Vermont,Chittenden County,2019,2.05
VT-007,Vermont,Chittenden County,2020,-1.03
VT-009,Vermont,Essex County,2000,0.21
VT-009,Vermont,Essex County,2001,-1.76
VT-009,Vermont,Essex County,2002,-0.08
VT-009,Vermont,Essex County,2003,-1.53
VT-009,Vermont,Essex County,2004,0.06
VT-009,Vermont,Essex County,2005,2.08
VT-009,Vermont,Essex County,2006,3.23
VT-009,Vermont,Essex County,2007,3.22
VT-009,Vermont,Essex County,2008,4.51
VT-009,Vermont,Essex County,2009,2.88
VT-009,Vermont,Essex County,2010,0.17
VT-009,Vermont,Essex County,2011,2.06
VT-009,Vermont,Essex County,2012,-1.26
VT-009,Vermont,Essex County,2013,0.89
VT-009,Vermont,Essex County,2014,0.84
VT-009,Vermont,Essex County,2015,0.17
VT-009,Vermont,Essex County,2016,-0.01
VT-009,Vermont,Essex County,2017,1.07
VT-009,Vermont,Essex County,2018,0.15
VT-009,Vermont,Essex County,2019,2.44
VT-009,Vermont,Essex County,2020,-0.46
VT-011,Vermont,Franklin County,2000,1.6
VT-011,Vermont,Franklin County,2001,-1.84
VT-011,Vermont,Franklin County,2002,1.38
VT-011,Vermont,Franklin County,2003,-0.72
VT-011,Vermont,Franklin County,2004,-0.34
VT-011,Vermont,Franklin County,2005,0.41
VT-011,Vermont,Franklin County,2006,1.88
VT-011,Vermont,Franklin County,2007,2.66
VT-011,Vermont,Franklin County,2008,1.54
VT-011,Vermont,Franklin County,2009,0.5
VT-011,Vermont,Franklin County,2010,0.84
VT-011,Vermont,Franklin County,2011,3.24
VT-011,Vermont,Franklin County,2012,-0.79
VT-011,Vermont,Franklin County,2013,1.05
VT-011,Vermont,Franklin County,2014,0.9
VT-011,Vermont,Franklin County,2015,-0.07
VT-011,Vermont,Franklin County,2016,-0.9
VT-011,Vermont,Franklin County,2017,-0.33
VT-011,Vermont,Franklin County,2018,-0.18
VT-011,Vermont,Franklin County,2019,1.76
VT-011,Vermont,Franklin County,2020,-0.47
VT-013,Vermont,Grand Isle County,2000,0.63
VT-013,Vermont,Grand Isle County,2001,-1.26
VT-013,Vermont,Grand Isle County,2002,1.08
VT-013,Vermont,Grand Isle County,2003,1.43
VT-013,Vermont,Grand Isle County,2004,2.21
VT-013,Vermont,Grand Isle County,2005,1.94
VT-013,Vermont,Grand Isle County,2006,3.06
VT-013,Vermont,Grand Isle County,2007,2.65
VT-013,Vermont,Grand Isle County,2008,2.82
VT-013,Vermont,Grand Isle County,2009,2.02
VT-013,Vermont,Grand Isle County,2010,0.43
VT-013,Vermont,Grand Isle County,2011,2.79
VT-013,Vermont,Grand Isle County,2012,-0.25
VT-013,Vermont,Grand Isle County,2013,2.13
VT-013,Vermont,Grand Isle County,2014,1.27
VT-013,Vermont,Grand Isle County,2015,0.8
VT-013,Vermont,Grand Isle County,2016,-0.49
VT-013,Vermont,Grand Isle County,2017,1.84
VT-013,Vermont,Grand Isle County,2018,0.79
VT-013,Vermont,Grand Isle County,2019,2.23
VT-013,Vermont,Grand Isle County,2020,0.54
VT-015,Vermont,Lamoille County,2000,1.82
VT-015,Vermont,Lamoille County,2001,-1.75
VT-015,Vermont,Lamoille County,2002,2.0
VT-015,Vermont,Lamoille County,2003,-0.25
VT-015,Vermont,Lamoille County,2004,1.03
VT-015,Vermont,Lamoille County,2005,0.44
VT-015,Vermont,Lamoille County,2006,3.35
VT-015,Vermont,Lamoille County,2007,3.33
VT-015,Vermont,Lamoille County,2008,4.01
VT-015,Vermont,Lamoille County,2009,1.58
VT-015,Vermont,Lamoille County,2010,0.58
VT-015,Vermont,Lamoille County,2011,3.17
VT-015,Vermont,Lamoille County,2012,-1.82
VT-015,Vermont,Lamoille County,2013,1.62
VT-015,Vermont,Lamoille County,2014,1.23
VT-015,Vermont,Lamoille County,2015,-1.18
VT-015,Vermont,Lamoille County,2016,-1.75
VT-015,Vermont,Lamoille County,2017,0.11
VT-015,Vermont,Lamoille County,2018,-0.19
VT-015,Vermont,Lamoille County,2019,1.99
VT-015,Vermont,Lamoille County,2020,-0.22
VT-017,Vermont,Orange County,2000,0.38
VT-017,Vermont,Orange County,2001,-2.14
VT-017,Vermont,Orange County,2002,-0.13
VT-017,Vermont,Orange County,2003,0.35
VT-017,Vermont,Orange County,2004,1.55
VT-017,Vermont,Orange County,2005,1.68
VT-017,Vermont,Orange County,2006,3.69
VT-017,Vermont,Orange County,2007,3.24
VT-017,Vermont,Orange County,2008,4.9
VT-017,Vermont,Orange County,2009,4.13
VT-017,Vermont,Orange County,2010,2.69
VT-017,Vermont,Orange County,2011,3.48
VT-017,Vermont,Orange County,2012,0.15
VT-017,Vermont,Orange County,2013,1.2
VT-017,Vermont,Orange County,2014,1.29
VT-017,Vermont,Orange County,2015,-0.15
VT-017,Vermont,Orange County,2016,-0.89
VT-017,Vermont,Orange County,2017,0.17
VT-017,Vermont,Orange County,2018,-0.15
VT-017,Vermont,Orange County,2019,2.84
VT-017,Vermont,Orange County,2020,-0.1
VT-019,Vermont,Orleans County,2000,1.66
VT-019,Vermont,Orleans County,2001,-1.6
VT-019,Vermont,Orleans County,2002,0.31
VT-019,Vermont,Orleans County,2003,-0.46
VT-019,Vermont,Orleans County,2004,1.74
VT-019,Vermont,Orleans County,2005,1.59
VT-019,Vermont,Orleans County,2006,3.29
VT-019,Vermont,Orleans County,2007,3.12
VT-019,Vermont,Orleans County,2008,3.91
VT-019,Vermont,Orleans County,2009,2.53
VT-019,Vermont,Orleans County,2010,0.63
VT-019,Vermont,Orleans County,2011,3.33
VT-019,Vermont,Orleans County,2012,-1.12
VT-019,Vermont,Orleans County,2013,1.32
VT-019,Vermont,Orleans County,2014,1.98
VT-019,Vermont,Orleans County,2015,-0.11
VT-019,Vermont,Orleans County,2016,-0.22
VT-019,Vermont,Orleans County,2017,0.16
VT-019,Vermont,Orleans County,2018,0.2
VT-019,Vermont,Orleans County,2019,2.67
VT-019,Vermont,Orleans County,2020,0.01
VT-021,Vermont,Rutland County,2000,2.05
VT-021,Vermont,Rutland County,2001,-0.93
VT-021,Vermont,Rutland County,2002,0.26
VT-021,Vermont,Rutland County,2003,0.6
VT-021,Vermont,Rutland County,2004,1.59
VT-021,Vermont,Rutland County,2005,1.89
VT-021,Vermont,Rutland County,2006,2.94
VT-021,Vermont,Rutland County,2007,2.49
VT-021,Vermont,Rutland County,2008,3.93
VT-021,Vermont,Rutland County,2009,3.28
VT-021,Vermont,Rutland County,2010,2.44
VT-021,Vermont,Rutland County,2011,3.54
VT-021,Vermont,Rutland County,2012,-1.08
VT-021,Vermont,Rutland County,2013,0.68
VT-021,Vermont,Rutland County,2014,0.92
VT-021,Vermont,Rutland County,2015,-0.71
VT-021,Vermont,Rutland County,2016,-0.82
VT-021,Vermont,Rutland County,2017,0.16
VT-021,Vermont,Rutland County,2018,0.21
VT-021,Vermont,Rutland County,2019,1.36
VT-021,Vermont,Rutland County,2020,-0.86
VT-023,Vermont,Washington County,2000,1.81
VT-023,Vermont,Washington County,2001,-1.93
VT-023,Vermont,Washington County,2002,0.0
VT-023,Vermont,Washington County,2003,0.08
VT-023,Vermont,Washington County,2004,1.58
VT-023,Vermont,Washington County,2005,2.0
VT-023,Vermont,Washington County,2006,4.25
VT-023,Vermont,Washington County,2007,3.58
VT-023,Vermont,Washington County,2008,4.6
VT-023,Vermont,Washington County,2009,3.55
VT-023,Vermont,Washington County,2010,2.54
VT-023,Vermont,Washington County,2011,4.16
VT-023,Vermont,Washington County,2012,-0.13
VT-023,Vermont,Washington County,2013,1.54
VT-023,Vermont,Washington County,2014,1.2
VT-023,Vermont,Washington County,2015,-0.37
VT-023,Vermont,Washington County,2016,-0.72
VT-023,Vermont,Washington County,2017,1.09
VT-023,Vermont,Washington County,2018,0.03
VT-023,Vermont,Washington County,2019,3.2
VT-023,Vermont,Washington County,2020,0.29
VT-025,Vermont,Windham County,2000,0.64
VT-025,Vermont,Windham County,2001,-0.5
VT-025,Vermont,Windham County,2002,-0.07
VT-025,Vermont,Windham County,2003,0.58
VT-025,Vermont,Windham County,2004,0.42
VT-025,Vermont,Windham County,2005,0.95
VT-025,Vermont,Windham County,2006,2.91
VT-025,Vermont,Windham County,2007,0.48
VT-025,Vermont,Windham County,2008,2.61
VT-025,Vermont,Windham County,2009,2.6
VT-025,Vermont,Windham County,2010,0.26
VT-025,Vermont,Windham County,2011,2.8
VT-025,Vermont,Windham County,2012,-0.89
VT-025,Vermont,Windham County,2013,0.05
VT-025,Vermont,Windham County,2014,0.58
VT-025,Vermont,Windham County,2015,-0.18
VT-025,Vermont,Windham County,2016,-1.37
VT-025,Vermont,Windham County,2017,0.59
VT-025,Vermont,Windham County,2018,1.09
VT-025,Vermont,Windham County,2019,2.26
VT-025,Vermont,Windham County,2020,-0.54
VT-027,Vermont,Windsor County,2000,1.8
VT-027,Vermont,Windsor County,2001,-1.05
VT-027,Vermont,Windsor County,2002,-0.12
VT-027,Vermont,Windsor County,2003,0.34
VT-027,Vermont,Windsor County,2004,-0.36
VT-027,Vermont,Windsor County,2005,0.88
VT-027,Vermont,Windsor County,2006,3.52
VT-027,Vermont,Windsor County,2007,2.86
VT-027,Vermont,Windsor County,2008,3.77
VT-027,Vermont,Windsor County,2009,3.3
VT-027,Vermont,Windsor County,2010,0.9
VT-027,Vermont,Windsor County,2011,2.97
VT-027,Vermont,Windsor County,2012,-1.52
VT-027,Vermont,Windsor County,2013,0.57
VT-027,Vermont,Windsor County,2014,1.05
VT-027,Vermont,Windsor County,2015,-0.54
VT-027,Vermont,Windsor County,2016,-1.36
VT-027,Vermont,Windsor County,2017,-0.03
VT-027,Vermont,Windsor County,2018,0.41
VT-027,Vermont,Windsor County,2019,1.11
VT-027,Vermont,Windsor County,2020,-0.65
WA-001,Washington,Adams County,2000,0.37
WA-001,Washington,Adams County,2001,-0.92
WA-001,Washington,Adams County,2002,-1.03
WA-001,Washington,Adams County,2003,-0.45
WA-001,Washington,Adams County,2004,-1.38
WA-001,Washington,Adams County,2005,-2.7
WA-001,Washington,Adams County,2006,2.54
WA-001,Washington,Adams County,2007,-0.2
WA-001,Washington,Adams County,2008,-1.6
WA-001,Washington,Adams County,2009,0.19
WA-001,Washington,Adams County,2010,1.03
WA-001,Washington,Adams County,2011,1.9
WA-001,Washington,Adams County,2012,1.21
WA-001,Washington,Adams County,2013,-0.46
WA-001,Washington,Adams County,2014,-2.75
WA-001,Washington,Adams County,2015,-3.45
WA-001,Washington,Adams County,2016,2.25
WA-001,Washington,Adams County,2017,3.62
WA-001,Washington,Adams County,2018,0.82
WA-001,Washington,Adams County,2019,0.22
WA-001,Washington,Adams County,2020,-2.22
WA-003,Washington,Asotin County,2000,-2.25
WA-003,Washington,Asotin County,2001,-3.86
WA-003,Washington,Asotin County,2002,-2.77
WA-003,Washington,Asotin County,2003,-2.19
WA-003,Washington,Asotin County,2004,-2.75
WA-003,Washington,Asotin County,2005,-5.08
WA-003,Washington,Asotin County,2006,-3.09
WA-003,Washington,Asotin County,2007,-3.59
WA-003,Washington,Asotin County,2008,-2.09
WA-003,Washington,Asotin County,2009,-1.32
WA-003,Washington,Asotin County,2010,-0.09
WA-003,Washington,Asotin County,2011,0.92
WA-003,Washington,Asotin County,2012,-0.08
WA-003,Washington,Asotin County,2013,-2.35
WA-003,Washington,Asotin County,2014,-3.19
WA-003,Washington,Asotin County,2015,-4.41
WA-003,Washington,Asotin County,2016,-2.65
WA-003,Washington,Asotin County,2017,0.31
WA-003,Washington,Asotin County,2018,-0.08
WA-003,Washington,Asotin County,2019,-0.69
WA-003,Washington,Asotin County,2020,-0.61
WA-005,Washington,Benton County,2000,0.07
WA-005,Washington,Benton County,2001,-0.95
WA-005,Washington,Benton County,2002,-1.91
WA-005,Washington,Benton County,2003,0.06
WA-005,Washington,Benton County,2004,0.28
WA-005,Washington,Benton County,2005,-2.34
WA-005,Washington,Benton County,2006,1.76
WA-005,Washington,Benton County,2007,0.2
WA-005,Washington,Benton County,2008,-0.49
WA-005,Washington,Benton County,2009,0.03
WA-005,Washington,Benton County,2010,0.81
WA-005,Washington,Benton County,2011,1.68
WA-005,Washington,Benton County,2012,0.16
WA-005,Washington,Benton County,2013,-0.6
WA-005,Washington,Benton County,2014,-3.03
WA-005,Washington,Benton County,2015,-4.09
WA-005,Washington,Benton County,2016,-0.16
WA-005,Washington,Benton County,2017,1.08
WA-005,Washington,Benton County,2018,-1.34
WA-005,Washington,Benton County,2019,0.49
WA-005,Washington,Benton County,2020,-3.22
WA-007,Washington,Chelan County,2000,-1.01
WA-007,Washington,Chelan County,2001,-2.1
WA-007,Washington,Chelan County,2002,-0.26
WA-007,Washington,Chelan County,2003,-0.97
WA-007,Washington,Chelan County,2004,-2.25
WA-007,Washington,Chelan County,2005,-0.53
WA-007,Washington,Chelan County,2006,0.3
WA-007,Washington,Chelan County,2007,-0.96
WA-007,Washington,Chelan County,2008,-1.3
WA-007,Washington,Chelan County,2009,-0.24
WA-007,Washington,Chelan County,2010,1.34
