ID,State,County,Year,Annual_Mean_Index
KY-089,Kentucky,Greenup County,2003,3.46
KY-089,Kentucky,Greenup County,2004,3.03
KY-089,Kentucky,Greenup County,2005,-1.19
KY-089,Kentucky,Greenup County,2006,-0.64
KY-089,Kentucky,Greenup County,2007,-2.71
KY-089,Kentucky,Greenup County,2008,-2.11
KY-089,Kentucky,Greenup County,2009,-0.21
KY-089,Kentucky,Greenup County,2010,-0.43
KY-089,Kentucky,Greenup County,2011,2.05
KY-089,Kentucky,Greenup County,2012,-1.63
KY-089,Kentucky,Greenup County,2013,-0.19
KY-089,Kentucky,Greenup County,2014,-0.98
KY-089,Kentucky,Greenup County,2015,-0.74
KY-089,Kentucky,Greenup County,2016,-2.11
KY-089,Kentucky,Greenup County,2017,-0.32
KY-089,Kentucky,Greenup County,2018,1.78
KY-089,Kentucky,Greenup County,2019,2.14
KY-089,Kentucky,Greenup County,2020,0.98
KY-091,Kentucky,Hancock County,2000,0.31
KY-091,Kentucky,Hancock County,2001,0.49
KY-091,Kentucky,Hancock County,2002,2.83
KY-091,Kentucky,Hancock County,2003,2.09
KY-091,Kentucky,Hancock County,2004,2.26
KY-091,Kentucky,Hancock County,2005,-0.05
KY-091,Kentucky,Hancock County,2006,2.27
KY-091,Kentucky,Hancock County,2007,-0.19
KY-091,Kentucky,Hancock County,2008,0.71
KY-091,Kentucky,Hancock County,2009,0.6
KY-091,Kentucky,Hancock County,2010,-1.97
KY-091,Kentucky,Hancock County,2011,2.11
KY-091,Kentucky,Hancock County,2012,-1.18
KY-091,Kentucky,Hancock County,2013,1.03
KY-091,Kentucky,Hancock County,2014,0.54
KY-091,Kentucky,Hancock County,2015,1.44
KY-091,Kentucky,Hancock County,2016,1.52
KY-091,Kentucky,Hancock County,2017,0.55
KY-091,Kentucky,Hancock County,2018,3.31
KY-091,Kentucky,Hancock County,2019,4.53
KY-091,Kentucky,Hancock County,2020,3.98
KY-093,Kentucky,Hardin County,2000,-0.63
KY-093,Kentucky,Hardin County,2001,-0.66
KY-093,Kentucky,Hardin County,2002,0.99
KY-093,Kentucky,Hardin County,2003,2.3
KY-093,Kentucky,Hardin County,2004,2.5
KY-093,Kentucky,Hardin County,2005,-0.77
KY-093,Kentucky,Hardin County,2006,0.72
KY-093,Kentucky,Hardin County,2007,-0.46
KY-093,Kentucky,Hardin County,2008,0.6
KY-093,Kentucky,Hardin County,2009,0.36
KY-093,Kentucky,Hardin County,2010,-1.57
KY-093,Kentucky,Hardin County,2011,2.75
KY-093,Kentucky,Hardin County,2012,-0.29
KY-093,Kentucky,Hardin County,2013,1.82
KY-093,Kentucky,Hardin County,2014,2.05
KY-093,Kentucky,Hardin County,2015,1.92
KY-093,Kentucky,Hardin County,2016,-0.61
KY-093,Kentucky,Hardin County,2017,0.75
KY-093,Kentucky,Hardin County,2018,3.38
KY-093,Kentucky,Hardin County,2019,4.56
KY-093,Kentucky,Hardin County,2020,4.08
KY-095,Kentucky,Harlan County,2000,-3.04
KY-095,Kentucky,Harlan County,2001,-1.91
KY-095,Kentucky,Harlan County,2002,-0.88
KY-095,Kentucky,Harlan County,2003,1.87
KY-095,Kentucky,Harlan County,2004,2.17
KY-095,Kentucky,Harlan County,2005,-1.12
KY-095,Kentucky,Harlan County,2006,-0.44
KY-095,Kentucky,Harlan County,2007,-2.92
KY-095,Kentucky,Harlan County,2008,-3.1
KY-095,Kentucky,Harlan County,2009,1.13
KY-095,Kentucky,Harlan County,2010,0.21
KY-095,Kentucky,Harlan County,2011,2.18
KY-095,Kentucky,Harlan County,2012,2.46
KY-095,Kentucky,Harlan County,2013,2.89
KY-095,Kentucky,Harlan County,2014,1.95
KY-095,Kentucky,Harlan County,2015,0.57
KY-095,Kentucky,Harlan County,2016,-0.1
KY-095,Kentucky,Harlan County,2017,0.65
KY-095,Kentucky,Harlan County,2018,1.87
KY-095,Kentucky,Harlan County,2019,3.35
KY-095,Kentucky,Harlan County,2020,4.63
KY-097,Kentucky,Harrison County,2000,-0.34
KY-097,Kentucky,Harrison County,2001,0.89
KY-097,Kentucky,Harrison County,2002,1.38
KY-097,Kentucky,Harrison County,2003,2.37
KY-097,Kentucky,Harrison County,2004,3.36
KY-097,Kentucky,Harrison County,2005,-1.21
KY-097,Kentucky,Harrison County,2006,-0.98
KY-097,Kentucky,Harrison County,2007,-1.01
KY-097,Kentucky,Harrison County,2008,0.08
KY-097,Kentucky,Harrison County,2009,0.68
KY-097,Kentucky,Harrison County,2010,-0.62
KY-097,Kentucky,Harrison County,2011,3.13
KY-097,Kentucky,Harrison County,2012,-0.46
KY-097,Kentucky,Harrison County,2013,1.66
KY-097,Kentucky,Harrison County,2014,2.72
KY-097,Kentucky,Harrison County,2015,3.87
KY-097,Kentucky,Harrison County,2016,-0.22
KY-097,Kentucky,Harrison County,2017,0.68
KY-097,Kentucky,Harrison County,2018,3.84
KY-097,Kentucky,Harrison County,2019,5.81
KY-097,Kentucky,Harrison County,2020,4.15
KY-099,Kentucky,Hart County,2000,-3.07
KY-099,Kentucky,Hart County,2001,-0.6
KY-099,Kentucky,Hart County,2002,1.51
KY-099,Kentucky,Hart County,2003,3.42
KY-099,Kentucky,Hart County,2004,3.06
KY-099,Kentucky,Hart County,2005,-0.91
KY-099,Kentucky,Hart County,2006,-0.04
KY-099,Kentucky,Hart County,2007,-1.03
KY-099,Kentucky,Hart County,2008,-0.03
KY-099,Kentucky,Hart County,2009,0.36
KY-099,Kentucky,Hart County,2010,-0.75
KY-099,Kentucky,Hart County,2011,2.12
KY-099,Kentucky,Hart County,2012,-0.77
KY-099,Kentucky,Hart County,2013,1.72
KY-099,Kentucky,Hart County,2014,1.89
KY-099,Kentucky,Hart County,2015,2.44
KY-099,Kentucky,Hart County,2016,1.01
KY-099,Kentucky,Hart County,2017,0.49
KY-099,Kentucky,Hart County,2018,2.65
KY-099,Kentucky,Hart County,2019,3.14
KY-099,Kentucky,Hart County,2020,3.64
KY-101,Kentucky,Henderson County,2000,0.34
KY-101,Kentucky,Henderson County,2001,0.06
KY-101,Kentucky,Henderson County,2002,2.28
KY-101,Kentucky,Henderson County,2003,1.64
KY-101,Kentucky,Henderson County,2004,-0.18
KY-101,Kentucky,Henderson County,2005,-0.35
KY-101,Kentucky,Henderson County,2006,1.91
KY-101,Kentucky,Henderson County,2007,-0.73
KY-101,Kentucky,Henderson County,2008,0.24
KY-101,Kentucky,Henderson County,2009,0.38
KY-101,Kentucky,Henderson County,2010,-2.17
KY-101,Kentucky,Henderson County,2011,2.81
KY-101,Kentucky,Henderson County,2012,-2.85
KY-101,Kentucky,Henderson County,2013,1.0
KY-101,Kentucky,Henderson County,2014,0.31
KY-101,Kentucky,Henderson County,2015,1.45
KY-101,Kentucky,Henderson County,2016,1.38
KY-101,Kentucky,Henderson County,2017,-1.34
KY-101,Kentucky,Henderson County,2018,1.75
KY-101,Kentucky,Henderson County,2019,3.54
KY-101,Kentucky,Henderson County,2020,2.91
KY-103,Kentucky,Henry County,2000,0.67
KY-103,Kentucky,Henry County,2001,0.26
KY-103,Kentucky,Henry County,2002,1.28
KY-103,Kentucky,Henry County,2003,2.94
KY-103,Kentucky,Henry County,2004,3.5
KY-103,Kentucky,Henry County,2005,-0.79
KY-103,Kentucky,Henry County,2006,1.42
KY-103,Kentucky,Henry County,2007,0.09
KY-103,Kentucky,Henry County,2008,0.96
KY-103,Kentucky,Henry County,2009,0.82
KY-103,Kentucky,Henry County,2010,-0.68
KY-103,Kentucky,Henry County,2011,2.97
KY-103,Kentucky,Henry County,2012,-0.31
KY-103,Kentucky,Henry County,2013,1.17
KY-103,Kentucky,Henry County,2014,1.97
KY-103,Kentucky,Henry County,2015,2.87
KY-103,Kentucky,Henry County,2016,1.97
KY-103,Kentucky,Henry County,2017,1.0
KY-103,Kentucky,Henry County,2018,4.5
KY-103,Kentucky,Henry County,2019,5.39
KY-103,Kentucky,Henry County,2020,3.27
KY-105,Kentucky,Hickman County,2000,0.26
KY-105,Kentucky,Hickman County,2001,0.35
KY-105,Kentucky,Hickman County,2002,2.94
KY-105,Kentucky,Hickman County,2003,3.27
KY-105,Kentucky,Hickman County,2004,0.17
KY-105,Kentucky,Hickman County,2005,-0.07
KY-105,Kentucky,Hickman County,2006,1.68
KY-105,Kentucky,Hickman County,2007,-0.78
KY-105,Kentucky,Hickman County,2008,0.26
KY-105,Kentucky,Hickman County,2009,0.9
KY-105,Kentucky,Hickman County,2010,-1.72
KY-105,Kentucky,Hickman County,2011,1.75
KY-105,Kentucky,Hickman County,2012,-1.71
KY-105,Kentucky,Hickman County,2013,1.54
KY-105,Kentucky,Hickman County,2014,0.93
KY-105,Kentucky,Hickman County,2015,0.88
KY-105,Kentucky,Hickman County,2016,0.45
KY-105,Kentucky,Hickman County,2017,-1.7
KY-105,Kentucky,Hickman County,2018,0.26
KY-105,Kentucky,Hickman County,2019,3.24
KY-105,Kentucky,Hickman County,2020,3.33
KY-107,Kentucky,Hopkins County,2000,-1.36
KY-107,Kentucky,Hopkins County,2001,0.09
KY-107,Kentucky,Hopkins County,2002,1.46
KY-107,Kentucky,Hopkins County,2003,1.81
KY-107,Kentucky,Hopkins County,2004,1.32
KY-107,Kentucky,Hopkins County,2005,-0.41
KY-107,Kentucky,Hopkins County,2006,1.07
KY-107,Kentucky,Hopkins County,2007,-0.43
KY-107,Kentucky,Hopkins County,2008,1.04
KY-107,Kentucky,Hopkins County,2009,0.81
KY-107,Kentucky,Hopkins County,2010,-1.62
KY-107,Kentucky,Hopkins County,2011,2.09
KY-107,Kentucky,Hopkins County,2012,-1.18
KY-107,Kentucky,Hopkins County,2013,2.64
KY-107,Kentucky,Hopkins County,2014,0.61
KY-107,Kentucky,Hopkins County,2015,1.9
KY-107,Kentucky,Hopkins County,2016,3.4
KY-107,Kentucky,Hopkins County,2017,1.76
KY-107,Kentucky,Hopkins County,2018,2.26
KY-107,Kentucky,Hopkins County,2019,3.59
KY-107,Kentucky,Hopkins County,2020,3.33
KY-109,Kentucky,Jackson County,2000,-2.82
KY-109,Kentucky,Jackson County,2001,-2.3
KY-109,Kentucky,Jackson County,2002,0.31
KY-109,Kentucky,Jackson County,2003,2.31
KY-109,Kentucky,Jackson County,2004,3.63
KY-109,Kentucky,Jackson County,2005,-0.95
KY-109,Kentucky,Jackson County,2006,-1.28
KY-109,Kentucky,Jackson County,2007,-2.78
KY-109,Kentucky,Jackson County,2008,-1.99
KY-109,Kentucky,Jackson County,2009,0.87
KY-109,Kentucky,Jackson County,2010,-0.2
KY-109,Kentucky,Jackson County,2011,1.06
KY-109,Kentucky,Jackson County,2012,-0.58
KY-109,Kentucky,Jackson County,2013,1.29
KY-109,Kentucky,Jackson County,2014,1.71
KY-109,Kentucky,Jackson County,2015,2.34
KY-109,Kentucky,Jackson County,2016,-0.26
KY-109,Kentucky,Jackson County,2017,0.61
KY-109,Kentucky,Jackson County,2018,3.1
KY-109,Kentucky,Jackson County,2019,4.38
KY-109,Kentucky,Jackson County,2020,5.28
KY-111,Kentucky,Jefferson County,2000,-0.04
KY-111,Kentucky,Jefferson County,2001,0.18
KY-111,Kentucky,Jefferson County,2002,1.43
KY-111,Kentucky,Jefferson County,2003,2.76
KY-111,Kentucky,Jefferson County,2004,2.95
KY-111,Kentucky,Jefferson County,2005,-0.28
KY-111,Kentucky,Jefferson County,2006,1.92
KY-111,Kentucky,Jefferson County,2007,0.13
KY-111,Kentucky,Jefferson County,2008,0.69
KY-111,Kentucky,Jefferson County,2009,0.87
KY-111,Kentucky,Jefferson County,2010,-1.09
KY-111,Kentucky,Jefferson County,2011,3.01
KY-111,Kentucky,Jefferson County,2012,0.24
KY-111,Kentucky,Jefferson County,2013,1.36
KY-111,Kentucky,Jefferson County,2014,2.64
KY-111,Kentucky,Jefferson County,2015,3.05
KY-111,Kentucky,Jefferson County,2016,1.85
KY-111,Kentucky,Jefferson County,2017,0.52
KY-111,Kentucky,Jefferson County,2018,3.91
KY-111,Kentucky,Jefferson County,2019,5.28
KY-111,Kentucky,Jefferson County,2020,3.76
KY-113,Kentucky,Jessamine County,2000,-4.35
KY-113,Kentucky,Jessamine County,2001,-2.9
KY-113,Kentucky,Jessamine County,2002,-0.04
KY-113,Kentucky,Jessamine County,2003,1.28
KY-113,Kentucky,Jessamine County,2004,2.69
KY-113,Kentucky,Jessamine County,2005,-1.58
KY-113,Kentucky,Jessamine County,2006,-1.68
KY-113,Kentucky,Jessamine County,2007,-1.28
KY-113,Kentucky,Jessamine County,2008,-0.15
KY-113,Kentucky,Jessamine County,2009,0.34
KY-113,Kentucky,Jessamine County,2010,-0.68
KY-113,Kentucky,Jessamine County,2011,2.56
KY-113,Kentucky,Jessamine County,2012,-0.57
KY-113,Kentucky,Jessamine County,2013,2.64
KY-113,Kentucky,Jessamine County,2014,2.91
KY-113,Kentucky,Jessamine County,2015,3.24
KY-113,Kentucky,Jessamine County,2016,1.37
KY-113,Kentucky,Jessamine County,2017,0.43
KY-113,Kentucky,Jessamine County,2018,3.79
KY-113,Kentucky,Jessamine County,2019,4.32
KY-113,Kentucky,Jessamine County,2020,2.97
KY-115,Kentucky,Johnson County,2000,-0.35
KY-115,Kentucky,Johnson County,2001,-0.76
KY-115,Kentucky,Johnson County,2002,1.17
KY-115,Kentucky,Johnson County,2003,3.4
KY-115,Kentucky,Johnson County,2004,3.54
KY-115,Kentucky,Johnson County,2005,-1.01
KY-115,Kentucky,Johnson County,2006,-0.14
KY-115,Kentucky,Johnson County,2007,-2.2
KY-115,Kentucky,Johnson County,2008,-1.82
KY-115,Kentucky,Johnson County,2009,0.9
KY-115,Kentucky,Johnson County,2010,-0.2
KY-115,Kentucky,Johnson County,2011,1.44
KY-115,Kentucky,Johnson County,2012,0.73
KY-115,Kentucky,Johnson County,2013,1.89
KY-115,Kentucky,Johnson County,2014,3.53
KY-115,Kentucky,Johnson County,2015,3.85
KY-115,Kentucky,Johnson County,2016,0.11
KY-115,Kentucky,Johnson County,2017,0.52
KY-115,Kentucky,Johnson County,2018,2.3
KY-115,Kentucky,Johnson County,2019,3.49
KY-115,Kentucky,Johnson County,2020,3.53
KY-117,Kentucky,Kenton County,2000,0.5
KY-117,Kentucky,Kenton County,2001,0.97
KY-117,Kentucky,Kenton County,2002,1.27
KY-117,Kentucky,Kenton County,2003,1.86
KY-117,Kentucky,Kenton County,2004,2.66
KY-117,Kentucky,Kenton County,2005,-0.71
KY-117,Kentucky,Kenton County,2006,0.28
KY-117,Kentucky,Kenton County,2007,-0.71
KY-117,Kentucky,Kenton County,2008,0.49
KY-117,Kentucky,Kenton County,2009,-0.21
KY-117,Kentucky,Kenton County,2010,-0.99
KY-117,Kentucky,Kenton County,2011,3.1
KY-117,Kentucky,Kenton County,2012,-0.46
KY-117,Kentucky,Kenton County,2013,0.88
KY-117,Kentucky,Kenton County,2014,1.62
KY-117,Kentucky,Kenton County,2015,0.99
KY-117,Kentucky,Kenton County,2016,2.17
KY-117,Kentucky,Kenton County,2017,2.13
KY-117,Kentucky,Kenton County,2018,3.33
KY-117,Kentucky,Kenton County,2019,4.84
KY-117,Kentucky,Kenton County,2020,2.88
KY-119,Kentucky,Knott County,2000,-2.45
KY-119,Kentucky,Knott County,2001,-0.59
KY-119,Kentucky,Knott County,2002,0.27
KY-119,Kentucky,Knott County,2003,2.52
KY-119,Kentucky,Knott County,2004,3.26
KY-119,Kentucky,Knott County,2005,-1.4
KY-119,Kentucky,Knott County,2006,-0.18
KY-119,Kentucky,Knott County,2007,-3.06
KY-119,Kentucky,Knott County,2008,-3.38
KY-119,Kentucky,Knott County,2009,1.01
KY-119,Kentucky,Knott County,2010,-1.14
KY-119,Kentucky,Knott County,2011,1.81
KY-119,Kentucky,Knott County,2012,0.82
KY-119,Kentucky,Knott County,2013,2.84
KY-119,Kentucky,Knott County,2014,3.36
KY-119,Kentucky,Knott County,2015,2.65
KY-119,Kentucky,Knott County,2016,0.91
KY-119,Kentucky,Knott County,2017,0.48
KY-119,Kentucky,Knott County,2018,2.08
KY-119,Kentucky,Knott County,2019,3.16
KY-119,Kentucky,Knott County,2020,3.58
KY-121,Kentucky,Knox County,2000,-2.04
KY-121,Kentucky,Knox County,2001,-1.7
KY-121,Kentucky,Knox County,2002,-0.83
KY-121,Kentucky,Knox County,2003,2.52
KY-121,Kentucky,Knox County,2004,3.23
KY-121,Kentucky,Knox County,2005,-1.24
KY-121,Kentucky,Knox County,2006,-1.21
KY-121,Kentucky,Knox County,2007,-2.87
KY-121,Kentucky,Knox County,2008,-2.78
KY-121,Kentucky,Knox County,2009,1.9
KY-121,Kentucky,Knox County,2010,0.4
KY-121,Kentucky,Knox County,2011,2.29
KY-121,Kentucky,Knox County,2012,-0.12
KY-121,Kentucky,Knox County,2013,1.82
KY-121,Kentucky,Knox County,2014,2.53
KY-121,Kentucky,Knox County,2015,2.45
KY-121,Kentucky,Knox County,2016,0.27
KY-121,Kentucky,Knox County,2017,1.46
KY-121,Kentucky,Knox County,2018,2.88
KY-121,Kentucky,Knox County,2019,3.95
KY-121,Kentucky,Knox County,2020,5.3
KY-123,Kentucky,Larue County,2000,-2.2
KY-123,Kentucky,Larue County,2001,-1.17
KY-123,Kentucky,Larue County,2002,0.68
KY-123,Kentucky,Larue County,2003,2.53
KY-123,Kentucky,Larue County,2004,2.96
KY-123,Kentucky,Larue County,2005,-1.52
KY-123,Kentucky,Larue County,2006,-0.05
KY-123,Kentucky,Larue County,2007,-0.78
KY-123,Kentucky,Larue County,2008,0.08
KY-123,Kentucky,Larue County,2009,0.18
KY-123,Kentucky,Larue County,2010,-1.4
KY-123,Kentucky,Larue County,2011,2.73
KY-123,Kentucky,Larue County,2012,-0.48
KY-123,Kentucky,Larue County,2013,2.23
KY-123,Kentucky,Larue County,2014,2.31
KY-123,Kentucky,Larue County,2015,2.71
KY-123,Kentucky,Larue County,2016,-0.4
KY-123,Kentucky,Larue County,2017,0.77
KY-123,Kentucky,Larue County,2018,3.92
KY-123,Kentucky,Larue County,2019,4.19
KY-123,Kentucky,Larue County,2020,3.7
KY-125,Kentucky,Laurel County,2000,-2.39
KY-125,Kentucky,Laurel County,2001,-2.05
KY-125,Kentucky,Laurel County,2002,-0.7
KY-125,Kentucky,Laurel County,2003,2.39
KY-125,Kentucky,Laurel County,2004,3.99
KY-125,Kentucky,Laurel County,2005,-1.35
KY-125,Kentucky,Laurel County,2006,-1.58
KY-125,Kentucky,Laurel County,2007,-3.38
KY-125,Kentucky,Laurel County,2008,-2.9
KY-125,Kentucky,Laurel County,2009,0.94
KY-125,Kentucky,Laurel County,2010,0.05
KY-125,Kentucky,Laurel County,2011,1.54
KY-125,Kentucky,Laurel County,2012,-0.44
KY-125,Kentucky,Laurel County,2013,1.58
KY-125,Kentucky,Laurel County,2014,2.16
KY-125,Kentucky,Laurel County,2015,2.54
KY-125,Kentucky,Laurel County,2016,-0.34
KY-125,Kentucky,Laurel County,2017,0.78
KY-125,Kentucky,Laurel County,2018,2.68
KY-125,Kentucky,Laurel County,2019,4.17
KY-125,Kentucky,Laurel County,2020,5.42
KY-127,Kentucky,Lawrence County,2000,-0.36
KY-127,Kentucky,Lawrence County,2001,-0.74
KY-127,Kentucky,Lawrence County,2002,0.39
KY-127,Kentucky,Lawrence County,2003,3.58
KY-127,Kentucky,Lawrence County,2004,4.34
KY-127,Kentucky,Lawrence County,2005,-0.45
KY-127,Kentucky,Lawrence County,2006,0.14
KY-127,Kentucky,Lawrence County,2007,-2.18
KY-127,Kentucky,Lawrence County,2008,-1.4
KY-127,Kentucky,Lawrence County,2009,1.22
KY-127,Kentucky,Lawrence County,2010,-0.07
KY-127,Kentucky,Lawrence County,2011,2.11
KY-127,Kentucky,Lawrence County,2012,1.82
KY-127,Kentucky,Lawrence County,2013,2.03
KY-127,Kentucky,Lawrence County,2014,2.73
KY-127,Kentucky,Lawrence County,2015,3.04
KY-127,Kentucky,Lawrence County,2016,0.58
KY-127,Kentucky,Lawrence County,2017,0.87
KY-127,Kentucky,Lawrence County,2018,2.96
KY-127,Kentucky,Lawrence County,2019,3.84
KY-127,Kentucky,Lawrence County,2020,3.62
KY-129,Kentucky,Lee County,2000,-0.54
KY-129,Kentucky,Lee County,2001,-0.7
KY-129,Kentucky,Lee County,2002,1.01
KY-129,Kentucky,Lee County,2003,2.71
KY-129,Kentucky,Lee County,2004,4.17
KY-129,Kentucky,Lee County,2005,0.34
KY-129,Kentucky,Lee County,2006,-1.3
KY-129,Kentucky,Lee County,2007,-2.53
KY-129,Kentucky,Lee County,2008,-1.6
KY-129,Kentucky,Lee County,2009,1.08
KY-129,Kentucky,Lee County,2010,-0.22
KY-129,Kentucky,Lee County,2011,1.68
KY-129,Kentucky,Lee County,2012,-0.39
KY-129,Kentucky,Lee County,2013,1.9
KY-129,Kentucky,Lee County,2014,2.64
KY-129,Kentucky,Lee County,2015,3.37
KY-129,Kentucky,Lee County,2016,1.24
KY-129,Kentucky,Lee County,2017,0.97
KY-129,Kentucky,Lee County,2018,3.83
KY-129,Kentucky,Lee County,2019,5.05
KY-129,Kentucky,Lee County,2020,5.37
KY-131,Kentucky,Leslie County,2000,-2.74
KY-131,Kentucky,Leslie County,2001,-1.63
KY-131,Kentucky,Leslie County,2002,-0.8
KY-131,Kentucky,Leslie County,2003,2.64
KY-131,Kentucky,Leslie County,2004,3.62
KY-131,Kentucky,Leslie County,2005,0.08
KY-131,Kentucky,Leslie County,2006,-0.14
KY-131,Kentucky,Leslie County,2007,-2.71
KY-131,Kentucky,Leslie County,2008,-2.9
KY-131,Kentucky,Leslie County,2009,1.44
KY-131,Kentucky,Leslie County,2010,0.25
KY-131,Kentucky,Leslie County,2011,2.19
KY-131,Kentucky,Leslie County,2012,2.09
KY-131,Kentucky,Leslie County,2013,2.86
KY-131,Kentucky,Leslie County,2014,2.98
KY-131,Kentucky,Leslie County,2015,2.52
KY-131,Kentucky,Leslie County,2016,1.03
KY-131,Kentucky,Leslie County,2017,0.46
KY-131,Kentucky,Leslie County,2018,1.87
KY-131,Kentucky,Leslie County,2019,3.36
KY-131,Kentucky,Leslie County,2020,4.31
KY-133,Kentucky,Letcher County,2000,-3.22
KY-133,Kentucky,Letcher County,2001,-0.69
KY-133,Kentucky,Letcher County,2002,-0.58
KY-133,Kentucky,Letcher County,2003,1.87
KY-133,Kentucky,Letcher County,2004,2.61
KY-133,Kentucky,Letcher County,2005,-1.27
KY-133,Kentucky,Letcher County,2006,-0.33
KY-133,Kentucky,Letcher County,2007,-3.14
KY-133,Kentucky,Letcher County,2008,-3.55
KY-133,Kentucky,Letcher County,2009,1.36
KY-133,Kentucky,Letcher County,2010,-0.61
KY-133,Kentucky,Letcher County,2011,2.2
KY-133,Kentucky,Letcher County,2012,2.23
KY-133,Kentucky,Letcher County,2013,2.74
KY-133,Kentucky,Letcher County,2014,2.63
KY-133,Kentucky,Letcher County,2015,1.99
KY-133,Kentucky,Letcher County,2016,-0.14
KY-133,Kentucky,Letcher County,2017,0.66
KY-133,Kentucky,Letcher County,2018,2.14
KY-133,Kentucky,Letcher County,2019,3.12
KY-133,Kentucky,Letcher County,2020,3.77
KY-135,Kentucky,Lewis County,2000,-0.06
KY-135,Kentucky,Lewis County,2001,-0.1
KY-135,Kentucky,Lewis County,2002,0.61
KY-135,Kentucky,Lewis County,2003,2.72
KY-135,Kentucky,Lewis County,2004,2.72
KY-135,Kentucky,Lewis County,2005,-0.91
KY-135,Kentucky,Lewis County,2006,-1.11
KY-135,Kentucky,Lewis County,2007,-1.46
KY-135,Kentucky,Lewis County,2008,-0.01
KY-135,Kentucky,Lewis County,2009,0.65
KY-135,Kentucky,Lewis County,2010,-0.19
KY-135,Kentucky,Lewis County,2011,1.81
KY-135,Kentucky,Lewis County,2012,-0.76
KY-135,Kentucky,Lewis County,2013,0.41
KY-135,Kentucky,Lewis County,2014,-0.19
KY-135,Kentucky,Lewis County,2015,1.39
KY-135,Kentucky,Lewis County,2016,-0.56
KY-135,Kentucky,Lewis County,2017,0.37
KY-135,Kentucky,Lewis County,2018,2.64
KY-135,Kentucky,Lewis County,2019,4.42
KY-135,Kentucky,Lewis County,2020,3.41
KY-137,Kentucky,Lincoln County,2000,-3.42
KY-137,Kentucky,Lincoln County,2001,-3.21
KY-137,Kentucky,Lincoln County,2002,-0.14
KY-137,Kentucky,Lincoln County,2003,0.78
KY-137,Kentucky,Lincoln County,2004,2.02
KY-137,Kentucky,Lincoln County,2005,-1.55
KY-137,Kentucky,Lincoln County,2006,-0.46
KY-137,Kentucky,Lincoln County,2007,-2.36
KY-137,Kentucky,Lincoln County,2008,-1.93
KY-137,Kentucky,Lincoln County,2009,0.04
KY-137,Kentucky,Lincoln County,2010,-0.7
KY-137,Kentucky,Lincoln County,2011,0.56
KY-137,Kentucky,Lincoln County,2012,-0.57
KY-137,Kentucky,Lincoln County,2013,1.55
KY-137,Kentucky,Lincoln County,2014,0.56
KY-137,Kentucky,Lincoln County,2015,1.54
KY-137,Kentucky,Lincoln County,2016,-0.35
KY-137,Kentucky,Lincoln County,2017,0.07
KY-137,Kentucky,Lincoln County,2018,2.98
KY-137,Kentucky,Lincoln County,2019,2.94
KY-137,Kentucky,Lincoln County,2020,2.93
KY-139,Kentucky,Livingston County,2000,-1.73
KY-139,Kentucky,Livingston County,2001,-0.23
KY-139,Kentucky,Livingston County,2002,1.21
KY-139,Kentucky,Livingston County,2003,1.49
KY-139,Kentucky,Livingston County,2004,-0.04
KY-139,Kentucky,Livingston County,2005,-0.67
KY-139,Kentucky,Livingston County,2006,1.62
KY-139,Kentucky,Livingston County,2007,-0.51
KY-139,Kentucky,Livingston County,2008,0.9
KY-139,Kentucky,Livingston County,2009,0.61
KY-139,Kentucky,Livingston County,2010,-1.95
KY-139,Kentucky,Livingston County,2011,2.2
KY-139,Kentucky,Livingston County,2012,-1.66
KY-139,Kentucky,Livingston County,2013,1.54
KY-139,Kentucky,Livingston County,2014,0.33
KY-139,Kentucky,Livingston County,2015,1.36
KY-139,Kentucky,Livingston County,2016,1.45
KY-139,Kentucky,Livingston County,2017,-0.61
KY-139,Kentucky,Livingston County,2018,1.12
KY-139,Kentucky,Livingston County,2019,3.05
KY-139,Kentucky,Livingston County,2020,3.14
KY-141,Kentucky,Logan County,2000,-3.32
KY-141,Kentucky,Logan County,2001,-1.03
KY-141,Kentucky,Logan County,2002,1.24
KY-141,Kentucky,Logan County,2003,2.88
KY-141,Kentucky,Logan County,2004,2.41
KY-141,Kentucky,Logan County,2005,-0.81
KY-141,Kentucky,Logan County,2006,-0.14
KY-141,Kentucky,Logan County,2007,-1.4
KY-141,Kentucky,Logan County,2008,0.3
KY-141,Kentucky,Logan County,2009,1.04
KY-141,Kentucky,Logan County,2010,-1.23
KY-141,Kentucky,Logan County,2011,1.92
KY-141,Kentucky,Logan County,2012,-0.69
KY-141,Kentucky,Logan County,2013,2.46
KY-141,Kentucky,Logan County,2014,-0.45
KY-141,Kentucky,Logan County,2015,1.45
KY-141,Kentucky,Logan County,2016,1.17
KY-141,Kentucky,Logan County,2017,0.81
KY-141,Kentucky,Logan County,2018,2.91
KY-141,Kentucky,Logan County,2019,3.79
KY-141,Kentucky,Logan County,2020,4.41
KY-143,Kentucky,Lyon County,2000,-2.1
KY-143,Kentucky,Lyon County,2001,-0.35
KY-143,Kentucky,Lyon County,2002,3.06
KY-143,Kentucky,Lyon County,2003,2.96
KY-143,Kentucky,Lyon County,2004,0.3
KY-143,Kentucky,Lyon County,2005,-0.61
KY-143,Kentucky,Lyon County,2006,0.9
KY-143,Kentucky,Lyon County,2007,-0.78
KY-143,Kentucky,Lyon County,2008,0.21
KY-143,Kentucky,Lyon County,2009,0.87
KY-143,Kentucky,Lyon County,2010,-1.74
