FIPS_CODE,FIRE_YEAR,FIRE_FREQUENCY,TOTAL_FIRE_SIZE,STATE
15001,2012,29,1118.13,HI
15001,2013,5,700.0,HI
15001,2016,4,2564.5,HI
15001,2017,8,3874.6,HI
15001,2018,3,18817.1,HI
15001,2019,1,228.0,HI
15001,2020,3,22.200000000000003,HI
15003,2000,2,1300.0,HI
15003,2001,533,1224.65,HI
15003,2002,554,2830.2,HI
15003,2003,900,6443.9,HI
15003,2004,540,584.9,HI
15003,2005,914,11740.5,HI
15003,2006,550,1736.45,HI
15003,2007,608,8498.5,HI
15003,2008,382,345.32,HI
15003,2009,500,1680.79,HI
15003,2010,505,1743.92,HI
15003,2011,314,263.77,HI
15003,2012,374,2389.79,HI
15003,2013,52,61.0,HI
15003,2015,3,952.6,HI
15003,2016,3,1238.5,HI
15003,2017,3,510.0,HI
15003,2018,2,1708.0,HI
15003,2019,2,630.0,HI
15003,2020,1,827.0,HI
15007,2000,2,5.1,HI
15007,2001,25,684.8,HI
15007,2002,7,10.9,HI
15007,2003,5,692.7,HI
15007,2004,11,209.6,HI
15007,2005,105,793.5,HI
15007,2006,83,282.3,HI
15007,2007,136,867.8,HI
15007,2008,97,141.22,HI
15007,2009,99,350.15,HI
15007,2010,150,178.72,HI
15007,2011,74,67.11,HI
15007,2012,120,4148.3,HI
15007,2016,2,76.2,HI
15007,2017,3,828.6,HI
15007,2019,3,2181.1,HI
15007,2020,2,3.26,HI
15009,2000,2,1.1,HI
15009,2001,3,442.0,HI
15009,2002,1,235.0,HI
15009,2003,24,7747.0,HI
15009,2004,18,344.09999999999997,HI
15009,2005,31,701.6,HI
15009,2006,25,7819.7,HI
15009,2007,42,7970.65,HI
15009,2008,160,994.8,HI
15009,2009,144,7893.46,HI
15009,2010,187,7278.88,HI
15009,2011,148,256.08,HI
15009,2012,191,331.39,HI
15009,2016,4,11742.5,HI
15009,2017,1,0.9,HI
15009,2018,4,1974.0,HI
15009,2019,6,22367.0,HI
15009,2020,2,4405.0,HI
16001,2000,22,5688.400000000001,ID
16001,2001,35,7879.700000000001,ID
16001,2002,15,4382.3,ID
16001,2003,17,1318.5,ID
16001,2004,10,134.0,ID
16001,2005,30,10284.0,ID
16001,2006,28,2236.5,ID
16001,2007,114,6557.9,ID
16001,2008,16,541.1,ID
16001,2009,89,467.79999999999995,ID
16001,2010,71,7143.1,ID
16001,2011,269,25005.3,ID
16001,2012,115,13181.5,ID
16001,2013,117,6305.650000000001,ID
16001,2014,167,643.5,ID
16001,2015,47,231.4,ID
16001,2016,103,6853.8,ID
16001,2017,551,5359.7,ID
16001,2018,217,3609.0,ID
16001,2019,58,904.3,ID
16001,2020,43,834.8,ID
16003,2000,12,275.7,ID
16003,2001,13,52.35,ID
16003,2002,18,5.1,ID
16003,2003,17,2.5,ID
16003,2004,12,41.4,ID
16003,2005,26,52.65,ID
16003,2006,58,1495.0,ID
16003,2007,41,26805.53,ID
16003,2008,38,232.78,ID
16003,2009,26,175.25,ID
16003,2010,26,754.27,ID
16003,2011,8,3.65,ID
16003,2012,29,16401.09,ID
16003,2013,28,530.16,ID
16003,2014,45,131.09,ID
16003,2015,34,39.510000000000005,ID
16003,2016,12,2.75,ID
16003,2017,16,47.800000000000004,ID
16003,2018,17,35021.05,ID
16003,2019,19,8.49,ID
16003,2020,28,1170.8,ID
16005,2000,53,6709.1,ID
16005,2001,35,550.0,ID
16005,2002,13,981.7,ID
16005,2003,27,6551.2,ID
16005,2004,16,16.95,ID
16005,2005,20,8784.699999999999,ID
16005,2006,23,103.3,ID
16005,2007,21,3391.95,ID
16005,2008,14,763.2,ID
16005,2009,24,3.71,ID
16005,2010,18,13.100000000000001,ID
16005,2011,11,1857.5,ID
16005,2012,14,2899.3,ID
16005,2013,17,1485.7,ID
16005,2014,10,397.5,ID
16005,2015,7,1.0,ID
16005,2016,23,202.45,ID
16005,2017,19,710.0,ID
16005,2018,18,1466.3799999999999,ID
16005,2019,8,158.2,ID
16005,2020,24,2052.05,ID
16007,2000,13,1182.9,ID
16007,2001,13,176.9,ID
16007,2002,10,64.19999999999999,ID
16007,2003,7,22.1,ID
16007,2004,3,2.2,ID
16007,2005,2,26.0,ID
16007,2006,5,378.7,ID
16007,2007,5,2950.6,ID
16007,2008,4,0.95,ID
16007,2009,8,247.7,ID
16007,2010,12,3577.7999999999997,ID
16007,2011,2,3.1,ID
16007,2012,7,906.1,ID
16007,2013,26,10.95,ID
16007,2014,18,4.7,ID
16007,2015,8,112.25,ID
16007,2016,3,61.4,ID
16007,2017,6,160.55,ID
16007,2018,4,1016.7,ID
16007,2019,7,27.15,ID
16007,2020,3,38.769999999999996,ID
16009,2000,15,4.7,ID
16009,2001,16,6.0,ID
16009,2002,11,130.15,ID
16009,2003,18,25.22,ID
16009,2004,15,6.800000000000001,ID
16009,2005,6,11.2,ID
16009,2006,39,87.3,ID
16009,2007,24,534.67,ID
16009,2008,18,386.63,ID
16009,2009,18,39.1,ID
16009,2010,5,0.71,ID
16009,2011,13,2.89,ID
16009,2012,10,3.8600000000000003,ID
16009,2013,17,3.46,ID
16009,2014,11,5.6499999999999995,ID
16009,2015,13,74.8,ID
16009,2016,16,447.61,ID
16009,2017,17,52.0,ID
16009,2018,22,10.21,ID
16009,2019,14,14.71,ID
16009,2020,31,138.54,ID
16011,2000,25,83062.9,ID
16011,2001,15,998.9,ID
16011,2002,3,5.2,ID
16011,2003,15,5685.9,ID
16011,2004,5,46.2,ID
16011,2005,16,19628.399999999998,ID
16011,2006,7,220414.3,ID
16011,2007,14,13624.3,ID
16011,2008,4,1446.9,ID
16011,2009,5,21.200000000000003,ID
16011,2010,10,14448.3,ID
16011,2011,5,921.9,ID
16011,2012,11,41859.8,ID
16011,2013,6,154.9,ID
16011,2014,9,246.8,ID
16011,2015,3,4.5,ID
16011,2016,3,22.0,ID
16011,2017,11,49868.299999999996,ID
16011,2018,12,230.8,ID
16011,2019,7,262.9,ID
16011,2020,28,3165.44,ID
16013,2000,24,631.1999999999999,ID
16013,2001,22,1031.1,ID
16013,2002,30,1502.5,ID
16013,2003,23,6649.2,ID
16013,2004,20,493.35,ID
16013,2005,21,65429.049999999996,ID
16013,2006,14,275.15,ID
16013,2007,24,84191.9,ID
16013,2008,12,17711.3,ID
16013,2009,11,96.95,ID
16013,2010,17,7498.0,ID
16013,2011,8,283.2,ID
16013,2012,25,16709.95,ID
16013,2013,18,111638.5,ID
16013,2014,14,742.5500000000001,ID
16013,2015,18,4772.599999999999,ID
16013,2016,11,3503.2000000000003,ID
16013,2017,13,53938.65,ID
16013,2018,19,65309.9,ID
16013,2019,16,248.4,ID
16013,2020,17,938.32,ID
16015,2000,18,28.950000000000003,ID
16015,2001,41,891.55,ID
16015,2002,49,107.78,ID
16015,2003,27,206.7,ID
16015,2004,15,7.82,ID
16015,2005,61,1488.71,ID
16015,2006,108,40423.45,ID
16015,2007,66,31346.32,ID
16015,2008,46,97.72,ID
16015,2009,65,2200.83,ID
16015,2010,69,2233.63,ID
16015,2011,7,91.53,ID
16015,2012,58,7551.55,ID
16015,2013,96,8914.34,ID
16015,2014,88,17242.5,ID
16015,2015,59,6419.73,ID
16015,2016,39,189283.88999999998,ID
16015,2017,31,148.92,ID
16015,2018,29,9959.42,ID
16015,2019,63,551.65,ID
16015,2020,47,658.2,ID
16017,2000,96,601.15,ID
16017,2001,71,65.2,ID
16017,2002,62,341.35,ID
16017,2003,55,635.95,ID
16017,2004,57,24.560000000000002,ID
16017,2005,46,18.711,ID
16017,2006,89,1277.1309999999999,ID
16017,2007,82,57.35,ID
16017,2008,84,42.71,ID
16017,2009,127,70.05,ID
16017,2010,35,32.27,ID
16017,2011,38,30.95,ID
16017,2012,28,19.21,ID
16017,2013,45,12.25,ID
16017,2014,25,67.39999999999999,ID
16017,2015,86,3981.8199999999997,ID
16017,2016,29,13.2,ID
16017,2017,59,72.79,ID
16017,2018,72,8041.2,ID
16017,2019,72,176.58,ID
16017,2020,48,1986.68,ID
16019,2000,42,3226.2999999999997,ID
16019,2001,29,1155.7,ID
16019,2002,15,184.0,ID
16019,2003,41,745.5,ID
16019,2004,6,635.9,ID
16019,2005,16,2230.5,ID
16019,2006,16,1483.9,ID
16019,2007,24,10010.550000000001,ID
16019,2008,10,1542.9,ID
16019,2009,5,5.6,ID
16019,2010,13,1893.9,ID
16019,2011,5,366.6,ID
16019,2012,22,1036.0,ID
16019,2013,11,319.3,ID
16019,2014,14,1864.1,ID
16019,2015,8,4.2,ID
16019,2016,15,55279.0,ID
16019,2017,5,26.0,ID
16019,2018,11,352.5,ID
16019,2019,6,203.29999999999998,ID
16019,2020,8,69.63,ID
16021,2000,55,38.75,ID
16021,2001,72,667.75,ID
16021,2002,49,28.1,ID
16021,2003,57,3512.5499999999997,ID
16021,2004,39,15.27,ID
16021,2005,36,148.51,ID
16021,2006,46,3433.05,ID
16021,2007,35,70.44,ID
16021,2008,48,23.560000000000002,ID
16021,2009,52,19.2,ID
16021,2010,26,14.2,ID
16021,2011,14,26.6,ID
16021,2012,11,1.2000000000000002,ID
16021,2013,40,31.400000000000002,ID
16021,2014,21,6.3,ID
16021,2015,49,6877.31,ID
16021,2016,22,30.1,ID
16021,2017,23,9.0,ID
16021,2018,33,1726.15,ID
16021,2019,29,14.850000000000001,ID
16021,2020,30,9.66,ID
16023,2000,6,19012.100000000002,ID
16023,2001,9,671.3,ID
16023,2002,8,28.6,ID
16023,2003,6,4.1,ID
16023,2004,2,0.2,ID
16023,2005,8,49.7,ID
16023,2006,4,307.1,ID
16023,2007,4,18.3,ID
16023,2008,18,1428.0,ID
16023,2009,3,0.30000000000000004,ID
16023,2010,5,109176.0,ID
16023,2011,3,139.6,ID
16023,2012,10,9198.01,ID
16023,2013,6,32.82,ID
16023,2014,4,0.4,ID
16023,2015,3,4.3,ID
16023,2016,6,2132.68,ID
16023,2017,8,1398.2,ID
16023,2018,11,104.95000000000002,ID
16023,2019,5,58.25,ID
16023,2020,11,7680.53,ID
16025,2000,6,65.7,ID
16025,2001,9,18397.3,ID
16025,2002,3,1.2000000000000002,ID
16025,2003,6,314.3,ID
16025,2004,5,4.05,ID
16025,2005,3,166.1,ID
16025,2006,2,12.6,ID
16025,2007,4,5481.25,ID
16025,2008,12,31.4,ID
16025,2009,8,8.5,ID
16025,2010,7,1200.28,ID
16025,2012,2,0.2,ID
16025,2013,7,30532.600000000002,ID
16025,2014,4,1.31,ID
16025,2015,7,133.1,ID
16025,2016,1,212.0,ID
16025,2018,3,5816.3,ID
16025,2019,4,67.0,ID
16025,2020,8,2159.2000000000003,ID
16027,2000,4,139.0,ID
16027,2001,2,428.0,ID
16027,2002,4,742.0,ID
16027,2004,2,2.2,ID
16027,2007,9,1113.0,ID
16027,2008,1,0.1,ID
16027,2009,2,0.2,ID
16027,2010,2,1.5,ID
16027,2011,3,2938.0,ID
16027,2012,2,8.0,ID
16027,2013,1,0.3,ID
16027,2014,3,1222.1,ID
16027,2015,3,58.2,ID
16027,2016,9,1169.9,ID
16027,2017,6,23.6,ID
16027,2018,2,6.7,ID
16027,2019,3,0.8,ID
16027,2020,3,15.5,ID
16029,2000,15,1459.4,ID
16029,2001,9,100.4,ID
16029,2002,12,17.2,ID
16029,2003,18,1910.0,ID
16029,2004,2,219.2,ID
16029,2005,1,6.0,ID
16029,2006,5,3.2,ID
16029,2007,10,241.4,ID
16029,2008,1,632.0,ID
16029,2009,6,288.4,ID
16029,2010,5,69.69999999999999,ID
16029,2011,2,0.2,ID
16029,2012,7,3320.1,ID
16029,2013,10,1149.24,ID
16029,2014,2,66.1,ID
16029,2015,7,61.099999999999994,ID
16029,2016,7,1894.2,ID
16029,2017,9,36.2,ID
16029,2018,9,260.75,ID
16029,2019,7,279.05,ID
16029,2020,16,474.62,ID
16031,2000,68,63696.9,ID
16031,2001,70,14954.1,ID
16031,2002,21,12967.2,ID
16031,2003,34,3225.6,ID
16031,2004,19,476.90000000000003,ID
16031,2005,17,1627.7,ID
16031,2006,33,13778.7,ID
16031,2007,56,94099.25,ID
16031,2008,19,800.76,ID
16031,2009,32,1096.6,ID
16031,2010,23,10673.7,ID
16031,2011,22,820.8,ID
16031,2012,26,104966.0,ID
16031,2013,13,1510.45,ID
16031,2014,12,1343.7,ID
16031,2015,28,5.9,ID
16031,2016,20,2014.97,ID
16031,2017,37,3366.4500000000003,ID
16031,2018,19,18205.8,ID
16031,2019,33,3353.3,ID
16031,2020,26,98828.18000000001,ID
16033,2000,16,3789.7,ID
16033,2001,12,18.5,ID
16033,2002,6,3.5,ID
16033,2003,14,42832.1,ID
16033,2004,3,1.2,ID
16033,2005,3,827.2,ID
16033,2006,4,1687.7,ID
16033,2007,9,68.6,ID
16033,2008,4,1647.3,ID
16033,2009,3,155.2,ID
16033,2010,9,2.15,ID
16033,2011,1,8.7,ID
16033,2012,4,2192.1,ID
16033,2013,3,1.7,ID
16033,2014,1,17.0,ID
16033,2015,5,157.2,ID
16033,2016,5,1.03,ID
16033,2017,4,5.949999999999999,ID
16033,2018,8,12637.25,ID
16033,2019,7,163.2,ID
16033,2020,8,19.6,ID
16035,2000,88,4828.1,ID
16035,2001,74,143.9,ID
16035,2002,57,68.52,ID
16035,2003,57,9681.85,ID
16035,2004,77,22.299999999999997,ID
16035,2005,18,2174.35,ID
16035,2006,161,7314.2,ID
16035,2007,55,544.98,ID
16035,2008,42,148.05,ID
16035,2009,52,27.31,ID
16035,2010,49,88.41,ID
16035,2011,38,16.97,ID
16035,2012,58,7009.18,ID
16035,2013,106,2345.77,ID
16035,2014,84,206.28,ID
16035,2015,101,21905.670000000002,ID
16035,2016,31,373.22999999999996,ID
16035,2017,18,8.91,ID
16035,2018,43,77.89,ID
16035,2019,44,612.4,ID
16035,2020,30,4215.79,ID
16037,2000,14,53.400000000000006,ID
16037,2001,13,8.3,ID
16037,2002,16,78.5,ID
16037,2003,8,8.25,ID
16037,2004,8,2.7,ID
16037,2005,34,657.5,ID
16037,2006,46,57096.13,ID
16037,2007,34,124668.51000000001,ID
16037,2008,32,12.17,ID
16037,2009,16,41.85,ID
16037,2010,18,2403.6,ID
16037,2011,3,0.30000000000000004,ID
16037,2012,33,189909.85,ID
16037,2013,25,23154.969999999998,ID
16037,2014,17,467.95000000000005,ID
16037,2015,12,10508.9,ID
16037,2016,15,961.85,ID
16037,2017,20,18315.1,ID
16037,2018,22,4140.0599999999995,ID
16037,2019,30,6707.02,ID
16037,2020,24,3535.59,ID
16039,2000,41,46826.1,ID
16039,2001,43,6805.7,ID
16039,2002,24,739.8,ID
16039,2003,25,3358.75,ID
16039,2004,28,2238.7000000000003,ID
16039,2005,68,20561.95,ID
16039,2006,84,40352.92,ID
16039,2007,51,17164.2,ID
16039,2008,48,41308.94,ID
16039,2009,41,858.0799999999999,ID
16039,2010,201,327518.64999999997,ID
16039,2011,41,63022.600000000006,ID
16039,2012,55,207072.95,ID
16039,2013,75,334031.26,ID
16039,2014,21,3676.75,ID
16039,2015,31,4092.25,ID
16039,2016,23,824.8,ID
16039,2017,63,27566.45,ID
16039,2018,53,9531.9,ID
16039,2019,52,5881.26,ID
16039,2020,43,7633.67,ID
16041,2000,10,2702.8,ID
16041,2001,5,1083.2,ID
16041,2002,1,9.0,ID
16041,2003,3,364.5,ID
16041,2004,3,1.2,ID
16041,2005,1,0.5,ID
16041,2006,2,0.6,ID
16041,2007,5,17703.0,ID
16041,2008,2,2.1,ID
16041,2009,4,249.45,ID
16041,2010,7,2.7,ID
16041,2012,2,0.21000000000000002,ID
16041,2013,2,0.2,ID
16041,2015,3,0.6,ID
16041,2016,6,3363.4,ID
16041,2017,5,276.2,ID
16041,2018,7,2111.7,ID
16041,2019,2,363.1,ID
16041,2020,6,424.51,ID
16043,2000,15,54.4,ID
16043,2001,17,464.7,ID
16043,2002,8,1.3,ID
16043,2003,28,556.3,ID
16043,2004,8,2.8,ID
16043,2005,10,14.1,ID
16043,2006,14,11404.800000000001,ID
16043,2007,21,1620.15,ID
16043,2008,4,5669.400000000001,ID
16043,2009,4,1.8,ID
16043,2010,15,336.4,ID
16043,2012,4,68.8,ID
16043,2013,9,148.65,ID
16043,2014,2,0.2,ID
16043,2015,5,1033.52,ID
16043,2016,6,162.85,ID
16043,2017,5,14.45,ID
16043,2018,7,103928.6,ID
16043,2019,2,0.35,ID
16043,2020,13,1741.28,ID
16045,2000,3,148.1,ID
16045,2001,17,7706.8,ID
16045,2002,12,9630.3,ID
16045,2003,13,652.2,ID
16045,2004,5,121.1,ID
16045,2005,5,72.4,ID
16045,2006,11,4430.8,ID
16045,2007,10,4614.15,ID
16045,2008,11,65.0,ID
16045,2009,7,1280.8,ID
16045,2010,8,199.25,ID
16045,2011,7,1139.0,ID
16045,2012,8,2178.5,ID
16045,2013,18,226.64,ID
16045,2014,13,965.12,ID
16045,2015,9,10944.1,ID
16045,2016,9,254.5,ID
16045,2017,10,440.8,ID
16045,2018,7,531.85,ID
16045,2019,7,25.700000000000003,ID
16045,2020,7,215.05,ID
16047,2000,14,355.8,ID
16047,2001,19,368.20000000000005,ID
16047,2002,2,0.4,ID
16047,2003,7,13.1,ID
16047,2004,4,10.7,ID
16047,2005,26,1319.0,ID
16047,2006,16,18716.3,ID
16047,2007,11,5717.2,ID
16047,2008,13,6131.2,ID
16047,2009,5,1140.8,ID
16047,2010,9,6046.4,ID
16047,2011,11,5357.6,ID
16047,2012,8,2674.0,ID
16047,2013,21,8548.6,ID
16047,2014,1,3.0,ID
16047,2015,2,12.1,ID
16047,2016,4,1665.9,ID
16047,2017,12,1819.2,ID
16047,2018,11,21363.8,ID
16047,2019,7,673.3,ID
16047,2020,13,2312.59,ID
16049,2000,241,112001.15,ID
16049,2001,143,16463.42,ID
16049,2002,218,7877.75,ID
16049,2003,333,75777.75,ID
16049,2004,184,3103.7,ID
16049,2005,251,95920.26,ID
16049,2006,347,73144.56,ID
16049,2007,248,357378.58,ID
16049,2008,128,20748.72,ID
16049,2009,184,4831.35,ID
16049,2010,180,3558.08,ID
16049,2011,12,197.89999999999998,ID
16049,2012,213,278060.1,ID
16049,2013,358,68410.16,ID
16049,2014,217,53762.78,ID
16049,2015,286,323636.42,ID
16049,2016,65,18765.030000000002,ID
16049,2017,274,207309.27,ID
16049,2018,69,9055.16,ID
16049,2019,130,5713.21,ID
16049,2020,124,35677.09,ID
16051,2000,6,11776.2,ID
16051,2001,6,25.8,ID
16051,2003,7,12328.4,ID
16051,2004,2,2.3,ID
16051,2005,2,159.4,ID
16051,2006,1,3.8,ID
16051,2007,1,58.0,ID
16051,2008,3,36.2,ID
16051,2009,1,0.1,ID
16051,2010,3,34.6,ID
16051,2012,3,434.8,ID
16051,2013,1,2.4,ID
16051,2014,1,2.7,ID
16051,2015,1,1.6,ID
16051,2017,7,17849.5,ID
16051,2018,10,5162.700000000001,ID
16051,2019,4,112908.2,ID
16051,2020,3,117.64999999999999,ID
16053,2000,17,20660.0,ID
16053,2001,26,12135.3,ID
16053,2002,10,17.2,ID
16053,2003,11,971.9,ID
16053,2004,12,110.2,ID
16053,2005,32,7841.7,ID
16053,2006,14,2081.0,ID
16053,2007,13,276.7,ID
16053,2008,14,857.8000000000001,ID
16053,2009,6,259.5,ID
16053,2010,9,109.39999999999999,ID
16053,2011,9,793.1,ID
16053,2012,26,2938.1,ID
16053,2013,14,14360.4,ID
16053,2014,8,59.699999999999996,ID
16053,2015,4,3.3,ID
16053,2016,10,1509.2,ID
16053,2017,24,1636.1,ID
16053,2018,11,92.5,ID
16053,2019,13,1196.9,ID
16053,2020,14,1915.77,ID
16055,2000,54,68.08,ID
16055,2001,41,47.15,ID
16055,2002,15,4.25,ID
16055,2003,42,46.61,ID
16055,2004,33,12.85,ID
16055,2005,40,69.71,ID
16055,2006,60,88.17,ID
16055,2007,44,139.24,ID
16055,2008,31,10.7,ID
16055,2009,41,218.31,ID
16055,2010,9,2.2199999999999998,ID
16055,2011,20,17.919999999999998,ID
16055,2012,13,6.4,ID
16055,2013,49,99.4,ID
16055,2014,36,208.8,ID
16055,2015,51,1080.7,ID
16055,2016,21,125.75,ID
16055,2017,31,36.77,ID
16055,2018,65,115.53,ID
16055,2019,26,481.06,ID
16055,2020,46,1511.0900000000001,ID
16057,2000,32,928.55,ID
16057,2001,15,134.70000000000002,ID
16057,2002,12,87.9,ID
16057,2003,17,280.4,ID
16057,2004,15,12.850000000000001,ID
16057,2005,8,105.2,ID
16057,2006,23,207.55,ID
16057,2007,12,126.49,ID
16057,2008,6,85.1,ID
16057,2009,7,3.71,ID
16057,2010,11,14.48,ID
16057,2011,14,41.3,ID
16057,2012,17,128.8,ID
16057,2013,10,3.85,ID
16057,2014,21,12.15,ID
16057,2015,7,895.7,ID
16057,2016,12,25.650000000000002,ID
16057,2017,5,1010.8,ID
16057,2018,13,155.63,ID
16057,2019,13,317.52000000000004,ID
16057,2020,16,181.39,ID
16059,2000,17,324.6,ID
16059,2001,11,440.4,ID
16059,2002,15,12.799999999999999,ID
16059,2003,13,7325.7,ID
16059,2004,5,0.5,ID
16059,2005,77,30970.019999999997,ID
16059,2006,42,1310.7,ID
16059,2007,73,40119.97,ID
16059,2008,19,2292.7799999999997,ID
16059,2009,42,113.61000000000001,ID
16059,2010,35,3159.0,ID
16059,2011,4,0.4,ID
16059,2012,55,332807.10000000003,ID
16059,2013,40,10317.14,ID
16059,2014,33,521.39,ID
16059,2015,28,5565.0,ID
16059,2016,22,6291.2,ID
16059,2017,25,52.85,ID
16059,2018,26,35370.12,ID
16059,2019,53,5756.14,ID
16059,2020,27,85.85,ID
16061,2000,18,173.4,ID
16061,2001,4,0.4,ID
16061,2002,2,10.1,ID
16061,2003,1,0.1,ID
16061,2004,2,6.95,ID
16061,2005,3,16.6,ID
16061,2006,2,0.2,ID
16061,2009,4,1.3,ID
16061,2010,7,23.95,ID
16061,2013,10,10.45,ID
16061,2014,3,5.9,ID
16061,2015,2,3971.0,ID
16061,2016,3,20.6,ID
16061,2017,5,27.61,ID
16061,2018,2,0.5,ID
16061,2019,6,5.59,ID
16061,2020,2,18.14,ID
16063,2000,9,1705.7,ID
16063,2001,19,799.2,ID
16063,2002,12,5340.3,ID
16063,2003,11,238.0,ID
16063,2004,5,49.4,ID
16063,2005,17,8824.0,ID
16063,2006,23,43453.6,ID
16063,2007,14,46715.6,ID
16063,2008,10,855.7,ID
16063,2009,14,4211.1,ID
16063,2010,8,7972.8,ID
16063,2011,17,14001.1,ID
16063,2012,17,200198.5,ID
16063,2013,22,26494.2,ID
16063,2014,17,42927.6,ID
16063,2015,8,4949.8,ID
16063,2016,10,47240.2,ID
16063,2017,8,66990.3,ID
16063,2018,10,4150.5,ID
16063,2019,14,11738.1,ID
16063,2020,10,4365.57,ID
16065,2000,2,509.0,ID
16065,2001,1,0.5,ID
16065,2002,1,5.0,ID
16065,2003,9,608.3,ID
16065,2004,2,0.2,ID
16065,2005,1,0.8,ID
16065,2006,2,2.4800000000000004,ID
16065,2007,2,16.700000000000003,ID
16065,2008,1,0.1,ID
16065,2009,2,0.4,ID
16065,2012,2,85.0,ID
16065,2013,2,58.199999999999996,ID
16065,2014,1,8.0,ID
16065,2015,3,2.9000000000000004,ID
16065,2016,1,30.0,ID
16065,2017,1,0.1,ID
16065,2018,6,765.7,ID
16065,2019,2,4538.3,ID
16065,2020,6,30.950000000000003,ID
16067,2000,6,469.29999999999995,ID
16067,2001,12,6652.5,ID
16067,2002,2,1.1,ID
16067,2003,8,1188.1,ID
16067,2004,2,393.2,ID
16067,2005,6,47657.4,ID
16067,2006,13,5681.200000000001,ID
16067,2007,11,4492.3,ID
16067,2008,4,31872.2,ID
16067,2009,5,1293.3,ID
16067,2010,3,293.0,ID
16067,2011,3,6673.400000000001,ID
16067,2012,6,6801.8,ID
16067,2013,1,0.1,ID
16067,2017,5,2225.6,ID
16067,2018,2,30.5,ID
16067,2019,2,461.09999999999997,ID
16067,2020,2,17.5,ID
16069,2000,13,73.14999999999999,ID
16069,2001,4,3030.2,ID
16069,2002,8,478.6,ID
16069,2003,7,3947.3,ID
16069,2004,3,40.01,ID
16069,2005,4,347.1,ID
16069,2006,6,68.31,ID
16069,2007,2,155.25,ID
16069,2008,2,150.25,ID
16069,2009,5,18.4,ID
16069,2010,4,580.54,ID
16069,2011,7,128.6,ID
16069,2012,1,0.2,ID
16069,2013,8,738.7,ID
16069,2014,6,65224.34,ID
16069,2015,1,2.0,ID
16069,2016,1,0.01,ID
16069,2017,4,50452.8,ID
16069,2018,5,1473.65,ID
16069,2019,3,0.34,ID
16069,2020,6,2.95,ID
16071,2000,20,15084.8,ID
16071,2001,44,7037.1,ID
16071,2002,2,0.2,ID
16071,2003,9,756.6,ID
16071,2004,7,5.5,ID
16071,2005,5,3110.5,ID
16071,2006,19,58111.25,ID
16071,2007,16,22809.8,ID
16071,2008,5,6.2,ID
16071,2009,10,221.0,ID
16071,2010,7,1.45,ID
16071,2011,7,371.0,ID
16071,2012,12,2037.6,ID
16071,2013,10,57.6,ID
16071,2014,6,329.5,ID
16071,2015,8,18.75,ID
16071,2016,8,98.1,ID
16071,2017,18,4257.05,ID
16071,2018,21,601.45,ID
16071,2019,5,18.4,ID
16071,2020,7,4160.780000000001,ID
16073,2000,35,82515.1,ID
16073,2001,35,44822.2,ID
16073,2002,34,25665.3,ID
16073,2003,25,6845.2,ID
16073,2004,18,2362.6,ID
16073,2005,30,211227.9,ID
16073,2006,42,80582.09999999999,ID
16073,2007,45,511931.9,ID
16073,2008,18,2002.5,ID
16073,2009,19,656.9,ID
16073,2010,39,79487.7,ID
16073,2011,38,102089.0,ID
16073,2012,53,300590.8,ID
16073,2013,47,33973.7,ID
16073,2014,20,749.6,ID
16073,2015,33,297094.7,ID
16073,2016,23,2854.0,ID
16073,2017,54,89133.6,ID
16073,2018,36,142754.9,ID
16073,2019,27,89407.8,ID
16073,2020,28,13893.0,ID
16075,2000,2,204.0,ID
16075,2001,7,780.0,ID
16075,2002,4,79.2,ID
16075,2003,1,7.0,ID
16075,2004,1,42.0,ID
16075,2005,3,976.0,ID
16075,2006,3,275.0,ID
16075,2007,6,362.0,ID
16075,2008,1,110.0,ID
16075,2009,4,572.9,ID
16075,2010,2,29.0,ID
16075,2011,2,868.0,ID
16075,2012,3,31.0,ID
16075,2013,4,192.2,ID
16075,2014,3,9.6,ID
16075,2015,4,333.6,ID
16075,2016,2,70.1,ID
16075,2017,1,288.0,ID
16075,2018,3,904.1,ID
16075,2019,7,1723.6,ID
16075,2020,2,9.0,ID
16077,2000,32,93991.5,ID
16077,2001,16,1051.9,ID
16077,2002,3,45.3,ID
16077,2003,8,2194.6,ID
16077,2004,3,0.8999999999999999,ID
16077,2005,7,10719.0,ID
16077,2006,9,7637.2,ID
16077,2007,12,17863.2,ID
16077,2008,2,7958.0,ID
16077,2009,3,0.5,ID
16077,2010,6,24968.6,ID
16077,2011,9,2177.3,ID
16077,2012,9,4392.5,ID
16077,2013,5,14.4,ID
16077,2014,2,91.4,ID
16077,2015,3,15.45,ID
16077,2016,1,3.0,ID
16077,2017,6,294.0,ID
16077,2018,7,2219.0,ID
16077,2019,10,28554.3,ID
16077,2020,11,240.85999999999999,ID
16079,2000,78,146.9,ID
16079,2001,55,28.95,ID
16079,2002,57,30.8,ID
16079,2003,87,525.1,ID
16079,2004,92,61.59,ID
16079,2005,19,33.2,ID
16079,2006,122,5809.01,ID
16079,2007,84,166.06,ID
16079,2008,47,82.21,ID
16079,2009,72,1625.6000000000001,ID
16079,2010,64,2687.94,ID
16079,2011,7,25.2,ID
16079,2012,47,105.33,ID
16079,2013,52,1711.71,ID
16079,2014,72,535.22,ID
16079,2015,124,41243.25,ID
16079,2016,24,2084.85,ID
16079,2017,41,2483.35,ID
