row_id,row_id,county_fips5,yr,STATE,Unemployment_Rate,Real_GDP,FLOOD_FREQUENCY,FLOOD_PROPERTY_DAMAGE,FLOOD_DURATION_HOURS,HEAT_STRESS_INDEX,DROUGHT_ANNUAL_MEAN_INDEX,FIRE_FREQUENCY,FIRE_SIZE,deaths_hurricane,injuries_hurricane,damage_hurricane
0,0,1001,2000,ALABAMA,4.1,,1.0,200000.0,3.5,0.5466147471581584,-2.32,0.0,0.0,0.0,0.0,0.0
1,1,1001,2001,ALABAMA,4.1,1041239,2.0,37000.0,4.25,0.2957787576981281,1.43,0.0,0.0,0.0,0.0,0.0
2,2,1001,2002,ALABAMA,4.8,1080135,0.0,0.0,0.0,0.3789726045112172,-0.76,0.0,0.0,0.0,0.0,0.0
3,3,1001,2003,ALABAMA,5.0,1111465,2.0,58000.0,6.0,0.2776108775412391,2.39,43.0,274.8,0.0,0.0,0.0
4,4,1001,2004,ALABAMA,4.7,1283522,1.0,8000.0,3.5,0.4112459009665519,0.0,86.0,744.5,0.0,0.0,0.0
5,5,1001,2005,ALABAMA,3.8,1297102,6.0,19000.0,76.0,0.2836896059835663,0.9,63.0,234.2,0.0,0.0,0.0
6,6,1001,2006,ALABAMA,3.3,1384119,1.0,0.0,1.8,0.4954037889783443,-1.34,62.0,534.7,0.0,0.0,0.0
7,7,1001,2007,ALABAMA,3.4,1407555,1.0,0.0,1.62,0.5701983841852767,-3.33,93.0,477.3,0.0,0.0,0.0
8,8,1001,2008,ALABAMA,5.3,1283751,0.0,0.0,0.0,0.4353776747801884,-1.38,30.0,108.0,0.0,0.0,0.0
9,9,1001,2009,ALABAMA,8.9,1316046,3.0,1580000.0,17.0,0.4305044257020203,1.64,16.0,131.0,0.0,0.0,0.0
10,10,1001,2010,ALABAMA,8.8,1409007,0.0,0.0,0.0,0.5529463148945841,-0.78,25.0,156.9,0.0,0.0,0.0
11,11,1001,2011,ALABAMA,8.3,1493906,0.0,0.0,0.0,0.4814282680799977,-2.57,30.0,135.85,0.0,0.0,0.0
12,12,1001,2012,ALABAMA,7.1,1726577,0.0,0.0,0.0,0.2918449565414336,-1.16,31.0,114.0,0.0,0.0,0.0
13,13,1001,2013,ALABAMA,6.3,1618151,1.0,0.0,10.5,0.3113506604736178,1.43,39.0,383.6,0.0,0.0,0.0
14,14,1001,2014,ALABAMA,5.8,1629762,2.0,0.0,35.33,0.4740619181175619,0.06,48.0,440.7,0.0,0.0,0.0
15,15,1001,2015,ALABAMA,5.2,1765826,2.0,0.0,3.67,0.4106527020216639,-1.13,24.0,232.8,0.0,0.0,0.0
16,16,1001,2016,ALABAMA,5.1,1846256,2.0,0.0,5.98,0.489209669720756,-0.49,29.0,192.45,0.0,0.0,0.0
17,17,1001,2017,ALABAMA,4.0,1762558,2.0,0.0,7.0,0.3408668840573591,1.75,13.0,47.1,0.0,0.0,0.0
18,18,1001,2018,ALABAMA,3.6,1787534,0.0,0.0,0.0,0.3683668936375567,1.67,10.0,102.8,0.0,0.0,0.0
19,19,1001,2019,ALABAMA,2.9,1740015,0.0,0.0,0.0,0.5399882860282043,-0.68,24.0,182.25,0.0,0.0,0.0
20,20,1001,2020,ALABAMA,5.3,1746979,0.0,0.0,0.0,0.3753306937006395,1.43,13.0,32.45,0.0,0.0,0.0
21,21,1003,2000,ALABAMA,3.7,,0.0,0.0,0.0,0.5505111359223506,-4.08,0.0,0.0,0.0,0.0,0.0
22,22,1003,2001,ALABAMA,4.3,4470762,2.0,15000.0,6.0,0.3381471658853802,-2.3,0.0,0.0,0.0,0.0,0.0
23,23,1003,2002,ALABAMA,5.0,4699162,3.0,0.0,25.08,0.3771634986338219,-0.98,0.0,0.0,0.0,0.0,75000.0
24,24,1003,2003,ALABAMA,4.9,4987728,7.0,500000.0,28.73,0.3140198783651013,1.61,135.0,2565.7999999999997,0.0,0.0,0.0
25,25,1003,2004,ALABAMA,5.1,5488860,3.0,0.0,3.0,0.4743118343197715,0.41,167.0,2246.65,0.0,0.0,0.0
26,26,1003,2005,ALABAMA,4.0,6091919,6.0,260000.0,33.23,0.3451565645719016,1.39,135.0,2978.8,0.0,0.0,0.0
27,27,1003,2006,ALABAMA,3.2,6264024,3.0,0.0,4.0,0.4664801604496851,-2.7,199.0,6558.0,0.0,0.0,0.0
28,28,1003,2007,ALABAMA,3.2,6447685,4.0,100000.0,11.75,0.5123842096103465,-2.02,126.0,2290.0,0.0,0.0,0.0
29,29,1003,2008,ALABAMA,4.8,6230645,7.0,27000.0,32.08,0.4211897814887312,0.21,67.0,1035.75,0.0,0.0,0.0
30,30,1003,2009,ALABAMA,8.9,5926780,8.0,0.0,5.33,0.4834523077644715,0.45,86.0,1367.35,0.0,0.0,0.0
31,31,1003,2010,ALABAMA,9.9,6012889,2.0,0.0,2.0,0.441213800252604,0.05,102.0,544.45,0.0,0.0,0.0
32,32,1003,2011,ALABAMA,9.0,5930698,0.0,0.0,0.0,0.4505395807529092,-2.78,184.0,6599.75,0.0,0.0,0.0
33,33,1003,2012,ALABAMA,7.7,5998672,2.0,0.0,4.0,0.2575794873617862,-1.08,75.0,2572.5,0.0,0.0,0.0
34,34,1003,2013,ALABAMA,6.7,6314704,9.0,75000.0,13.32,0.3483087112589789,0.62,107.0,2322.96,0.0,0.0,0.0
35,35,1003,2014,ALABAMA,6.1,6455247,14.0,27140000.0,40.75,0.450920975270792,0.45,104.0,2420.65,0.0,0.0,0.0
36,36,1003,2015,ALABAMA,5.6,6757534,0.0,0.0,0.0,0.4341195197996139,-0.78,141.0,2576.93,0.0,0.0,0.0
37,37,1003,2016,ALABAMA,5.4,7113177,6.0,10000.0,13.58,0.3906828805635556,-0.13,128.0,1186.5,0.0,0.0,0.0
38,38,1003,2017,ALABAMA,4.2,7382558,12.0,680000.0,34.03,0.3320075598470208,1.39,49.0,744.5,0.0,0.0,0.0
39,39,1003,2018,ALABAMA,3.6,7758980,5.0,0.0,12.55,0.323716465221752,-0.09,51.0,1044.3,0.0,0.0,0.0
40,40,1003,2019,ALABAMA,2.9,8145105,2.0,0.0,15.0,0.4821968018039467,-0.94,52.0,1550.97,0.0,0.0,0.0
41,41,1003,2020,ALABAMA,6.1,8109210,6.0,0.0,34.63,0.3520109807342974,-0.2,46.0,2067.55,2.0,0.0,236080000.0
42,42,1007,2000,ALABAMA,5.4,,0.0,0.0,0.0,0.5238572410410288,-2.2,0.0,0.0,0.0,0.0,0.0
43,43,1007,2001,ALABAMA,6.8,324835,3.0,3000.0,1.5,0.2738323693867491,0.83,0.0,0.0,0.0,0.0,0.0
44,44,1007,2002,ALABAMA,7.0,329110,0.0,0.0,0.0,0.3775456048651811,-0.43,0.0,0.0,0.0,0.0,0.0
45,45,1007,2003,ALABAMA,5.9,345033,2.0,0.0,36.0,0.2532160575846778,1.53,25.0,270.0,0.0,0.0,0.0
46,46,1007,2004,ALABAMA,5.4,360869,3.0,2000.0,2.82,0.3752644163047685,-0.34,59.0,1030.6,0.0,0.0,0.0
47,47,1007,2005,ALABAMA,4.4,361489,10.0,4000.0,72.5,0.2841648817079833,0.81,30.0,373.85,0.0,0.0,0.0
48,48,1007,2006,ALABAMA,4.2,359238,0.0,0.0,0.0,0.4966346294010854,-1.34,53.0,1355.5,0.0,0.0,0.0
49,49,1007,2007,ALABAMA,4.2,383059,0.0,0.0,0.0,0.563957705625846,-3.81,35.0,858.8,0.0,0.0,0.0
50,50,1007,2008,ALABAMA,6.0,383076,0.0,0.0,0.0,0.429162110077109,-2.45,33.0,505.46,0.0,0.0,0.0
51,51,1007,2009,ALABAMA,12.2,374642,7.0,176000.0,12.48,0.4076484698907847,1.66,22.0,162.8,0.0,0.0,0.0
52,52,1007,2010,ALABAMA,11.2,405362,0.0,0.0,0.0,0.5030196514874825,-0.45,19.0,63.65,0.0,0.0,0.0
53,53,1007,2011,ALABAMA,10.4,412477,1.0,0.0,3.42,0.4592324161887859,-1.69,25.0,532.6,0.0,0.0,0.0
54,54,1007,2012,ALABAMA,8.8,409288,1.0,0.0,5.0,0.2849160746009064,-0.86,21.0,306.5,0.0,0.0,0.0
55,55,1007,2013,ALABAMA,8.0,409987,0.0,0.0,0.0,0.2902260532826661,1.44,22.0,639.61,0.0,0.0,0.0
56,56,1007,2014,ALABAMA,7.2,406249,1.0,0.0,14.0,0.4196174744941344,0.2,34.0,507.15,0.0,0.0,0.0
57,57,1007,2015,ALABAMA,6.7,393928,1.0,0.0,2.0,0.3747516487297749,-0.58,27.0,119.95,0.0,0.0,0.0
58,58,1007,2016,ALABAMA,6.5,401486,0.0,0.0,0.0,0.4201357223534211,-1.3,54.0,504.7,0.0,0.0,0.0
59,59,1007,2017,ALABAMA,4.5,406741,0.0,0.0,0.0,0.2711656692438422,-0.16,4.0,407.6,0.0,0.0,0.0
60,60,1007,2018,ALABAMA,4.0,397141,0.0,0.0,0.0,0.3406069131426114,-0.12,7.0,118.1,0.0,0.0,0.0
61,61,1007,2019,ALABAMA,3.2,441282,0.0,0.0,0.0,0.4445864514206728,-0.42,21.0,6758.1,0.0,0.0,0.0
62,62,1007,2020,ALABAMA,7.2,460844,0.0,0.0,0.0,0.3120571239626865,0.5,9.0,267.6,0.0,0.0,0.0
63,63,1009,2000,ALABAMA,3.5,,1.0,25000.0,2.5,0.461624949488929,-2.26,0.0,0.0,0.0,0.0,0.0
64,64,1009,2001,ALABAMA,3.7,864755,3.0,15000.0,5.0,0.2519427287015007,0.83,0.0,0.0,0.0,0.0,0.0
65,65,1009,2002,ALABAMA,5.4,870368,0.0,0.0,0.0,0.2906363177701887,1.1,0.0,0.0,0.0,0.0,0.0
66,66,1009,2003,ALABAMA,4.6,901330,5.0,68000.0,35.25,0.249822648925755,1.77,32.0,250.0,0.0,0.0,0.0
67,67,1009,2004,ALABAMA,4.1,923210,6.0,50000.0,19.72,0.32791139966346,0.84,20.0,220.0,0.0,0.0,0.0
68,68,1009,2005,ALABAMA,3.6,941426,1.0,30000.0,1.67,0.2235268616646092,-0.54,30.0,235.75,0.0,0.0,0.0
69,69,1009,2006,ALABAMA,3.2,907245,4.0,0.0,5.52,0.4545361777048819,-1.38,46.0,641.85,0.0,0.0,0.0
70,70,1009,2007,ALABAMA,3.2,899931,0.0,0.0,0.0,0.5566573506223942,-3.85,70.0,354.25,0.0,0.0,0.0
71,71,1009,2008,ALABAMA,4.8,911999,0.0,0.0,0.0,0.3879788762749498,-1.29,21.0,127.1,0.0,0.0,0.0
72,72,1009,2009,ALABAMA,9.2,898372,3.0,200000.0,16.58,0.3724936844684385,2.49,15.0,256.25,0.0,0.0,0.0
73,73,1009,2010,ALABAMA,9.7,898246,2.0,5000.0,5.32,0.4832391347767591,0.64,33.0,627.5,0.0,0.0,0.0
74,74,1009,2011,ALABAMA,8.6,854229,8.0,5000.0,50.68,0.4174949541788809,0.13,13.0,279.25,0.0,0.0,0.0
75,75,1009,2012,ALABAMA,7.1,929622,3.0,0.0,2.0,0.241058020141827,-0.23,19.0,51.5,0.0,0.0,0.0
76,76,1009,2013,ALABAMA,6.4,930928,4.0,0.0,2.0,0.2088885546755501,2.54,26.0,227.25,0.0,0.0,0.0
77,77,1009,2014,ALABAMA,6.1,962397,0.0,0.0,0.0,0.4002881680232912,0.77,46.0,687.0,0.0,0.0,0.0
78,78,1009,2015,ALABAMA,5.4,1014647,4.0,0.0,5.0,0.3176258286149039,-0.85,19.0,178.75,0.0,0.0,0.0
79,79,1009,2016,ALABAMA,5.4,944003,0.0,0.0,0.0,0.369893846818885,-2.56,53.0,1675.2,0.0,0.0,0.0
80,80,1009,2017,ALABAMA,4.1,987967,2.0,0.0,1.38,0.2553486663151814,-0.37,7.0,72.1,0.0,0.0,0.0
81,81,1009,2018,ALABAMA,3.5,1046736,0.0,0.0,0.0,0.2819806684789191,-0.7,14.0,44.0,0.0,0.0,0.0
82,82,1009,2019,ALABAMA,2.8,1012139,0.0,0.0,0.0,0.3803048697847349,0.35,20.0,156.5,0.0,0.0,0.0
83,83,1009,2020,ALABAMA,4.5,906582,9.0,0.0,9.0,0.253509999842107,2.81,5.0,42.5,0.0,0.0,0.0
84,84,1015,2000,ALABAMA,5.1,,0.0,0.0,0.0,0.4231123027187566,-2.69,0.0,0.0,0.0,0.0,0.0
85,85,1015,2001,ALABAMA,5.6,3738470,0.0,0.0,0.0,0.223169910929302,0.68,0.0,0.0,0.0,0.0,0.0
86,86,1015,2002,ALABAMA,6.0,3845020,21.0,8000.0,1.25,0.3342441984602583,-0.32,0.0,0.0,0.0,0.0,0.0
87,87,1015,2003,ALABAMA,5.9,3998886,16.0,755000.0,15.0,0.2357924305741688,1.87,33.0,322.35,0.0,0.0,0.0
88,88,1015,2004,ALABAMA,5.4,4325523,21.0,24000.0,19.03,0.3439093121012629,0.77,32.0,889.5,0.0,0.0,0.0
89,89,1015,2005,ALABAMA,4.5,4567037,12.0,6000.0,3.5,0.2489895951963029,0.95,34.0,581.25,0.0,0.0,0.0
90,90,1015,2006,ALABAMA,4.0,4568102,0.0,0.0,0.0,0.4281308521088226,-1.71,42.0,1187.35,0.0,0.0,0.0
91,91,1015,2007,ALABAMA,4.0,4698563,0.0,0.0,0.0,0.5361305805640033,-4.84,63.0,1271.61,0.0,0.0,0.0
92,92,1015,2008,ALABAMA,5.9,4766737,13.0,15000.0,1.0,0.398017052089426,-2.44,27.0,394.85,0.0,0.0,0.0
93,93,1015,2009,ALABAMA,10.2,4506202,22.0,5000.0,5.25,0.3825704253865671,1.46,18.0,289.0,0.0,0.0,0.0
94,94,1015,2010,ALABAMA,11.2,4705487,16.0,10000.0,4.25,0.4927817839225216,-0.96,44.0,1068.15,0.0,0.0,0.0
95,95,1015,2011,ALABAMA,10.3,4460812,8.0,0.0,8.33,0.436530398329026,-2.32,33.0,1871.5,0.0,0.0,0.0
96,96,1015,2012,ALABAMA,9.1,4463867,0.0,0.0,0.0,0.2857853730501829,-2.72,32.0,1186.57,0.0,0.0,0.0
97,97,1015,2013,ALABAMA,8.9,4347654,15.0,0.0,16.1,0.2695690449993444,2.49,22.0,706.6,0.0,0.0,0.0
98,98,1015,2014,ALABAMA,7.9,4186770,8.0,0.0,1.62,0.3881127067967176,1.29,29.0,3748.0,0.0,0.0,0.0
99,99,1015,2015,ALABAMA,7.1,4145820,11.0,0.0,8.0,0.3807116280085691,0.25,23.0,238.65,0.0,0.0,0.0
100,100,1015,2016,ALABAMA,6.6,4201651,0.0,0.0,0.0,0.479202576949792,-2.72,97.0,2757.13,0.0,0.0,0.0
101,101,1015,2017,ALABAMA,5.1,4244400,4.0,0.0,1.67,0.2993079810714079,-0.58,23.0,966.25,0.0,0.0,0.0
102,102,1015,2018,ALABAMA,4.6,4342966,0.0,0.0,0.0,0.3183740300376879,-1.07,24.0,676.45,0.0,0.0,0.0
103,103,1015,2019,ALABAMA,3.7,4566934,6.0,0.0,2.5,0.4317296808209604,0.2,50.0,1287.35,0.0,0.0,0.0
104,104,1015,2020,ALABAMA,7.7,4454207,9.0,0.0,5.0,0.3173241485972037,2.11,18.0,205.0,0.0,0.0,0.0
105,105,1021,2000,ALABAMA,4.3,,0.0,0.0,0.0,0.5109718664693141,-1.98,0.0,0.0,0.0,0.0,0.0
106,106,1021,2001,ALABAMA,4.8,703975,0.0,0.0,0.0,0.2683893929319291,1.19,0.0,0.0,0.0,0.0,0.0
107,107,1021,2002,ALABAMA,5.1,729784,1.0,10000.0,3.0,0.3457890392907895,-0.35,0.0,0.0,0.0,0.0,0.0
108,108,1021,2003,ALABAMA,5.0,762299,1.0,12000.0,2.0,0.2469039868926089,3.11,49.0,148.6,0.0,0.0,0.0
109,109,1021,2004,ALABAMA,4.6,811847,1.0,8000.0,2.82,0.3791631670518502,0.05,87.0,669.1,0.0,0.0,0.0
110,110,1021,2005,ALABAMA,3.9,830594,2.0,3000.0,3.0,0.2655960154300865,1.03,51.0,343.2,0.0,0.0,0.0
111,111,1021,2006,ALABAMA,3.6,844397,0.0,0.0,0.0,0.4644047724721329,-0.76,67.0,689.5,0.0,0.0,0.0
112,112,1021,2007,ALABAMA,3.5,852938,0.0,0.0,0.0,0.5621561231071774,-3.06,68.0,624.6,0.0,0.0,0.0
113,113,1021,2008,ALABAMA,5.2,812166,0.0,0.0,0.0,0.4044994715288442,-1.43,58.0,430.7,0.0,0.0,0.0
114,114,1021,2009,ALABAMA,9.8,795685,1.0,50000.0,2.0,0.3983826402344197,2.1,37.0,241.96,0.0,0.0,0.0
115,115,1021,2010,ALABAMA,10.1,819486,1.0,5000.0,2.0,0.5279379348427801,-0.39,48.0,214.85,0.0,0.0,0.0
116,116,1021,2011,ALABAMA,9.1,884721,0.0,0.0,0.0,0.4805288878375958,-1.8,50.0,262.25,0.0,0.0,0.0
117,117,1021,2012,ALABAMA,7.4,916574,0.0,0.0,0.0,0.2586834770417067,-1.57,45.0,585.5,0.0,0.0,0.0
118,118,1021,2013,ALABAMA,6.7,969262,0.0,0.0,0.0,0.2800354867235569,1.12,53.0,370.2,0.0,0.0,0.0
119,119,1021,2014,ALABAMA,6.2,908802,0.0,0.0,0.0,0.4449303555900576,0.12,51.0,306.55,0.0,0.0,0.0
120,120,1021,2015,ALABAMA,5.7,940046,0.0,0.0,0.0,0.3576145796135779,-0.68,36.0,173.91,0.0,0.0,0.0
121,121,1021,2016,ALABAMA,5.5,972795,0.0,0.0,0.0,0.4328831662521646,-0.91,87.0,402.32,0.0,0.0,0.0
122,122,1021,2017,ALABAMA,4.2,983589,0.0,0.0,0.0,0.2740204954275932,0.95,24.0,539.71,0.0,0.0,0.0
123,123,1021,2018,ALABAMA,3.6,1032448,1.0,0.0,5.5,0.3131174342959274,0.82,17.0,139.0,0.0,0.0,0.0
124,124,1021,2019,ALABAMA,2.9,1115138,0.0,0.0,0.0,0.4872076873681495,-0.68,53.0,970.3,0.0,0.0,0.0
125,125,1021,2020,ALABAMA,5.4,1069934,1.0,0.0,4.5,0.3259690829824386,1.51,11.0,112.0,0.0,0.0,0.0
126,126,1033,2000,ALABAMA,5.6,,0.0,0.0,0.0,0.4466279673389334,-2.13,0.0,0.0,0.0,0.0,0.0
127,127,1033,2001,ALABAMA,6.9,2035977,1.0,8000.0,4.0,0.2399530266200296,1.49,0.0,0.0,0.0,0.0,0.0
128,128,1033,2002,ALABAMA,8.4,2062586,2.0,250000.0,9.0,0.3566258535979259,1.88,0.0,0.0,0.0,0.0,0.0
129,129,1033,2003,ALABAMA,7.5,2242380,7.0,500000.0,44.73,0.2432514175339608,2.01,24.0,44.2,0.0,0.0,0.0
130,130,1033,2004,ALABAMA,7.0,2371814,30.0,0.0,50.76,0.3209042961015217,2.48,30.0,154.34,0.0,0.0,0.0
131,131,1033,2005,ALABAMA,5.4,2442691,1.0,0.0,0.5,0.3018591491852064,-0.24,39.0,189.62,0.0,0.0,0.0
132,132,1033,2006,ALABAMA,4.6,2454199,4.0,0.0,10.83,0.4087016638666042,-1.59,82.0,517.1,0.0,0.0,0.0
133,133,1033,2007,ALABAMA,4.7,2433777,4.0,1000.0,0.0,0.558458841717188,-3.53,51.0,852.11,0.0,0.0,0.0
134,134,1033,2008,ALABAMA,6.7,2462655,7.0,0.0,35.62,0.4608399360212858,-2.47,24.0,86.92,0.0,0.0,0.0
135,135,1033,2009,ALABAMA,10.7,2191543,4.0,5000.0,9.42,0.3641664894351162,0.5,28.0,126.65,0.0,0.0,0.0
136,136,1033,2010,ALABAMA,11.3,2437971,2.0,20000.0,7.0,0.4675337432499583,-1.23,10.0,62.5,0.0,0.0,0.0
137,137,1033,2011,ALABAMA,10.1,2549543,5.0,0.0,17.68,0.3943952006431016,-0.21,10.0,199.0,0.0,0.0,0.0
138,138,1033,2012,ALABAMA,9.0,2546505,4.0,21000.0,15.48,0.3492133078439423,-1.09,14.0,264.5,0.0,0.0,0.0
139,139,1033,2013,ALABAMA,8.3,2836076,5.0,0.0,9.77,0.2956714607237721,0.6,10.0,27.4,0.0,0.0,0.0
140,140,1033,2014,ALABAMA,8.3,2747801,2.0,0.0,5.62,0.3070008901766383,0.96,18.0,64.75,0.0,0.0,0.0
141,141,1033,2015,ALABAMA,8.0,2681163,4.0,25000.0,23.87,0.348023847236712,1.18,25.0,165.35,0.0,0.0,0.0
142,142,1033,2016,ALABAMA,7.0,2569947,1.0,0.0,27.48,0.3502139412283562,-1.39,55.0,249.32,0.0,0.0,0.0
143,143,1033,2017,ALABAMA,5.3,2453731,3.0,0.0,10.8,0.2672183727496523,0.18,19.0,153.6,0.0,0.0,0.0
144,144,1033,2018,ALABAMA,4.6,2565631,1.0,0.0,8.75,0.3392020763244554,1.56,1.0,10.0,0.0,0.0,0.0
145,145,1033,2019,ALABAMA,4.0,2572699,22.0,0.0,116.63,0.3743467262007511,2.48,7.0,25.0,0.0,0.0,0.0
146,146,1033,2020,ALABAMA,7.2,2533138,16.0,0.0,70.18,0.3078115900189572,4.65,2.0,16.0,0.0,0.0,0.0
147,147,1051,2000,ALABAMA,4.0,,1.0,20000.0,1.5,0.5363588929921214,-2.9,0.0,0.0,0.0,0.0,0.0
148,148,1051,2001,ALABAMA,4.3,1199207,3.0,24000.0,6.0,0.2891521107906336,0.2,0.0,0.0,0.0,0.0,0.0
149,149,1051,2002,ALABAMA,4.8,1289221,0.0,0.0,0.0,0.3853873198877471,-2.53,0.0,0.0,0.0,0.0,0.0
150,150,1051,2003,ALABAMA,5.1,1396324,3.0,92000.0,6.0,0.2877236778610051,0.44,38.0,99.54,0.0,0.0,0.0
151,151,1051,2004,ALABAMA,4.8,1547142,4.0,15000.0,4.0,0.4201056287399708,-0.26,68.0,364.4,0.0,0.0,0.0
152,152,1051,2005,ALABAMA,3.7,1628123,12.0,57000.0,80.8,0.2770910910058192,0.22,28.0,223.6,0.0,0.0,0.0
153,153,1051,2006,ALABAMA,3.4,1632406,3.0,0.0,6.25,0.4954037889783443,-2.12,16.0,246.7,0.0,0.0,0.0
154,154,1051,2007,ALABAMA,3.4,1702708,1.0,0.0,1.0,0.5728870210617125,-3.78,40.0,730.7,0.0,0.0,0.0
155,155,1051,2008,ALABAMA,5.3,1734403,0.0,0.0,0.0,0.4430224700767389,-1.33,17.0,138.4,0.0,0.0,0.0
156,156,1051,2009,ALABAMA,8.7,1775155,4.0,4902000.0,7.0,0.4180084258789275,2.94,5.0,35.7,0.0,0.0,0.0
157,157,1051,2010,ALABAMA,9.0,1847058,2.0,0.0,1.58,0.5699317010972131,-0.79,8.0,14.5,0.0,0.0,0.0
158,158,1051,2011,ALABAMA,8.4,1786582,0.0,0.0,0.0,0.4768081684127069,-2.7,23.0,206.1,0.0,0.0,0.0
159,159,1051,2012,ALABAMA,7.1,1861561,0.0,0.0,0.0,0.2565052743064377,-2.11,11.0,25.0,0.0,0.0,0.0
160,160,1051,2013,ALABAMA,6.2,1881107,4.0,0.0,19.77,0.2750210593919214,1.72,13.0,209.2,0.0,0.0,0.0
161,161,1051,2014,ALABAMA,5.7,1851864,0.0,0.0,0.0,0.4591155817818168,0.73,28.0,214.4,0.0,0.0,0.0
162,162,1051,2015,ALABAMA,5.1,1872305,2.0,0.0,28.0,0.4266417495742142,-0.91,12.0,106.5,0.0,0.0,0.0
163,163,1051,2016,ALABAMA,4.8,1930154,2.0,0.0,5.48,0.5167801925258414,-1.22,19.0,225.5,0.0,0.0,0.0
164,164,1051,2017,ALABAMA,3.8,1950579,7.0,0.0,17.75,0.3465490495802255,2.27,4.0,128.0,0.0,0.0,0.0
165,165,1051,2018,ALABAMA,3.4,1990146,3.0,0.0,5.5,0.3404803341268458,1.46,1.0,0.1,0.0,0.0,0.0
166,166,1051,2019,ALABAMA,2.8,2023008,0.0,0.0,0.0,0.4940342364339528,-0.67,5.0,38.0,0.0,0.0,0.0
167,167,1051,2020,ALABAMA,5.2,1971078,1.0,0.0,2.0,0.3639097754178272,1.95,5.0,28.0,0.0,0.0,0.0
168,168,1055,2000,ALABAMA,5.9,,0.0,0.0,0.0,0.4471549355051041,-2.16,0.0,0.0,0.0,0.0,0.0
169,169,1055,2001,ALABAMA,6.7,2852953,0.0,0.0,0.0,0.2539773102075119,0.66,0.0,0.0,0.0,0.0,0.0
170,170,1055,2002,ALABAMA,6.4,2900318,0.0,0.0,0.0,0.3493985292262859,0.19,0.0,0.0,0.0,0.0,0.0
171,171,1055,2003,ALABAMA,6.5,2956540,2.0,0.0,63.0,0.2557957480222999,2.05,15.0,90.6,0.0,0.0,0.0
172,172,1055,2004,ALABAMA,6.3,3124155,2.0,202000.0,19.0,0.3428371656762569,0.72,44.0,990.0,0.0,0.0,0.0
173,173,1055,2005,ALABAMA,4.7,3150817,3.0,107000.0,3.0,0.2451797695263176,-0.46,37.0,541.0,0.0,0.0,0.0
174,174,1055,2006,ALABAMA,4.2,3044837,0.0,0.0,0.0,0.4505925901986907,-2.01,46.0,571.0,0.0,0.0,0.0
175,175,1055,2007,ALABAMA,4.6,3029170,0.0,0.0,0.0,0.5280562851082522,-4.15,68.0,1653.1,0.0,0.0,0.0
176,176,1055,2008,ALABAMA,6.2,3012740,1.0,0.0,0.92,0.4252008518873998,-2.5,20.0,160.0,0.0,0.0,0.0
177,177,1055,2009,ALABAMA,10.5,2983136,3.0,105000.0,17.25,0.3909456168975128,1.72,14.0,107.0,0.0,0.0,0.0
178,178,1055,2010,ALABAMA,10.8,3011510,0.0,0.0,0.0,0.4971972419530438,-1.03,22.0,259.2,0.0,0.0,0.0
179,179,1055,2011,ALABAMA,10.0,3024369,10.0,0.0,143.67,0.4140916657815936,0.03,16.0,377.0,0.0,0.0,0.0
180,180,1055,2012,ALABAMA,8.5,2942621,0.0,0.0,0.0,0.3077015327071589,-1.03,18.0,273.0,0.0,0.0,0.0
181,181,1055,2013,ALABAMA,7.7,3009365,0.0,0.0,0.0,0.2872049308369527,2.39,22.0,119.0,0.0,0.0,0.0
182,182,1055,2014,ALABAMA,7.0,3006436,1.0,0.0,1.5,0.3924354171933457,1.23,25.0,203.1,0.0,0.0,0.0
183,183,1055,2015,ALABAMA,6.2,3106556,0.0,0.0,0.0,0.3609274263384648,-0.16,12.0,54.4,0.0,0.0,0.0
184,184,1055,2016,ALABAMA,5.9,3118102,1.0,0.0,2.0,0.4336548746368998,-2.24,37.0,921.26,0.0,0.0,0.0
185,185,1055,2017,ALABAMA,4.7,3095515,0.0,0.0,0.0,0.2897942144465701,-0.52,6.0,51.0,0.0,0.0,0.0
186,186,1055,2018,ALABAMA,4.1,3131025,1.0,0.0,8.0,0.298325052903815,-0.97,4.0,27.0,0.0,0.0,0.0
187,187,1055,2019,ALABAMA,3.6,3065345,0.0,0.0,0.0,0.3878337892764926,0.47,9.0,36.75,0.0,0.0,0.0
188,188,1055,2020,ALABAMA,8.3,2824810,2.0,0.0,5.0,0.2945537831758976,3.02,3.0,8.0,0.0,0.0,0.0
189,189,1061,2000,ALABAMA,5.1,,0.0,0.0,0.0,0.5482031151502611,-2.83,0.0,0.0,0.0,0.0,0.0
190,190,1061,2001,ALABAMA,6.5,510356,1.0,5000.0,0.0,0.3187244936921367,0.19,0.0,0.0,0.0,0.0,0.0
191,191,1061,2002,ALABAMA,4.9,513412,0.0,0.0,0.0,0.3626174643360965,-0.98,0.0,0.0,0.0,0.0,0.0
192,192,1061,2003,ALABAMA,5.6,517576,0.0,0.0,0.0,0.3085013616584365,2.1,8.0,52.7,0.0,0.0,0.0
193,193,1061,2004,ALABAMA,4.9,516134,0.0,0.0,0.0,0.4858217235144525,0.97,6.0,58.0,0.0,0.0,0.0
194,194,1061,2005,ALABAMA,3.9,545572,0.0,0.0,0.0,0.3514532853155883,1.18,8.0,59.5,0.0,0.0,150000.0
195,195,1061,2006,ALABAMA,3.7,537729,1.0,5000.0,0.5,0.5185286077652693,-2.06,14.0,158.9,0.0,0.0,0.0
