county_fips5,feature_year,target_year,forecast_hpi,lower_bound_hpi,upper_bound_hpi,risk_margin_pct,step_ahead
05007,2024,2025,735.17413,724.892,745.4563,1.3985951593556871,1
05009,2024,2025,286.9922,282.97833,291.00607,1.3985951593556871,1
05011,2024,2025,131.80789,129.96443,133.65135,1.3985951593556871,1
05015,2024,2025,283.2923,279.3302,287.25443,1.3985951593556871,1
05017,2024,2025,138.89041,136.9479,140.83293,1.3985951593556871,1
05019,2024,2025,338.84424,334.1052,343.5833,1.3985951593556871,1
05021,2024,2025,245.00726,241.58061,248.43393,1.3985951593556871,1
05023,2024,2025,362.31244,357.24515,367.37973,1.3985951593556871,1
05025,2024,2025,197.77629,195.01021,200.54239,1.3985951593556871,1
05027,2024,2025,299.34497,295.15836,303.53162,1.3985951593556871,1
05029,2024,2025,264.97104,261.26517,268.6769,1.3985951593556871,1
05031,2024,2025,418.42657,412.5745,424.2787,1.3985951593556871,1
05033,2024,2025,529.80133,522.39154,537.2111,1.3985951593556871,1
05035,2024,2025,423.54367,417.62003,429.46735,1.3985951593556871,1
05037,2024,2025,321.17673,316.68478,325.6687,1.3985951593556871,1
05041,2024,2025,189.00761,186.36417,191.65108,1.3985951593556871,1
05043,2024,2025,276.8019,272.93057,280.67325,1.3985951593556871,1
05045,2024,2025,476.0845,469.42603,482.743,1.3985951593556871,1
05047,2024,2025,268.13623,264.3861,271.88638,1.3985951593556871,1
05049,2024,2025,206.07248,203.19037,208.9546,1.3985951593556871,1
05051,2024,2025,355.93695,350.95883,360.91507,1.3985951593556871,1
05053,2024,2025,264.14606,260.45172,267.8404,1.3985951593556871,1
05055,2024,2025,305.3317,301.06134,309.60205,1.3985951593556871,1
05057,2024,2025,259.34195,255.71481,262.96912,1.3985951593556871,1
05059,2024,2025,285.4775,281.48483,289.47018,1.3985951593556871,1
05061,2024,2025,228.36227,225.16841,231.55615,1.3985951593556871,1
05063,2024,2025,313.79846,309.4097,318.18726,1.3985951593556871,1
05065,2024,2025,245.55264,242.11836,248.98694,1.3985951593556871,1
05067,2024,2025,212.36752,209.39737,215.33769,1.3985951593556871,1
05069,2024,2025,374.58237,369.34348,379.82126,1.3985951593556871,1
05071,2024,2025,254.77586,251.21259,258.33914,1.3985951593556871,1
05075,2024,2025,238.92621,235.58461,242.26782,1.3985951593556871,1
05079,2024,2025,202.584,199.75067,205.41734,1.3985951593556871,1
05081,2024,2025,224.63004,221.48837,227.77171,1.3985951593556871,1
05083,2024,2025,260.9739,257.32394,264.6239,1.3985951593556871,1
05085,2024,2025,343.72147,338.9142,348.52875,1.3985951593556871,1
05087,2024,2025,276.8589,272.98676,280.73102,1.3985951593556871,1
05089,2024,2025,279.5523,275.64252,283.46213,1.3985951593556871,1
05091,2024,2025,295.89496,291.7566,300.03336,1.3985951593556871,1
05093,2024,2025,379.25375,373.94952,384.55798,1.3985951593556871,1
05097,2024,2025,191.47244,188.79453,194.15038,1.3985951593556871,1
05101,2024,2025,185.32933,182.73732,187.92134,1.3985951593556871,1
05103,2024,2025,264.80975,261.10614,268.51337,1.3985951593556871,1
05105,2024,2025,206.88591,203.99242,209.77942,1.3985951593556871,1
05107,2024,2025,181.7952,179.25262,184.33778,1.3985951593556871,1
05109,2024,2025,234.00911,230.73627,237.28195,1.3985951593556871,1
05111,2024,2025,286.4755,282.46887,290.48215,1.3985951593556871,1
05113,2024,2025,287.09326,283.078,291.10855,1.3985951593556871,1
05115,2024,2025,366.21594,361.0941,371.33783,1.3985951593556871,1
05119,2024,2025,676.5489,667.08673,686.0111,1.3985951593556871,1
05121,2024,2025,245.81342,242.37549,249.25136,1.3985951593556871,1
05123,2024,2025,200.84525,198.03624,203.65427,1.3985951593556871,1
05125,2024,2025,316.3363,311.91205,320.7606,1.3985951593556871,1
05127,2024,2025,189.33487,186.68684,191.98291,1.3985951593556871,1
05129,2024,2025,123.61282,121.88398,125.341675,1.3985951593556871,1
05131,2024,2025,582.2515,574.1082,590.3949,1.3985951593556871,1
05133,2024,2025,257.03528,253.4404,260.63016,1.3985951593556871,1
05135,2024,2025,265.6532,261.9378,269.36862,1.3985951593556871,1
05137,2024,2025,245.533,242.099,248.96703,1.3985951593556871,1
05139,2024,2025,254.18562,250.6306,257.74066,1.3985951593556871,1
05141,2024,2025,227.92009,224.73242,231.10777,1.3985951593556871,1
05143,2024,2025,849.1221,837.2463,860.99786,1.3985951593556871,1
05145,2024,2025,385.06732,379.6818,390.45288,1.3985951593556871,1
05147,2024,2025,143.5738,141.5658,145.58183,1.3985951593556871,1
05149,2024,2025,239.51372,236.1639,242.86356,1.3985951593556871,1
06001,2024,2025,1268.5588,1250.8169,1286.3009,1.3985951593556871,1
06003,2024,2025,216.31204,213.28671,219.33739,1.3985951593556871,1
06005,2024,2025,473.359,466.73865,479.9794,1.3985951593556871,1
06007,2024,2025,985.3681,971.5868,999.1495,1.3985951593556871,1
06009,2024,2025,574.9602,566.9188,583.0016,1.3985951593556871,1
06011,2024,2025,525.5355,518.1854,532.8857,1.3985951593556871,1
06013,2024,2025,1221.9266,1204.8369,1239.0165,1.3985951593556871,1
06015,2024,2025,746.4859,736.0456,756.9263,1.3985951593556871,1
06017,2024,2025,1070.3416,1055.3718,1085.3114,1.3985951593556871,1
06019,2024,2025,1016.3673,1002.15247,1030.5822,1.3985951593556871,1
06021,2024,2025,526.4824,519.1191,533.8458,1.3985951593556871,1
06023,2024,2025,983.1675,969.417,996.918,1.3985951593556871,1
06025,2024,2025,632.3596,623.5155,641.2038,1.3985951593556871,1
06027,2024,2025,835.5276,823.842,847.21326,1.3985951593556871,1
06029,2024,2025,949.6802,936.398,962.9624,1.3985951593556871,1
06031,2024,2025,988.10596,974.2864,1001.9256,1.3985951593556871,1
06033,2024,2025,585.252,577.0667,593.4373,1.3985951593556871,1
06035,2024,2025,396.32614,390.78314,401.86914,1.3985951593556871,1
06037,2024,2025,1253.4426,1235.9121,1270.9733,1.3985951593556871,1
06039,2024,2025,993.64294,979.7459,1007.54004,1.3985951593556871,1
06041,2024,2025,1204.994,1188.1411,1221.847,1.3985951593556871,1
06043,2024,2025,545.8982,538.2633,553.53314,1.3985951593556871,1
06045,2024,2025,1198.3046,1181.5452,1215.0641,1.3985951593556871,1
06047,2024,2025,1065.825,1050.9185,1080.7316,1.3985951593556871,1
06049,2024,2025,339.8997,335.14587,344.65353,1.3985951593556871,1
06051,2024,2025,713.59625,703.61597,723.5766,1.3985951593556871,1
06053,2024,2025,1207.829,1190.9364,1224.7217,1.3985951593556871,1
06055,2024,2025,1200.3541,1183.566,1217.1422,1.3985951593556871,1
06057,2024,2025,987.34973,973.5407,1001.1588,1.3985951593556871,1
06059,2024,2025,1259.9338,1242.3125,1277.5553,1.3985951593556871,1
06061,2024,2025,1221.4211,1204.3384,1238.5039,1.3985951593556871,1
06063,2024,2025,622.05347,613.35345,630.7535,1.3985951593556871,1
06065,2024,2025,1257.4064,1239.8203,1274.9924,1.3985951593556871,1
06067,2024,2025,1260.314,1242.6873,1277.9407,1.3985951593556871,1
06069,2024,2025,1197.5847,1180.8353,1214.3341,1.3985951593556871,1
06071,2024,2025,1272.0973,1254.3058,1289.8888,1.3985951593556871,1
06073,2024,2025,1249.1694,1231.6986,1266.6403,1.3985951593556871,1
06075,2024,2025,1262.2701,1244.6161,1279.9242,1.3985951593556871,1
06077,2024,2025,1082.9407,1067.7948,1098.0867,1.3985951593556871,1
06079,2024,2025,1224.5068,1207.381,1241.6328,1.3985951593556871,1
06081,2024,2025,1250.7657,1233.2726,1268.2589,1.3985951593556871,1
06083,2024,2025,1205.3264,1188.4688,1222.1841,1.3985951593556871,1
06085,2024,2025,1280.1322,1262.2284,1298.0361,1.3985951593556871,1
06087,2024,2025,1210.678,1193.7455,1227.6105,1.3985951593556871,1
06089,2024,2025,778.1463,767.2632,789.0294,1.3985951593556871,1
06091,2024,2025,301.21848,297.00565,305.4313,1.3985951593556871,1
06093,2024,2025,491.39758,484.52493,498.27026,1.3985951593556871,1
06095,2024,2025,1223.8788,1206.7617,1240.996,1.3985951593556871,1
06097,2024,2025,1202.3195,1185.5039,1219.1351,1.3985951593556871,1
06099,2024,2025,1083.347,1068.1954,1098.4988,1.3985951593556871,1
06101,2024,2025,986.15576,972.36346,999.9481,1.3985951593556871,1
06103,2024,2025,577.78796,569.70703,585.8689,1.3985951593556871,1
06105,2024,2025,333.86786,329.1984,338.53732,1.3985951593556871,1
06107,2024,2025,1008.75146,994.6431,1022.85986,1.3985951593556871,1
06109,2024,2025,775.8229,764.9723,786.6735,1.3985951593556871,1
06111,2024,2025,1213.6178,1196.6442,1230.5914,1.3985951593556871,1
06113,2024,2025,1204.084,1187.2438,1220.9243,1.3985951593556871,1
06115,2024,2025,702.3917,692.5681,712.2154,1.3985951593556871,1
08001,2024,2025,1225.3187,1208.1815,1242.456,1.3985951593556871,1
08003,2024,2025,436.69382,430.58624,442.80142,1.3985951593556871,1
08005,2024,2025,1089.2118,1073.9781,1104.4456,1.3985951593556871,1
08007,2024,2025,604.5361,596.08105,612.9911,1.3985951593556871,1
08011,2024,2025,141.56769,139.58774,143.54765,1.3985951593556871,1
08013,2024,2025,1238.4626,1221.1416,1255.7838,1.3985951593556871,1
08014,2024,2025,983.52515,969.76965,997.2807,1.3985951593556871,1
08015,2024,2025,885.0283,872.6504,897.4063,1.3985951593556871,1
08019,2024,2025,632.81946,623.9689,641.67004,1.3985951593556871,1
08021,2024,2025,183.6845,181.1155,186.25351,1.3985951593556871,1
08025,2024,2025,195.87273,193.13327,198.6122,1.3985951593556871,1
08027,2024,2025,389.15817,383.71542,394.60092,1.3985951593556871,1
08029,2024,2025,638.6403,629.7083,647.5723,1.3985951593556871,1
08031,2024,2025,1229.203,1212.0115,1246.3947,1.3985951593556871,1
08033,2024,2025,97.70202,96.33556,99.06848,1.3985951593556871,1
08035,2024,2025,1008.97534,994.8639,1023.08685,1.3985951593556871,1
08037,2024,2025,1217.138,1200.1151,1234.1608,1.3985951593556871,1
08039,2024,2025,835.4318,823.74756,847.11615,1.3985951593556871,1
08041,2024,2025,1078.3241,1063.2427,1093.4055,1.3985951593556871,1
08043,2024,2025,606.90753,598.4194,615.39575,1.3985951593556871,1
08045,2024,2025,1057.2261,1042.4398,1072.0125,1.3985951593556871,1
08047,2024,2025,510.38977,503.2515,517.5281,1.3985951593556871,1
08049,2024,2025,750.34955,739.8552,760.84393,1.3985951593556871,1
08051,2024,2025,918.2673,905.42444,931.11017,1.3985951593556871,1
08053,2024,2025,199.87128,197.0759,202.66667,1.3985951593556871,1
08055,2024,2025,300.69278,296.4873,304.89825,1.3985951593556871,1
08057,2024,2025,242.78725,239.39165,246.18286,1.3985951593556871,1
08059,2024,2025,1238.6447,1221.321,1255.9684,1.3985951593556871,1
08063,2024,2025,416.90454,411.07373,422.73535,1.3985951593556871,1
08065,2024,2025,983.24774,969.4961,996.99945,1.3985951593556871,1
08067,2024,2025,1218.4921,1201.4503,1235.5339,1.3985951593556871,1
08069,2024,2025,1245.5336,1228.1136,1262.9536,1.3985951593556871,1
08071,2024,2025,436.12482,430.0252,442.22446,1.3985951593556871,1
08073,2024,2025,303.04825,298.80984,307.28668,1.3985951593556871,1
08075,2024,2025,828.81744,817.22565,840.4093,1.3985951593556871,1
08077,2024,2025,1076.5917,1061.5345,1091.6489,1.3985951593556871,1
08079,2024,2025,159.71158,157.47786,161.9453,1.3985951593556871,1
08081,2024,2025,465.9956,459.4782,472.51303,1.3985951593556871,1
08083,2024,2025,807.1895,795.9002,818.4789,1.3985951593556871,1
08085,2024,2025,715.44617,705.44,725.4524,1.3985951593556871,1
08087,2024,2025,618.23236,609.5858,626.87897,1.3985951593556871,1
08089,2024,2025,770.9679,760.1852,781.7507,1.3985951593556871,1
08091,2024,2025,568.9837,561.02594,576.9415,1.3985951593556871,1
08093,2024,2025,779.2241,768.3259,790.1223,1.3985951593556871,1
08095,2024,2025,305.65762,301.38272,309.93256,1.3985951593556871,1
08097,2024,2025,971.7137,958.12335,985.3041,1.3985951593556871,1
08099,2024,2025,456.50693,450.12225,462.89163,1.3985951593556871,1
08101,2024,2025,844.85693,833.04083,856.6731,1.3985951593556871,1
08103,2024,2025,399.74612,394.1553,405.33698,1.3985951593556871,1
08105,2024,2025,447.28735,441.03162,453.54312,1.3985951593556871,1
08107,2024,2025,921.566,908.677,934.455,1.3985951593556871,1
08109,2024,2025,156.38722,154.2,158.57445,1.3985951593556871,1
08111,2024,2025,275.93402,272.07483,279.79324,1.3985951593556871,1
08113,2024,2025,487.06577,480.2537,493.87787,1.3985951593556871,1
08115,2024,2025,152.90543,150.7669,155.04396,1.3985951593556871,1
08117,2024,2025,1063.6351,1048.7592,1078.5111,1.3985951593556871,1
08119,2024,2025,618.21436,609.56805,626.8607,1.3985951593556871,1
08121,2024,2025,232.75949,229.50414,236.01486,1.3985951593556871,1
08123,2024,2025,1094.4431,1079.1364,1109.75,1.3985951593556871,1
08125,2024,2025,434.49725,428.4204,440.57413,1.3985951593556871,1
09001,2024,2025,1014.17114,999.987,1028.3553,1.3985951593556871,1
09003,2024,2025,826.9246,815.3593,838.49,1.3985951593556871,1
09005,2024,2025,808.46765,797.16046,819.7749,1.3985951593556871,1
09007,2024,2025,986.84937,973.04736,1000.6514,1.3985951593556871,1
09009,2024,2025,851.42725,839.5192,863.3353,1.3985951593556871,1
09011,2024,2025,593.39136,585.0922,601.69055,1.3985951593556871,1
09013,2024,2025,752.0051,741.4876,762.52264,1.3985951593556871,1
09015,2024,2025,430.64627,424.6233,436.66928,1.3985951593556871,1
10001,2024,2025,589.74243,581.4943,597.99054,1.3985951593556871,1
10003,2024,2025,847.94446,836.08514,859.8038,1.3985951593556871,1
10005,2024,2025,735.79535,725.5046,746.0862,1.3985951593556871,1
11001,2024,2025,1271.0476,1253.2709,1288.8245,1.3985951593556871,1
12001,2024,2025,708.20703,698.3021,718.112,1.3985951593556871,1
12003,2024,2025,333.75577,329.0879,338.42368,1.3985951593556871,1
12005,2024,2025,944.85785,931.6431,958.07263,1.3985951593556871,1
12007,2024,2025,372.63034,367.41876,377.84195,1.3985951593556871,1
12009,2024,2025,919.2435,906.387,932.10004,1.3985951593556871,1
12011,2024,2025,952.2758,938.95734,965.59436,1.3985951593556871,1
12013,2024,2025,326.7614,322.19135,331.33148,1.3985951593556871,1
12015,2024,2025,709.54443,699.6208,719.46814,1.3985951593556871,1
12017,2024,2025,751.78906,741.2746,762.3036,1.3985951593556871,1
12019,2024,2025,728.77814,718.5855,738.9708,1.3985951593556871,1
12021,2024,2025,1238.1991,1220.8817,1255.5165,1.3985951593556871,1
12023,2024,2025,273.81427,269.9847,277.64383,1.3985951593556871,1
12027,2024,2025,432.02524,425.98297,438.06754,1.3985951593556871,1
12029,2024,2025,105.97014,104.488045,107.45223,1.3985951593556871,1
12031,2024,2025,907.68097,894.9862,920.3758,1.3985951593556871,1
12033,2024,2025,762.52704,751.86237,773.1917,1.3985951593556871,1
12035,2024,2025,754.3754,743.82477,764.9261,1.3985951593556871,1
12037,2024,2025,582.7913,574.64044,590.94226,1.3985951593556871,1
12039,2024,2025,315.10742,310.70035,319.51453,1.3985951593556871,1
12041,2024,2025,357.75986,352.75626,362.7635,1.3985951593556871,1
12045,2024,2025,471.55945,464.96426,478.15466,1.3985951593556871,1
12047,2024,2025,236.53693,233.22874,239.84512,1.3985951593556871,1
12049,2024,2025,399.73236,394.14172,405.32303,1.3985951593556871,1
12051,2024,2025,425.01877,419.0745,430.96307,1.3985951593556871,1
12053,2024,2025,624.56775,615.8326,633.303,1.3985951593556871,1
12055,2024,2025,497.70474,490.74387,504.66565,1.3985951593556871,1
12057,2024,2025,1087.3477,1072.1401,1102.5553,1.3985951593556871,1
12059,2024,2025,308.69992,304.38248,313.0174,1.3985951593556871,1
12061,2024,2025,525.9959,518.63934,533.3525,1.3985951593556871,1
12063,2024,2025,339.6306,334.88055,344.38068,1.3985951593556871,1
12065,2024,2025,270.4166,266.63458,274.19864,1.3985951593556871,1
12069,2024,2025,856.7433,844.7609,868.7257,1.3985951593556871,1
12071,2024,2025,862.5816,850.5176,874.6457,1.3985951593556871,1
12073,2024,2025,815.26544,803.8632,826.6677,1.3985951593556871,1
12075,2024,2025,455.87494,449.4991,462.2508,1.3985951593556871,1
12077,2024,2025,99.41303,98.02265,100.80342,1.3985951593556871,1
12079,2024,2025,254.36055,250.80309,257.91803,1.3985951593556871,1
12081,2024,2025,1077.3982,1062.3298,1092.4667,1.3985951593556871,1
12083,2024,2025,587.05115,578.8407,595.26166,1.3985951593556871,1
12085,2024,2025,988.6301,974.8032,1002.4571,1.3985951593556871,1
12086,2024,2025,1241.6416,1224.2761,1259.0072,1.3985951593556871,1
12087,2024,2025,1216.6605,1199.6444,1233.6768,1.3985951593556871,1
12089,2024,2025,893.987,881.48376,906.4903,1.3985951593556871,1
12091,2024,2025,759.5387,748.91583,770.1616,1.3985951593556871,1
12093,2024,2025,514.9527,507.7506,522.15485,1.3985951593556871,1
12095,2024,2025,1089.9924,1074.7479,1105.237,1.3985951593556871,1
12097,2024,2025,852.80225,840.875,864.72955,1.3985951593556871,1
12099,2024,2025,948.28503,935.0224,961.5477,1.3985951593556871,1
12101,2024,2025,739.67865,729.33356,750.0238,1.3985951593556871,1
12103,2024,2025,1086.4398,1071.245,1101.6348,1.3985951593556871,1
12105,2024,2025,911.1944,898.4505,923.93835,1.3985951593556871,1
12107,2024,2025,454.11893,447.76764,460.47025,1.3985951593556871,1
12109,2024,2025,1009.2027,995.0881,1023.3174,1.3985951593556871,1
12111,2024,2025,796.1993,785.0637,807.3349,1.3985951593556871,1
12113,2024,2025,709.48413,699.56134,719.407,1.3985951593556871,1
12115,2024,2025,1074.5778,1059.5488,1089.6068,1.3985951593556871,1
12117,2024,2025,904.0633,891.4191,916.7075,1.3985951593556871,1
12119,2024,2025,351.12778,346.21692,356.03864,1.3985951593556871,1
12121,2024,2025,364.37186,359.2758,369.46796,1.3985951593556871,1
12123,2024,2025,336.81708,332.10638,341.5278,1.3985951593556871,1
12125,2024,2025,157.54654,155.34311,159.74998,1.3985951593556871,1
12127,2024,2025,948.663,935.3951,961.931,1.3985951593556871,1
12129,2024,2025,343.4579,338.6543,348.26147,1.3985951593556871,1
12131,2024,2025,555.43713,547.6688,563.20544,1.3985951593556871,1
12133,2024,2025,316.73557,312.30573,321.16544,1.3985951593556871,1
13001,2024,2025,288.58047,284.5444,292.61655,1.3985951593556871,1
13005,2024,2025,225.12755,221.97893,228.27618,1.3985951593556871,1
13009,2024,2025,467.9958,461.45044,474.54117,1.3985951593556871,1
13011,2024,2025,309.73538,305.40344,314.06735,1.3985951593556871,1
13013,2024,2025,419.28763,413.4235,425.1518,1.3985951593556871,1
13015,2024,2025,452.79507,446.4623,459.12787,1.3985951593556871,1
13017,2024,2025,296.1084,291.96704,300.24976,1.3985951593556871,1
13019,2024,2025,230.61984,227.39441,233.84529,1.3985951593556871,1
13021,2024,2025,457.99017,451.58475,464.39563,1.3985951593556871,1
13023,2024,2025,184.10918,181.53424,186.68413,1.3985951593556871,1
13025,2024,2025,145.84218,143.80244,147.88193,1.3985951593556871,1
13027,2024,2025,283.997,280.02505,287.969,1.3985951593556871,1
13029,2024,2025,422.53088,416.6214,428.4404,1.3985951593556871,1
13031,2024,2025,394.0687,388.55728,399.58014,1.3985951593556871,1
13033,2024,2025,320.35757,315.87708,324.8381,1.3985951593556871,1
13035,2024,2025,384.07727,378.7056,389.44897,1.3985951593556871,1
13039,2024,2025,386.7499,381.34085,392.159,1.3985951593556871,1
13043,2024,2025,320.9218,316.4334,325.41022,1.3985951593556871,1
13045,2024,2025,436.53876,430.43335,442.6442,1.3985951593556871,1
13047,2024,2025,421.251,415.3594,427.1426,1.3985951593556871,1
13049,2024,2025,106.779564,105.286156,108.27298,1.3985951593556871,1
13051,2024,2025,947.08716,933.84125,960.3331,1.3985951593556871,1
13055,2024,2025,264.24557,260.54987,267.9413,1.3985951593556871,1
13057,2024,2025,820.90796,809.4268,832.38916,1.3985951593556871,1
13059,2024,2025,988.5249,974.69946,1002.3504,1.3985951593556871,1
13063,2024,2025,609.97455,601.4435,618.5057,1.3985951593556871,1
13067,2024,2025,821.67804,810.1861,833.17004,1.3985951593556871,1
13069,2024,2025,329.22906,324.62448,333.83365,1.3985951593556871,1
13071,2024,2025,346.4147,341.56976,351.25964,1.3985951593556871,1
13073,2024,2025,542.0488,534.4678,549.62994,1.3985951593556871,1
13075,2024,2025,302.8139,298.57877,307.04904,1.3985951593556871,1
13077,2024,2025,646.04443,637.0089,655.08,1.3985951593556871,1
13079,2024,2025,223.84708,220.71637,226.9778,1.3985951593556871,1
13081,2024,2025,297.7257,293.56174,301.8897,1.3985951593556871,1
13083,2024,2025,332.9027,328.24677,337.5587,1.3985951593556871,1
13085,2024,2025,461.98904,455.5277,468.4504,1.3985951593556871,1
13087,2024,2025,303.41006,299.1666,307.65356,1.3985951593556871,1
13089,2024,2025,848.206,836.343,860.069,1.3985951593556871,1
13091,2024,2025,220.41478,217.33208,223.4975,1.3985951593556871,1
13093,2024,2025,146.6083,144.55785,148.65877,1.3985951593556871,1
13095,2024,2025,427.38092,421.4036,433.35828,1.3985951593556871,1
13097,2024,2025,714.7465,704.7501,724.743,1.3985951593556871,1
