fips,state,hpi_2025,hpi_2026,hpi_2027,hpi_2028,hpi_2029,hpi_2030,hpi_chg_2025,hpi_chg_2026,hpi_chg_2027,hpi_chg_2028,hpi_chg_2029,hpi_chg_2030
18145,INDIANA,440.7,459.6,478.5,499.1,516.5,537.5,4.8,4.3,4.1,4.3,3.5,4.1
18147,INDIANA,258.6,271.7,292.2,309.9,329.5,347.4,9.7,5.1,7.5,6.1,6.3,5.4
18149,INDIANA,368.5,392.6,410.1,430.4,448.1,467.1,5.1,6.5,4.5,5.0,4.1,4.2
18151,INDIANA,380.3,402.0,422.4,442.9,462.3,479.3,4.1,5.7,5.1,4.8,4.4,3.7
18153,INDIANA,264.2,276.7,297.8,314.9,334.7,355.3,10.5,4.7,7.6,5.8,6.3,6.1
18155,INDIANA,272.5,286.1,304.9,322.0,341.1,359.0,9.0,5.0,6.6,5.6,5.9,5.3
18157,INDIANA,528.7,543.3,579.2,601.4,621.4,639.1,4.9,2.8,6.6,3.8,3.3,2.8
18159,INDIANA,423.2,443.6,466.3,483.4,507.1,519.8,5.0,4.8,5.1,3.7,4.9,2.5
18161,INDIANA,274.2,292.4,305.8,320.6,343.5,352.5,6.5,6.6,4.6,4.9,7.1,2.6
18163,INDIANA,551.8,563.2,592.4,608.2,638.4,649.8,4.0,2.1,5.2,2.7,5.0,1.8
18165,INDIANA,224.2,241.2,259.8,275.6,294.5,312.4,11.2,7.6,7.7,6.1,6.9,6.1
18167,INDIANA,381.1,402.3,423.1,443.6,467.6,485.4,5.0,5.6,5.2,4.8,5.4,3.8
18169,INDIANA,366.6,386.8,406.4,427.4,447.6,465.5,4.3,5.5,5.1,5.2,4.7,4.0
18171,INDIANA,271.4,286.5,306.3,323.2,344.8,365.2,8.8,5.6,6.9,5.5,6.7,5.9
18173,INDIANA,558.5,593.3,617.6,629.5,666.5,693.4,2.7,6.2,4.1,1.9,5.9,4.0
18175,INDIANA,476.1,491.6,513.3,528.7,548.5,565.0,3.8,3.3,4.4,3.0,3.7,3.0
18177,INDIANA,418.8,439.9,457.9,478.3,497.3,512.9,4.4,5.0,4.1,4.5,4.0,3.1
18179,INDIANA,550.6,575.0,584.9,619.3,631.3,671.9,3.4,4.4,1.7,5.9,1.9,6.4
18181,INDIANA,347.3,368.2,388.8,408.8,429.6,448.7,5.7,6.0,5.6,5.1,5.1,4.4
18183,INDIANA,359.1,384.0,398.3,422.0,439.8,463.6,4.8,6.9,3.7,5.9,4.2,5.4
19001,IOWA,321.7,347.7,363.2,389.4,407.5,433.3,5.8,8.1,4.5,7.2,4.7,6.3
19003,IOWA,156.9,166.4,173.9,180.5,190.4,197.6,6.1,6.1,4.5,3.8,5.5,3.8
19005,IOWA,287.1,301.8,319.8,338.5,355.1,375.1,7.8,5.1,6.0,5.9,4.9,5.7
19007,IOWA,286.6,304.1,323.8,344.7,361.6,385.0,7.8,6.1,6.5,6.5,4.9,6.5
19009,IOWA,243.6,255.0,272.8,285.5,299.2,314.2,7.2,4.7,7.0,4.7,4.8,5.0
19011,IOWA,347.8,373.0,389.7,415.2,437.1,460.0,5.8,7.2,4.5,6.6,5.3,5.2
19013,IOWA,554.2,589.2,602.8,635.9,656.4,683.7,3.3,6.3,2.3,5.5,3.2,4.2
19015,IOWA,398.8,421.8,439.3,464.3,482.8,504.7,4.1,5.8,4.2,5.7,4.0,4.5
19017,IOWA,378.4,399.5,414.1,431.9,451.7,469.5,3.7,5.6,3.7,4.3,4.6,3.9
19019,IOWA,381.6,402.3,424.1,443.5,468.1,485.0,5.1,5.4,5.4,4.6,5.6,3.6
19021,IOWA,347.1,372.4,390.2,417.7,437.1,462.2,5.3,7.3,4.8,7.0,4.6,5.7
19023,IOWA,386.0,409.9,426.8,448.5,464.1,487.3,5.1,6.2,4.1,5.1,3.5,5.0
19025,IOWA,371.3,392.6,409.4,425.0,437.8,465.3,4.6,5.7,4.3,3.8,3.0,6.3
19027,IOWA,477.3,496.6,517.8,536.2,561.0,578.8,4.0,4.0,4.3,3.5,4.6,3.2
19029,IOWA,319.9,342.0,357.7,382.0,392.6,417.7,4.0,6.9,4.6,6.8,2.8,6.4
19031,IOWA,343.6,366.3,382.6,401.1,421.1,443.2,5.6,6.6,4.5,4.8,5.0,5.3
19033,IOWA,678.5,728.4,756.2,775.6,820.4,865.0,-0.8,7.4,3.8,2.6,5.8,5.4
19035,IOWA,353.1,374.7,393.9,420.0,439.6,462.7,5.8,6.1,5.1,6.6,4.7,5.2
19037,IOWA,342.8,365.5,379.9,402.4,421.3,442.0,5.2,6.6,4.0,5.9,4.7,4.9
19039,IOWA,253.2,265.7,283.4,299.3,315.3,334.1,9.7,4.9,6.7,5.6,5.3,6.0
19041,IOWA,416.1,436.5,449.1,462.8,480.8,496.8,3.3,4.9,2.9,3.0,3.9,3.3
19043,IOWA,283.3,298.7,312.9,332.8,349.7,369.7,8.3,5.4,4.7,6.4,5.1,5.7
19045,IOWA,367.9,388.4,407.2,426.0,445.3,463.7,5.8,5.6,4.8,4.6,4.5,4.1
19047,IOWA,318.2,341.2,353.2,375.5,388.0,412.3,5.7,7.2,3.5,6.3,3.3,6.3
19049,IOWA,415.2,435.7,456.3,476.9,496.7,517.9,6.3,4.9,4.7,4.5,4.2,4.3
19051,IOWA,259.0,270.9,289.3,301.6,318.0,337.8,7.0,4.6,6.8,4.2,5.5,6.2
19053,IOWA,192.7,204.8,213.0,221.5,232.9,243.8,7.5,6.3,4.0,4.0,5.1,4.7
19055,IOWA,357.2,382.7,392.9,414.9,428.6,447.2,4.0,7.1,2.7,5.6,3.3,4.3
19057,IOWA,337.8,360.7,376.8,394.0,416.4,437.0,5.6,6.8,4.4,4.6,5.7,4.9
19059,IOWA,470.5,483.8,511.7,516.5,551.1,564.0,4.2,2.8,5.8,0.9,6.7,2.4
19061,IOWA,533.8,560.5,569.3,599.8,610.0,643.7,2.1,5.0,1.6,5.4,1.7,5.5
19063,IOWA,318.7,343.9,356.2,383.0,390.7,421.3,6.1,7.9,3.6,7.5,2.0,7.8
19065,IOWA,284.3,303.6,319.5,340.5,356.0,375.5,7.5,6.8,5.2,6.6,4.5,5.5
19067,IOWA,361.1,387.0,396.8,421.0,429.8,450.3,4.2,7.2,2.5,6.1,2.1,4.8
19069,IOWA,361.7,375.5,383.8,395.8,406.4,418.5,0.3,3.8,2.2,3.1,2.7,3.0
19071,IOWA,249.5,261.2,280.9,295.4,314.3,331.7,9.9,4.7,7.5,5.2,6.4,5.5
19073,IOWA,263.7,272.1,293.8,307.4,326.3,345.6,9.5,3.2,8.0,4.6,6.1,5.9
19075,IOWA,398.1,420.8,438.9,462.7,475.4,506.0,4.2,5.7,4.3,5.4,2.7,6.4
19077,IOWA,366.6,385.7,404.8,422.8,441.5,458.3,5.1,5.2,4.9,4.5,4.4,3.8
19079,IOWA,292.5,308.8,326.8,345.2,366.5,381.1,7.7,5.6,5.8,5.6,6.2,4.0
19081,IOWA,424.8,442.7,460.4,477.2,490.0,518.9,4.6,4.2,4.0,3.6,2.7,5.9
19083,IOWA,328.1,349.8,363.7,384.1,394.8,419.7,4.7,6.6,4.0,5.6,2.8,6.3
19085,IOWA,403.3,423.6,438.1,459.1,472.8,492.7,3.0,5.0,3.4,4.8,3.0,4.2
19087,IOWA,344.3,366.8,390.0,411.5,437.9,457.2,5.7,6.5,6.3,5.5,6.4,4.4
19089,IOWA,271.8,270.9,291.2,293.7,309.8,314.5,2.3,-0.3,7.5,0.9,5.5,1.5
19091,IOWA,303.2,320.7,341.9,359.5,382.6,393.5,6.3,5.8,6.6,5.1,6.4,2.8
19093,IOWA,272.3,286.1,308.8,323.1,348.2,365.0,10.1,5.0,7.9,4.6,7.8,4.8
19095,IOWA,346.0,370.9,388.4,409.5,426.8,448.0,4.7,7.2,4.7,5.4,4.2,5.0
19097,IOWA,394.2,418.7,431.6,454.7,465.0,490.0,3.9,6.2,3.1,5.3,2.3,5.4
19099,IOWA,410.2,428.5,448.9,466.7,489.1,509.2,4.9,4.5,4.8,4.0,4.8,4.1
19101,IOWA,311.5,328.4,353.9,370.1,396.3,415.4,7.8,5.4,7.8,4.6,7.1,4.8
19103,IOWA,557.5,576.9,604.4,615.5,646.7,670.6,4.7,3.5,4.8,1.8,5.1,3.7
19105,IOWA,347.0,365.6,381.2,396.0,416.3,433.9,4.6,5.3,4.3,3.9,5.1,4.2
19107,IOWA,242.4,254.7,273.2,287.5,305.1,322.2,10.2,5.1,7.3,5.2,6.1,5.6
19109,IOWA,344.5,365.7,387.9,409.3,432.6,454.4,6.3,6.2,6.1,5.5,5.7,5.1
19111,IOWA,328.1,350.7,369.8,391.2,414.0,432.4,6.4,6.9,5.4,5.8,5.8,4.5
19113,IOWA,620.8,633.1,670.4,696.7,720.7,748.1,3.9,2.0,5.9,3.9,3.4,3.8
19115,IOWA,255.0,265.8,283.5,304.5,317.9,341.5,10.0,4.2,6.6,7.4,4.4,7.4
19117,IOWA,259.0,269.7,290.6,308.7,332.4,349.0,11.4,4.1,7.7,6.2,7.7,5.0
19119,IOWA,414.6,433.9,453.4,472.5,490.7,508.8,4.2,4.6,4.5,4.2,3.8,3.7
19121,IOWA,424.7,441.9,463.1,479.6,507.8,518.0,5.3,4.0,4.8,3.6,5.9,2.0
19123,IOWA,417.8,437.8,460.0,476.5,494.8,515.6,4.7,4.8,5.1,3.6,3.8,4.2
19125,IOWA,609.0,642.4,676.4,697.7,731.1,754.8,2.9,5.5,5.3,3.2,4.8,3.2
19127,IOWA,522.2,548.5,558.1,595.4,617.9,630.5,3.5,5.0,1.7,6.7,3.8,2.0
19129,IOWA,358.4,380.5,395.5,416.6,435.6,453.5,4.5,6.2,4.0,5.3,4.6,4.1
19131,IOWA,339.9,358.9,365.2,377.6,387.3,404.9,1.1,5.6,1.8,3.4,2.6,4.5
19133,IOWA,262.4,273.5,290.3,312.0,322.9,344.6,8.9,4.2,6.1,7.5,3.5,6.7
19135,IOWA,225.4,235.9,253.6,272.0,284.2,301.5,9.2,4.7,7.5,7.3,4.5,6.1
19137,IOWA,353.1,374.2,388.2,410.7,426.1,442.0,4.0,6.0,3.7,5.8,3.7,3.7
19139,IOWA,459.8,480.1,497.4,515.1,534.6,550.4,2.8,4.4,3.6,3.6,3.8,3.0
19141,IOWA,375.0,399.3,422.3,443.8,470.0,484.2,5.1,6.5,5.8,5.1,5.9,3.0
19143,IOWA,313.0,329.8,346.7,361.9,380.5,390.1,4.5,5.4,5.1,4.4,5.1,2.5
19145,IOWA,320.8,338.9,358.9,379.4,397.8,421.5,7.1,5.6,5.9,5.7,4.9,6.0
19147,IOWA,273.0,288.6,305.0,319.2,338.6,352.9,6.8,5.7,5.7,4.7,6.1,4.2
19149,IOWA,445.0,466.8,484.5,506.5,522.6,548.3,3.2,4.9,3.8,4.5,3.2,4.9
19151,IOWA,310.5,325.1,345.8,354.9,381.8,382.5,4.6,4.7,6.4,2.6,7.6,0.2
19153,IOWA,717.6,746.0,771.8,785.3,841.5,867.4,3.0,4.0,3.5,1.8,7.2,3.1
19155,IOWA,545.8,578.0,594.5,627.8,651.9,678.3,2.7,5.9,2.9,5.6,3.8,4.0
19157,IOWA,444.7,463.7,479.3,508.1,516.8,550.7,4.0,4.3,3.4,6.0,1.7,6.6
19159,IOWA,257.9,256.0,294.5,277.8,321.3,312.1,3.5,-0.7,15.0,-5.7,15.7,-2.9
19161,IOWA,327.2,353.5,365.3,393.7,407.3,437.9,5.8,8.0,3.3,7.7,3.5,7.5
19163,IOWA,515.0,529.0,547.4,563.2,583.5,596.6,4.0,2.7,3.5,2.9,3.6,2.2
19165,IOWA,406.2,428.4,441.6,462.6,473.2,504.5,4.2,5.5,3.1,4.8,2.3,6.6
19167,IOWA,538.8,569.4,582.9,615.5,629.0,673.0,2.1,5.7,2.4,5.6,2.2,7.0
19169,IOWA,436.1,455.8,472.3,492.0,506.6,530.0,3.2,4.5,3.6,4.2,3.0,4.6
19171,IOWA,389.5,415.4,436.1,456.2,478.0,499.5,5.0,6.7,5.0,4.6,4.8,4.5
19173,IOWA,251.1,264.9,279.8,299.0,306.6,326.6,7.1,5.5,5.6,6.9,2.5,6.5
19175,IOWA,250.7,264.2,284.6,299.3,317.4,337.4,9.6,5.4,7.7,5.2,6.0,6.3
19177,IOWA,160.6,173.8,178.9,187.4,195.2,201.2,4.5,8.2,2.9,4.8,4.1,3.1
19179,IOWA,402.2,425.7,443.0,465.6,484.2,501.1,3.6,5.8,4.1,5.1,4.0,3.5
19181,IOWA,606.3,648.5,675.0,692.6,734.4,752.9,1.3,7.0,4.1,2.6,6.0,2.5
19183,IOWA,346.2,369.4,386.1,407.7,427.0,447.6,5.4,6.7,4.5,5.6,4.7,4.8
19185,IOWA,236.4,247.5,259.3,269.7,279.2,291.2,6.0,4.7,4.8,4.0,3.5,4.3
19187,IOWA,421.4,441.3,465.9,486.2,515.0,530.2,6.0,4.7,5.6,4.4,5.9,3.0
19189,IOWA,359.1,384.5,398.2,428.6,444.2,471.1,5.7,7.1,3.6,7.6,3.7,6.1
19191,IOWA,405.8,429.4,443.8,469.8,479.1,514.0,4.7,5.8,3.4,5.9,2.0,7.3
19193,IOWA,568.3,601.0,612.6,643.5,668.5,691.4,2.4,5.8,1.9,5.0,3.9,3.4
19195,IOWA,254.0,261.5,273.6,282.3,294.1,302.8,5.7,2.9,4.6,3.2,4.2,3.0
19197,IOWA,294.1,309.8,333.5,349.1,378.7,392.4,8.2,5.4,7.7,4.7,8.5,3.6
20001,KANSAS,307.3,322.8,341.8,357.6,381.3,389.4,6.5,5.1,5.9,4.6,6.6,2.1
20003,KANSAS,301.7,313.3,341.9,356.5,385.9,398.8,9.1,3.9,9.1,4.3,8.2,3.3
20005,KANSAS,704.3,744.2,783.1,817.9,859.5,897.0,1.1,5.7,5.2,4.4,5.1,4.4
20007,KANSAS,181.5,192.9,193.1,210.8,209.5,235.9,3.6,6.3,0.1,9.2,-0.6,12.6
20009,KANSAS,421.1,437.4,459.8,474.9,498.0,509.1,5.8,3.9,5.1,3.3,4.9,2.2
20011,KANSAS,218.9,232.1,253.3,267.3,286.9,302.6,11.9,6.0,9.2,5.5,7.4,5.5
20013,KANSAS,303.3,319.6,337.7,355.4,375.5,388.7,6.3,5.4,5.7,5.2,5.6,3.5
20015,KANSAS,499.0,514.6,538.9,551.9,578.0,596.3,3.9,3.1,4.7,2.4,4.7,3.2
20021,KANSAS,297.5,311.8,332.0,350.8,369.5,387.6,8.3,4.8,6.5,5.7,5.3,4.9
20023,KANSAS,211.4,228.0,212.5,233.7,217.2,241.2,-3.2,7.9,-6.8,10.0,-7.0,11.0
20027,KANSAS,256.9,268.4,285.6,304.6,319.9,338.4,9.3,4.5,6.4,6.6,5.0,5.8
20029,KANSAS,225.8,237.7,256.8,271.1,290.4,307.4,10.5,5.2,8.1,5.5,7.1,5.9
20031,KANSAS,312.3,328.8,345.5,361.3,377.8,387.3,3.5,5.3,5.1,4.6,4.6,2.5
20035,KANSAS,400.0,423.1,440.1,463.0,477.2,506.6,5.3,5.8,4.0,5.2,3.0,6.2
20037,KANSAS,500.0,516.1,537.2,551.0,578.7,593.5,3.7,3.2,4.1,2.6,5.0,2.6
20041,KANSAS,295.1,311.4,329.4,348.4,368.9,386.4,8.1,5.5,5.8,5.8,5.9,4.8
20043,KANSAS,283.1,302.1,315.9,336.4,351.2,373.3,7.7,6.7,4.6,6.5,4.4,6.3
20045,KANSAS,817.8,896.6,925.6,950.6,958.9,996.1,-0.1,9.6,3.2,2.7,0.9,3.9
20051,KANSAS,471.3,489.5,508.6,522.8,551.8,555.6,3.4,3.9,3.9,2.8,5.5,0.7
20053,KANSAS,283.8,307.4,311.8,337.0,350.2,361.7,5.7,8.3,1.4,8.1,3.9,3.3
20055,KANSAS,590.7,619.5,626.8,671.7,700.9,723.6,1.7,4.9,1.2,7.2,4.3,3.2
20057,KANSAS,477.3,491.3,517.0,527.2,555.4,570.4,4.3,2.9,5.2,2.0,5.4,2.7
20059,KANSAS,662.5,710.6,756.9,784.4,810.7,852.5,1.9,7.3,6.5,3.6,3.3,5.2
20061,KANSAS,452.2,471.5,491.2,508.4,526.5,544.1,3.9,4.3,4.2,3.5,3.6,3.4
20067,KANSAS,260.5,261.4,276.0,283.8,290.6,298.8,2.8,0.3,5.6,2.8,2.4,2.8
20069,KANSAS,302.1,313.5,329.5,349.6,361.4,381.4,4.7,3.8,5.1,6.1,3.4,5.5
20077,KANSAS,234.3,247.4,262.2,281.6,289.0,307.3,8.7,5.6,6.0,7.4,2.6,6.3
20079,KANSAS,590.0,616.0,627.8,667.4,697.0,718.3,1.8,4.4,1.9,6.3,4.4,3.1
20081,KANSAS,298.9,326.6,309.8,339.8,324.4,353.1,-3.8,9.3,-5.1,9.7,-4.5,8.8
20085,KANSAS,333.0,358.0,375.6,395.8,417.9,439.3,5.1,7.5,4.9,5.4,5.6,5.1
20087,KANSAS,356.0,378.2,396.7,417.3,438.7,461.5,5.5,6.2,4.9,5.2,5.1,5.2
20091,KANSAS,838.4,860.0,900.1,959.4,969.9,1055.4,2.9,2.6,4.7,6.6,1.1,8.8
20093,KANSAS,288.0,320.6,296.4,336.4,314.5,344.0,-5.0,11.3,-7.6,13.5,-6.5,9.4
20095,KANSAS,221.1,234.3,252.4,268.7,284.2,301.7,11.4,5.9,7.7,6.4,5.8,6.2
20099,KANSAS,269.1,279.7,298.8,316.3,337.1,354.1,9.4,3.9,6.8,5.9,6.6,5.1
20103,KANSAS,382.0,399.9,421.8,442.4,463.7,481.6,5.9,4.7,5.5,4.9,4.8,3.9
20107,KANSAS,263.5,275.3,294.3,310.5,326.9,347.4,9.1,4.5,6.9,5.5,5.3,6.3
20109,KANSAS,137.2,151.6,141.4,154.2,145.7,159.1,-2.7,10.4,-6.7,9.0,-5.5,9.2
20111,KANSAS,572.1,594.5,613.0,634.4,653.7,683.5,3.0,3.9,3.1,3.5,3.0,4.6
20113,KANSAS,559.1,596.6,618.1,633.9,662.2,674.5,1.3,6.7,3.6,2.6,4.5,1.9
20115,KANSAS,294.3,312.7,328.2,348.3,367.1,385.7,7.4,6.2,5.0,6.1,5.4,5.1
20117,KANSAS,170.5,191.9,199.0,220.2,235.4,253.7,9.2,12.5,3.7,10.7,6.9,7.8
20119,KANSAS,181.0,188.0,192.9,197.8,204.5,207.8,4.3,3.8,2.6,2.5,3.4,1.6
20121,KANSAS,668.2,717.1,756.7,784.7,812.2,853.6,2.0,7.3,5.5,3.7,3.5,5.1
20123,KANSAS,162.5,176.4,186.9,196.9,207.0,218.4,6.6,8.6,6.0,5.3,5.2,5.5
20125,KANSAS,299.1,312.2,331.6,350.4,368.6,388.4,8.4,4.4,6.2,5.7,5.2,5.4
20127,KANSAS,146.3,159.5,164.1,178.6,191.0,207.3,8.0,9.1,2.9,8.8,7.0,8.5
20131,KANSAS,305.3,323.7,342.5,359.5,379.8,395.6,5.5,6.0,5.8,5.0,5.6,4.2
20133,KANSAS,290.0,302.4,322.8,337.5,359.1,374.5,8.0,4.3,6.8,4.6,6.4,4.3
20139,KANSAS,351.7,373.3,390.2,412.1,431.5,453.1,4.7,6.1,4.5,5.6,4.7,5.0
20143,KANSAS,235.8,249.7,269.4,279.6,297.0,314.3,8.9,5.9,7.9,3.8,6.2,5.8
20145,KANSAS,226.6,237.7,250.3,265.8,277.9,291.1,5.9,4.9,5.3,6.2,4.6,4.7
20149,KANSAS,611.4,651.0,677.1,695.1,733.2,754.2,1.5,6.5,4.0,2.7,5.5,2.9
20151,KANSAS,297.3,311.8,329.6,343.6,360.9,378.8,4.8,4.9,5.7,4.2,5.0,5.0
20155,KANSAS,489.5,514.3,527.4,550.2,560.3,592.2,2.9,5.1,2.6,4.3,1.8,5.7
20159,KANSAS,351.8,365.5,375.0,389.3,405.4,407.5,1.3,3.9,2.6,3.8,4.1,0.5
20161,KANSAS,705.8,745.2,782.6,817.4,858.3,896.5,0.9,5.6,5.0,4.4,5.0,4.5
20163,KANSAS,167.0,178.4,177.6,187.2,187.8,196.5,3.4,6.8,-0.4,5.4,0.3,4.6
20165,KANSAS,111.8,122.8,113.3,121.5,117.0,123.3,-3.5,9.9,-7.7,7.3,-3.7,5.4
20167,KANSAS,197.2,206.0,214.4,222.9,231.9,242.5,6.3,4.5,4.0,4.0,4.0,4.6
20169,KANSAS,576.6,610.7,628.1,658.7,677.3,700.9,0.7,5.9,2.8,4.9,2.8,3.5
20171,KANSAS,309.1,341.9,335.5,372.9,365.1,403.8,-0.7,10.6,-1.9,11.1,-2.1,10.6
20173,KANSAS,604.3,624.4,659.3,682.1,702.8,731.3,4.2,3.3,5.6,3.5,3.0,4.1
20175,KANSAS,320.4,338.7,357.4,378.3,396.5,416.4,7.0,5.7,5.5,5.8,4.8,5.0
20177,KANSAS,579.5,616.1,632.8,660.7,674.8,712.6,2.5,6.3,2.7,4.4,2.1,5.6
20181,KANSAS,376.6,393.4,409.0,411.5,433.3,436.5,2.0,4.5,4.0,0.6,5.3,0.7
20189,KANSAS,284.4,306.9,307.3,329.7,339.8,353.4,4.5,7.9,0.1,7.3,3.1,4.0
20191,KANSAS,392.8,415.7,435.9,455.6,475.7,495.5,4.7,5.8,4.9,4.5,4.4,4.2
20193,KANSAS,382.2,401.8,420.8,434.7,449.0,462.8,3.0,5.1,4.7,3.3,3.3,3.1
20195,KANSAS,133.7,148.4,137.3,148.4,141.5,153.5,-2.4,11.0,-7.5,8.1,-4.7,8.4
20197,KANSAS,214.6,228.3,242.8,262.8,275.2,289.1,9.5,6.4,6.3,8.2,4.7,5.1
20203,KANSAS,181.3,198.3,191.6,215.6,205.3,229.9,0.7,9.4,-3.4,12.6,-4.8,12.0
20209,KANSAS,814.5,919.0,1002.1,1051.3,1039.5,1114.6,-1.5,12.8,9.0,4.9,-1.1,7.2
21001,KENTUCKY,455.7,476.0,487.8,516.7,518.5,550.4,3.1,4.5,2.5,5.9,0.4,6.1
21003,KENTUCKY,430.3,446.3,463.3,478.5,509.7,518.9,4.3,3.7,3.8,3.3,6.5,1.8
21005,KENTUCKY,364.1,383.7,395.2,416.7,433.0,450.6,4.3,5.4,3.0,5.4,3.9,4.1
21007,KENTUCKY,218.6,222.9,230.3,236.7,245.1,251.3,3.3,2.0,3.3,2.8,3.6,2.5
21009,KENTUCKY,456.4,472.1,494.3,512.1,537.2,548.7,4.2,3.4,4.7,3.6,4.9,2.1
21011,KENTUCKY,222.3,234.4,248.8,266.8,274.6,290.9,6.6,5.4,6.2,7.2,2.9,5.9
21013,KENTUCKY,213.8,229.4,248.5,266.9,284.2,303.6,11.2,7.3,8.3,7.4,6.5,6.8
21015,KENTUCKY,610.8,641.3,650.8,694.9,729.0,752.2,3.1,5.0,1.5,6.8,4.9,3.2
21017,KENTUCKY,383.4,401.0,418.5,436.7,453.6,471.3,3.8,4.6,4.4,4.3,3.9,3.9
21019,KENTUCKY,343.5,364.8,386.0,409.0,425.9,449.9,5.9,6.2,5.8,6.0,4.1,5.6
21021,KENTUCKY,365.8,382.0,400.6,420.4,442.5,460.3,6.1,4.4,4.9,5.0,5.3,4.0
21023,KENTUCKY,214.7,227.7,244.2,257.8,272.5,288.9,7.3,6.1,7.2,5.6,5.7,6.0
21027,KENTUCKY,236.0,252.9,274.0,292.4,311.4,332.5,10.9,7.2,8.3,6.7,6.5,6.8
21029,KENTUCKY,454.7,470.5,484.7,507.2,515.0,544.3,2.2,3.5,3.0,4.6,1.5,5.7
21031,KENTUCKY,172.5,190.9,203.4,220.0,238.6,256.7,11.3,10.7,6.5,8.1,8.5,7.6
21033,KENTUCKY,320.8,339.3,361.3,379.2,402.0,421.2,6.9,5.8,6.5,5.0,6.0,4.8
21035,KENTUCKY,317.4,337.9,356.2,378.3,396.0,418.4,6.0,6.4,5.4,6.2,4.7,5.6
21037,KENTUCKY,921.4,1019.8,1110.3,1153.5,1145.8,1270.3,-10.3,10.7,8.9,3.9,-0.7,10.9
21041,KENTUCKY,254.7,267.0,284.3,304.1,319.6,341.4,8.9,4.8,6.5,7.0,5.1,6.8
21043,KENTUCKY,250.9,268.5,290.7,310.0,333.9,356.5,11.5,7.0,8.3,6.6,7.7,6.8
21045,KENTUCKY,259.5,265.9,283.5,296.6,309.5,327.0,8.1,2.4,6.6,4.6,4.4,5.6
21047,KENTUCKY,339.1,364.3,380.1,401.0,420.1,443.5,5.2,7.4,4.3,5.5,4.8,5.6
21049,KENTUCKY,393.3,411.8,429.4,443.0,464.6,479.7,2.8,4.7,4.3,3.2,4.9,3.3
21051,KENTUCKY,137.2,146.7,148.8,155.2,162.1,170.9,6.9,6.9,1.4,4.3,4.4,5.4
21053,KENTUCKY,108.9,112.1,112.2,113.2,114.5,116.2,3.1,2.9,0.1,0.9,1.2,1.4
21055,KENTUCKY,276.4,292.3,305.5,316.6,332.1,346.1,5.0,5.7,4.5,3.6,4.9,4.2
21057,KENTUCKY,137.7,147.5,147.5,152.8,155.5,162.8,5.0,7.2,-0.0,3.6,1.8,4.7
21059,KENTUCKY,547.4,575.5,581.3,613.6,623.9,669.1,2.8,5.1,1.0,5.6,1.7,7.2
21061,KENTUCKY,274.4,292.0,311.9,331.4,353.2,370.2,8.7,6.4,6.8,6.3,6.6,4.8
21065,KENTUCKY,298.1,304.5,319.4,329.3,342.8,354.6,3.2,2.1,4.9,3.1,4.1,3.4
21067,KENTUCKY,787.5,863.0,914.5,956.3,957.4,1013.8,-0.3,9.6,6.0,4.6,0.1,5.9
21069,KENTUCKY,206.3,222.1,239.8,260.5,274.6,296.7,11.4,7.7,8.0,8.6,5.4,8.1
21071,KENTUCKY,212.7,229.4,246.6,268.3,283.8,301.4,10.8,7.9,7.5,8.8,5.8,6.2
21073,KENTUCKY,432.7,449.5,459.2,482.2,486.9,520.6,3.0,3.9,2.2,5.0,1.0,6.9
21075,KENTUCKY,203.9,209.6,214.8,220.6,225.7,230.7,3.7,2.8,2.5,2.7,2.3,2.3
21077,KENTUCKY,209.9,223.4,234.9,250.3,268.0,276.3,9.0,6.5,5.1,6.5,7.1,3.1
21079,KENTUCKY,335.7,361.6,378.9,402.2,423.2,444.9,5.7,7.7,4.8,6.1,5.2,5.1
21081,KENTUCKY,333.8,358.1,374.7,392.1,411.9,431.6,5.2,7.3,4.6,4.6,5.1,4.8
21083,KENTUCKY,349.5,371.2,388.4,406.6,426.0,443.5,4.5,6.2,4.6,4.7,4.8,4.1
21085,KENTUCKY,304.5,320.5,345.2,365.3,387.0,407.8,7.3,5.3,7.7,5.8,6.0,5.4
21087,KENTUCKY,337.4,362.7,372.9,397.7,413.1,433.1,5.2,7.5,2.8,6.6,3.9,4.8
21089,KENTUCKY,327.4,350.8,367.6,388.7,408.2,427.8,4.8,7.1,4.8,5.7,5.0,4.8
21091,KENTUCKY,295.7,308.2,325.8,345.4,364.4,382.8,7.6,4.2,5.7,6.0,5.5,5.0
21093,KENTUCKY,455.4,470.3,490.5,509.8,525.6,549.4,3.6,3.3,4.3,3.9,3.1,4.5
21095,KENTUCKY,230.4,244.7,268.8,279.5,302.3,315.8,11.1,6.2,9.8,4.0,8.2,4.5
21097,KENTUCKY,309.0,326.3,345.9,364.6,382.5,398.3,6.4,5.6,6.0,5.4,4.9,4.1
21099,KENTUCKY,266.8,279.3,298.4,314.7,333.7,350.7,9.2,4.7,6.8,5.5,6.1,5.1
21101,KENTUCKY,426.4,446.9,464.5,486.8,507.2,524.5,4.2,4.8,3.9,4.8,4.2,3.4
21103,KENTUCKY,300.4,317.8,338.7,356.0,378.2,395.6,7.8,5.8,6.6,5.1,6.2,4.6
21105,KENTUCKY,149.0,156.9,157.2,169.9,173.0,181.0,4.0,5.3,0.2,8.1,1.8,4.6
