fips,state,hpi_2025,hpi_2026,hpi_2027,hpi_2028,hpi_2029,hpi_2030,hpi_chg_2025,hpi_chg_2026,hpi_chg_2027,hpi_chg_2028,hpi_chg_2029,hpi_chg_2030
1001,ALABAMA,299.3,317.1,335.9,354.3,375.3,392.2,6.8,5.9,5.9,5.5,5.9,4.5
1003,ALABAMA,651.0,695.1,733.7,761.2,792.9,821.4,2.0,6.8,5.6,3.7,4.2,3.6
1005,ALABAMA,299.0,316.7,343.2,363.7,389.5,413.1,8.6,5.9,8.4,6.0,7.1,6.0
1007,ALABAMA,277.4,296.8,317.4,340.1,360.8,384.8,9.5,7.0,6.9,7.2,6.1,6.7
1009,ALABAMA,317.6,338.1,356.0,376.6,392.0,410.5,4.9,6.4,5.3,5.8,4.1,4.7
1013,ALABAMA,262.0,275.0,291.9,308.3,321.0,341.4,7.9,5.0,6.1,5.6,4.1,6.3
1015,ALABAMA,459.5,477.7,499.1,519.9,537.7,560.0,2.7,3.9,4.5,4.2,3.4,4.2
1017,ALABAMA,338.8,361.9,379.0,400.5,421.4,445.1,5.3,6.8,4.7,5.7,5.2,5.6
1019,ALABAMA,296.0,314.4,334.8,355.1,376.7,392.6,7.7,6.2,6.5,6.1,6.1,4.2
1021,ALABAMA,355.7,376.1,392.8,411.2,433.7,454.1,4.7,5.7,4.4,4.7,5.5,4.7
1023,ALABAMA,155.5,165.6,172.9,179.8,186.8,193.8,6.2,6.5,4.4,4.0,3.9,3.7
1025,ALABAMA,287.1,307.2,329.6,351.9,375.1,396.6,9.0,7.0,7.3,6.8,6.6,5.7
1027,ALABAMA,246.4,262.3,282.6,300.1,320.0,338.5,9.0,6.4,7.8,6.2,6.6,5.8
1029,ALABAMA,321.9,347.1,364.9,391.9,408.6,431.3,5.2,7.8,5.1,7.4,4.3,5.5
1031,ALABAMA,304.8,320.8,342.6,360.4,383.0,397.5,6.5,5.3,6.8,5.2,6.3,3.8
1033,ALABAMA,383.2,400.5,422.1,443.2,467.5,485.7,5.1,4.5,5.4,5.0,5.5,3.9
1035,ALABAMA,98.6,103.3,98.3,104.4,102.9,105.6,7.2,4.9,-4.9,6.2,-1.5,2.7
1037,ALABAMA,165.1,184.0,192.8,208.7,222.8,237.1,8.7,11.4,4.8,8.2,6.7,6.4
1039,ALABAMA,247.2,264.4,280.7,298.2,316.3,337.2,9.2,7.0,6.2,6.2,6.1,6.6
1041,ALABAMA,196.2,210.9,223.8,240.2,257.1,269.1,9.0,7.5,6.1,7.3,7.0,4.7
1043,ALABAMA,378.8,399.7,420.2,444.3,464.9,489.2,4.4,5.5,5.1,5.7,4.6,5.2
1045,ALABAMA,272.4,288.3,307.6,324.0,344.0,362.1,8.9,5.8,6.7,5.3,6.2,5.3
1047,ALABAMA,236.9,256.4,274.7,294.1,312.8,331.2,10.4,8.2,7.1,7.1,6.4,5.9
1049,ALABAMA,345.8,370.3,392.8,414.7,438.0,461.3,5.7,7.1,6.1,5.6,5.6,5.3
1051,ALABAMA,295.1,315.9,335.0,355.1,376.0,392.6,7.1,7.1,6.0,6.0,5.9,4.4
1053,ALABAMA,341.2,360.9,384.7,398.7,423.3,440.7,4.7,5.8,6.6,3.6,6.2,4.1
1055,ALABAMA,414.7,432.7,455.5,472.2,494.8,513.1,4.2,4.4,5.3,3.7,4.8,3.7
1057,ALABAMA,266.4,277.3,297.0,313.8,332.9,351.8,9.3,4.1,7.1,5.7,6.1,5.7
1059,ALABAMA,244.2,258.0,280.0,296.1,315.6,338.2,11.7,5.6,8.6,5.8,6.6,7.2
1061,ALABAMA,255.1,271.4,288.9,308.0,324.5,344.4,9.2,6.4,6.5,6.6,5.3,6.1
1065,ALABAMA,232.4,251.4,271.0,290.5,312.5,330.2,9.7,8.2,7.8,7.2,7.6,5.7
1067,ALABAMA,298.0,316.2,338.2,357.2,380.2,397.9,7.9,6.1,7.0,5.6,6.4,4.7
1069,ALABAMA,422.1,439.8,462.5,478.4,506.8,518.0,3.9,4.2,5.2,3.4,5.9,2.2
1071,ALABAMA,371.2,391.6,412.6,434.8,454.9,477.6,5.4,5.5,5.4,5.4,4.6,5.0
1073,ALABAMA,672.5,703.9,731.7,751.2,795.2,828.8,2.9,4.7,3.9,2.7,5.9,4.2
1075,ALABAMA,179.0,196.3,208.6,225.9,242.1,258.9,11.4,9.7,6.2,8.3,7.2,7.0
1077,ALABAMA,402.7,422.3,441.7,459.4,480.1,499.6,4.4,4.9,4.6,4.0,4.5,4.1
1079,ALABAMA,359.1,385.5,405.1,426.9,447.6,468.6,5.3,7.4,5.1,5.4,4.8,4.7
1081,ALABAMA,621.7,643.9,669.3,692.9,720.1,741.8,1.8,3.6,4.0,3.5,3.9,3.0
1083,ALABAMA,401.8,420.9,444.1,464.2,489.4,506.7,6.1,4.8,5.5,4.5,5.4,3.5
1085,ALABAMA,117.7,123.4,120.6,126.5,127.7,130.2,0.8,4.8,-2.2,4.8,1.0,1.9
1087,ALABAMA,182.0,192.8,198.2,207.4,214.2,220.4,5.6,5.9,2.8,4.7,3.2,2.9
1089,ALABAMA,771.8,777.8,847.1,882.9,902.1,971.3,3.4,0.8,8.9,4.2,2.2,7.7
1091,ALABAMA,277.7,295.1,317.3,336.5,360.6,380.1,8.9,6.3,7.5,6.0,7.2,5.4
1093,ALABAMA,255.3,271.2,293.7,312.0,334.4,356.2,11.2,6.2,8.3,6.2,7.1,6.5
1095,ALABAMA,362.6,385.0,399.1,420.8,440.9,461.8,5.2,6.2,3.7,5.4,4.8,4.7
1097,ALABAMA,671.0,689.6,734.4,761.4,791.5,823.1,4.4,2.8,6.5,3.7,4.0,4.0
1099,ALABAMA,233.5,250.0,267.4,281.0,297.8,312.8,8.6,7.0,7.0,5.1,6.0,5.0
1101,ALABAMA,368.3,389.7,413.9,434.1,457.2,479.2,4.9,5.8,6.2,4.9,5.3,4.8
1103,ALABAMA,555.6,589.9,601.4,635.5,656.3,683.1,1.1,6.2,1.9,5.7,3.3,4.1
1107,ALABAMA,220.8,235.4,255.4,273.0,290.5,311.0,11.0,6.6,8.5,6.9,6.4,7.1
1109,ALABAMA,248.5,265.8,281.8,299.4,316.1,335.6,8.9,7.0,6.0,6.2,5.6,6.2
1111,ALABAMA,283.0,300.4,319.9,339.3,359.6,379.1,7.9,6.2,6.5,6.1,6.0,5.4
1113,ALABAMA,350.7,371.0,390.6,411.8,434.2,454.4,4.8,5.8,5.3,5.4,5.4,4.7
1115,ALABAMA,526.0,547.8,563.4,588.8,595.7,634.3,2.3,4.2,2.9,4.5,1.2,6.5
1117,ALABAMA,597.7,634.6,656.0,684.3,693.6,741.2,2.3,6.2,3.4,4.3,1.4,6.9
1119,ALABAMA,170.6,189.4,192.5,209.3,218.5,229.5,8.7,11.0,1.6,8.8,4.4,5.1
1121,ALABAMA,336.7,362.6,379.5,399.2,420.6,444.4,4.9,7.7,4.6,5.2,5.3,5.7
1123,ALABAMA,347.3,367.8,387.8,407.7,428.1,447.8,4.1,5.9,5.4,5.2,5.0,4.6
1125,ALABAMA,400.4,424.1,442.1,464.5,487.7,509.3,4.6,5.9,4.3,5.1,5.0,4.4
1127,ALABAMA,338.6,362.0,380.0,401.8,424.5,442.8,5.4,6.9,5.0,5.7,5.6,4.3
1129,ALABAMA,201.7,217.9,234.3,252.1,270.3,288.5,12.0,8.0,7.5,7.6,7.2,6.8
1131,ALABAMA,140.4,146.6,144.2,152.9,153.1,157.4,3.2,4.4,-1.6,6.0,0.1,2.8
1133,ALABAMA,325.8,346.2,366.7,388.7,407.7,428.7,5.5,6.3,5.9,6.0,4.9,5.2
2020,ALASKA,672.8,691.4,734.5,758.4,793.6,823.3,4.8,2.8,6.2,3.3,4.6,3.7
2090,ALASKA,502.4,532.2,546.1,578.3,599.1,623.9,2.3,5.9,2.6,5.9,3.6,4.1
2110,ALASKA,576.6,615.2,634.4,661.2,678.5,709.7,1.9,6.7,3.1,4.2,2.6,4.6
2122,ALASKA,333.1,357.0,379.2,398.8,422.6,442.7,5.4,7.2,6.2,5.2,6.0,4.8
2130,ALASKA,433.0,453.4,480.0,498.1,521.3,541.2,5.0,4.7,5.9,3.8,4.7,3.8
2150,ALASKA,396.7,420.9,441.0,462.9,478.9,507.7,3.1,6.1,4.8,5.0,3.5,6.0
2170,ALASKA,261.6,279.5,300.0,322.1,343.0,365.7,12.1,6.9,7.3,7.4,6.5,6.6
2220,ALASKA,585.4,620.5,629.4,673.8,702.0,724.9,1.2,6.0,1.4,7.0,4.2,3.3
4001,ARIZONA,462.4,482.0,507.8,524.7,555.0,582.4,3.4,4.2,5.4,3.3,5.8,4.9
4003,ARIZONA,634.2,667.0,693.5,722.1,743.3,777.0,0.8,5.2,4.0,4.1,2.9,4.5
4005,ARIZONA,1055.5,1196.9,1381.0,1392.0,1375.5,1538.1,-14.9,13.4,15.4,0.8,-1.2,11.8
4007,ARIZONA,748.8,819.2,876.7,906.4,951.7,970.2,-1.7,9.4,7.0,3.4,5.0,1.9
4009,ARIZONA,395.1,418.7,436.0,456.6,474.7,494.3,2.7,6.0,4.1,4.7,4.0,4.1
4012,ARIZONA,432.5,433.1,462.6,447.3,489.3,471.6,2.5,0.1,6.8,-3.3,9.4,-3.6
4013,ARIZONA,1096.4,1218.0,1335.0,1365.9,1347.2,1551.0,-9.3,11.1,9.6,2.3,-1.4,15.1
4015,ARIZONA,814.9,909.2,988.4,1039.7,1039.0,1096.5,-0.4,11.6,8.7,5.2,-0.1,5.5
4017,ARIZONA,619.8,650.2,680.8,707.5,733.0,753.4,0.5,4.9,4.7,3.9,3.6,2.8
4019,ARIZONA,939.5,1011.8,1085.8,1138.4,1134.2,1251.6,-7.6,7.7,7.3,4.8,-0.4,10.3
4021,ARIZONA,733.7,759.5,784.0,813.6,856.8,902.4,1.9,3.5,3.2,3.8,5.3,5.3
4023,ARIZONA,308.0,326.8,350.2,371.6,396.1,420.0,7.6,6.1,7.2,6.1,6.6,6.0
4025,ARIZONA,765.0,806.9,818.1,889.3,926.5,962.2,0.2,5.5,1.4,8.7,4.2,3.8
4027,ARIZONA,589.3,616.4,637.3,657.7,683.5,699.2,0.1,4.6,3.4,3.2,3.9,2.3
5001,ARKANSAS,352.8,372.3,388.5,406.6,426.4,444.4,4.3,5.5,4.4,4.7,4.9,4.2
5003,ARKANSAS,263.2,279.0,295.2,310.9,329.0,346.6,7.5,6.0,5.8,5.3,5.8,5.4
5005,ARKANSAS,373.8,390.1,410.4,425.3,447.6,460.6,4.8,4.4,5.2,3.6,5.2,2.9
5007,ARKANSAS,735.2,758.8,780.7,809.4,849.8,895.0,1.9,3.2,2.9,3.7,5.0,5.3
5009,ARKANSAS,287.0,302.2,321.7,340.8,358.9,379.8,8.4,5.3,6.4,5.9,5.3,5.8
5011,ARKANSAS,131.8,139.2,136.4,145.6,145.7,147.1,3.5,5.6,-2.0,6.7,0.1,1.0
5015,ARKANSAS,283.3,300.4,318.4,339.0,358.2,377.8,8.0,6.0,6.0,6.5,5.7,5.5
5017,ARKANSAS,138.9,151.2,154.4,163.5,173.6,185.2,8.3,8.9,2.1,5.9,6.2,6.7
5019,ARKANSAS,338.8,363.2,374.7,398.5,413.6,435.0,5.1,7.2,3.2,6.3,3.8,5.2
5021,ARKANSAS,245.0,256.4,274.4,293.8,309.0,328.4,10.1,4.7,7.0,7.1,5.2,6.3
5023,ARKANSAS,362.3,386.2,405.2,423.6,443.1,464.5,5.3,6.6,4.9,4.5,4.6,4.8
5025,ARKANSAS,197.8,209.2,217.8,227.1,237.9,250.9,7.5,5.8,4.1,4.3,4.8,5.5
5027,ARKANSAS,299.3,315.4,332.6,350.8,369.3,385.8,6.8,5.4,5.5,5.5,5.3,4.5
5029,ARKANSAS,265.0,276.2,296.5,313.6,332.8,350.3,9.8,4.3,7.3,5.8,6.1,5.2
5031,ARKANSAS,418.4,438.2,459.9,476.5,493.0,512.7,5.3,4.7,5.0,3.6,3.5,4.0
5033,ARKANSAS,529.8,550.2,562.0,591.3,589.2,639.8,2.7,3.9,2.1,5.2,-0.4,8.6
5035,ARKANSAS,423.5,442.2,458.1,477.4,490.9,515.3,4.4,4.4,3.6,4.2,2.8,5.0
5037,ARKANSAS,321.2,344.0,358.1,383.5,394.3,421.9,5.2,7.1,4.1,7.1,2.8,7.0
5041,ARKANSAS,189.0,199.7,208.0,215.6,224.0,233.0,6.9,5.7,4.1,3.7,3.9,4.0
5043,ARKANSAS,276.8,291.4,308.0,323.3,342.3,360.1,8.4,5.3,5.7,5.0,5.9,5.2
5045,ARKANSAS,476.1,493.9,515.6,529.9,552.2,574.2,3.3,3.7,4.4,2.8,4.2,4.0
5047,ARKANSAS,268.1,280.3,298.0,316.8,335.8,354.4,9.2,4.5,6.3,6.3,6.0,5.5
5049,ARKANSAS,206.1,221.9,241.4,260.0,277.3,297.7,13.1,7.7,8.8,7.7,6.7,7.4
5051,ARKANSAS,355.9,376.4,390.6,412.3,429.0,444.5,4.8,5.8,3.8,5.6,4.0,3.6
5053,ARKANSAS,264.1,277.1,297.0,314.1,333.8,355.2,10.5,4.9,7.2,5.8,6.3,6.4
5055,ARKANSAS,305.3,321.7,341.1,358.5,382.2,395.0,7.0,5.4,6.0,5.1,6.6,3.3
5057,ARKANSAS,259.3,272.8,294.1,311.5,332.2,350.4,10.3,5.2,7.8,5.9,6.6,5.5
5059,ARKANSAS,285.5,302.0,320.5,340.8,358.9,379.9,8.2,5.8,6.1,6.3,5.3,5.8
5061,ARKANSAS,228.4,240.3,259.3,271.0,288.3,308.0,9.1,5.2,7.9,4.5,6.4,6.8
5063,ARKANSAS,313.8,331.7,349.7,367.8,386.8,403.8,6.3,5.7,5.4,5.2,5.2,4.4
5065,ARKANSAS,245.6,259.6,283.7,297.9,319.1,340.3,11.4,5.7,9.3,5.0,7.1,6.6
5067,ARKANSAS,212.4,227.1,244.2,261.3,279.2,294.8,10.7,6.9,7.5,7.0,6.8,5.6
5069,ARKANSAS,374.6,394.6,415.1,433.1,453.7,472.7,5.1,5.3,5.2,4.3,4.8,4.2
5071,ARKANSAS,254.8,267.9,284.6,301.6,318.5,337.9,9.5,5.2,6.2,6.0,5.6,6.1
5075,ARKANSAS,238.9,254.2,272.1,287.4,302.4,320.1,10.9,6.4,7.0,5.6,5.2,5.9
5079,ARKANSAS,202.6,215.2,228.2,240.1,254.4,268.9,7.9,6.2,6.0,5.2,5.9,5.7
5081,ARKANSAS,224.6,240.1,259.3,273.7,292.7,311.3,10.3,6.9,8.0,5.6,6.9,6.4
5083,ARKANSAS,261.0,270.8,289.9,307.9,323.7,344.8,9.9,3.8,7.1,6.2,5.1,6.5
5085,ARKANSAS,343.7,365.7,382.4,397.9,418.8,437.9,5.0,6.4,4.5,4.1,5.3,4.6
5087,ARKANSAS,276.9,292.8,313.9,333.2,353.2,373.0,9.3,5.8,7.2,6.1,6.0,5.6
5089,ARKANSAS,279.6,293.0,310.3,328.4,347.9,367.6,8.2,4.8,5.9,5.8,5.9,5.7
5091,ARKANSAS,295.9,312.8,328.2,345.7,365.7,381.4,6.8,5.7,4.9,5.3,5.8,4.3
5093,ARKANSAS,379.3,398.0,416.9,435.9,453.0,473.4,4.6,4.9,4.8,4.5,3.9,4.5
5097,ARKANSAS,191.5,204.1,219.5,235.6,250.4,269.6,10.1,6.6,7.5,7.4,6.3,7.7
5101,ARKANSAS,185.3,200.5,211.4,224.9,239.6,260.9,10.3,8.2,5.5,6.4,6.5,8.9
5103,ARKANSAS,264.8,276.1,296.3,313.3,332.0,349.7,10.2,4.3,7.3,5.7,6.0,5.3
5105,ARKANSAS,206.9,221.2,236.1,252.8,265.8,281.7,9.7,6.9,6.7,7.1,5.1,6.0
5107,ARKANSAS,181.8,197.3,201.9,216.2,228.1,241.9,9.7,8.5,2.3,7.1,5.5,6.0
5109,ARKANSAS,234.0,249.1,266.8,280.4,296.5,311.9,8.8,6.4,7.1,5.1,5.7,5.2
5111,ARKANSAS,286.5,302.7,320.5,341.1,357.0,382.7,8.1,5.7,5.9,6.4,4.7,7.2
5113,ARKANSAS,287.1,301.9,321.2,341.1,359.1,382.9,8.3,5.2,6.4,6.2,5.3,6.6
5115,ARKANSAS,366.2,384.0,398.1,419.7,435.5,451.8,4.7,4.9,3.7,5.4,3.8,3.8
5119,ARKANSAS,676.5,686.7,741.8,788.6,817.2,853.8,5.3,1.5,8.0,6.3,3.6,4.5
5121,ARKANSAS,245.8,258.0,276.6,293.4,310.2,327.1,10.3,4.9,7.2,6.1,5.7,5.4
5123,ARKANSAS,200.8,215.2,228.9,251.3,259.2,276.8,11.2,7.1,6.4,9.8,3.1,6.8
5125,ARKANSAS,316.3,334.8,354.8,375.3,391.5,410.2,7.3,5.8,6.0,5.8,4.3,4.8
5127,ARKANSAS,189.3,204.2,214.0,226.5,242.7,258.2,9.0,7.8,4.8,5.8,7.1,6.4
5129,ARKANSAS,123.6,134.8,137.7,147.8,155.0,161.7,6.1,9.0,2.2,7.3,4.9,4.3
5131,ARKANSAS,582.3,625.3,641.1,661.0,673.0,701.7,-0.2,7.4,2.5,3.1,1.8,4.3
5133,ARKANSAS,257.0,271.1,291.8,308.8,328.3,346.2,9.4,5.5,7.6,5.8,6.3,5.4
5135,ARKANSAS,265.7,276.9,298.6,313.8,336.8,352.6,11.5,4.2,7.8,5.1,7.3,4.7
5137,ARKANSAS,245.5,258.0,278.3,294.9,313.2,334.2,10.0,5.1,7.8,6.0,6.2,6.7
5139,ARKANSAS,254.2,269.5,283.6,300.3,317.5,335.5,8.4,6.0,5.2,5.9,5.7,5.7
5141,ARKANSAS,227.9,244.2,265.6,281.3,301.9,320.8,11.8,7.1,8.8,5.9,7.3,6.3
5143,ARKANSAS,849.1,914.6,964.3,1017.8,1027.1,1063.2,-1.3,7.7,5.4,5.5,0.9,3.5
5145,ARKANSAS,385.1,399.9,421.1,439.3,458.8,475.9,4.5,3.8,5.3,4.3,4.4,3.7
5147,ARKANSAS,143.6,154.9,158.6,166.2,178.1,188.5,7.3,7.9,2.4,4.7,7.2,5.9
5149,ARKANSAS,239.5,256.0,273.1,288.2,306.5,323.3,10.5,6.9,6.7,5.5,6.3,5.5
6001,CALIFORNIA,1268.6,1403.5,1605.1,1911.2,1911.0,1821.5,-50.7,10.6,14.4,19.1,-0.0,-4.7
6003,CALIFORNIA,216.3,235.6,220.4,246.6,230.6,257.7,-1.8,8.9,-6.5,11.9,-6.5,11.8
6005,CALIFORNIA,473.4,498.9,509.0,533.2,549.1,569.4,2.4,5.4,2.0,4.8,3.0,3.7
6007,CALIFORNIA,985.4,1093.1,1207.6,1275.2,1301.7,1255.6,-12.3,10.9,10.5,5.6,2.1,-3.5
6009,CALIFORNIA,575.0,594.8,624.9,648.4,676.2,692.6,0.4,3.4,5.1,3.8,4.3,2.4
6011,CALIFORNIA,525.5,539.7,562.3,570.8,596.3,605.2,2.4,2.7,4.2,1.5,4.5,1.5
6013,CALIFORNIA,1221.9,1360.6,1537.8,1629.5,1693.6,1629.6,-35.0,11.3,13.0,6.0,3.9,-3.8
6015,CALIFORNIA,746.5,807.9,824.8,874.2,901.0,943.6,-1.5,8.2,2.1,6.0,3.1,4.7
6017,CALIFORNIA,1070.3,1221.2,1376.4,1383.8,1376.7,1583.1,-15.0,14.1,12.7,0.5,-0.5,15.0
6019,CALIFORNIA,1016.4,1110.9,1225.7,1335.9,1374.8,1354.5,-11.0,9.3,10.3,9.0,2.9,-1.5
6021,CALIFORNIA,526.5,546.0,562.9,579.5,600.3,614.6,2.8,3.7,3.1,2.9,3.6,2.4
6023,CALIFORNIA,983.2,1109.8,1226.8,1323.6,1327.2,1335.9,-14.5,12.9,10.5,7.9,0.3,0.7
6025,CALIFORNIA,632.4,663.6,692.1,717.4,740.9,770.6,0.1,4.9,4.3,3.7,3.3,4.0
6027,CALIFORNIA,835.5,900.2,979.4,1032.1,1032.4,1084.9,-6.7,7.7,8.8,5.4,0.0,5.1
6029,CALIFORNIA,949.7,1034.1,1081.3,1140.9,1147.3,1202.1,-2.2,8.9,4.6,5.5,0.6,4.8
6031,CALIFORNIA,988.1,1062.6,1172.6,1253.2,1318.7,1287.3,-7.8,7.5,10.4,6.9,5.2,-2.4
6033,CALIFORNIA,585.3,613.0,630.7,656.9,672.0,707.9,0.2,4.7,2.9,4.1,2.3,5.3
6035,CALIFORNIA,396.3,418.4,437.5,459.2,477.6,494.9,4.6,5.6,4.6,5.0,4.0,3.6
6037,CALIFORNIA,1253.4,1371.9,1585.2,1676.9,1770.5,1752.5,-46.8,9.4,15.6,5.8,5.6,-1.0
6039,CALIFORNIA,993.6,1099.9,1236.8,1319.4,1346.8,1276.9,-12.4,10.7,12.4,6.7,2.1,-5.2
6041,CALIFORNIA,1205.0,1379.4,1602.8,1638.4,1625.4,1765.2,-42.9,14.5,16.2,2.2,-0.8,8.6
6043,CALIFORNIA,545.9,567.3,580.8,607.1,621.5,643.2,2.7,3.9,2.4,4.5,2.4,3.5
6045,CALIFORNIA,1198.3,1354.1,1560.1,1617.0,1621.1,1660.7,-15.9,13.0,15.2,3.6,0.3,2.4
6047,CALIFORNIA,1065.8,1190.4,1502.8,1578.0,1574.3,1778.7,-18.1,11.7,26.2,5.0,-0.2,13.0
6049,CALIFORNIA,339.9,359.4,375.6,389.9,412.7,421.1,3.7,5.7,4.5,3.8,5.8,2.0
6051,CALIFORNIA,713.6,757.1,786.2,809.3,854.8,900.3,0.3,6.1,3.9,2.9,5.6,5.3
6053,CALIFORNIA,1207.8,1366.5,1571.5,1642.7,1695.4,1638.4,-41.2,13.1,15.0,4.5,3.2,-3.4
6055,CALIFORNIA,1200.4,1341.9,1519.0,1619.7,1701.7,1652.7,-41.6,11.8,13.2,6.6,5.1,-2.9
6057,CALIFORNIA,987.3,1112.0,1222.1,1326.8,1342.5,1352.8,-13.1,12.6,9.9,8.6,1.2,0.8
6059,CALIFORNIA,1259.9,1409.0,1774.6,1700.3,1819.6,1771.7,-42.4,11.8,26.0,-4.2,7.0,-2.6
6061,CALIFORNIA,1221.4,1373.0,1556.4,1625.4,1659.2,1596.3,-13.6,12.4,13.4,4.4,2.1,-3.8
6063,CALIFORNIA,622.1,651.9,674.3,703.4,728.0,752.2,2.2,4.8,3.4,4.3,3.5,3.3
6065,CALIFORNIA,1257.4,1379.7,1527.2,1602.5,1718.6,1753.1,-19.6,9.7,10.7,4.9,7.2,2.0
6067,CALIFORNIA,1260.3,1374.4,1532.4,1608.5,1726.9,1761.6,-17.2,9.1,11.5,5.0,7.4,2.0
6069,CALIFORNIA,1197.6,1319.7,1520.6,1544.8,1569.5,1540.3,-33.8,10.2,15.2,1.6,1.6,-1.9
6071,CALIFORNIA,1272.1,1383.4,1533.4,1793.1,1841.8,1662.0,-24.7,8.7,10.8,16.9,2.7,-9.8
6073,CALIFORNIA,1249.2,1376.5,1524.2,1630.4,1738.6,1734.5,-42.3,10.2,10.7,7.0,6.6,-0.2
6075,CALIFORNIA,1262.3,1402.1,1594.0,1697.7,1811.1,1814.1,-53.6,11.1,13.7,6.5,6.7,0.2
6077,CALIFORNIA,1082.9,1186.5,1467.1,1545.7,1541.2,1736.2,-17.1,9.6,23.6,5.4,-0.3,12.6
6079,CALIFORNIA,1224.5,1349.0,1546.8,1677.9,1821.4,1821.4,-53.4,10.2,14.7,8.5,8.6,0.0
6081,CALIFORNIA,1250.8,1394.2,1571.1,1684.0,1802.5,1786.0,-52.6,11.5,12.7,7.2,7.0,-0.9
6083,CALIFORNIA,1205.3,1354.7,1547.0,1652.3,1740.3,1699.6,-52.2,12.4,14.2,6.8,5.3,-2.3
6085,CALIFORNIA,1280.1,1423.2,1844.2,1929.2,1822.4,1915.1,-57.1,11.2,29.6,4.6,-5.5,5.1
6087,CALIFORNIA,1210.7,1365.5,1525.7,1655.3,1762.1,1728.9,-49.9,12.8,11.7,8.5,6.5,-1.9
6089,CALIFORNIA,778.1,863.6,931.4,979.5,1022.2,1023.9,-2.1,11.0,7.9,5.2,4.4,0.2
6091,CALIFORNIA,301.2,313.9,302.7,317.5,302.4,321.7,-5.4,4.2,-3.6,4.9,-4.8,6.4
6093,CALIFORNIA,491.4,516.1,533.3,559.7,577.2,608.1,3.1,5.0,3.3,4.9,3.1,5.3
6095,CALIFORNIA,1223.9,1343.7,1544.8,1629.6,1724.2,1710.1,-21.7,9.8,15.0,5.5,5.8,-0.8
6097,CALIFORNIA,1202.3,1367.7,1568.0,1637.1,1641.1,1657.8,-38.6,13.8,14.6,4.4,0.2,1.0
6099,CALIFORNIA,1083.3,1241.4,1494.0,1550.4,1508.9,1750.8,-22.2,14.6,20.3,3.8,-2.7,16.0
6101,CALIFORNIA,986.2,1082.0,1177.3,1252.3,1299.4,1269.8,-10.6,9.7,8.8,6.4,3.8,-2.3
6103,CALIFORNIA,577.8,612.5,635.7,654.9,684.8,701.3,2.2,6.0,3.8,3.0,4.6,2.4
6105,CALIFORNIA,333.9,362.3,377.7,395.9,418.4,440.2,5.3,8.5,4.3,4.8,5.7,5.2
6107,CALIFORNIA,1008.8,1098.3,1184.7,1255.3,1310.6,1293.4,-5.9,8.9,7.9,6.0,4.4,-1.3
6109,CALIFORNIA,775.8,857.2,929.9,979.0,1021.2,1020.8,-1.0,10.5,8.5,5.3,4.3,-0.0
6111,CALIFORNIA,1213.6,1359.6,1564.7,1633.3,1679.6,1608.5,-44.6,12.0,15.1,4.4,2.8,-4.2
6113,CALIFORNIA,1204.1,1330.7,1518.0,1618.2,1714.2,1677.3,-37.2,10.5,14.1,6.6,5.9,-2.2
6115,CALIFORNIA,702.4,750.2,792.8,823.5,866.2,903.4,-0.5,6.8,5.7,3.9,5.2,4.3
8001,COLORADO,1225.3,1375.1,1532.1,1587.7,1591.1,1644.8,-15.6,12.2,11.4,3.6,0.2,3.4
8003,COLORADO,436.7,450.7,475.3,486.8,517.0,528.3,5.1,3.2,5.5,2.4,6.2,2.2
8005,COLORADO,1089.2,1272.8,1532.0,1566.4,1602.5,1573.2,-21.1,16.9,20.4,2.2,2.3,-1.8
8007,COLORADO,604.5,636.7,652.3,694.0,727.7,755.5,2.0,5.3,2.4,6.4,4.9,3.8
8011,COLORADO,141.6,151.5,152.9,159.3,167.6,177.0,5.1,7.0,0.9,4.2,5.2,5.6
8013,COLORADO,1238.5,1402.1,1573.3,1638.2,1630.6,1724.9,-30.4,13.2,12.2,4.1,-0.5,5.8
8014,COLORADO,983.5,1083.6,1180.0,1247.9,1289.2,1261.2,-7.9,10.2,8.9,5.8,3.3,-2.2
8015,COLORADO,885.0,959.6,991.7,1017.5,1012.3,1109.5,-5.7,8.4,3.3,2.6,-0.5,9.6
8019,COLORADO,632.8,683.8,702.4,729.6,741.8,798.6,-0.5,8.1,2.7,3.9,1.7,7.7
8021,COLORADO,183.7,192.8,196.9,205.3,209.6,217.9,5.3,4.9,2.2,4.2,2.1,4.0
8025,COLORADO,195.9,205.4,214.5,223.7,232.6,243.2,6.4,4.9,4.4,4.3,3.9,4.6
8027,COLORADO,389.2,419.2,436.9,457.6,479.0,500.7,3.8,7.7,4.2,4.7,4.7,4.5
8029,COLORADO,638.6,677.4,702.0,729.8,749.5,793.0,1.1,6.1,3.6,4.0,2.7,5.8
8031,COLORADO,1229.2,1377.1,1540.9,1632.5,1701.2,1642.4,-41.1,12.0,11.9,5.9,4.2,-3.5
8033,COLORADO,97.7,107.1,94.8,100.7,90.9,95.4,-2.3,9.6,-11.5,6.2,-9.8,5.0
8035,COLORADO,1009.0,1122.2,1242.1,1326.9,1337.3,1384.4,-12.4,11.2,10.7,6.8,0.8,3.5
8037,COLORADO,1217.1,1371.4,1538.4,1642.3,1711.9,1630.6,-14.2,12.7,12.2,6.8,4.2,-4.7
