state,feature,importance_mean,importance_std,type
WASHINGTON,hurricane_impact_cumsum,0.0,0.0,climate
WASHINGTON,heat_x_unemployment,-0.0004622438517026817,0.0002604671568096697,climate
WASHINGTON,drought_x_gdp,-0.00043464417130549825,0.00042618287065162094,climate
WASHINGTON,flood_x_proprate,0.0,0.0,climate
WASHINGTON,fire_x_population,0.00022223207284535195,0.00015034200610453556,climate
WASHINGTON,climate_stress_x_avgprice,2.0475487321580665e-05,0.00041670636611019373,climate
COLORADO,real_gdp,0.712898266283877,0.07169307775255895,economic/context
COLORADO,unemployment_rate,-0.00039384838241603994,0.003618496033056655,economic/context
COLORADO,prop_rate,0.0022431577509976265,0.0019505847592288764,economic/context
COLORADO,total_home_purchase,0.003284094178531827,0.0009453933796871309,economic/context
COLORADO,total_amt_purchase,0.04344979181176686,0.008305028217600697,economic/context
COLORADO,total_population,0.09515591105528588,0.009209179195240084,economic/context
COLORADO,gdp_per_capita,0.05671280711884823,0.010294575585290552,economic/context
COLORADO,avg_home_price,0.05566671543624855,0.005269623926116941,economic/context
COLORADO,purchase_per_capita,-0.0005338354239725728,0.0018419075290325854,economic/context
COLORADO,log_gdp,0.0,0.0,economic/context
COLORADO,log_population,0.0,0.0,economic/context
COLORADO,log_amt_purchase,0.0,0.0,economic/context
COLORADO,yr_centered,0.0,0.0,economic/context
COLORADO,yr_sq,-0.00025368045743560106,0.000166502171459643,economic/context
COLORADO,flood_frequency,-0.00010490821296704755,9.966517634186108e-05,climate
COLORADO,flood_property_damage,8.815077380275316e-06,1.472471495475315e-05,climate
COLORADO,flood_duration_hours,-7.0525452192771175e-06,7.018182081806628e-05,climate
COLORADO,heat_stress_index,0.001276958653419713,0.00032605487679855574,climate
COLORADO,drought_annual_mean_index,0.00016404256585523803,0.0002772823053372278,climate
COLORADO,fire_frequency,-0.0013454443531869865,0.0007442103955593016,climate
COLORADO,fire_size,0.0007897504965513558,0.00025103067808321546,climate
COLORADO,deaths_hurricane,0.0,0.0,climate
COLORADO,injuries_hurricane,0.0,0.0,climate
COLORADO,damage_hurricane,0.0,0.0,climate
COLORADO,flood_severity,4.893580314162538e-05,0.00010055033068022557,climate
COLORADO,flood_damage_per_event,-6.894345751851105e-06,2.220830619502303e-05,climate
COLORADO,hurricane_impact,0.0,0.0,climate
COLORADO,fire_total_area,3.7806617908531237e-06,0.000332787492897368,climate
COLORADO,climate_stress_index,-0.00018584819884530645,0.00013169427212392313,climate
COLORADO,flood_frequency_roll3,-0.0005490437200667886,0.0024630463194840473,climate
COLORADO,heat_stress_index_roll3,0.0008460678313767733,0.0006716383150253802,climate
COLORADO,drought_annual_mean_index_roll3,-0.0018218172883789018,0.0008411117660555635,climate
COLORADO,fire_frequency_roll3,0.0037641412337100387,0.001133730321877122,climate
COLORADO,hurricane_impact_roll3,0.0,0.0,climate
COLORADO,flood_frequency_cumsum,0.038608572128582395,0.005433679363977054,climate
COLORADO,fire_frequency_cumsum,0.003310263855317497,0.0006795885357395885,climate
COLORADO,hurricane_impact_cumsum,0.0,0.0,climate
COLORADO,heat_x_unemployment,-0.004976637402411388,0.002769085924947122,climate
COLORADO,drought_x_gdp,0.0025528642717350335,0.0008540266434467767,climate
COLORADO,flood_x_proprate,0.0003278728045822854,0.0007341663135656184,climate
COLORADO,fire_x_population,0.001803855700285162,0.0004465901939353844,climate
COLORADO,climate_stress_x_avgprice,0.0003804230876128578,0.000768556064282143,climate
OKLAHOMA,real_gdp,0.180025258018571,0.021716754294034454,economic/context
OKLAHOMA,unemployment_rate,0.00016029195659533757,0.0006793000556500538,economic/context
OKLAHOMA,prop_rate,0.0,0.0,economic/context
OKLAHOMA,total_home_purchase,0.0030473514587042285,0.0006084436699529131,economic/context
OKLAHOMA,total_amt_purchase,0.059117157136318585,0.009718465859996707,economic/context
OKLAHOMA,total_population,0.6265614832352291,0.040990623632954165,economic/context
OKLAHOMA,gdp_per_capita,0.027752480382216026,0.004259762630360628,economic/context
OKLAHOMA,avg_home_price,0.05903511686447656,0.011970653648606411,economic/context
OKLAHOMA,purchase_per_capita,0.0007437239396607343,0.0004831707837722757,economic/context
OKLAHOMA,log_gdp,0.0,0.0,economic/context
