county_fips5,yr,index_nsa_pred
1035,2022,126.03491580281448
1035,2023,122.65643719443386
1035,2024,118.62121842229723
1035,2025,116.21234598121538
1037,2021,136.04188593488848
1037,2022,137.87908236816142
1037,2023,139.08880052786319
1037,2024,140.2321111092257
1037,2025,141.16738783655734
1039,2021,160.9608609050148
1039,2022,170.77475615349368
1039,2023,181.41005763652186
1039,2024,192.75388257597962
1039,2025,204.96200662890595
1041,2021,154.45953934481182
1041,2022,156.632143774535
1041,2023,160.2027521062372
1041,2024,163.35257503871838
1041,2025,165.58819510411797
1043,2021,255.47350767351625
1043,2022,267.18154275120327
1043,2023,278.2685280226251
1043,2024,289.34884145992083
1043,2025,300.6389197396886
1045,2021,176.89021985714064
1045,2022,185.64139851893015
1045,2023,195.3226899071414
1045,2024,204.82443133862063
1045,2025,214.17122049405373
1047,2021,155.84253786601977
1047,2022,137.67222244187593
1047,2023,115.08788665742688
1047,2024,90.51400288900709
1047,2025,63.20042229941825
1049,2021,213.45952131626984
1049,2022,223.62706897114185
1049,2023,234.15369919286798
1049,2024,245.30761204704254
1049,2025,257.1655760769778
1051,2021,208.5324245768974
1051,2022,218.06897308762285
1051,2023,227.31802256013088
1051,2024,235.91556361755136
1051,2025,244.0027783032676
1053,2021,235.21971792428118
1053,2022,239.23579628318413
1053,2023,242.82062444041753
1053,2024,246.42931728098975
1053,2025,250.06925933037797
1055,2021,267.797458551185
1055,2022,262.54689316484513
1055,2023,254.70022304440033
1055,2024,245.05769342219048
1055,2025,233.3014127911782
1057,2021,198.25954927785534
1057,2022,205.75222386050777
1057,2023,212.20656215648583
1057,2024,218.77968967403473
1057,2025,225.9517498822656
1059,2021,154.73646525105937
1059,2022,161.42359491349822
1059,2023,168.92563710433038
1059,2024,176.47596590816335
1059,2025,183.90894326081792
1061,2021,176.80615229433482
1061,2022,189.14893606772574
1061,2023,202.29547429376598
1061,2024,215.91168571290973
1061,2025,230.2459365282053
1065,2021,147.13955062075908
1065,2022,135.69796456543781
1065,2023,115.60231798647652
1065,2024,92.21163480897127
1065,2025,66.19934914133682
1067,2021,176.80346486929875
1067,2022,183.83125611537042
1067,2023,194.50560064182548
1067,2024,205.67341138997764
1067,2025,216.71193607371922
1069,2021,299.5376054694548
1069,2022,308.85280352195264
1069,2023,318.44530731339296
1069,2024,328.0627470200601
1069,2025,337.71990781110316
1071,2021,236.40604774464177
1071,2022,242.11017432465485
1071,2023,247.60397988205344
1071,2024,253.12223297667165
1071,2025,258.65776304035415
1073,2021,499.0041288497464
1073,2022,514.5963859675827
1073,2023,530.3699054181454
1073,2024,545.9791844390581
1073,2025,561.301678931221
1075,2021,165.81067216649805
1075,2022,170.83565058761914
1075,2023,175.35226772199735
1075,2024,179.4999900355637
1075,2025,183.2928858848997
1077,2021,253.5331310340006
1077,2022,258.73833738402266
1077,2023,264.0541327350903
1077,2024,269.31387199169427
1077,2025,274.3543569716447
1079,2021,223.82031700543126
1079,2022,231.75009142402385
1079,2023,239.28751325003896
1079,2024,247.52307056790283
1079,2025,256.64887599207754
1081,2021,437.1175349226405
1081,2022,448.4378616343914
1081,2023,460.0432789312737
1081,2024,471.37917658269134
1081,2025,482.2717809392058
1083,2021,260.3067171161269
1083,2022,275.88698974627647
1083,2023,292.08141800251826
1083,2024,308.96991880077184
1083,2025,326.62010366793754
1085,2021,103.00973483417621
1085,2022,69.94906754761053
1085,2023,27.976207170509696
1085,2024,-24.583874760278036
1085,2025,-123.36133761088058
1087,2021,116.07160966530395
1087,2022,96.07370377735705
1087,2023,73.63908234435667
1087,2024,48.18398609058724
1087,2025,16.89286720816466
1089,2021,521.2069399015506
1089,2022,546.1702709607634
1089,2023,572.1514411835897
1089,2024,600.014331458169
1089,2025,629.4647590378445
1091,2021,197.26533374436008
1091,2022,199.78873531102244
1091,2023,202.42564820070058
1091,2024,205.40589900073942
1091,2025,208.6068438602907
1093,2021,164.20308170657236
1093,2022,169.17826128211803
1093,2023,174.35099767960853
1093,2024,179.9200365007215
1093,2025,185.80015251252314
1095,2021,229.86253074988298
1095,2022,241.3287348729657
1095,2023,253.06502500487528
1095,2024,264.8926172348527
1095,2025,276.8905449469366
1097,2021,454.01113915229405
1097,2022,458.7101436367046
1097,2023,462.36531446560605
1097,2024,466.0179199901246
1097,2025,469.32554408861955
1099,2021,151.16169679559684
1099,2022,145.95818263830643
1099,2023,140.904324676617
1099,2024,136.43691864290156
1099,2025,132.21789702606927
1101,2021,264.9392033117604
1101,2022,262.13943472670627
1101,2023,256.669138796207
1101,2024,249.51556580233748
1101,2025,240.50356837350705
1103,2021,372.89643683146505
1103,2022,385.4347309951377
1103,2023,398.0662206973289
1103,2024,411.44506500826884
1103,2025,425.3797250666894
1107,2021,149.3839876737448
1107,2022,147.85247718833236
1107,2023,142.4993322081664
1107,2024,136.14254273116052
1107,2025,129.39340451113506
1109,2021,183.76088882579222
1109,2022,192.94709678381446
1109,2023,202.82031448100173
1109,2024,213.1155137897485
1109,2025,223.97198256190853
1111,2021,196.32120588225987
1111,2022,203.87256932957285
1111,2023,211.24845858063532
1111,2024,218.70040633314838
1111,2025,226.23584161372713
1113,2021,219.9385682171436
1113,2022,225.43214315782305
