"YEAR","county_fips","total_home_purchase","total_amt_purchase"
2004,"36047",16036,4777434000
2004,"36049",133,10544000
2004,"36051",608,60957000
2004,"36053",798,88297000
2004,"36055",10252,1158225000
2004,"36057",458,36541000
2004,"36059",18598,6025941000
2004,"36061",12679,6299178000
2004,"36063",2356,221294000
2004,"36065",2202,200666000
2004,"36067",6642,723424000
2004,"36069",1340,161918000
2004,"36071",6198,1261057000
2004,"36073",369,29440000
2004,"36075",1145,96246000
2004,"36077",360,38511000
2004,"36079",1653,449169000
2004,"36081",23047,6006232000
2004,"36083",2077,257011000
2004,"36085",7129,1893121000
2004,"36087",3872,1113394000
2004,"36089",339,24547000
2004,"36091",3974,649928000
2004,"36093",2496,279104000
2004,"36095",278,28801000
2004,"36097",101,8388000
2004,"36099",301,24034000
2004,"36101",692,60556000
2004,"36103",23473,6606288000
2004,"36105",873,122643000
2004,"36107",444,40638000
2004,"36109",902,123744000
2004,"36111",2309,408132000
2004,"36113",895,122766000
2004,"36115",671,66353000
2004,"36117",1020,102030000
2004,"36119",13139,4675878000
2004,"36121",286,25778000
2004,"36123",181,16891000
2004,"37001",1804,218588000
2004,"37003",272,31341000
2004,"37005",76,9655000
2004,"37007",109,8917000
2004,"37009",154,18305000
2004,"37011",95,13948000
2004,"37013",322,38455000
2004,"37015",67,5483000
2004,"37017",131,14737000
2004,"37019",1678,274108000
2004,"37021",3390,555099000
2004,"37023",645,71437000
2004,"37025",3381,445177000
2004,"37027",779,81840000
2004,"37029",200,32497000
2004,"37031",933,144619000
2004,"37033",101,12737000
2004,"37035",1931,252857000
2004,"37037",767,151878000
2004,"37039",198,23708000
2004,"37041",108,13034000
2004,"37043",66,7220000
2004,"37045",686,71966000
2004,"37047",168,16465000
2004,"37049",1498,188953000
2004,"37051",5061,604493000
2004,"37053",491,91773000
2004,"37055",570,142284000
2004,"37057",1830,215620000
2004,"37059",693,112579000
2004,"37061",197,18868000
2004,"37063",4977,726403000
2004,"37065",272,24151000
2004,"37067",6098,816431000
2004,"37069",672,87982000
2004,"37071",2705,315466000
2004,"37073",85,10133000
2004,"37075",36,4424000
2004,"37077",567,71330000
2004,"37079",71,6512000
2004,"37081",8104,1119123000
2004,"37083",196,19045000
2004,"37085",1241,154533000
2004,"37087",647,88300000
2004,"37089",1597,225211000
2004,"37091",93,7797000
2004,"37093",863,103328000
2004,"37095",22,3421000
2004,"37097",2781,500005000
2004,"37099",268,50402000
2004,"37101",2707,330458000
2004,"37103",51,7797000
2004,"37105",722,87373000
2004,"37107",312,30486000
2004,"37109",1040,151620000
2004,"37111",259,28068000
2004,"37113",290,50524000
2004,"37115",167,21910000
2004,"37117",73,6661000
2004,"37119",23957,3783557000
2004,"37121",75,8976000
2004,"37123",105,13109000
2004,"37125",1189,192808000
2004,"37127",1066,122484000
2004,"37129",4043,645060000
2004,"37131",63,5600000
2004,"37133",2695,323240000
2004,"37135",1909,404207000
2004,"37137",92,12642000
2004,"37139",508,67186000
2004,"37141",601,94500000
2004,"37143",130,18566000
2004,"37145",310,41143000
2004,"37147",2414,289971000
2004,"37149",158,26510000
2004,"37151",1513,178331000
2004,"37153",215,18665000
2004,"37155",430,43976000
2004,"37157",815,91323000
2004,"37159",1364,160777000
2004,"37161",450,52342000
2004,"37163",260,26948000
2004,"37165",193,20189000
2004,"37167",357,39024000
2004,"37169",443,49698000
2004,"37171",402,43985000
2004,"37173",76,10926000
2004,"37175",268,42033000
2004,"37177",14,1377000
2004,"37179",4827,856063000
2004,"37181",202,23292000
2004,"37183",21118,3496386000
2004,"37185",61,8998000
2004,"37187",36,4160000
2004,"37189",364,66980000
2004,"37191",1191,140531000
2004,"37193",463,52674000
2004,"37195",677,77833000
2004,"37197",231,25584000
2004,"37199",94,11527000
2004,"38001",20,1316000
2004,"38003",87,5758000
2004,"38005",8,583000
2004,"38007",4,573000
2004,"38009",34,2159000
2004,"38011",14,875000
2004,"38013",7,324000
2004,"38015",1455,161654000
2004,"38017",2955,327088000
2004,"38019",15,952000
2004,"38021",37,1819000
2004,"38023",6,410000
2004,"38025",7,266000
2004,"38027",12,538000
2004,"38029",14,881000
2004,"38031",23,1822000
2004,"38033",5,165000
2004,"38035",899,95187000
2004,"38037",1,56000
2004,"38039",12,528000
2004,"38041",5,271000
2004,"38043",11,727000
2004,"38045",19,1202000
2004,"38047",2,110000
2004,"38049",38,2430000
2004,"38051",3,186000
2004,"38053",14,644000
2004,"38055",53,2968000
2004,"38057",25,1880000
2004,"38059",404,40508000
2004,"38061",55,5363000
2004,"38063",12,6e+05
2004,"38065",5,287000
2004,"38067",45,2678000
2004,"38069",31,1845000
2004,"38071",50,4191000
2004,"38073",56,4094000
2004,"38075",11,832000
2004,"38077",134,11709000
2004,"38079",3,185000
2004,"38081",20,1372000
2004,"38083",2,73000
2004,"38085",6,675000
2004,"38087",0,0
2004,"38089",266,23069000
2004,"38091",7,356000
2004,"38093",176,13766000
2004,"38095",8,403000
2004,"38097",74,5055000
2004,"38099",69,3811000
2004,"38101",729,67607000
2004,"38103",25,1131000
2004,"38105",125,8695000
2004,"39001",142,12304000
2004,"39003",1499,151666000
2004,"39005",630,65209000
2004,"39007",957,91576000
2004,"39009",281,28708000
2004,"39011",522,51425000
2004,"39013",666,57198000
2004,"39015",515,54528000
2004,"39017",6971,966580000
2004,"39019",285,27132000
2004,"39021",439,45981000
2004,"39023",1960,189845000
2004,"39025",3808,555404000
2004,"39027",595,63921000
2004,"39029",1029,91244000
2004,"39031",125,10719000
2004,"39033",402,33987000
2004,"39035",20046,2620313000
2004,"39037",453,40036000
2004,"39039",487,46245000
2004,"39041",5627,1162455000
2004,"39043",917,114672000
2004,"39045",3018,439028000
2004,"39047",325,33659000
2004,"39049",23305,3301636000
2004,"39051",589,67321000
2004,"39053",209,20917000
2004,"39055",1464,290879000
2004,"39057",2900,417071000
2004,"39059",266,22796000
2004,"39061",13532,1885515000
2004,"39063",1288,151657000
2004,"39065",262,19981000
2004,"39067",133,9442000
2004,"39069",301,28530000
2004,"39071",476,44687000
2004,"39073",212,23139000
2004,"39075",144,16349000
2004,"39077",655,66534000
2004,"39079",238,21375000
2004,"39081",596,49230000
2004,"39083",705,74332000
2004,"39085",4249,586401000
2004,"39087",616,56823000
2004,"39089",3013,417506000
2004,"39091",571,54881000
2004,"39093",5656,775683000
2004,"39095",6758,828341000
2004,"39097",648,87567000
2004,"39099",3353,319056000
2004,"39101",584,53232000
2004,"39103",3703,562355000
2004,"39105",94,7462000
2004,"39107",347,32049000
2004,"39109",1706,201632000
2004,"39111",68,5590000
2004,"39113",9449,1060800000
2004,"39115",72,6167000
2004,"39117",407,47928000
2004,"39119",590,57910000
2004,"39121",62,5086000
2004,"39123",615,83946000
2004,"39125",178,13652000
2004,"39127",266,27968000
2004,"39129",808,106751000
2004,"39131",152,13971000
2004,"39133",2228,297951000
2004,"39135",580,57692000
2004,"39137",292,29865000
2004,"39139",1598,164133000
2004,"39141",717,74490000
2004,"39143",728,75273000
2004,"39145",513,39549000
2004,"39147",614,5.3e+07
2004,"39149",586,58571000
2004,"39151",5348,611003000
2004,"39153",9473,1234608000
2004,"39155",2635,241425000
2004,"39157",942,88098000
2004,"39159",974,148512000
2004,"39161",243,18980000
2004,"39163",40,3156000
2004,"39165",5586,965683000
2004,"39167",704,68401000
2004,"39169",1277,136653000
2004,"39171",478,41719000
2004,"39173",1906,263171000
2004,"39175",246,23740000
2004,"40001",82,6232000
2004,"40003",12,537000
2004,"40005",32,2015000
2004,"40007",14,1334000
2004,"40009",80,6404000
2004,"40011",29,1636000
2004,"40013",327,26467000
2004,"40015",134,8309000
2004,"40017",2417,264063000
2004,"40019",433,37857000
2004,"40021",293,26144000
2004,"40023",42,2414000
2004,"40025",0,0
2004,"40027",4638,520493000
2004,"40029",10,1100000
2004,"40031",1643,159686000
2004,"40033",32,2764000
2004,"40035",81,6918000
2004,"40037",596,57546000
2004,"40039",180,14141000
2004,"40041",317,33532000
2004,"40043",4,175000
2004,"40045",8,452000
2004,"40047",750,62243000
2004,"40049",159,10545000
2004,"40051",624,55088000
2004,"40053",21,1180000
2004,"40055",28,1178000
2004,"40057",1,12000
2004,"40059",8,565000
2004,"40061",41,3665000
2004,"40063",58,3526000
2004,"40065",234,19306000
2004,"40067",17,795000
2004,"40069",56,3612000
2004,"40071",311,21754000
2004,"40073",132,10582000
2004,"40075",38,2314000
2004,"40077",29,2021000
2004,"40079",314,23208000
2004,"40081",276,21150000
2004,"40083",467,48676000
2004,"40085",49,3719000
2004,"40087",520,57880000
2004,"40089",78,6440000
2004,"40091",107,9071000
2004,"40093",17,1072000
2004,"40095",110,8548000
2004,"40097",262,21752000
2004,"40099",106,8316000
2004,"40101",629,54217000
2004,"40103",62,4916000
2004,"40105",78,5328000
2004,"40107",24,1990000
2004,"40109",12201,1392457000
2004,"40111",298,21047000
2004,"40113",344,32026000
2004,"40115",242,16876000
2004,"40117",115,8268000
2004,"40119",791,83449000
2004,"40121",301,24020000
2004,"40123",317,28017000
2004,"40125",628,57786000
2004,"40127",14,1256000
2004,"40129",5,267000
2004,"40131",1264,138448000
2004,"40133",109,7777000
2004,"40135",263,20964000
2004,"40137",457,32118000
2004,"40139",83,6569000
2004,"40141",31,1575000
2004,"40143",9701,1080634000
2004,"40145",1316,142232000
2004,"40147",730,65244000
2004,"40149",47,2988000
2004,"40151",50,2834000
2004,"40153",114,8770000
2004,"41001",88,8345000
2004,"41003",1151,187734000
2004,"41005",7954,1489937000
2004,"41007",640,83944000
2004,"41009",879,115461000
2004,"41011",739,94802000
2004,"41013",374,43539000
2004,"41015",164,30910000
2004,"41017",4293,710758000
2004,"41019",1365,171482000
2004,"41021",11,762000
2004,"41023",49,4050000
2004,"41025",56,4509000
2004,"41027",332,49594000
2004,"41029",3960,663146000
2004,"41031",251,28133000
2004,"41033",971,157061000
2004,"41035",834,99327000
2004,"41037",53,5062000
2004,"41039",6590,859928000
2004,"41041",577,80260000
2004,"41043",1818,197949000
2004,"41045",228,21397000
2004,"41047",5668,685809000
2004,"41049",58,5216000
2004,"41051",15948,2497436000
2004,"41053",1551,204179000
2004,"41055",6,296000
2004,"41057",282,38339000
2004,"41059",662,67778000
2004,"41061",204,21751000
2004,"41063",34,3419000
2004,"41065",246,23648000
2004,"41067",12811,2061391000
2004,"41069",2,466000
2004,"41071",1668,238223000
2004,"42001",1497,206911000
2004,"42003",15866,1916726000
2004,"42005",514,43144000
2004,"42007",1978,200189000
2004,"42009",331,31061000
2004,"42011",6097,745873000
2004,"42013",1343,130132000
2004,"42015",368,33554000
2004,"42017",10529,2261616000
2004,"42019",2644,408453000
2004,"42021",1330,107613000
2004,"42023",28,2010000
2004,"42025",1010,109524000
2004,"42027",1787,256632000
2004,"42029",9211,2113589000
2004,"42031",192,15667000
2004,"42033",550,41375000
2004,"42035",301,27375000
2004,"42037",616,57978000
2004,"42039",679,54117000
2004,"42041",4034,529732000
2004,"42043",4231,499492000
2004,"42045",8207,1369361000
2004,"42047",214,16675000
2004,"42049",3240,327176000
2004,"42051",985,84268000
2004,"42053",36,2087000
2004,"42055",1958,241045000
2004,"42057",112,12332000
2004,"42059",255,20677000
2004,"42061",230,22537000
2004,"42063",598,53481000
2004,"42065",275,18649000
2004,"42067",133,13997000
2004,"42069",2276,256691000
2004,"42071",7326,946146000
2004,"42073",929,83133000
2004,"42075",1942,224518000
2004,"42077",6161,856008000
2004,"42079",3405,341699000
2004,"42081",1259,125601000
2004,"42083",227,14513000
2004,"42085",1034,100553000
2004,"42087",324,26136000
2004,"42089",3756,570070000
2004,"42091",13580,2746844000
2004,"42093",221,25960000
2004,"42095",5258,852300000
2004,"42097",629,51965000
2004,"42099",562,61386000
2004,"42101",16284,1968165000
2004,"42103",1572,227472000
2004,"42105",93,7411000
2004,"42107",1192,99544000
2004,"42109",198,19948000
2004,"42111",573,51585000
2004,"42113",25,3131000
2004,"42115",361,33742000
2004,"42117",198,19740000
2004,"42119",309,36984000
2004,"42121",364,27468000
2004,"42123",343,24257000
2004,"42125",2682,357015000
2004,"42127",666,79352000
2004,"42129",4341,503727000
2004,"42131",242,26388000
2004,"42133",8622,1060237000
2004,"44001",634,169751000
2004,"44003",3565,660288000
2004,"44005",1120,297465000
2004,"44007",10333,1871276000
2004,"44009",1825,431294000
2004,"45001",138,14397000
2004,"45003",1766,213327000
2004,"45005",32,1943000
2004,"45007",2019,254529000
2004,"45009",32,2267000
2004,"45011",112,9944000
2004,"45013",3246,663172000
2004,"45015",3289,473033000
2004,"45017",36,3841000
2004,"45019",7434,1431774000
2004,"45021",355,33459000
2004,"45023",194,18889000
2004,"45025",191,17996000
2004,"45027",120,13901000
2004,"45029",202,24016000
2004,"45031",397,43711000
2004,"45033",162,14277000
2004,"45035",3305,465719000
2004,"45037",178,20288000
2004,"45039",152,17768000
2004,"45041",1370,168710000
2004,"45043",815,139226000
2004,"45045",7686,1065732000
2004,"45047",713,76476000
2004,"45049",63,6121000
2004,"45051",4826,632845000
2004,"45053",131,18028000
2004,"45055",759,95279000
2004,"45057",489,58425000
2004,"45059",444,44301000
2004,"45061",67,5955000
2004,"45063",4352,561064000
2004,"45065",53,7751000
2004,"45067",127,11194000
2004,"45069",72,4381000
2004,"45071",221,26083000
2004,"45073",612,91257000
2004,"45075",545,58735000
2004,"45077",1185,139556000
2004,"45079",6977,959014000
2004,"45081",72,7430000
2004,"45083",3675,444123000
2004,"45085",946,109376000
2004,"45087",137,11325000
2004,"45089",47,4136000
2004,"45091",4684,653753000
2004,"46003",9,581000
2004,"46005",93,7327000
2004,"46007",8,403000
2004,"46009",33,2419000
2004,"46011",327,35101000
2004,"46013",429,42955000
2004,"46015",26,2209000
2004,"46017",0,0
2004,"46019",120,10835000
2004,"46021",6,459000
2004,"46023",29,2538000
2004,"46025",25,1299000
2004,"46027",138,13523000
2004,"46029",421,44767000
2004,"46031",6,364000
2004,"46033",87,10225000
2004,"46035",223,21108000
2004,"46037",36,2359000
2004,"46039",33,2344000
2004,"46041",3,187000
2004,"46043",10,524000
2004,"46045",24,2248000
2004,"46047",64,5453000
2004,"46049",6,383000
2004,"46051",70,5459000
2004,"46053",15,1010000
2004,"46055",5,241000
2004,"46057",65,4904000
2004,"46059",13,1147000
2004,"46061",20,1763000
2004,"46063",3,98000
2004,"46065",126,15027000
2004,"46067",49,3224000
2004,"46069",5,622000
2004,"46071",5,852000
2004,"46073",2,273000
2004,"46075",0,0
2004,"46077",25,1383000
2004,"46079",99,9647000
2004,"46081",376,48310000
2004,"46083",1106,161777000
2004,"46085",8,794000
2004,"46087",56,4483000
2004,"46089",11,456000
2004,"46091",23,1892000
2004,"46093",435,51629000
2004,"46095",1,56000
2004,"46097",8,555000
2004,"46099",3051,352366000
2004,"46101",50,4540000
2004,"46103",1796,223246000
2004,"46105",12,902000
2004,"46107",12,1e+06
2004,"46109",50,3798000
2004,"46111",4,335000
2004,"46113",5,259000
2004,"46115",27,1689000
2004,"46117",24,2383000
2004,"46119",6,742000
2004,"46121",6,307000
2004,"46123",17,1678000
2004,"46125",109,8214000
2004,"46127",271,35310000
2004,"46129",43,2739000
2004,"46135",251,26148000
2004,"46137",0,0
2004,"47001",958,101770000
2004,"47003",442,41381000
2004,"47005",123,10062000
2004,"47007",53,4700000
2004,"47009",1943,241984000
2004,"47011",1151,125815000
2004,"47013",388,32823000
2004,"47015",131,13319000
2004,"47017",161,13206000
2004,"47019",474,42935000
2004,"47021",673,76522000
2004,"47023",141,14178000
2004,"47025",192,17917000
2004,"47027",17,1120000
2004,"47029",122,10767000
2004,"47031",504,47890000
2004,"47033",104,7640000
2004,"47035",369,38434000
2004,"47037",13165,1705825000
2004,"47039",45,3531000
2004,"47041",156,12982000
2004,"47043",629,68284000
2004,"47045",452,38463000
2004,"47047",665,96060000
2004,"47049",66,5276000
2004,"47051",363,36591000
2004,"47053",468,39404000
2004,"47055",200,17895000
2004,"47057",148,14501000
2004,"47059",500,46451000
2004,"47061",71,4315000
2004,"47063",772,77994000
2004,"47065",5339,685401000
2004,"47067",28,1916000
2004,"47069",188,13539000
2004,"47071",147,13434000
2004,"47073",476,45360000
2004,"47075",132,11122000
2004,"47077",258,23108000
2004,"47079",242,20824000
2004,"47081",241,21236000
2004,"47083",33,2532000
2004,"47085",141,12018000
2004,"47087",39,2906000
2004,"47089",496,58835000
2004,"47091",82,7531000
2004,"47093",8594,1103621000
2004,"47095",22,1519000
2004,"47097",184,11928000
2004,"47099",306,24972000
2004,"47101",81,6334000
2004,"47103",295,27737000
2004,"47105",713,100288000
2004,"47107",416,33760000
2004,"47109",195,14859000
2004,"47111",192,14957000
2004,"47113",1611,173584000
2004,"47115",258,25117000
2004,"47117",336,30253000
2004,"47119",1329,143161000
2004,"47121",42,3596000
2004,"47123",333,36820000
2004,"47125",4382,457968000
2004,"47127",30,3827000
2004,"47129",76,6462000
2004,"47131",202,16198000
2004,"47133",75,6043000
2004,"47135",15,1121000
2004,"47137",7,562000
2004,"47139",78,8138000
2004,"47141",760,74862000
2004,"47143",223,18617000
2004,"47145",478,52831000
2004,"47147",1149,130360000
2004,"47149",6722,771124000
2004,"47151",67,5459000
2004,"47153",147,13603000
2004,"47155",980,121141000
2004,"47157",17778,2381153000
2004,"47159",180,15675000
2004,"47161",121,10805000
2004,"47163",1856,194117000
2004,"47165",3476,473363000
2004,"47167",933,103398000
2004,"47169",73,6654000
2004,"47171",150,12298000
2004,"47173",171,16819000
2004,"47175",12,851000
2004,"47177",220,17034000
2004,"47179",1836,217892000
2004,"47181",29,2368000
2004,"47183",209,18895000
2004,"47185",224,16581000
2004,"47187",5303,1148265000
2004,"47189",2427,322267000
2004,"48001",298,24051000
2004,"48003",134,9050000
2004,"48005",581,53721000
2004,"48007",299,36750000
2004,"48009",79,7472000
2004,"48011",26,1822000
2004,"48013",220,21328000
2004,"48015",283,33941000
2004,"48017",39,2148000
2004,"48019",210,26670000
2004,"48021",955,106713000
2004,"48023",24,1324000
2004,"48025",107,9321000
2004,"48027",4230,458517000
2004,"48029",27166,3051481000
2004,"48031",88,10880000
2004,"48033",3,314000
2004,"48035",127,10044000
2004,"48037",1041,102401000
2004,"48039",5887,690466000
2004,"48041",2556,269594000
2004,"48043",76,6701000
2004,"48045",1,54000
2004,"48047",14,952000
2004,"48049",175,12363000
2004,"48051",108,8722000
2004,"48053",528,62538000
2004,"48055",252,24388000
2004,"48057",161,13003000
2004,"48059",107,8248000
2004,"48061",2989,277738000
2004,"48063",108,8597000
2004,"48065",58,4421000
2004,"48067",157,11288000
2004,"48069",25,1642000
2004,"48071",440,45299000
2004,"48073",247,21627000
2004,"48075",21,1205000
2004,"48077",68,4606000
2004,"48079",12,611000
2004,"48081",19,1160000
2004,"48083",37,2224000
2004,"48085",24955,3527186000
2004,"48087",3,158000
2004,"48089",104,10276000
2004,"48091",2032,271296000
2004,"48093",53,3857000
2004,"48095",11,672000
2004,"48097",421,42640000
2004,"48099",565,51293000
2004,"48101",0,0
2004,"48103",27,1514000
2004,"48105",16,944000
2004,"48107",37,1701000
2004,"48109",4,232000
2004,"48111",22,1591000
2004,"48113",41254,5345595000
2004,"48115",47,2698000
2004,"48117",128,7742000
2004,"48119",25,1715000
2004,"48121",19725,2655909000
2004,"48123",101,10290000
2004,"48125",2,80000
2004,"48127",28,2507000
2004,"48129",16,1148000
2004,"48131",23,2026000
2004,"48133",65,4117000
2004,"48135",1081,75263000
2004,"48137",2,64000
2004,"48139",2851,324478000
2004,"48141",8777,849142000
2004,"48143",197,17816000
2004,"48145",62,4344000
2004,"48147",280,23879000
2004,"48149",126,15609000
2004,"48151",12,606000
2004,"48153",34,1682000
2004,"48157",15466,2018675000
2004,"48159",68,6275000
2004,"48161",92,9809000
2004,"48163",29,2052000
2004,"48165",103,8429000
2004,"48167",6491,741581000
2004,"48169",16,916000
2004,"48171",285,43738000
2004,"48173",2,273000
2004,"48175",19,2095000
2004,"48177",101,8335000
2004,"48179",159,10455000
2004,"48181",1547,144550000
2004,"48183",1466,154055000
2004,"48185",123,13068000
2004,"48187",2270,272820000
2004,"48189",252,17683000
2004,"48191",5,203000
2004,"48193",46,3196000
2004,"48195",18,1130000
2004,"48197",11,433000
2004,"48199",603,60986000
2004,"48201",76277,9024486000
2004,"48203",485,48366000
2004,"48205",50,4783000
2004,"48207",12,1161000
2004,"48209",2782,352772000
2004,"48211",18,1298000
2004,"48213",645,61998000
2004,"48215",5041,491887000
2004,"48217",238,21129000
2004,"48219",150,10344000
2004,"48221",745,90189000
2004,"48223",253,21767000
2004,"48225",102,7792000
2004,"48227",233,15418000
2004,"48229",0,0
2004,"48231",991,93962000
2004,"48233",194,13833000
2004,"48235",9,772000
2004,"48237",29,2358000
2004,"48239",90,7134000
2004,"48241",228,18052000
2004,"48243",11,1202000
2004,"48245",2478,234424000
2004,"48247",7,718000
2004,"48249",193,17429000
2004,"48251",2134,212688000
2004,"48253",91,5288000
2004,"48255",32,2537000
2004,"48257",2065,228547000
2004,"48259",612,98550000
2004,"48261",1,82000
2004,"48263",0,0
2004,"48265",536,62577000
2004,"48267",13,787000
2004,"48271",13,1285000
2004,"48273",184,15350000
2004,"48275",9,572000
2004,"48277",238,20449000
2004,"48279",51,2951000
2004,"48281",238,26277000
2004,"48283",6,451000
2004,"48285",60,5625000
2004,"48287",78,8311000
2004,"48289",86,7608000
2004,"48291",440,36918000
2004,"48293",78,5944000
2004,"48295",13,683000
2004,"48297",82,6012000
2004,"48299",220,29896000
2004,"48303",3789,393386000
2004,"48305",21,1573000
2004,"48307",34,2423000
2004,"48309",2653,265688000
2004,"48311",0,0
2004,"48313",50,3731000
2004,"48315",58,4837000
2004,"48317",9,768000
2004,"48319",12,1019000
2004,"48321",256,20093000
2004,"48323",288,24585000
2004,"48325",242,27662000
2004,"48327",4,231000
2004,"48329",2012,194933000
2004,"48331",140,11245000
2004,"48333",6,484000
2004,"48335",28,1366000
2004,"48337",104,8090000
2004,"48339",10269,1413498000
2004,"48341",174,13673000
2004,"48343",93,5152000
2004,"48345",5,228000
2004,"48347",357,38257000
2004,"48349",314,31988000
2004,"48351",22,1338000
2004,"48353",65,3876000
2004,"48355",4704,513821000
2004,"48357",56,4310000
2004,"48359",14,1368000
2004,"48361",689,65086000
2004,"48363",160,16264000
2004,"48365",109,10157000
2004,"48367",1885,243852000
2004,"48369",78,4620000
2004,"48371",56,3370000
2004,"48373",223,20015000
2004,"48375",1240,111422000
2004,"48377",18,1314000
2004,"48379",85,9603000
2004,"48381",2532,267101000
2004,"48383",9,4e+05
2004,"48385",14,1186000
2004,"48387",52,3132000
2004,"48389",24,1249000
2004,"48391",39,2660000
2004,"48393",5,259000
2004,"48395",97,7358000
2004,"48397",2709,367718000
2004,"48399",62,3548000
2004,"48401",409,34089000
2004,"48403",47,2433000
2004,"48405",22,1355000
2004,"48407",135,14054000
2004,"48409",816,80302000
2004,"48411",16,1168000
2004,"48413",5,270000
2004,"48415",98,5859000
2004,"48417",15,1126000
2004,"48419",47,3492000
2004,"48421",12,881000
2004,"48423",2883,341715000
2004,"48425",61,7347000
2004,"48427",95,7430000
2004,"48429",16,906000
2004,"48431",3,181000
2004,"48433",2,85000
2004,"48435",16,1481000
2004,"48437",40,2122000
2004,"48439",38345,4498497000
2004,"48441",1614,145649000
2004,"48443",11,490000
2004,"48445",63,3621000
2004,"48447",5,235000
2004,"48449",295,23365000
2004,"48451",1079,95850000
2004,"48453",19862,2928385000
2004,"48455",60,4396000
2004,"48457",91,6462000
2004,"48459",363,30145000
2004,"48461",9,388000
2004,"48463",116,10159000
2004,"48465",310,28167000
2004,"48467",369,35267000
2004,"48469",990,93544000
2004,"48471",329,29258000
2004,"48473",340,39047000
2004,"48475",64,3646000
2004,"48477",285,30798000
2004,"48479",2508,260983000
2004,"48481",300,25922000
2004,"48483",21,965000
2004,"48485",1666,152752000
2004,"48487",121,5775000
2004,"48489",57,4048000
2004,"48491",11021,1337413000
2004,"48493",422,46879000
2004,"48495",37,1873000
2004,"48497",689,71849000
2004,"48499",269,24810000
2004,"48501",42,2211000
2004,"48503",83,5703000
2004,"48505",16,1258000
2004,"48507",4,269000
2004,"49001",49,4641000
2004,"49003",656,68469000
2004,"49005",1503,177540000
2004,"49007",213,20502000
2004,"49009",1,76000
2004,"49011",6795,900006000
2004,"49013",208,19236000
2004,"49015",85,7059000
2004,"49017",36,3570000
2004,"49019",66,9694000
2004,"49021",622,74254000
2004,"49023",106,11893000
2004,"49025",80,9488000
2004,"49027",96,8945000
2004,"49029",88,15613000
2004,"49031",7,442000
2004,"49033",18,1694000
2004,"49035",22774,3151225000
2004,"49037",51,4154000
2004,"49039",177,16889000
2004,"49041",205,19375000
2004,"49043",977,257771000
2004,"49045",1239,131463000
2004,"49047",405,42219000
2004,"49049",9924,1301643000
2004,"49051",446,68811000
2004,"49053",3480,486576000
2004,"49055",8,750000
2004,"49057",4661,513054000
2004,"50001",284,41941000
2004,"50003",334,53365000
2004,"50005",202,20551000
2004,"50007",2693,463708000
2004,"50009",22,2230000
2004,"50011",630,85756000
2004,"50013",93,16027000
2004,"50015",227,37394000
2004,"50017",192,24530000
2004,"50019",196,19714000
2004,"50021",601,78299000
2004,"50023",558,77590000
2004,"50025",268,39434000
2004,"50027",538,78481000
2004,"51001",170,22236000
2004,"51003",1899,397375000
2004,"51005",97,8462000
2004,"51007",184,24202000
2004,"51009",319,35590000
2004,"51011",107,11736000
2004,"51013",4960,1415282000
2004,"51015",972,126506000
2004,"51017",14,2803000
2004,"51019",1123,162031000
2004,"51021",32,2922000
2004,"51023",563,87844000
2004,"51025",56,6660000
2004,"51027",48,2722000
2004,"51029",47,5625000
2004,"51031",513,56361000
2004,"51033",875,133288000
2004,"51035",132,12777000
2004,"51036",78,12912000
2004,"51037",73,7550000
2004,"51041",8315,1291022000
2004,"51043",337,79823000
2004,"51045",42,4816000
2004,"51047",1266,250500000
2004,"51049",135,15078000
2004,"51051",52,3110000
2004,"51053",423,49445000
2004,"51057",107,15065000
2004,"51059",35101,10041214000
2004,"51061",1924,490206000
2004,"51063",111,14349000
2004,"51065",735,109067000
2004,"51067",525,80074000
2004,"51069",2131,381509000
2004,"51071",187,18577000
2004,"51073",640,93574000
2004,"51075",504,120284000
2004,"51077",68,6473000
2004,"51079",395,57863000
2004,"51081",50,5788000
2004,"51083",204,21388000
2004,"51085",2113,372182000
2004,"51087",6994,1146839000
2004,"51089",337,33634000
2004,"51091",3,467000
2004,"51093",734,139312000
2004,"51095",1709,363314000
2004,"51097",50,6757000
2004,"51099",676,134012000
2004,"51101",325,41224000
2004,"51103",74,14646000
2004,"51105",45,3396000
2004,"51107",15473,4605137000
2004,"51109",581,87979000
2004,"51111",63,6436000
2004,"51113",129,21453000
2004,"51115",80,11808000
2004,"51117",186,24014000
2004,"51119",102,16997000
2004,"51121",1152,165075000
2004,"51125",203,30576000
2004,"51127",378,64126000
2004,"51131",88,17928000
2004,"51133",76,13470000
2004,"51135",92,8804000
2004,"51137",866,144163000
2004,"51139",303,34203000
2004,"51141",70,6401000
2004,"51143",422,44955000
2004,"51145",592,104148000
2004,"51147",95,11385000
2004,"51149",475,66199000
2004,"51153",18700,4403250000
2004,"51155",360,39418000
2004,"51157",89,20505000
2004,"51159",39,4432000
2004,"51161",1826,249170000
2004,"51163",191,26918000
2004,"51165",907,127847000
2004,"51167",158,13057000
2004,"51169",129,11592000
2004,"51171",771,108599000
2004,"51173",242,21062000
2004,"51175",125,14483000
2004,"51177",4410,891175000
2004,"51179",4552,1002206000
2004,"51181",55,6990000
2004,"51183",49,5435000
2004,"51185",278,27046000
2004,"51187",992,155455000
2004,"51191",594,69088000
2004,"51193",232,31978000
2004,"51195",178,15799000
2004,"51197",234,22393000
