"YEAR","county_fips","total_home_purchase","total_amt_purchase"
2012,"40145",833,119576000
2012,"40147",608,84633000
2012,"40149",48,4486000
2012,"40151",49,5025000
2012,"40153",123,16845000
2012,"41001",80,11189000
2012,"41003",568,135475000
2012,"41005",3926,1017513000
2012,"41007",225,45283000
2012,"41009",327,57173000
2012,"41011",283,45731000
2012,"41013",166,23340000
2012,"41015",80,17394000
2012,"41017",1888,397085000
2012,"41019",543,90894000
2012,"41021",7,640000
2012,"41023",9,854000
2012,"41025",14,1691000
2012,"41027",112,28259000
2012,"41029",1622,308877000
2012,"41031",94,11434000
2012,"41033",535,94654000
2012,"41035",398,58629000
2012,"41037",16,2427000
2012,"41039",2208,432557000
2012,"41041",187,37054000
2012,"41043",699,113110000
2012,"41045",95,11635000
2012,"41047",1815,308872000
2012,"41049",18,2793000
2012,"41051",7033,1742899000
2012,"41053",503,92088000
2012,"41055",2,303000
2012,"41057",129,25357000
2012,"41059",417,62404000
2012,"41061",181,29732000
2012,"41063",25,3892000
2012,"41065",92,16084000
2012,"41067",5683,1352735000
2012,"41069",1,74000
2012,"41071",704,143778000
2012,"42001",605,100819000
2012,"42003",10081,1684149000
2012,"42005",336,35346000
2012,"42007",1256,175486000
2012,"42009",164,20678000
2012,"42011",2780,436744000
2012,"42013",789,95115000
2012,"42015",289,41387000
2012,"42017",5071,1342472000
2012,"42019",1872,396654000
2012,"42021",767,76412000
2012,"42023",13,940000
2012,"42025",382,46730000
2012,"42027",1141,219264000
2012,"42029",4879,1362495000
2012,"42031",135,14107000
2012,"42033",404,42702000
2012,"42035",229,29421000
2012,"42037",227,32876000
2012,"42039",427,42594000
2012,"42041",2301,429035000
2012,"42043",1971,331301000
2012,"42045",3778,899596000
2012,"42047",168,15674000
2012,"42049",2003,260055000
2012,"42051",587,74031000
2012,"42053",9,687000
2012,"42055",950,151981000
2012,"42057",34,5044000
2012,"42059",194,23306000
2012,"42061",183,24660000
2012,"42063",363,43247000
2012,"42065",179,15754000
2012,"42067",86,10708000
2012,"42069",1120,164053000
2012,"42071",4049,703005000
2012,"42073",470,51204000
2012,"42075",1000,157723000
2012,"42077",2482,455627000
2012,"42079",1663,220680000
2012,"42081",805,112870000
2012,"42083",150,13082000
2012,"42085",605,69041000
2012,"42087",160,16856000
2012,"42089",749,110874000
2012,"42091",6899,1763066000
2012,"42093",130,23331000
2012,"42095",2156,403881000
2012,"42097",385,47528000
2012,"42099",270,39418000
2012,"42101",7379,1429613000
2012,"42103",346,50607000
2012,"42105",60,5909000
2012,"42107",589,67326000
2012,"42109",109,16097000
2012,"42111",340,37787000
2012,"42113",32,3727000
2012,"42115",134,18625000
2012,"42117",201,30515000
2012,"42119",165,29015000
2012,"42121",186,16620000
2012,"42123",189,18272000
2012,"42125",1753,314331000
2012,"42127",267,37599000
2012,"42129",2760,413400000
2012,"42131",126,19063000
2012,"42133",3587,595455000
2012,"44001",382,107126000
2012,"44003",1349,265021000
2012,"44005",476,135076000
2012,"44007",3393,609092000
2012,"44009",860,212496000
2012,"45001",73,8676000
2012,"45003",1123,177645000
2012,"45005",7,837000
2012,"45007",1150,176235000
2012,"45009",20,2863000
2012,"45011",44,5324000
2012,"45013",1403,314074000
2012,"45015",1852,370155000
2012,"45017",30,3956000
2012,"45019",3829,979125000
2012,"45021",184,21971000
2012,"45023",88,10876000
2012,"45025",107,12789000
2012,"45027",66,9959000
2012,"45029",91,14202000
2012,"45031",256,36115000
2012,"45033",51,5688000
2012,"45035",1682,295294000
2012,"45037",117,20977000
2012,"45039",52,8182000
2012,"45041",777,128327000
2012,"45043",281,57240000
2012,"45045",4864,894569000
2012,"45047",341,46722000
2012,"45049",15,1332000
2012,"45051",2302,347886000
2012,"45053",115,19351000
2012,"45055",399,60194000
2012,"45057",836,153142000
2012,"45059",194,24750000
2012,"45061",25,2812000
2012,"45063",2535,438979000
2012,"45065",20,3383000
2012,"45067",43,4354000
2012,"45069",31,2720000
2012,"45071",128,19454000
2012,"45073",331,60582000
2012,"45075",212,30238000
2012,"45077",604,87475000
2012,"45079",3179,565871000
2012,"45081",40,5337000
2012,"45083",2125,306967000
2012,"45085",477,73396000
2012,"45087",72,7496000
2012,"45089",35,3887000
2012,"45091",2575,506031000
2012,"46003",7,695000
2012,"46005",40,5300000
2012,"46007",2,177000
2012,"46009",23,2063000
2012,"46011",329,45118000
2012,"46013",340,52744000
2012,"46015",25,3209000
2012,"46017",0,0
2012,"46019",51,6801000
2012,"46021",5,421000
2012,"46023",18,1872000
2012,"46025",18,1276000
2012,"46027",89,11862000
2012,"46029",322,51023000
2012,"46031",1,220000
2012,"46033",52,9882000
2012,"46035",179,23853000
2012,"46037",35,4171000
2012,"46039",20,2043000
2012,"46041",5,623000
2012,"46043",4,311000
2012,"46045",15,1886000
2012,"46047",30,3415000
2012,"46049",2,351000
2012,"46051",46,4939000
2012,"46053",6,493000
2012,"46055",4,405000
2012,"46057",43,4944000
2012,"46059",10,1543000
2012,"46061",16,2059000
2012,"46063",2,106000
2012,"46065",148,22410000
2012,"46067",33,2677000
2012,"46069",4,310000
2012,"46071",3,2e+05
2012,"46073",3,258000
2012,"46075",0,0
2012,"46077",22,2241000
2012,"46079",88,11069000
2012,"46081",211,39255000
2012,"46083",943,184391000
2012,"46085",5,731000
2012,"46087",28,3528000
2012,"46089",6,379000
2012,"46091",10,1071000
2012,"46093",277,48410000
2012,"46095",0,0
2012,"46097",6,855000
2012,"46099",2216,342690000
2012,"46101",40,4408000
2012,"46103",1231,217757000
2012,"46105",11,824000
2012,"46107",19,1557000
2012,"46109",28,2482000
2012,"46111",6,462000
2012,"46113",1,220000
2012,"46115",20,2179000
2012,"46117",8,935000
2012,"46119",12,987000
2012,"46121",3,358000
2012,"46123",14,1364000
2012,"46125",64,6649000
2012,"46127",176,34361000
2012,"46129",32,3146000
2012,"46135",200,27679000
2012,"46137",1,46000
2012,"47001",455,65248000
2012,"47003",222,26424000
2012,"47005",68,5917000
2012,"47007",29,3629000
2012,"47009",1006,166034000
2012,"47011",693,100651000
2012,"47013",158,19818000
2012,"47015",63,7670000
2012,"47017",95,9352000
2012,"47019",289,33617000
2012,"47021",309,49358000
2012,"47023",90,10586000
2012,"47025",101,13336000
2012,"47027",16,1735000
2012,"47029",82,10694000
2012,"47031",237,31015000
2012,"47033",74,9038000
2012,"47035",293,38171000
2012,"47037",6594,1300710000
2012,"47039",48,4853000
2012,"47041",73,8495000
2012,"47043",393,56566000
2012,"47045",234,26485000
2012,"47047",384,74116000
2012,"47049",49,4900000
2012,"47051",163,21429000
2012,"47053",316,39989000
2012,"47055",124,14365000
2012,"47057",84,10412000
2012,"47059",305,38009000
2012,"47061",55,4624000
2012,"47063",343,44375000
2012,"47065",2940,544673000
2012,"47067",14,1253000
2012,"47069",73,6809000
2012,"47071",98,12121000
2012,"47073",250,32760000
2012,"47075",63,6926000
2012,"47077",139,17008000
2012,"47079",155,17347000
2012,"47081",105,12943000
2012,"47083",39,4530000
2012,"47085",95,10804000
2012,"47087",38,4202000
2012,"47089",259,40067000
2012,"47091",38,4525000
2012,"47093",4076,756108000
2012,"47095",7,365000
2012,"47097",83,7970000
2012,"47099",170,19518000
2012,"47101",40,4622000
2012,"47103",158,21166000
2012,"47105",417,78415000
2012,"47107",277,35173000
2012,"47109",110,12131000
2012,"47111",119,12096000
2012,"47113",673,98599000
2012,"47115",139,19602000
2012,"47117",182,22423000
2012,"47119",767,115518000
2012,"47121",47,7710000
2012,"47123",192,22816000
2012,"47125",3042,521997000
2012,"47127",24,3461000
2012,"47129",57,6026000
2012,"47131",137,13513000
2012,"47133",59,7776000
2012,"47135",10,1025000
2012,"47137",3,363000
2012,"47139",58,7783000
2012,"47141",401,57662000
2012,"47143",137,16602000
2012,"47145",233,31897000
2012,"47147",599,91211000
2012,"47149",3353,536820000
2012,"47151",30,2804000
2012,"47153",100,14060000
2012,"47155",529,82343000
2012,"47157",5747,1057040000
2012,"47159",100,9933000
2012,"47161",85,10605000
2012,"47163",1149,170753000
2012,"47165",2026,378755000
2012,"47167",361,51989000
2012,"47169",37,4253000
2012,"47171",86,10739000
2012,"47173",68,8384000
2012,"47175",19,1694000
2012,"47177",171,18606000
2012,"47179",1052,185629000
2012,"47181",24,2587000
2012,"47183",148,16212000
2012,"47185",138,14232000
2012,"47187",3530,1099168000
2012,"47189",1551,296651000
2012,"48001",192,23766000
2012,"48003",166,27250000
2012,"48005",398,55692000
2012,"48007",142,22921000
2012,"48009",66,10801000
2012,"48011",10,1085000
2012,"48013",188,31173000
2012,"48015",150,27958000
2012,"48017",17,1834000
2012,"48019",98,17984000
2012,"48021",473,74836000
2012,"48023",8,351000
2012,"48025",94,12678000
2012,"48027",3413,553752000
2012,"48029",15291,2859967000
2012,"48031",50,9805000
2012,"48033",0,0
2012,"48035",59,6612000
2012,"48037",540,76691000
2012,"48039",3135,539556000
2012,"48041",1500,275710000
2012,"48043",63,10514000
2012,"48045",4,159000
2012,"48047",10,856000
2012,"48049",123,13965000
2012,"48051",72,11705000
2012,"48053",228,70154000
2012,"48055",127,17201000
2012,"48057",105,13882000
2012,"48059",81,9309000
2012,"48061",1208,151922000
2012,"48063",64,7360000
2012,"48065",42,5068000
2012,"48067",127,12107000
2012,"48069",17,2032000
2012,"48071",429,76609000
2012,"48073",241,31918000
2012,"48075",22,1674000
2012,"48077",51,6218000
2012,"48079",12,838000
2012,"48081",9,806000
2012,"48083",14,866000
2012,"48085",12358,2738096000
2012,"48087",17,1183000
2012,"48089",76,11803000
2012,"48091",1418,322370000
2012,"48093",30,2679000
2012,"48095",10,1086000
2012,"48097",224,33661000
2012,"48099",469,65546000
2012,"48103",22,2281000
2012,"48105",11,988000
2012,"48107",21,1438000
2012,"48109",4,414000
2012,"48111",19,1836000
2012,"48113",14595,3344069000
2012,"48115",54,5601000
2012,"48117",55,5169000
2012,"48119",11,1370000
2012,"48121",10843,2263432000
2012,"48123",55,8372000
2012,"48125",1,71000
2012,"48127",15,2173000
2012,"48129",8,587000
2012,"48131",17,1757000
2012,"48133",52,5753000
2012,"48135",1149,181990000
2012,"48137",4,475000
2012,"48139",1585,256199000
2012,"48141",5824,876064000
2012,"48143",188,25219000
2012,"48145",43,4560000
2012,"48147",152,17033000
2012,"48149",109,17792000
2012,"48151",16,1221000
2012,"48153",15,970000
2012,"48155",2,114000
2012,"48157",10311,2291706000
2012,"48159",56,7361000
2012,"48161",60,8641000
2012,"48163",27,3232000
2012,"48165",107,16870000
2012,"48167",3020,557720000
2012,"48169",15,1246000
2012,"48171",85,20963000
2012,"48173",2,232000
2012,"48175",30,5511000
2012,"48177",44,5464000
2012,"48179",158,16669000
2012,"48181",743,104624000
2012,"48183",931,148049000
2012,"48185",86,13098000
2012,"48187",1662,302010000
2012,"48189",135,14921000
2012,"48191",5,319000
2012,"48193",28,2993000
2012,"48195",25,2531000
2012,"48197",4,175000
2012,"48199",419,64929000
2012,"48201",34055,7174259000
2012,"48203",415,72886000
2012,"48205",38,5335000
2012,"48207",12,904000
2012,"48209",2139,416733000
2012,"48211",16,2252000
2012,"48213",374,53204000
2012,"48215",2091,284428000
2012,"48217",131,16354000
2012,"48219",143,17766000
2012,"48221",400,68564000
2012,"48223",128,15160000
2012,"48225",56,6086000
2012,"48227",210,25407000
2012,"48229",1,203000
2012,"48231",495,67280000
2012,"48233",172,18522000
2012,"48235",7,987000
2012,"48237",19,1618000
2012,"48239",93,11993000
2012,"48241",125,15750000
2012,"48243",3,885000
2012,"48245",1256,188671000
2012,"48247",7,792000
2012,"48249",157,23646000
2012,"48251",1155,168082000
2012,"48253",72,6965000
2012,"48255",37,5774000
2012,"48257",1071,164787000
2012,"48259",435,122058000
2012,"48263",3,264000
2012,"48265",191,33922000
2012,"48267",9,837000
2012,"48271",21,2365000
2012,"48273",132,17141000
2012,"48275",15,628000
2012,"48277",164,20199000
2012,"48279",44,4104000
2012,"48281",141,21846000
2012,"48283",3,311000
2012,"48285",67,10766000
2012,"48287",61,7914000
2012,"48289",32,5147000
2012,"48291",218,29720000
2012,"48293",63,6694000
2012,"48295",20,1968000
2012,"48297",39,5336000
2012,"48299",101,24416000
2012,"48303",2694,427987000
2012,"48305",21,3039000
2012,"48307",19,2344000
2012,"48309",1805,258002000
2012,"48311",1,105000
2012,"48313",41,6010000
2012,"48315",39,4638000
2012,"48317",26,3871000
2012,"48319",7,718000
2012,"48321",160,19496000
2012,"48323",177,22591000
2012,"48325",297,56329000
2012,"48327",2,133000
2012,"48329",2286,485986000
2012,"48331",83,10591000
2012,"48333",9,971000
2012,"48335",31,3353000
2012,"48337",85,10170000
2012,"48339",6346,1400297000
2012,"48341",110,14857000
2012,"48343",52,4102000
2012,"48345",2,132000
2012,"48347",316,45932000
2012,"48349",186,23690000
2012,"48351",18,2167000
2012,"48353",65,7102000
2012,"48355",2707,431168000
2012,"48357",73,8396000
2012,"48359",11,1356000
2012,"48361",463,62341000
2012,"48363",98,13341000
2012,"48365",57,8456000
2012,"48367",1254,239738000
2012,"48369",24,2969000
2012,"48371",33,3865000
2012,"48373",104,13999000
2012,"48375",676,101725000
2012,"48377",6,666000
2012,"48379",26,3268000
2012,"48381",1760,284389000
2012,"48383",13,1385000
2012,"48385",10,1702000
2012,"48387",33,3023000
2012,"48389",20,2203000
2012,"48391",28,2810000
2012,"48393",5,594000
2012,"48395",56,7757000
2012,"48397",1273,262490000
2012,"48399",44,4184000
2012,"48401",300,37704000
2012,"48403",26,3386000
2012,"48405",10,1071000
2012,"48407",81,13379000
2012,"48409",447,67579000
2012,"48411",7,910000
2012,"48413",6,569000
2012,"48415",120,15973000
2012,"48417",12,1549000
2012,"48419",39,5598000
2012,"48421",18,1849000
2012,"48423",1747,297336000
2012,"48425",41,8206000
2012,"48427",74,9840000
2012,"48429",18,1534000
2012,"48431",4,416000
2012,"48433",2,308000
2012,"48435",12,1303000
2012,"48437",13,1062000
2012,"48439",17779,3187109000
2012,"48441",1237,185704000
2012,"48443",8,928000
2012,"48445",40,4190000
2012,"48447",3,135000
2012,"48449",138,15964000
2012,"48451",987,140055000
2012,"48453",13165,3344321000
2012,"48455",33,3612000
2012,"48457",35,4359000
2012,"48459",251,36939000
2012,"48461",11,635000
2012,"48463",93,13406000
2012,"48465",245,37169000
2012,"48467",212,29038000
2012,"48469",769,126897000
2012,"48471",202,29303000
2012,"48473",268,48101000
2012,"48475",44,5006000
2012,"48477",199,32318000
2012,"48479",1209,192646000
2012,"48481",158,22311000
2012,"48483",15,1474000
2012,"48485",946,119159000
2012,"48487",77,6002000
2012,"48489",24,2595000
2012,"48491",7390,1415357000
2012,"48493",372,78928000
2012,"48495",29,2470000
2012,"48497",472,77644000
2012,"48499",163,20551000
2012,"48501",52,6514000
2012,"48503",87,9841000
2012,"48505",19,2168000
2012,"48507",6,772000
2012,"49001",34,4746000
2012,"49003",427,64666000
2012,"49005",1059,169177000
2012,"49007",165,24124000
2012,"49009",2,315000
2012,"49011",4309,816216000
2012,"49013",229,41642000
2012,"49015",47,7103000
2012,"49017",11,1733000
2012,"49019",47,9760000
2012,"49021",385,54467000
2012,"49023",64,10388000
2012,"49025",36,5551000
2012,"49027",60,7585000
2012,"49029",135,34979000
2012,"49031",6,7e+05
2012,"49033",17,2836000
2012,"49035",12672,2537860000
2012,"49037",47,7997000
2012,"49039",123,18561000
2012,"49041",122,18768000
2012,"49043",454,200599000
2012,"49045",778,128905000
2012,"49047",535,95498000
2012,"49049",5994,1182658000
2012,"49051",290,71283000
2012,"49053",1645,306526000
2012,"49055",7,980000
2012,"49057",2974,427531000
2012,"50001",198,38025000
2012,"50003",154,27914000
2012,"50005",86,11384000
2012,"50007",1586,363236000
2012,"50009",14,1476000
2012,"50011",364,66268000
2012,"50013",36,7011000
2012,"50015",110,21331000
2012,"50017",109,16648000
2012,"50019",119,15960000
2012,"50021",249,36830000
2012,"50023",380,63694000
2012,"50025",126,21889000
2012,"50027",209,40766000
2012,"51001",90,14498000
2012,"51003",967,266243000
2012,"51005",67,7626000
2012,"51007",70,10691000
2012,"51009",144,20554000
2012,"51011",86,13017000
2012,"51013",2502,1171200000
2012,"51015",474,83356000
2012,"51017",15,3647000
2012,"51019",522,104637000
2012,"51021",21,2183000
2012,"51023",243,49071000
2012,"51025",20,2653000
2012,"51027",40,3985000
2012,"51029",35,4205000
2012,"51031",308,46854000
2012,"51033",317,50863000
2012,"51035",91,10180000
2012,"51036",32,4959000
2012,"51037",29,3727000
2012,"51041",3904,794983000
2012,"51043",151,38840000
2012,"51045",23,3284000
2012,"51047",487,102936000
2012,"51049",30,4099000
2012,"51051",31,2765000
2012,"51053",144,22846000
2012,"51057",37,4848000
2012,"51059",12135,5063809000
2012,"51061",814,253206000
2012,"51063",54,8981000
2012,"51065",217,42811000
2012,"51067",279,54156000
2012,"51069",902,190721000
2012,"51071",85,11967000
2012,"51073",304,60159000
2012,"51075",210,61920000
2012,"51077",30,3097000
2012,"51079",177,40525000
2012,"51081",18,2018000
2012,"51083",99,12251000
2012,"51085",1123,245934000
2012,"51087",3428,722779000
2012,"51089",190,22787000
2012,"51091",5,506000
2012,"51093",355,85795000
2012,"51095",949,257395000
2012,"51097",28,4010000
2012,"51099",247,58592000
2012,"51101",160,22666000
2012,"51103",34,8791000
2012,"51105",61,4925000
2012,"51107",6699,2561471000
2012,"51109",241,46353000
2012,"51111",22,3237000
2012,"51113",51,10415000
2012,"51115",49,9384000
2012,"51117",66,9960000
2012,"51119",51,9261000
2012,"51121",632,121202000
2012,"51125",52,10088000
2012,"51127",267,58739000
2012,"51131",39,9520000
2012,"51133",50,9577000
2012,"51135",38,5372000
2012,"51137",321,62256000
2012,"51139",95,13767000
2012,"51141",44,5312000
2012,"51143",240,33815000
2012,"51145",257,59530000
2012,"51147",68,9868000
2012,"51149",196,34310000
2012,"51153",5860,1805098000
2012,"51155",196,25626000
2012,"51157",32,10791000
2012,"51159",28,3880000
2012,"51161",877,153557000
2012,"51163",76,13188000
2012,"51165",547,102035000
2012,"51167",70,8113000
2012,"51169",54,5906000
2012,"51171",265,42557000
2012,"51173",127,13425000
2012,"51175",82,12235000
2012,"51177",1475,330507000
2012,"51179",1877,534496000
2012,"51181",37,6782000
2012,"51183",30,4085000
2012,"51185",198,25072000
2012,"51187",324,57464000
2012,"51191",277,47178000
2012,"51193",85,13556000
2012,"51195",105,12216000
2012,"51197",116,16433000
2012,"51199",623,162184000
2012,"51510",1883,786280000
2012,"51515",43,4990000
2012,"51520",106,10747000
2012,"51530",27,2495000
2012,"51540",310,72854000
2012,"51550",2928,676206000
2012,"51570",122,16495000
2012,"51580",29,2706000
2012,"51590",140,16577000
2012,"51595",15,1196000
2012,"51600",300,119214000
2012,"51610",222,102492000
2012,"51620",37,6258000
2012,"51630",217,61633000
2012,"51640",31,3664000
2012,"51650",1104,187500000
2012,"51660",207,35077000
2012,"51670",106,11796000
2012,"51678",14,2061000
2012,"51680",439,64561000
2012,"51683",429,97718000
2012,"51685",187,40544000
2012,"51690",58,6480000
2012,"51700",1278,218648000
2012,"51710",1696,347887000
2012,"51720",12,1197000
2012,"51730",86,9263000
2012,"51735",104,28090000
2012,"51740",790,107588000
2012,"51750",77,11207000
2012,"51760",1338,289915000
2012,"51770",581,78850000
2012,"51775",172,25879000
2012,"51790",169,23617000
2012,"51800",1049,237558000
2012,"51810",4787,1194721000
2012,"51820",165,24143000
2012,"51830",64,16439000
2012,"51840",195,37423000
2012,"53001",73,10767000
2012,"53003",136,22062000
2012,"53005",1992,392860000
2012,"53007",550,120900000
2012,"53009",371,70526000
2012,"53011",4198,873155000
2012,"53013",25,4181000
2012,"53015",663,104792000
2012,"53017",273,55652000
2012,"53019",11,2106000
2012,"53021",826,145425000
2012,"53023",12,1522000
2012,"53025",449,76047000
2012,"53027",313,43754000
2012,"53029",644,155237000
2012,"53031",180,38019000
2012,"53033",21066,7142230000
2012,"53035",2068,532333000
2012,"53037",266,53695000
2012,"53039",88,16294000
2012,"53041",391,62804000
2012,"53043",39,4765000
2012,"53045",323,58207000
2012,"53047",140,23968000
2012,"53049",76,10641000
2012,"53051",49,8774000
2012,"53053",7119,1546774000
2012,"53055",74,21469000
2012,"53057",898,193874000
2012,"53059",63,13803000
2012,"53061",8123,2025348000
2012,"53063",3958,692450000
2012,"53065",171,32082000
2012,"53067",2434,536648000
2012,"53069",15,2232000
2012,"53071",400,72157000
2012,"53073",1709,409364000
2012,"53075",241,44957000
2012,"53077",1163,205657000
2012,"54001",31,4208000
2012,"54003",1138,171510000
2012,"54005",68,8629000
2012,"54007",41,4331000
2012,"54009",104,10480000
2012,"54011",521,71404000
2012,"54013",6,521000
2012,"54015",19,1846000
2012,"54017",17,2290000
2012,"54019",140,17048000
2012,"54021",19,2056000
2012,"54023",34,5058000
2012,"54025",157,23897000
2012,"54027",121,17562000
2012,"54029",177,16113000
2012,"54031",52,5994000
2012,"54033",442,71022000
2012,"54035",129,17412000
2012,"54037",527,108761000
2012,"54039",1162,180515000
2012,"54041",54,7189000
2012,"54043",38,4146000
2012,"54045",126,14148000
2012,"54047",13,1028000
2012,"54049",364,47210000
2012,"54051",166,16858000
2012,"54053",58,6078000
2012,"54055",230,26927000
2012,"54057",166,22760000
2012,"54059",37,3793000
2012,"54061",955,191022000
2012,"54063",35,4621000
2012,"54065",85,11191000
2012,"54067",105,12707000
2012,"54069",304,40338000
2012,"54071",13,1401000
2012,"54073",33,3635000
2012,"54075",24,3607000
2012,"54077",124,18817000
2012,"54079",629,113963000
2012,"54081",395,58088000
2012,"54083",76,8960000
2012,"54085",23,2686000
2012,"54087",50,5299000
2012,"54089",22,2735000
2012,"54091",67,11504000
2012,"54093",12,1108000
2012,"54095",32,3119000
2012,"54097",118,14767000
2012,"54099",135,15776000
2012,"54101",10,881000
2012,"54103",64,6410000
2012,"54105",13,1326000
2012,"54107",582,71883000
2012,"54109",38,3484000
2012,"55001",72,8100000
2012,"55003",71,7431000
2012,"55005",241,27297000
2012,"55007",82,10251000
2012,"55009",2217,327230000
2012,"55011",51,6782000
2012,"55013",30,3869000
2012,"55015",453,66664000
2012,"55017",524,72115000
2012,"55019",155,13903000
2012,"55021",433,60797000
2012,"55023",68,6803000
2012,"55025",5205,1054190000
2012,"55027",529,65561000
2012,"55029",146,21828000
2012,"55031",273,33482000
2012,"55033",247,33034000
2012,"55035",810,111210000
2012,"55037",8,1037000
2012,"55039",670,88124000
2012,"55041",27,2704000
2012,"55043",243,27499000
2012,"55045",277,38900000
2012,"55047",69,7373000
2012,"55049",155,22277000
2012,"55051",21,2382000
2012,"55053",37,3597000
2012,"55055",461,67005000
2012,"55057",92,11139000
2012,"55059",1153,175291000
2012,"55061",129,16579000
2012,"55063",1053,154835000
2012,"55065",62,6524000
2012,"55067",139,12495000
2012,"55069",110,12518000
2012,"55071",478,56166000
2012,"55073",1022,136180000
2012,"55075",194,21351000
2012,"55077",60,7020000
2012,"55078",5,658000
2012,"55079",5147,785680000
2012,"55081",177,22334000
2012,"55083",218,28506000
2012,"55085",181,24672000
2012,"55087",1741,241738000
2012,"55089",903,204544000
2012,"55091",23,2729000
2012,"55093",305,47054000
2012,"55095",240,31532000
2012,"55097",416,59784000
2012,"55099",46,4645000
2012,"55101",1273,189384000
2012,"55103",43,4705000
2012,"55105",1161,136378000
2012,"55107",40,4335000
2012,"55109",927,162024000
2012,"55111",387,56843000
2012,"55113",66,7785000
2012,"55115",226,26483000
2012,"55117",801,106158000
2012,"55119",106,11991000
2012,"55121",121,16101000
2012,"55123",68,9213000
2012,"55125",97,13853000
2012,"55127",567,98843000
2012,"55129",47,6354000
2012,"55131",1151,207952000
2012,"55133",4201,957048000
2012,"55135",322,36363000
2012,"55137",107,12870000
2012,"55139",1379,186154000
2012,"55141",392,45341000
2012,"56001",358,67785000
2012,"56003",43,5871000
2012,"56005",322,67113000
2012,"56007",194,32004000
2012,"56009",104,19086000
2012,"56011",31,6038000
2012,"56013",289,49490000
2012,"56015",93,12477000
2012,"56017",34,5233000
2012,"56019",52,10005000
2012,"56021",1447,267329000
2012,"56023",143,25130000
2012,"56025",1367,257229000
2012,"56027",11,1131000
2012,"56029",167,31783000
2012,"56031",64,9468000
2012,"56033",202,39963000
2012,"56035",72,16435000
2012,"56037",520,111327000
2012,"56039",121,52723000
2012,"56041",165,29629000
2012,"56043",60,7606000
2012,"56045",44,7006000
2012,"72001",9,891000
2012,"72003",57,7108000
2012,"72005",165,21407000
2012,"72007",51,5923000
2012,"72009",79,9874000
2012,"72011",54,5977000
2012,"72013",246,25111000
2012,"72015",48,4241000
2012,"72017",177,20305000
2012,"72019",44,4989000
2012,"72021",866,101304000
2012,"72023",218,29456000
2012,"72025",704,98217000
2012,"72027",68,7625000
2012,"72029",178,27114000
2012,"72031",731,99906000
2012,"72033",75,10556000
2012,"72035",168,25297000
2012,"72037",74,7257000
2012,"72039",20,2093000
2012,"72041",124,17697000
2012,"72043",136,15170000
2012,"72045",28,2584000
2012,"72047",59,5971000
2012,"72049",0,0
2012,"72051",197,60549000
2012,"72053",167,16233000
2012,"72054",24,2285000
2012,"72055",21,2030000
2012,"72057",174,18298000
2012,"72059",20,1879000
2012,"72061",451,98486000
2012,"72063",370,58352000
2012,"72065",110,12924000
2012,"72067",41,4126000
2012,"72069",310,40211000
2012,"72071",185,22726000
2012,"72073",14,1356000
2012,"72075",254,31234000
2012,"72077",232,29392000
2012,"72079",46,4792000
2012,"72081",66,5491000
2012,"72083",11,833000
2012,"72085",146,17053000
2012,"72087",64,6726000
2012,"72089",78,11263000
2012,"72091",167,17999000
2012,"72093",4,262000
2012,"72095",15,1155000
2012,"72097",172,19269000
2012,"72099",51,6282000
2012,"72101",72,8474000
2012,"72103",81,7714000
2012,"72105",42,4793000
2012,"72107",31,2910000
2012,"72109",48,4688000
2012,"72111",43,5189000
2012,"72113",506,55901000
2012,"72115",72,7094000
2012,"72117",27,3423000
2012,"72119",194,23827000
2012,"72121",55,5717000
2012,"72123",128,11315000
2012,"72125",89,11739000
2012,"72127",1862,357959000
2012,"72129",162,22415000
2012,"72131",104,10349000
2012,"72133",117,12773000
2012,"72135",343,50536000
2012,"72137",346,41059000
2012,"72139",286,46792000
2012,"72141",30,2787000
2012,"72143",136,20972000
2012,"72145",219,25112000
2012,"72147",4,508000
2012,"72149",22,2380000
2012,"72151",65,5382000
2012,"72153",90,9371000
2013,"01001",502,83021000
2013,"01003",2108,388526000
2013,"01005",57,7160000
2013,"01007",58,7416000
2013,"01009",317,40152000
2013,"01011",5,762000
2013,"01013",47,4669000
2013,"01015",629,79805000
2013,"01017",112,12890000
2013,"01019",69,8192000
2013,"01021",196,25739000
2013,"01023",31,3332000
2013,"01025",77,9817000
2013,"01027",25,2636000
2013,"01029",41,5203000
2013,"01031",434,75600000
2013,"01033",510,68278000
2013,"01035",12,1284000
2013,"01037",15,2111000
2013,"01039",170,23557000
2013,"01041",41,3919000
2013,"01043",473,60086000
2013,"01045",208,28061000
2013,"01047",109,12382000
2013,"01049",188,21710000
2013,"01051",681,106746000
2013,"01053",116,14118000
2013,"01055",560,71499000
2013,"01057",65,7302000
2013,"01059",126,12374000
2013,"01061",97,11230000
2013,"01063",17,2234000
2013,"01065",44,5506000
2013,"01067",84,13240000
2013,"01069",721,118250000
2013,"01071",163,22492000
2013,"01073",5594,1140694000
2013,"01075",40,3748000
2013,"01077",748,109045000
2013,"01079",134,16341000
2013,"01081",1469,274573000
2013,"01083",1068,192723000
2013,"01085",18,2592000
2013,"01087",24,2422000
2013,"01089",4201,782473000
2013,"01091",73,10256000
2013,"01093",105,10880000
2013,"01095",525,74672000
2013,"01097",2604,382463000
2013,"01099",58,7063000
2013,"01101",1497,249382000
2013,"01103",875,115405000
2013,"01105",5,391000
