FIPS,State,County,mean_actual_hpi_change,pred_full,pred_lags_macro,climate_contribution,nri_wildfire_risk,nri_hurricane_risk,nri_coastal_flood_risk,nri_inland_flood_risk,nri_drought_risk,nri_heatwave_risk,nri_tornado_risk,nri_overall_risk_score,nri_risk_percentile,composite_climate_risk_score,climate_risk_rank
1003,AL,Baldwin,8.878571428571428,9.275004,9.976408,-0.70140296,90.77608142493636,99.24906132665832,85.8,92.20737913486005,74.52290076335878,92.1965317919075,92.84351145038168,96.72391857506362,96.72391857506362,79.22,30
22033,LA,East Baton Rouge,3.472857142857143,4.9516478,5.5161715,-0.5645239,32.283715012722645,98.16437213183144,54.6,97.32824427480917,64.69465648854961,98.07321772639693,99.58651399491094,97.96437659033079,97.96437659033079,78.88,31
48303,TX,Lubbock,5.799999999999999,6.712106,7.399547,-0.68744093,86.19592875318067,47.18397997496871,,92.1119592875318,99.77735368956743,80.57161207450226,98.79134860050893,96.2468193384224,96.2468193384224,78.88,31
2122,AK,Kenai Peninsula,7.061428571428571,6.2496123,7.151786,-0.9021731,97.07379134860051,,33.800000000000004,43.765903307888046,12.309160305343513,,0.795165394402036,93.03435114503817,93.03435114503817,78.78,33
26125,MI,Oakland,6.7628571428571425,6.9012084,7.48058,-0.57937145,58.11068702290076,51.022110972048395,,97.48727735368956,0.0,97.36673089274245,99.71374045801527,97.51908396946563,97.51908396946563,78.76,34
6067,CA,Sacramento,6.985714285714286,7.0830274,7.5948358,-0.51180804,95.92875318066157,,0.0,98.98218829516541,99.36386768447836,96.11432241490044,65.04452926208651,98.12340966921121,98.12340966921121,78.59,35
6097,CA,Sonoma,4.602857142857142,4.365352,4.7971716,-0.4318194,98.21882951653944,,68.60000000000001,99.17302798982189,99.33206106870229,88.82466281310212,15.394402035623408,99.07760814249365,99.07760814249365,78.5,36
41015,OR,Curry,8.218571428571428,8.142503,9.466745,-1.3242433,93.41603053435117,,48.4,62.18193384223919,14.153944020356237,40.847784200385355,3.053435114503817,86.54580152671755,86.54580152671755,78.5,36
10005,DE,Sussex,7.58,8.19366,8.974942,-0.7812823,84.79643765903307,97.20483938256152,97.6,92.84351145038168,86.54580152671755,89.37058445728965,63.358778625954194,94.147582697201,94.147582697201,78.49,38
22017,LA,Caddo,2.974285714285714,3.6975975,4.5847,-0.88710266,62.75445292620865,82.77012932832707,,92.04834605597965,98.15521628498728,98.71547848426461,89.82188295165395,92.6208651399491,92.6208651399491,78.47,39
28149,MS,Warren,4.522857142857143,4.3085914,5.6423965,-1.3338048,39.408396946564885,74.13433458489779,,72.83715012722645,99.52290076335876,87.79704560051381,91.73027989821882,86.29134860050891,86.29134860050891,78.44,40
47037,TN,Davidson,8.527142857142858,8.147379,8.703503,-0.5561236,57.50636132315522,53.650396328744264,,98.18702290076337,26.622137404580155,95.43994861913936,97.93256997455472,97.16921119592877,97.16921119592877,78.42,41
41051,OR,Multnomah,4.0371428571428565,4.8780017,5.3402057,-0.46220383,67.30279898218829,,43.4,95.54707379134861,12.53180661577608,96.82080924855492,47.391857506361326,98.47328244274809,98.47328244274809,78.41,42
4025,AZ,Yavapai,9.348571428571429,9.09792,9.892427,-0.7945084,99.58651399491094,0.0,,96.0559796437659,29.389312977099237,84.97109826589595,32.69720101781171,93.73409669211196,93.73409669211196,78.37,43
6029,CA,Kern,8.187142857142858,7.422692,7.8462286,-0.42353663,99.74554707379136,,,98.47328244274809,94.529262086514,99.48619139370584,19.783715012722645,98.88676844783714,98.88676844783714,78.35,44
1097,AL,Mobile,7.668571428571428,7.225346,7.704933,-0.47958705,93.47964376590332,99.41593658740092,90.60000000000002,95.89694656488548,86.22773536895673,95.95375722543352,94.56106870229009,98.02798982188295,98.02798982188295,78.31,45
53049,WA,Pacific,10.368571428571428,10.140544,10.992584,-0.8520394,27.70356234096692,,75.0,63.295165394402034,12.849872773536896,45.05459216441876,7.251908396946565,92.74809160305345,92.74809160305345,78.28,46
6043,CA,Mariposa,5.178571428571429,5.590991,6.8907647,-1.2997735,99.01399491094149,,,70.83333333333334,75.54071246819338,98.42646114322417,6.393129770992366,86.41857506361323,86.41857506361323,78.26,47
48167,TX,Galveston,7.675714285714286,7.8735414,8.52681,-0.6532689,84.92366412213741,97.03796412181894,88.6,93.63867684478373,96.85114503816794,93.54527938342969,96.94656488549616,95.38804071246821,95.38804071246821,78.21,48
48215,TX,Hidalgo,7.925714285714285,7.578983,7.969658,-0.39067474,83.81043256997457,99.49937421777221,,96.43765903307887,98.60050890585242,98.84393063583815,95.99236641221374,99.01399491094149,99.01399491094149,78.18,49
6005,CA,Amador,5.008571428571429,6.0420723,7.8442354,-1.8021632,98.12340966921121,,,70.00636132315522,99.07760814249365,77.32819524727039,5.979643765903308,79.19847328244275,79.19847328244275,78.18,49
8041,CO,El Paso,8.381428571428572,8.091295,8.827856,-0.73656034,99.26844783715013,,,94.97455470737911,44.40203562340967,77.74566473988439,96.81933842239184,94.05216284987277,94.05216284987277,78.12,51
22099,LA,Saint Martin,3.954285714285714,4.7461886,5.959134,-1.2129453,25.0,96.12015018773467,87.0,69.49745547073792,92.71628498727735,78.70905587668592,89.50381679389314,87.27735368956743,87.27735368956743,78.08,52
6093,CA,Siskiyou,6.422857142857143,6.119744,7.2044954,-1.0847517,98.60050890585242,,,90.9351145038168,98.91857506361325,77.84200385356455,1.908396946564886,89.02671755725191,89.02671755725191,78.06,53
48085,TX,Collin,7.95,7.3605905,7.7419105,-0.38132057,81.01145038167938,59.741343345848975,,96.78753180661576,32.44274809160305,97.71997430956968,99.93638676844785,98.8549618320611,98.8549618320611,78.03,54
22055,LA,Lafayette,3.4528571428571433,4.877635,5.519042,-0.6414071,53.021628498727736,98.3729662077597,45.0,93.03435114503817,86.73664122137404,93.09569685292229,65.33078880407125,95.1653944020356,95.1653944020356,78.01,55
42003,PA,Allegheny,6.6499999999999995,7.2891116,7.7174454,-0.42833397,60.40076335877863,75.88652482269504,,99.20483460559797,0.0,94.25176621708412,91.18956743002543,98.09160305343512,98.09160305343512,77.98,56
1073,AL,Jefferson,6.527142857142857,7.0747476,7.533014,-0.45826653,79.07124681933843,76.59574468085107,,98.09160305343512,26.81297709923664,97.62363519588952,99.55470737913485,97.61450381679388,97.61450381679388,77.95,57
