FIPS,State,County,mean_actual_hpi_change,pred_full,pred_lags_macro,climate_contribution,nri_wildfire_risk,nri_hurricane_risk,nri_coastal_flood_risk,nri_inland_flood_risk,nri_drought_risk,nri_heatwave_risk,nri_tornado_risk,nri_overall_risk_score,nri_risk_percentile,composite_climate_risk_score,climate_risk_rank
48209,TX,Hays,8.192857142857141,8.141753,8.502422,-0.3606688,87.94529262086515,63.913224864413856,,93.16157760814248,77.63994910941476,92.06807964033396,96.08778625954199,90.55343511450383,90.55343511450383,73.71,215
22113,LA,Vermilion,2.7357142857142853,4.846999,5.6201234,-0.77312434,44.11577608142493,95.36921151439299,66.2,79.54834605597965,97.51908396946563,77.03917790622992,29.898218829516537,84.764631043257,84.764631043257,73.71,215
45083,SC,Spartanburg,9.37142857142857,8.817837,9.168368,-0.3505319,59.44656488549617,81.22653316645807,,92.71628498727735,60.65521628498728,80.31470777135517,88.07251908396947,90.64885496183204,90.64885496183204,73.69,217
29077,MO,Greene,8.947142857142858,8.7778845,9.168571,-0.3906865,72.42366412213741,41.30162703379224,,88.80407124681933,44.43384223918575,98.1053307642903,94.87913486005088,90.07633587786259,90.07633587786259,73.68,218
17097,IL,Lake,5.9957142857142856,5.828832,5.797768,0.031064477,44.94274809160305,18.231122236128495,29.799999999999997,97.2328244274809,40.776081424936386,92.51766217084136,98.88676844783714,95.99236641221374,95.99236641221374,73.68,218
37063,NC,Durham,9.461428571428572,8.657254,9.079663,-0.42240947,34.478371501272264,89.40342094284523,,92.43002544529261,42.84351145038168,93.99486191393706,93.47964376590332,89.63104325699746,89.63104325699746,73.68,218
27145,MN,Stearns,6.775714285714286,6.928766,7.493358,-0.56459206,76.33587786259542,,,90.87150127226464,57.1882951653944,74.56647398843931,93.03435114503817,87.56361323155215,87.56361323155215,73.65,221
42071,PA,Lancaster,8.154285714285715,7.5948243,7.6230288,-0.02820468,37.213740458015266,95.49436795994993,,96.94656488549616,88.99491094147582,94.44444444444444,79.83460559796438,95.03816793893128,95.03816793893128,73.62,222
45013,SC,Beaufort,10.131428571428572,9.337373,9.216779,0.12059382,90.29898218829517,99.45765540258655,94.19999999999999,80.78880407124683,43.416030534351144,87.92549775208734,81.99745547073792,97.10559796437659,97.10559796437659,73.61,223
41047,OR,Marion,8.087142857142856,8.997625,8.98425,0.013376406,59.860050890585235,,,90.52162849872772,16.28498727735369,95.88953114964677,22.455470737913487,95.51526717557253,95.51526717557253,73.56,224
8013,CO,Boulder,6.378571428571428,5.756011,6.0790906,-0.32307988,97.86895674300254,,,92.23918575063612,38.39058524173028,60.40462427745664,92.58905852417303,90.71246819338423,90.71246819338423,73.52,225
49049,UT,Utah,9.245714285714286,8.6714115,8.663949,0.0074625527,98.8549618320611,,,90.48982188295165,67.74809160305344,94.3159922928709,52.639949109414765,95.32442748091603,95.32442748091603,73.51,226
53007,WA,Chelan,8.672857142857143,8.973051,9.281899,-0.30884933,99.55470737913485,,,91.2531806615776,17.4618320610687,77.16763005780348,9.255725190839694,90.87150127226464,90.87150127226464,73.5,227
12131,FL,Walton,10.275714285714287,9.863795,10.33564,-0.471844,75.66793893129771,97.37171464330413,62.2,68.32061068702289,22.964376590330794,69.39627488760436,85.6234096692112,88.58142493638677,88.58142493638677,73.5,227
40125,OK,Pottawatomie,6.49,6.8318286,7.7435904,-0.91176164,92.23918575063612,37.6720901126408,,67.39821882951654,81.8384223918575,92.67822736030828,96.56488549618322,82.31552162849873,82.31552162849873,73.46,229
34013,NJ,Essex,7.515714285714286,7.007947,6.8217745,0.18617262,10.591603053435112,91.82311222361285,65.4,98.82315521628499,25.540712468193384,98.97238278741169,94.91094147582696,97.70992366412212,97.70992366412212,73.45,230
1055,AL,Etowah,7.5928571428571425,7.187452,7.7356653,-0.54821366,72.67811704834605,68.37713808927826,,87.5,48.31424936386768,77.64932562620423,97.83715012722645,87.34096692111959,87.34096692111959,73.42,231
1015,AL,Calhoun,7.061428571428571,7.0911646,7.5589232,-0.4677587,81.52035623409668,73.9674593241552,,89.53562340966921,61.25954198473281,78.3558124598587,98.21882951653944,88.45419847328245,88.45419847328245,73.41,232
48479,TX,Webb,6.575714285714286,6.926663,7.336619,-0.40995526,63.835877862595424,85.73216520650814,,91.03053435114504,38.295165394402034,97.43095696852924,76.90839694656488,89.24936386768448,89.24936386768448,73.4,233
1069,AL,Houston,6.022857142857142,6.5622993,7.0677056,-0.50540584,51.94020356234097,93.82561535252398,,87.1501272264631,77.70356234096693,79.76878612716763,95.92875318066157,87.78625954198473,87.78625954198473,73.34,234
53041,WA,Lewis,10.018571428571429,9.592894,9.95581,-0.36291558,76.68575063613233,,,90.9033078880407,13.104325699745548,77.90622992935131,17.43002544529262,89.69465648854961,89.69465648854961,73.29,235
10003,DE,New Castle,7.185714285714285,7.132483,7.0926676,0.039815325,60.55979643765903,88.44388819357532,83.8,97.58269720101781,83.96946564885496,95.31149646756585,88.13613231552164,95.29262086513997,95.29262086513997,73.27,236
19163,IA,Scott,5.2871428571428565,5.8310876,6.5326066,-0.7015194,52.2264631043257,17.39674593241552,,88.42239185750637,83.33333333333334,86.89788053949904,82.8880407124682,84.89185750636132,84.89185750636132,73.27,236
48187,TX,Guadalupe,7.992857142857142,8.309765,8.538655,-0.22889042,75.03180661577609,66.66666666666666,,95.64249363867685,78.49872773536896,89.11368015414259,92.23918575063612,91.50763358778626,91.50763358778626,73.26,238
41067,OR,Washington,6.062857142857142,6.978324,6.884711,0.093613386,50.89058524173028,,0.0,93.86132315521628,12.245547073791348,96.6281310211946,53.14885496183206,96.0241730279898,96.0241730279898,73.25,239
6081,CA,San Mateo,4.064285714285714,4.477057,4.149097,0.32795954,92.01653944020357,,91.8,98.441475826972,92.08015267175573,91.5863840719332,30.629770992366407,99.23664122137404,99.23664122137404,73.21,240
22089,LA,Saint Charles,4.155714285714286,5.3313513,6.0044584,-0.6731072,18.479643765903308,95.95327492699207,95.4,54.039440203562336,52.958015267175576,78.51637764932563,77.19465648854961,85.05089058524173,85.05089058524173,73.15,241
22095,LA,St John the Baptist,4.094285714285714,4.0157037,4.9380746,-0.9223708,11.863867684478372,95.74468085106383,75.4,57.3791348600509,81.13867684478372,73.92421323057161,79.73918575063614,81.52035623409668,81.52035623409668,73.13,242
8101,CO,Pueblo,9.129999999999999,8.725207,9.572791,-0.8475835,92.74809160305345,,,81.10687022900763,58.778625954198475,55.97302504816955,72.2328244274809,82.50636132315522,82.50636132315522,73.1,243
12005,FL,Bay,9.322857142857142,9.643229,9.663322,-0.020094087,75.69974554707379,98.66499791405924,77.2,74.68193384223919,17.111959287531807,84.29672447013488,94.08396946564885,94.11577608142494,94.11577608142494,73.1,243
40071,OK,Kay,5.588571428571428,6.0203147,7.0507927,-1.0304775,88.45419847328245,24.61410095953275,,69.75190839694656,83.61959287531806,81.40655105973023,93.38422391857506,79.86641221374046,79.86641221374046,73.06,245
36059,NY,Nassau,6.367142857142857,6.3662667,6.160707,0.20555949,43.60687022900763,95.41093032957863,98.4,98.21882951653944,17.493638676844782,95.98587026332693,76.20865139949109,97.13740458015269,97.13740458015269,73.02,246
27163,MN,Washington,6.03,6.4013257,7.137273,-0.73594743,64.02671755725191,,,83.49236641221374,12.94529262086514,80.34682080924856,94.37022900763358,83.87404580152672,83.87404580152672,73.0,247
48041,TX,Brazos,6.967142857142858,7.4263124,7.84103,-0.4147173,58.365139949109405,85.64872757613684,,82.79262086513995,85.01908396946563,91.74694926140013,96.66030534351144,88.35877862595419,88.35877862595419,72.99,248
34031,NJ,Passaic,7.627142857142857,7.3595967,7.2420473,0.11754908,16.06234096692112,87.90154359616187,25.4,97.83715012722645,46.18320610687023,96.14643545279385,88.80407124681933,95.83333333333334,95.83333333333334,72.99,248
45045,SC,Greenville,9.08,8.377992,8.393335,-0.01534353,55.089058524173026,83.02044221944097,,96.0241730279898,48.346055979643765,83.33333333333334,96.62849872773536,93.95674300254453,93.95674300254453,72.98,250
42029,PA,Chester,7.0,6.67896,6.83901,-0.16004992,30.693384223918574,88.73591989987484,0.0,94.3384223918575,98.56870229007632,95.63262684649968,87.97709923664122,91.85750636132317,91.85750636132317,72.95,251
45079,SC,Richland,7.861428571428571,7.373525,7.443048,-0.069522925,69.65648854961832,94.36795994993741,,94.56106870229009,38.581424936386775,94.70134874759152,95.0063613231552,93.09796437659033,93.09796437659033,72.93,252
8035,CO,Douglas,6.727142857142857,7.15606,7.5351844,-0.37912443,98.37786259541984,,,86.92748091603053,34.478371501272264,54.8490687219011,93.35241730279897,88.70865139949109,88.70865139949109,72.91,253
6109,CA,Tuolumne,5.5528571428571425,6.4731803,7.0968995,-0.62371844,99.33206106870229,,,81.04325699745547,74.14122137404581,89.04945407835582,7.888040712468193,85.20992366412213,85.20992366412213,72.88,254
53011,WA,Clark,7.607142857142857,7.8929377,8.011475,-0.11853678,69.59287531806616,,29.2,92.55725190839696,0.0,95.92164418754012,31.26590330788804,92.23918575063612,92.23918575063612,72.85,255
40101,OK,Muskogee,6.534285714285715,6.257186,7.101458,-0.8442725,88.96310432569975,48.018356278681686,,78.02162849872775,89.69465648854961,94.57289659601798,90.77608142493636,82.029262086514,82.029262086514,72.84,256
42017,PA,Bucks,7.13,7.238143,7.172322,0.0658208,55.534351145038165,88.40216937838964,65.0,97.10559796437659,77.00381679389314,95.08670520231213,92.14376590330787,94.78371501272264,94.78371501272264,72.83,257
32031,NV,Washoe,8.232857142857144,8.3692,8.162874,0.20632513,98.95038167938931,,,94.529262086514,50.47709923664122,58.4136159280668,14.31297709923664,96.69211195928752,96.69211195928752,72.79,258
6025,CA,Imperial,8.007142857142856,7.803688,7.607166,0.19652258,76.04961832061069,22.31956612432207,,94.11577608142494,69.24300254452926,93.96274887604368,11.354961832061068,96.46946564885496,96.46946564885496,72.75,259
6037,CA,Los Angeles,7.077142857142857,7.1664166,6.716457,0.44996,99.93638676844785,0.0,90.0,100.0,43.51145038167939,99.32562620423892,97.67811704834605,100.0,100.0,72.74,260
12105,FL,Polk,10.932857142857143,10.53287,10.329115,0.2037565,96.97837150127225,98.49812265331664,,94.62468193384224,71.85114503816794,93.60950545921645,93.89312977099237,96.53307888040713,96.53307888040713,72.73,261
12095,FL,Orange,9.411428571428571,9.416792,9.068906,0.3478861,97.42366412213741,98.0392156862745,0.0,98.40966921119592,34.541984732824424,94.12331406551061,99.10941475826972,98.441475826972,98.441475826972,72.67,262
48381,TX,Randall,5.8428571428571425,6.597081,7.0749154,-0.4778338,95.86513994910942,0.0,,66.88931297709924,97.58269720101781,73.24983943481054,96.43765903307887,86.76844783715013,86.76844783715013,72.63,263
8031,CO,Denver,6.115714285714285,6.5365148,6.4048357,0.13167922,60.62340966921119,,,95.26081424936386,21.4058524173028,71.48362235067437,97.86895674300254,95.22900763358777,95.22900763358777,72.58,264
28095,MS,Monroe,5.671428571428572,5.678402,7.446839,-1.768437,35.75063613231552,70.83854818523155,,52.3854961832061,71.94656488549617,82.04881181759795,86.41857506361323,68.54325699745547,68.54325699745547,72.58,264
28087,MS,Lowndes,4.901428571428572,5.1867805,6.073144,-0.88636386,36.863867684478365,72.84105131414267,,78.14885496183206,72.58269720101781,87.28323699421965,90.96692111959288,80.91603053435115,80.91603053435115,72.57,266
42011,PA,Berks,7.934285714285714,7.5999866,7.6421204,-0.042134013,37.97709923664122,92.53233208176889,,94.81552162849873,91.50763358778626,94.47655748233782,90.61704834605598,92.71628498727735,92.71628498727735,72.55,267
17043,IL,DuPage,5.591428571428572,5.9813724,5.6720695,0.3093028,33.74681933842239,25.073007926574885,,97.99618320610686,23.21882951653944,93.32048811817599,99.33206106870229,97.64631043256996,97.64631043256996,72.55,267
32007,NV,Elko,5.591428571428572,6.0083413,6.3903375,-0.38199633,99.87277353689569,,,54.54834605597965,39.24936386768448,55.90879897238279,1.653944020356234,87.91348600508906,87.91348600508906,72.53,269
34003,NJ,Bergen,6.417142857142857,6.4494677,6.1245,0.32496792,21.660305343511453,92.78264497288276,100.0,98.75954198473282,37.150127226463106,96.78869621066151,92.30279898218829,97.83715012722645,97.83715012722645,72.53,269
53035,WA,Kitsap,8.242857142857142,8.495592,8.561252,-0.065659285,39.853689567430024,,79.4,79.10305343511449,0.0,89.4990366088632,23.66412213740458,92.30279898218829,92.30279898218829,72.51,271
29047,MO,Clay,8.912857142857144,8.468169,8.713763,-0.24559371,69.11577608142494,0.0,,87.75445292620864,43.47964376590331,96.72447013487476,96.18320610687024,89.79007633587787,89.79007633587787,72.51,271
4003,AZ,Cochise,8.959999999999999,8.477606,8.502134,-0.024527755,99.17302798982189,34.209428452231954,,93.8295165394402,90.01272264631042,99.06872190109183,10.368956743002544,92.84351145038168,92.84351145038168,72.49,273
41043,OR,Linn,8.842857142857143,8.985322,9.346284,-0.36096284,58.396946564885496,,,86.25954198473282,17.048346055979643,85.83815028901735,15.744274809160306,88.10432569974553,88.10432569974553,72.48,274
4027,AZ,Yuma,9.015714285714285,8.552994,8.591271,-0.038277965,59.223918575063614,22.736754276178555,,90.96692111959288,74.77735368956743,96.66024405908799,14.026717557251908,92.55725190839696,92.55725190839696,72.44,275
32005,NV,Douglas,8.077142857142857,7.967623,8.587712,-0.6200886,97.93256997455472,,,73.75954198473282,79.13486005089058,62.29929351316633,2.608142493638677,84.38295165394402,84.38295165394402,72.44,275
15003,HI,Honolulu,5.204285714285715,5.92167,5.516151,0.40551928,98.98218829516541,73.29995828118481,75.6,99.30025445292621,13.486005089058525,0.0,33.23791348600509,98.75954198473282,98.75954198473282,72.43,277
53037,WA,Kittitas,8.557142857142859,8.800488,9.08083,-0.2803407,99.68193384223919,,,74.77735368956743,16.539440203562343,66.1849710982659,7.410941475826973,89.12213740458014,89.12213740458014,72.42,278
21059,KY,Daviess,6.868571428571428,7.4843445,7.8314986,-0.34715462,17.90712468193384,35.04380475594493,,88.83587786259542,71.08778625954199,90.84778420038536,88.89949109414758,88.13613231552164,88.13613231552164,72.4,279
17119,IL,Madison,5.878571428571428,6.176746,6.1457977,0.030947957,14.75826972010178,32.66583229036296,,92.2709923664122,63.19974554707379,98.00899165061014,97.61450381679388,93.41603053435117,93.41603053435117,72.38,280
6105,CA,Trinity,4.711428571428571,5.8136086,6.773207,-0.9595985,98.50508905852416,,,79.03944020356234,0.0,39.755940912010274,4.675572519083969,79.45292620865139,79.45292620865139,72.36,281
4005,AZ,Coconino,9.569999999999999,8.7329035,8.636985,0.0959177,99.39567430025444,0.0,,96.46946564885496,25.06361323155216,63.90494540783558,24.33206106870229,94.21119592875316,94.21119592875316,72.32,282
6063,CA,Plumas,5.618571428571428,7.068416,7.5282173,-0.45980126,98.6323155216285,,,87.94529262086515,57.538167938931295,27.071290944123316,9.79643765903308,86.38676844783714,86.38676844783714,72.31,283
